,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2014-03-18,30.311,29.896,30.318,29.855,36432120.0,407044.9247
2014-03-19,30.01,30.324,30.329,29.889,32258020.0,403008.9543
2014-03-20,29.958,30.028,30.27,29.913,33699500.0,402306.6291
2014-03-21,29.605,30.187,30.27,29.59,64213120.0,397561.5914
2014-03-24,28.976,29.633,29.651,28.677,60783020.0,389123.3551
2014-03-25,28.996,29.178,29.274,28.703,48260900.0,389388.8143
2014-03-26,28.327,29.078,29.318,28.315,51600460.0,381071.618
2014-03-27,27.884,28.299,28.326,27.579,76533520.0,375116.3745
2014-03-28,28.031,28.002,28.357,27.971,45178360.0,377092.4785
2014-03-31,27.89,28.287,28.403,27.848,38845540.0,375193.8028
2014-04-01,28.4,28.034,28.465,27.977,43652520.0,382054.6203
2014-04-02,28.405,28.575,28.648,28.127,41776080.0,382125.3157
2014-04-03,28.575,28.67,29.415,28.301,80392520.0,384143.2075
2014-04-04,27.263,28.928,28.986,27.225,107339440.0,366341.774
2014-04-07,27.032,27.24,27.493,26.527,79231040.0,363096.2962
2014-04-08,27.876,27.252,27.994,27.235,69775360.0,374414.0279
2014-04-09,28.352,28.292,28.39,27.769,60671780.0,380724.7565
2014-04-10,27.335,28.4,28.411,27.275,65939920.0,365988.0135
2014-04-11,26.888,26.897,27.38,26.67,63509200.0,359457.8871
2014-04-14,27.26,27.183,27.651,27.026,50827960.0,362454.8726
2014-04-15,27.435,27.55,27.645,26.532,79996860.0,364964.4938
2014-04-16,28.195,27.885,28.2,27.655,91770820.0,376984.7591
2014-04-17,27.167,27.816,27.85,26.97,112337240.0,363185.6775
2014-04-21,26.969,27.2,27.2,26.7,48504140.0,359233.1675
2014-04-22,27.275,26.8,27.4,26.8,46622420.0,363382.3033
2014-04-23,26.876,27.184,27.24,26.406,39186600.0,358046.4675
2014-04-24,26.722,27.085,27.125,26.55,41391180.0,357088.9663
2014-04-25,26.155,26.613,26.693,26.125,47452080.0,350301.6916
2014-04-28,26.149,26.29,26.295,25.55,75055580.0,350188.1188
2014-04-29,26.817,26.194,26.888,26.15,50719340.0,358601.0334
2014-04-30,26.744,26.756,26.817,26.455,40773160.0,357772.6822
2014-05-01,26.926,26.713,26.996,26.643,40087500.0,360614.2226
2014-05-02,26.694,27.072,27.12,26.664,35631900.0,357923.7263
2014-05-05,26.767,26.512,26.786,26.379,24575940.0,358331.7299
2014-05-06,26.129,26.67,26.727,26.113,36706360.0,349758.0414
2014-05-07,25.9,26.163,26.222,25.554,61486920.0,346452.9322
2014-05-08,26.008,25.786,26.368,25.723,49043940.0,347504.0928
2014-05-09,26.331,25.932,26.368,25.714,45228940.0,352321.8248
2014-05-12,26.922,26.592,26.938,26.376,38985820.0,360061.2749
2014-05-13,27.077,26.979,27.2,26.895,40239260.0,362180.853
2014-05-14,26.72,27.091,27.091,26.656,25622960.0,357623.5868
2014-05-15,26.456,26.657,26.7,26.265,36660880.0,353551.764
2014-05-16,26.415,26.48,26.542,26.179,38154660.0,353535.2825
2014-05-19,26.942,26.444,26.968,26.283,39557700.0,359798.1193
2014-05-20,27.02,27.0,27.318,26.829,48505840.0,360613.0561
2014-05-21,27.485,27.145,27.488,27.106,31297080.0,366841.4889
2014-05-22,27.773,27.61,27.898,27.55,42995140.0,370854.8922
2014-05-23,28.19,27.907,28.25,27.708,53453480.0,376227.7401
2014-05-27,28.744,28.389,28.744,28.208,43836560.0,384490.1666
2014-05-28,28.523,28.729,28.883,28.498,31631520.0,381563.6591
2014-05-29,28.528,28.67,28.674,28.423,28225920.0,381013.6413
2014-05-30,28.583,28.582,28.629,28.289,37434740.0,381281.593
2014-06-02,28.217,28.488,28.521,27.835,33272800.0,376843.8419
2014-06-03,27.726,28.045,28.12,27.626,40632940.0,370520.1977
2014-06-04,27.688,27.576,27.929,27.428,34583840.0,370185.8944
2014-06-05,28.246,27.856,28.25,27.752,35927400.0,377015.4708
2014-06-06,28.301,28.408,28.44,27.979,34818680.0,378242.9124
2014-06-09,28.537,28.338,28.6,28.261,30599180.0,381810.9232
2014-06-10,28.415,28.439,28.6,28.307,29702300.0,380485.8344
2014-06-11,28.375,28.296,28.449,28.184,22583460.0,379614.0562
2014-06-12,27.975,28.35,28.35,27.857,30989740.0,374404.2738
2014-06-13,28.018,28.004,28.033,27.686,27066860.0,374816.9776
2014-06-16,27.615,27.863,27.9,27.5,39436840.0,369595.3726
2014-06-17,27.531,27.618,27.687,27.374,29633380.0,368610.3406
2014-06-18,28.033,27.64,28.07,27.579,41213620.0,375500.6179
2014-06-19,28.25,28.057,28.25,27.833,52610780.0,377399.0746
2014-06-20,28.326,28.323,28.339,27.969,63242940.0,378405.4977
2014-06-23,28.714,28.218,28.722,28.175,34481960.0,383945.6448
2014-06-24,28.627,28.711,29.113,28.458,56886500.0,383283.6322
2014-06-25,29.297,28.678,29.365,28.663,42294860.0,392548.7284
2014-06-26,29.239,29.465,29.48,28.98,40247200.0,391222.4113
2014-06-27,29.285,29.273,29.394,29.131,40442360.0,391959.7573
2014-06-30,29.234,29.338,29.386,29.164,29588220.0,390928.6394
2014-07-01,29.575,29.383,29.683,29.315,32892560.0,395736.7583
2014-07-02,29.539,29.613,29.708,29.456,23940100.0,395394.7563
2014-07-03,29.654,29.585,29.713,29.45,17977040.0,396980.7707
2014-07-07,29.538,29.676,29.782,29.397,26741760.0,395357.5391
2014-07-08,28.92,29.318,29.399,28.7,42598480.0,387458.8385
2014-07-09,29.168,28.948,29.205,28.85,27461120.0,390815.2791
2014-07-10,29.002,28.65,29.263,28.605,28726520.0,387969.9991
2014-07-11,29.333,29.05,29.412,29.029,30285300.0,392965.0071
2014-07-14,29.713,29.53,29.743,29.335,39092240.0,397397.0356
2014-07-15,29.653,29.758,29.765,29.265,33479580.0,396992.8333
2014-07-16,29.531,29.845,29.85,29.513,28844220.0,395463.8799
2014-07-17,29.041,29.449,29.475,28.843,58832960.0,389171.3988
2014-07-18,30.256,30.151,30.335,29.546,97485200.0,404481.6708
2014-07-21,29.922,30.068,30.208,29.723,44802220.0,400369.7353
2014-07-22,30.179,29.985,30.444,29.963,37633300.0,403880.9939
2014-07-23,30.26,30.103,30.353,30.068,22122720.0,404834.9601
2014-07-24,30.151,30.277,30.446,30.05,27119480.0,403200.2971
2014-07-25,29.904,29.963,30.05,29.788,27238220.0,401223.9811
2014-07-28,29.951,29.888,30.055,29.63,27161420.0,402093.7882
2014-07-29,29.698,29.885,29.925,29.609,27334580.0,398693.7306
2014-07-30,29.772,29.79,29.923,29.635,24311520.0,399818.554
2014-07-31,28.978,29.448,29.599,28.884,46209420.0,389096.2788
2014-08-01,28.68,28.928,29.172,28.515,44275800.0,385225.308
2014-08-04,29.114,28.825,29.191,28.613,30496360.0,390508.2863
2014-08-05,28.657,28.969,29.01,28.515,33026840.0,384716.7313
2014-08-06,28.725,28.475,28.932,28.373,26457560.0,385613.0419
2014-08-07,28.591,28.803,28.915,28.472,23260540.0,383678.1933
2014-08-08,28.897,28.601,28.978,28.451,29900440.0,387561.2278
2014-08-11,28.863,28.95,28.985,28.765,24067140.0,387021.3927
2014-08-12,28.606,28.75,28.795,28.496,27898780.0,383544.1894
2014-08-13,29.228,28.823,29.306,28.76,38065640.0,391815.9129
2014-08-14,29.232,29.335,29.39,29.046,25457580.0,391796.3511
2014-08-15,29.186,29.375,29.474,29.038,34507160.0,391076.4494
2014-08-18,29.635,29.355,29.752,29.327,29415120.0,397043.8703
2014-08-19,29.856,29.78,29.89,29.722,20905160.0,400132.7896
2014-08-20,29.771,29.848,29.85,29.65,19372340.0,398737.9559
2014-08-21,29.621,29.745,29.763,29.555,22671860.0,397399.2586
2014-08-22,29.627,29.664,29.75,29.49,17549280.0,397140.3964
2014-08-25,29.529,29.739,29.779,29.463,25960980.0,395665.3113
2014-08-26,29.406,29.6,29.603,29.373,29439060.0,394048.3694
2014-08-27,29.15,29.39,29.469,29.045,27375320.0,389949.0586
2014-08-28,29.016,29.001,29.236,28.894,28119000.0,388458.0762
2014-08-29,29.118,29.118,29.145,28.912,24137680.0,389969.5401
2014-09-02,29.432,29.148,29.465,29.12,31705540.0,394013.0815
2014-09-03,29.476,29.587,29.725,29.325,31595580.0,394512.696
2014-09-04,29.657,29.607,29.9,29.53,32691700.0,397114.7966
2014-09-05,29.889,29.757,29.925,29.678,35997100.0,400055.8192
2014-09-08,30.082,29.957,30.176,29.901,32024880.0,402583.1475
2014-09-09,29.599,30.014,30.03,29.524,31491460.0,396396.5426
2014-09-10,29.671,29.587,29.686,29.357,23205820.0,397611.3096
2014-09-11,29.556,29.5,29.597,29.302,30029020.0,396253.5929
2014-09-12,29.245,29.52,29.574,29.164,37045420.0,392228.6976
2014-09-15,29.082,29.112,29.196,28.851,31002200.0,390294.2206
2014-09-16,29.439,29.048,29.508,29.048,31631780.0,395017.6288
2014-09-17,29.664,29.476,29.804,29.356,34418420.0,398181.4997
2014-09-18,29.864,29.752,29.878,29.651,29889340.0,401063.6638
2014-09-19,30.27,29.975,30.27,29.888,83892600.0,406080.1085
2014-09-22,29.864,30.125,30.19,29.656,35702020.0,400368.9804
2014-09-23,29.559,29.75,29.833,29.512,28101560.0,396194.9097
2014-09-24,29.921,29.579,30.006,29.515,35219060.0,400953.051
2014-09-25,29.263,29.85,29.904,29.237,33529700.0,392132.718
2014-09-26,29.395,29.297,29.479,29.25,25781800.0,393702.1268
2014-09-29,29.39,29.092,29.466,29.079,22899640.0,393403.5967
2014-09-30,29.42,29.375,29.55,29.225,31433760.0,393955.681
2014-10-01,28.982,29.34,29.436,28.901,28993720.0,387903.6162
2014-10-02,29.044,28.9,29.162,28.702,30738700.0,388953.855
2014-10-03,29.313,29.205,29.414,29.175,24291860.0,392523.9241
2014-10-06,29.389,29.498,29.62,29.27,25722600.0,393756.2402
2014-10-07,28.705,29.245,29.293,28.705,30924560.0,384528.7913
2014-10-08,29.187,28.74,29.235,28.382,44207200.0,390727.4621
2014-10-09,28.54,29.081,29.127,28.452,48269060.0,382460.6795
2014-10-10,27.76,28.374,28.762,27.751,59593460.0,371613.907
2014-10-13,27.238,27.757,28.044,27.222,55130160.0,364245.2513
2014-10-14,27.435,27.507,27.932,27.225,52200660.0,367199.0778
2014-10-15,27.037,27.104,27.196,26.421,76724440.0,361833.2787
2014-10-16,26.846,26.35,27.05,26.248,76100920.0,358631.0101
2014-10-17,26.149,27.023,27.173,25.92,119974800.0,349418.3718
2014-10-20,26.619,26.023,26.658,25.957,54996600.0,355878.2824
2014-10-21,26.902,26.864,26.938,26.51,49202800.0,359718.1783
2014-10-22,27.135,27.053,27.538,27.012,59491000.0,363422.2555
2014-10-23,27.682,27.414,27.87,27.275,43073560.0,372033.6253
2014-10-24,27.445,27.749,27.75,27.258,43515340.0,369012.9328
2014-10-27,27.494,27.388,27.7,27.36,31968180.0,369681.3956
2014-10-28,27.947,27.586,27.96,27.521,34793320.0,375486.5951
2014-10-29,27.923,28.043,28.249,27.799,41067100.0,375491.3248
2014-10-30,28.014,27.913,28.125,27.607,32249380.0,376418.137
2014-10-31,28.394,28.415,28.437,28.24,46830780.0,382002.4558
2014-11-03,28.188,28.176,28.357,28.082,30886760.0,379309.1033
2014-11-04,28.21,28.058,28.24,27.915,27730180.0,379033.357
2014-11-05,27.798,28.339,28.345,27.708,32905280.0,373461.9463
2014-11-06,27.585,27.775,27.84,27.529,33014420.0,370711.3575
2014-11-07,27.591,27.78,27.78,27.468,31782620.0,370374.4695
2014-11-10,27.912,27.62,28.032,27.581,26089620.0,374748.4445
2014-11-11,28.065,27.926,28.125,27.812,22003580.0,376728.9678
2014-11-12,27.913,28.057,28.063,27.775,21882280.0,374688.7229
2014-11-13,27.822,28.04,28.041,27.705,30219780.0,373416.9078
2014-11-14,27.76,27.9,27.9,27.626,28501200.0,372667.8907
2014-11-17,27.332,27.76,27.76,27.222,33612420.0,367109.7176
2014-11-18,27.226,27.396,27.64,27.19,36443320.0,365902.9876
2014-11-19,27.36,27.238,27.411,26.96,30345720.0,367460.2869
2014-11-20,27.188,27.105,27.269,27.075,35015160.0,365595.7578
2014-11-21,27.295,27.552,27.552,27.25,50119760.0,367238.5566
2014-11-24,27.374,27.329,27.56,27.208,33075460.0,368383.118
2014-11-25,27.462,27.361,27.625,27.345,38071780.0,369592.2445
2014-11-26,27.387,27.462,27.494,27.262,29605880.0,368864.1871
2014-11-28,27.454,27.35,27.48,27.224,24201220.0,369820.2896
2014-12-01,26.982,27.255,27.44,26.931,39887980.0,363936.3236
2014-12-02,26.93,26.973,27.093,26.733,41479480.0,363587.3648
2014-12-03,26.849,26.875,27.07,26.761,32479540.0,362191.5925
2014-12-04,27.129,26.882,27.135,26.745,32673760.0,366136.4727
2014-12-05,26.404,26.835,26.91,26.363,61402360.0,357197.9594
2014-12-08,26.537,26.461,26.691,26.35,64636360.0,358654.8352
2014-12-09,26.806,26.294,26.833,26.17,43376260.0,362674.5512
2014-12-10,26.402,26.795,26.968,26.375,46324080.0,357478.6381
2014-12-11,26.606,26.501,26.852,26.458,41465800.0,359583.6509
2014-12-12,26.075,26.372,26.612,26.073,47430860.0,352730.1038
2014-12-15,25.792,26.188,26.269,25.77,52439540.0,349180.5905
2014-12-16,24.908,25.68,25.779,24.86,86997640.0,336919.5814
2014-12-17,25.322,24.993,25.454,24.956,72788740.0,342986.6303
2014-12-18,25.731,25.8,25.813,25.328,77534640.0,347810.6467
2014-12-19,26.002,25.85,26.04,25.443,97441180.0,351425.093
2014-12-22,26.615,26.031,26.649,26.03,66389220.0,358371.354
2014-12-23,26.938,26.726,27.115,26.686,57544440.0,362485.5465
2014-12-24,26.847,26.941,27.015,26.755,14756960.0,361244.6826
2014-12-26,27.076,26.847,27.163,26.775,22269280.0,364603.8986
2014-12-29,26.865,27.025,27.196,26.858,44372640.0,361934.8659
2014-12-30,26.764,26.748,26.892,26.681,20972620.0,361334.6456
2014-12-31,26.533,26.887,26.92,26.51,24728900.0,358420.4629
2015-01-02,26.478,26.63,26.79,26.394,26557400.0,357491.5838
2015-01-05,25.973,26.357,26.399,25.888,41182380.0,350335.3967
2015-01-06,25.332,26.025,26.061,25.278,54636260.0,341972.2134
2015-01-07,25.258,25.548,25.575,25.182,46917500.0,341192.3085
2015-01-08,25.346,25.075,25.375,24.751,73244480.0,342320.2721
2015-01-09,25.036,25.409,25.43,24.932,42000480.0,338003.9265
2015-01-12,24.853,24.962,25.014,24.546,57138760.0,335535.766
2015-01-13,25.09,25.129,25.43,24.863,61005900.0,338344.466
2015-01-14,25.297,25.021,25.413,24.908,52799180.0,341351.3249
2015-01-15,25.2,25.444,25.488,25.101,51133640.0,341089.5649
2015-01-16,25.523,25.158,25.543,25.155,49657160.0,345404.8326
2015-01-20,25.497,25.639,25.781,25.469,46872240.0,344811.7888
2015-01-21,26.02,25.542,26.093,25.479,46355780.0,352153.5564
2015-01-22,26.865,26.15,26.942,26.095,56068020.0,363419.5108
2015-01-23,27.098,26.902,27.271,26.788,45965800.0,366907.3754
2015-01-26,26.836,27.075,27.075,26.604,30931260.0,363539.0808
2015-01-27,26.06,26.57,26.639,26.043,39148800.0,352619.2957
2015-01-28,25.621,26.25,26.285,25.618,35821540.0,346724.4503
2015-01-29,25.662,25.645,25.76,25.174,79017140.0,347215.8406
2015-01-30,26.877,25.95,27.155,25.909,121108900.0,363545.1288
2015-02-02,26.61,26.716,26.825,26.086,75377220.0,359663.026
2015-02-03,26.665,26.497,26.873,26.341,47061920.0,360284.6371
2015-02-04,26.305,26.657,26.837,26.252,33896640.0,355664.2444
2015-02-05,26.492,26.396,26.535,26.282,33175020.0,358593.9726
2015-02-06,26.694,26.551,27.011,26.432,42938440.0,361108.934
2015-02-09,26.464,26.553,26.694,26.377,30313740.0,360337.2865
2015-02-10,27.008,26.607,27.05,26.459,47429360.0,367104.4696
2015-02-11,26.9,26.987,27.098,26.8,38306720.0,366069.3982
2015-02-12,27.301,26.983,27.417,26.85,48590400.0,371144.5698
2015-02-13,27.558,27.376,27.627,27.33,47382300.0,374997.939
2015-02-17,27.251,27.558,27.65,27.163,39173580.0,370797.427
2015-02-18,27.133,27.191,27.377,26.978,31163060.0,368256.7853
2015-02-19,27.323,27.124,27.343,27.038,30833380.0,370611.8316
2015-02-20,27.09,27.379,27.379,26.905,38234640.0,367714.9734
2015-02-23,26.75,26.95,26.965,26.6,32905520.0,362998.6165
2015-02-24,26.932,26.577,26.97,26.55,28427460.0,365677.4924
2015-02-25,27.367,26.922,27.479,26.901,40836540.0,371254.8407
2015-02-26,27.964,27.287,28.006,27.255,54031680.0,379266.5779
2015-02-27,28.132,27.908,28.471,27.851,68328900.0,381385.6445
2015-03-02,28.751,28.35,28.8,28.158,50406080.0,390020.507
2015-03-03,28.94,28.818,29.043,28.525,50525600.0,392048.2749
2015-03-04,28.917,28.849,29.082,28.626,37963000.0,391803.3844
2015-03-05,29.072,28.981,29.16,28.912,35917780.0,393496.3028
2015-03-06,28.645,29.1,29.139,28.603,37592380.0,388013.9731
2015-03-09,28.705,28.546,28.773,28.452,23484880.0,388817.8693
2015-03-10,27.993,28.424,28.488,27.991,40080480.0,379269.5364
2015-03-11,27.785,27.99,28.209,27.771,40523160.0,376559.3134
2015-03-12,28.059,27.924,28.092,27.777,35601140.0,379866.875
2015-03-13,27.65,27.962,28.218,27.517,35427080.0,374298.8434
2015-03-16,28.082,27.847,28.188,27.566,36855080.0,379647.0205
2015-03-17,27.881,27.914,28.032,27.72,28891200.0,377036.2937
2015-03-18,28.308,27.887,28.325,27.675,35324420.0,382896.0077
2015-03-19,28.184,28.226,28.348,28.106,24659380.0,381561.0885
2015-03-20,28.248,28.336,28.355,28.224,44320760.0,382832.5063
2015-03-23,28.269,28.3,28.482,28.153,30233720.0,382395.0332
2015-03-24,28.877,28.427,29.094,28.405,79156880.0,390388.1442
2015-03-25,28.35,28.879,29.004,28.35,53069020.0,382896.7737
2015-03-26,28.182,28.232,28.36,27.915,49842820.0,380516.2516
2015-03-27,27.877,28.092,28.203,27.847,34552580.0,376099.5494
2015-03-30,28.057,28.013,28.108,27.839,24787000.0,378578.1354
2015-03-31,27.735,27.897,28.123,27.734,34932440.0,375081.3836
2015-04-01,27.475,27.742,27.925,27.301,38901800.0,371450.8887
2015-04-02,27.065,27.371,27.4,27.022,47760380.0,366305.6456
2015-04-06,27.198,26.942,27.277,26.785,33717880.0,367586.6089
2015-04-07,27.243,27.25,27.508,27.179,27318320.0,367965.476
2015-04-08,27.442,27.3,27.575,27.3,28386320.0,370898.3314
2015-04-09,27.401,27.461,27.469,27.098,32365980.0,370336.549
2015-04-10,27.427,27.479,27.493,27.249,26104380.0,370216.8171
2015-04-13,27.432,27.353,27.664,27.315,29325540.0,369939.7349
2015-04-14,26.989,27.329,27.329,26.787,47206580.0,363938.7911
2015-04-15,27.052,26.898,27.16,26.619,46961740.0,365119.4898
2015-04-16,27.176,26.918,27.261,26.905,31721760.0,366363.1525
2015-04-17,26.637,26.865,26.99,26.45,49233960.0,359404.2292
2015-04-20,27.226,26.688,27.29,26.668,38521280.0,367259.8713
2015-04-21,27.146,27.315,27.389,27.111,29127740.0,366239.0708
2015-04-22,27.459,27.153,27.55,27.066,31806400.0,370180.5958
2015-04-23,27.873,27.521,28.059,27.504,78183100.0,376527.7868
2015-04-24,28.683,29.002,29.235,28.418,92168060.0,388265.9446
2015-04-27,28.306,28.639,28.776,28.115,48062100.0,382851.089
2015-04-28,28.219,28.216,28.392,28.048,37195740.0,381677.4865
2015-04-29,28.069,28.026,28.292,27.95,33621280.0,378568.7239
2015-04-30,27.438,27.928,28.056,27.336,47240480.0,370280.4858
2015-05-01,27.558,27.526,27.561,27.193,36571320.0,371238.1534
2015-05-04,27.642,27.55,27.835,27.37,35259040.0,372826.1033
2015-05-05,27.152,27.508,27.631,27.119,28528340.0,366073.8385
2015-05-06,26.754,27.132,27.196,26.612,39034560.0,361148.015
2015-05-07,27.102,26.795,27.26,26.673,31844400.0,365720.9834
2015-05-08,27.448,27.444,27.64,27.402,28225280.0,370660.8625
2015-05-11,27.289,27.425,27.668,27.28,21858460.0,368736.7718
2015-05-12,26.937,27.14,27.148,26.75,35282460.0,364069.2739
2015-05-13,26.975,27.024,27.192,26.949,24238400.0,364521.6797
2015-05-14,27.46,27.199,27.485,27.125,31736660.0,370805.7105
2015-05-15,27.325,27.52,27.53,27.125,33439540.0,368279.411
2015-05-18,27.333,27.191,27.417,27.113,26705120.0,367765.7457
2015-05-19,27.464,27.4,27.67,27.356,47125480.0,370448.2345
2015-05-20,27.626,27.546,27.803,27.255,30839240.0,372166.7644
2015-05-21,27.841,27.51,27.881,27.465,34170240.0,374711.1311
2015-05-22,27.726,27.723,27.912,27.681,24265760.0,373107.9426
2015-05-26,27.36,27.629,27.667,27.149,37474180.0,367936.6393
2015-05-27,27.713,27.434,27.765,27.329,34844740.0,372905.2961
2015-05-28,27.709,27.69,27.788,27.54,23546360.0,372879.6026
2015-05-29,27.266,27.66,27.697,27.252,43445640.0,367271.2785
2015-06-01,27.461,27.437,27.529,27.179,33210000.0,369186.3348
2015-06-02,27.698,27.371,27.94,27.327,31856560.0,372586.5186
2015-06-03,27.765,27.755,27.9,27.607,26709580.0,373423.6843
2015-06-04,27.585,27.609,27.798,27.456,26866340.0,370963.3313
2015-06-05,27.476,27.6,27.667,27.369,24396820.0,369044.1457
2015-06-08,27.174,27.481,27.494,27.148,27336320.0,364750.0056
2015-06-09,27.108,27.171,27.242,26.943,30016920.0,364283.369
2015-06-10,27.63,27.285,27.739,27.256,30316100.0,371245.8388
2015-06-11,27.502,27.725,27.742,27.458,25871200.0,369675.4717
2015-06-12,27.374,27.357,27.443,27.282,25467660.0,368028.376
2015-06-15,27.15,27.137,27.202,26.961,27149620.0,364735.1798
2015-06-16,27.244,27.224,27.335,27.079,32526980.0,365672.8003
2015-06-17,27.33,27.271,27.418,27.091,24440980.0,366625.2591
2015-06-18,27.809,27.4,27.863,27.4,41192060.0,372386.4329
2015-06-19,27.876,27.826,27.896,27.613,59289780.0,372793.1339
2015-06-22,27.984,27.97,28.281,27.946,34751380.0,374024.3119
2015-06-23,28.17,27.99,28.245,27.857,31396160.0,376033.6064
2015-06-24,27.929,28.124,28.132,27.841,28923120.0,373546.4556
2015-06-25,27.898,28.015,28.157,27.873,26705400.0,372391.2039
2015-06-26,27.653,27.986,28.0,27.593,43675060.0,369550.9121
2015-06-29,27.063,27.338,27.545,27.012,37756320.0,362095.0437
2015-06-30,27.002,27.255,27.295,26.977,34509280.0,361342.912
2015-07-01,27.165,27.183,27.29,26.988,30759460.0,362857.4839
2015-07-02,27.367,27.237,27.4,27.179,28124260.0,364701.9798
2015-07-06,27.281,27.113,27.429,27.105,25613740.0,363962.3796
2015-07-07,27.502,27.371,27.55,26.993,33595180.0,366143.9883
2015-07-08,27.085,27.28,27.414,27.06,27661300.0,360511.0267
2015-07-09,27.232,27.432,27.444,27.231,29766480.0,362855.2611
2015-07-10,27.806,27.686,27.964,27.6,43435000.0,369936.1563
2015-07-13,28.587,27.976,28.643,27.935,41792820.0,380889.7256
2015-07-14,29.209,28.725,29.485,28.708,74831660.0,390158.3512
2015-07-15,29.198,29.187,29.435,29.011,41466600.0,389765.395
2015-07-16,30.089,29.475,30.225,29.396,112641080.0,402591.8626
2015-07-17,34.981,34.0,35.15,33.9,257162720.0,467607.504
2015-07-20,34.642,34.449,34.89,34.088,102435040.0,461829.1835
2015-07-21,34.768,34.244,35.28,34.207,75604600.0,462353.6543
2015-07-22,34.755,34.701,35.667,34.581,83099740.0,462201.4478
2015-07-23,33.737,34.593,34.804,33.58,76231960.0,451291.1124
2015-07-24,32.739,33.838,33.89,32.659,82622740.0,437326.7897
2015-07-27,32.914,32.579,33.354,32.578,58382200.0,439800.1207
2015-07-28,32.983,33.088,33.205,32.67,34363860.0,440512.6519
2015-07-29,33.072,33.113,33.167,32.642,36756100.0,442524.7933
2015-07-30,33.228,32.872,33.402,32.585,39606900.0,443757.14
2015-07-31,32.875,33.235,33.25,32.86,34921880.0,438946.8444
2015-08-03,33.236,32.883,33.334,32.883,31348140.0,443297.3507
2015-08-04,33.064,33.217,33.4,33.026,26188200.0,441486.3971
2015-08-05,33.665,33.288,33.996,33.279,36447740.0,450651.5433
2015-08-06,33.508,33.7,33.738,33.037,40659680.0,449253.332
2015-08-07,33.22,33.389,33.44,32.944,27543040.0,444705.5911
2015-08-10,33.157,33.355,33.581,33.012,34458300.0,443730.3396
2015-08-11,34.515,34.979,35.2,34.216,109880220.0,462308.7996
2015-08-12,34.574,34.725,34.8,34.026,58646560.0,462227.0803
2015-08-13,34.326,34.46,34.701,34.109,36354960.0,459510.9351
2015-08-14,34.469,34.202,34.613,34.145,27597100.0,460661.7281
2015-08-17,34.706,34.402,34.737,34.153,24679020.0,463545.0741
2015-08-18,34.437,34.554,34.788,34.266,27710880.0,460093.5594
2015-08-19,34.702,34.506,35.01,34.34,50193940.0,463534.0655
2015-08-20,33.974,34.455,34.808,33.764,57797540.0,453733.8691
2015-08-21,32.201,33.552,33.645,32.155,91879400.0,429838.4131
2015-08-24,30.906,30.03,32.217,29.655,129788600.0,413197.1961
2015-08-25,30.624,32.323,32.35,30.583,71429380.0,408624.4806
2015-08-26,32.987,32.155,33.124,31.519,87739700.0,440767.1807
2015-08-27,33.398,33.6,33.699,32.555,58974720.0,446687.0178
2015-08-28,32.985,33.288,33.35,32.688,38836660.0,441402.2219
2015-08-31,32.391,32.717,33.221,32.318,38936880.0,433168.7736
2015-09-01,31.478,31.69,32.222,31.253,51457680.0,419837.3647
2015-09-02,32.246,31.9,32.253,31.532,37629780.0,430804.0772
2015-09-03,31.853,32.396,32.563,31.69,34571240.0,425330.7189
2015-09-04,31.448,31.485,31.725,31.325,40499800.0,420724.0027
2015-09-08,32.194,32.05,32.252,31.645,39092960.0,430597.191
2015-09-09,32.17,32.594,32.868,32.045,40978160.0,429731.3997
2015-09-10,32.554,32.195,32.745,32.085,27849620.0,435344.4523
2015-09-11,32.765,32.511,32.765,32.371,34892300.0,438311.3687
2015-09-14,32.624,32.782,32.796,32.475,29952540.0,436482.2407
2015-09-15,33.254,32.836,33.443,32.667,35546400.0,444861.1323
2015-09-16,33.276,33.277,33.403,33.11,26251960.0,445313.8409
2015-09-17,33.584,33.375,34.1,33.25,47752100.0,449814.62
2015-09-18,33.046,33.253,33.492,33.002,72544200.0,441372.7284
2015-09-21,33.349,33.276,33.45,32.9,39093340.0,445575.1445
2015-09-22,32.66,32.874,32.941,32.252,54361620.0,436509.3516
2015-09-23,32.664,32.645,33.014,32.537,29159900.0,436415.7384
2015-09-24,32.746,32.449,32.838,32.108,38692780.0,438199.3213
2015-09-25,32.008,32.929,32.929,31.983,48479840.0,428424.725
2015-09-28,31.213,31.952,32.143,30.892,47646000.0,417088.364
2015-09-29,31.131,31.275,31.734,30.902,42129320.0,416600.1231
2015-09-30,31.919,31.592,31.966,31.458,52953100.0,426549.9459
2015-10-01,32.1,31.897,32.192,31.556,42506300.0,428757.3992
2015-10-02,32.85,31.901,32.913,31.675,48788700.0,439266.5393
2015-10-05,33.584,33.08,33.651,32.794,37960240.0,450697.1314
2015-10-06,33.582,33.468,33.94,33.154,43148180.0,452157.1432
2015-10-07,33.5,33.87,33.937,32.906,44353440.0,450495.1699
2015-10-08,33.35,33.473,33.595,32.725,39307940.0,448357.9274
2015-10-09,33.562,33.375,33.704,33.118,32123560.0,451351.6076
2015-10-12,33.822,33.46,33.899,33.362,26684500.0,454130.5591
