,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity,GOOGL US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2017-05-12,47.757,47.893,47.899,47.603,24297020.0,652223.9093
2017-05-15,47.961,47.765,48.135,47.641,26753940.0,655335.2675
2017-05-16,48.231,48.177,48.295,48.018,22030880.0,659260.1805
2017-05-17,47.109,47.985,48.05,47.003,48981160.0,643389.0309
2017-05-18,47.525,47.16,47.709,47.064,36009300.0,649999.8413
2017-05-19,47.733,47.641,47.978,47.6,27205980.0,652729.7915
2017-05-22,48.204,47.85,48.241,47.828,27747840.0,658664.3102
2017-05-23,48.527,48.498,48.726,48.225,30908420.0,663324.702
2017-05-24,48.881,48.763,48.906,48.581,22849760.0,667867.5472
2017-05-25,49.593,48.95,49.789,48.891,39082980.0,677847.2442
2017-05-26,49.664,49.6,49.82,49.368,32728320.0,679015.2924
2017-05-30,49.808,49.625,49.881,49.568,30333700.0,681580.8839
2017-05-31,49.355,49.811,49.98,49.084,34481900.0,674580.9523
2017-06-01,49.415,49.548,49.657,49.064,26127680.0,675740.8343
2017-06-02,49.806,49.43,49.824,49.354,34709380.0,681461.0715
2017-06-05,50.194,49.895,50.37,49.773,27578320.0,686947.6146
2017-06-06,49.834,50.165,50.431,49.74,31042280.0,682000.3735
2017-06-07,50.08,49.941,50.195,49.79,27481940.0,685248.6418
2017-06-08,50.214,50.212,50.28,49.831,33758500.0,686976.0499
2017-06-09,48.506,50.275,50.275,47.669,72957140.0,663560.8327
2017-06-12,48.091,47.936,48.4,46.84,84042180.0,658323.7517
2017-06-13,48.525,48.602,48.896,48.101,40107120.0,665005.7308
2017-06-14,48.396,48.775,48.985,47.976,30109720.0,663201.9942
2017-06-15,48.009,47.401,48.034,47.019,48552780.0,657581.5621
2017-06-16,47.931,47.896,47.998,47.435,51184140.0,656143.0071
2017-06-19,48.761,48.483,48.965,48.41,29376740.0,667992.8719
2017-06-20,48.45,48.765,49.04,48.41,25945740.0,663494.301
2017-06-21,48.93,48.54,48.984,48.458,23232140.0,669846.0637
2017-06-22,48.831,48.844,49.025,48.666,20189520.0,668338.807
2017-06-23,49.305,48.775,49.331,48.723,31279700.0,674530.2391
2017-06-26,48.605,49.5,49.7,48.517,30358240.0,665097.7282
2017-06-27,47.405,48.08,48.361,47.355,48872040.0,648147.4509
2017-06-28,48.051,47.533,48.162,46.808,54911360.0,657173.7733
2017-06-29,46.891,47.568,47.583,46.48,64133480.0,641313.6894
2017-06-30,46.484,47.2,47.25,46.481,45753240.0,635341.9558
2017-07-03,45.973,46.661,46.712,45.765,33896220.0,628342.6884
2017-07-05,46.613,46.21,46.814,45.932,41881100.0,637274.8846
2017-07-06,46.385,46.25,46.807,45.993,40297100.0,633946.8489
