,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity,DIS US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2018-09-26,115.21,114.01,116.32,114.01,11141544.0,171345.2195
2018-09-27,116.04,115.19,116.6,115.1,5195314.0,172579.6308
2018-09-28,116.94,115.65,117.46,115.35,7366846.0,173918.1492
2018-10-01,116.24,117.28,117.4,115.68,8644469.0,172877.0794
2018-10-02,117.66,115.55,117.7,115.3,6441742.0,174988.9638
2018-10-03,116.91,117.95,118.1,116.74,6111663.0,173873.5319
2018-10-04,116.13,117.0,117.17,115.12,6442769.0,172713.4827
2018-10-05,114.78,116.0,116.58,114.73,5836074.0,170705.7052
2018-10-08,116.02,114.83,116.155,114.12,5652284.0,172549.886
2018-10-09,116.89,116.615,117.77,116.04,6761416.0,173843.787
2018-10-10,112.86,116.84,117.23,112.73,9006470.0,167850.1994
2018-10-11,111.15,112.5,113.25,110.32,10045632.0,165307.0145
2018-10-12,112.61,111.97,113.2744,111.23,5963944.0,167478.3887
2018-10-15,113.44,111.93,114.6176,111.89,6628815.0,168712.8001
2018-10-16,116.19,114.34,116.37,113.84,7619024.0,172802.7172
2018-10-17,117.13,116.1,117.22,115.43,7120646.0,174200.7253
2018-10-18,116.18,116.75,117.13,115.58,6056682.0,172787.8448
2018-10-19,118.9,117.42,119.17,117.22,10430994.0,176833.1447
2018-10-22,118.27,119.05,119.69,117.72,8406370.0,175896.1818
2018-10-23,117.85,116.945,118.49,115.41,8607373.0,175271.5399
2018-10-24,111.61,117.06,117.06,111.25,11630540.0,165991.1461
2018-10-25,114.16,112.62,114.69,112.118,7406869.0,169783.6148
2018-10-26,113.19,112.84,114.14,112.101,7984726.0,168340.9894
2018-10-29,113.04,114.45,114.94,111.96,9234069.0,168117.9031
2018-10-30,114.76,113.39,114.89,112.41,7365577.0,170675.9603
2018-10-31,114.83,116.23,116.52,114.68,9196670.0,170780.0673
2018-11-01,116.1,115.2,116.28,114.9,6779884.0,172668.8654
2018-11-02,115.18,116.83,116.95,114.37,6377852.0,171300.6022
2018-11-05,115.45,115.74,116.2241,115.12,7921106.0,171702.1577
2018-11-06,116.71,115.74,116.84,115.45,5036606.0,173576.0834
2018-11-07,117.05,116.57,117.285,115.16,8249836.0,174081.7459
2018-11-08,116.0,117.45,117.83,115.21,11074782.0,172520.1411
2018-11-09,118.0,118.2,120.2,117.18,16878228.0,175494.6263
2018-11-12,116.7,118.0,118.46,116.6,9170870.0,173561.211
2018-11-13,116.85,117.11,117.78,116.18,4650588.0,173784.2973
2018-11-14,117.12,117.44,118.22,116.44,7109122.0,174185.8528
2018-11-15,117.11,116.49,117.43,115.7,7088665.0,174170.9804
2018-11-16,116.19,116.53,117.344,115.99,7142193.0,172802.7172
2018-11-19,115.42,116.0,117.83,114.79,9714594.0,171657.5404
2018-11-20,111.87,113.52,114.588,111.52,11194640.0,166377.8292
2018-11-21,113.03,112.5,113.985,112.3,7242467.0,168264.4791
2018-11-23,112.08,112.24,112.79,111.74,3242322.0,166850.2416
2018-11-26,112.55,113.18,113.18,111.92,7002353.0,167549.917
2018-11-27,113.9,113.61,114.1,112.41,7357599.0,169559.6228
2018-11-28,116.1,114.32,116.3,114.05,9039821.0,172834.6989
2018-11-29,116.61,115.75,117.14,115.21,10834825.0,173593.9211
2018-11-30,115.49,116.84,117.065,115.06,16857777.0,171926.6096
2018-12-03,115.74,116.65,116.92,114.91,9272917.0,172298.7774
2018-12-04,112.87,115.62,116.29,112.66,10806737.0,168026.2917
2018-12-06,114.33,112.06,114.34,111.16,10546187.0,170199.7513
2018-12-07,111.98,113.86,113.99,111.61,8305465.0,166701.3745
2018-12-10,111.86,111.99,112.29,109.5301,7337457.0,166522.734
2018-12-11,111.97,112.97,113.72,111.43,6861759.0,166686.4878
2018-12-12,112.21,113.0,113.98,112.15,7723872.0,167043.7689
2018-12-13,113.39,112.87,113.595,112.34,6661534.0,168800.4006
2018-12-14,112.2,112.37,113.92,112.05,7602301.0,167028.8822
2018-12-17,110.62,112.29,112.89,110.03,7731768.0,164676.782
2018-12-18,109.45,110.87,111.08,108.9,6682315.0,162935.037
2018-12-19,109.22,110.0,112.13,108.9461,9416918.0,162592.6427
2018-12-20,107.0,108.75,109.21,106.13,9387252.0,159287.7931
2018-12-21,104.22,106.47,108.75,103.86,15530616.0,155149.2879
2018-12-24,100.35,103.23,103.9,100.35,7132955.0,149388.1312
2018-12-26,105.83,100.49,105.85,100.38,9422844.0,157546.0481
2018-12-27,106.52,104.41,106.55,102.795,8201369.0,158573.2311
2018-12-28,107.3,107.28,108.52,106.1901,7620457.0,159734.3944
2018-12-31,109.65,109.11,109.67,107.5528,7241715.0,163232.7712
2019-01-02,108.97,108.1,109.135,107.7304,9723461.0,162220.4749
2019-01-03,106.33,108.48,108.65,105.9436,10594688.0,158290.3836
2019-01-04,109.61,107.94,110.75,107.25,10122770.0,163173.2244
2019-01-07,110.56,109.91,111.4,109.3,6714654.0,164587.4618
2019-01-08,111.42,111.8,112.56,111.17,8730674.0,165867.7188
2019-01-09,112.67,111.8,112.8,111.56,5931922.0,167728.5575
2019-01-10,112.8,111.99,112.91,111.5,6160065.0,167922.0847
2019-01-11,112.65,112.18,112.92,111.73,4819131.0,167924.9657
2019-01-14,112.42,111.65,112.695,111.43,6980978.0,167582.1096
2019-01-15,111.76,112.3,113.18,110.61,9800910.0,166598.2616
2019-01-16,110.91,111.45,112.01,110.81,5899937.0,165331.1846
2019-01-17,111.01,110.72,111.255,110.16,6392033.0,165480.2525
2019-01-18,111.04,111.86,111.93,110.8286,8554673.0,165524.9728
2019-01-22,110.6,110.62,111.33,109.75,6986669.0,164869.0742
2019-01-23,111.12,111.19,111.84,110.0,6845560.0,165644.2271
2019-01-24,110.55,111.0,111.11,109.93,6716751.0,164794.5402
2019-01-25,111.09,111.4651,111.5,110.66,5710812.0,165599.5068
2019-01-28,110.81,110.76,110.99,109.95,6178777.0,165182.1167
2019-01-29,110.9,110.65,110.9286,110.0046,5253724.0,165316.2778
2019-01-30,110.13,110.3,110.58,108.96,7853849.0,164168.4551
2019-01-31,111.52,110.1,111.54,110.01,8351629.0,166240.4987
2019-02-01,111.3,111.97,112.05,110.93,6557666.0,165912.5493
2019-02-04,111.8,111.41,111.98,110.68,7037006.0,166657.8887
2019-02-05,112.66,112.02,112.74,111.45,13619793.0,167950.9101
2019-02-06,111.41,113.85,113.92,111.07,14229041.0,166087.4392
2019-02-07,110.95,111.05,111.11,109.81,8658117.0,165401.6819
2019-02-08,111.51,110.46,111.54,110.0641,6395482.0,166236.5168
2019-02-11,109.44,111.77,111.81,109.25,11086391.0,163150.6089
2019-02-12,109.2,110.21,110.83,109.15,7610200.0,162792.8225
2019-02-13,110.2,109.24,110.48,109.23,6919706.0,164283.5993
2019-02-14,110.66,109.85,111.495,109.54,6324746.0,164969.3566
2019-02-15,112.59,111.4,112.6325,111.03,8197250.0,167846.5557
2019-02-19,113.51,112.91,113.77,112.83,8169630.0,169218.0704
2019-02-20,113.68,113.6,114.085,113.285,7081458.0,169471.5024
2019-02-21,114.29,113.4,114.54,112.87,9480098.0,170380.8762
2019-02-22,115.25,114.63,115.77,113.95,8735066.0,171812.0219
2019-02-25,113.59,115.62,115.8,113.46,9327690.0,169337.3325
2019-02-26,113.5,113.65,114.01,112.85,8955976.0,169203.1626
2019-02-27,112.78,113.095,113.5099,112.46,7249546.0,168129.8033
2019-02-28,112.84,112.9,113.43,112.75,6716706.0,168219.2499
2019-03-01,114.01,113.45,114.4399,113.45,6996911.0,169963.4587
2019-03-04,114.33,114.42,114.42,113.0944,6014966.0,170440.5073
2019-03-05,114.0,114.23,114.54,113.76,5225121.0,169948.551
2019-03-06,114.85,114.0,115.05,114.0,7352761.0,171215.7112
2019-03-07,114.01,114.8499,114.9,113.47,6324026.0,169963.4587
2019-03-08,113.81,113.46,113.84,112.9,6549140.0,169665.3034
2019-03-11,114.75,114.04,115.0,114.03,6952702.0,171066.6336
2019-03-12,114.73,114.72,115.3,114.04,9920395.0,171036.818
2019-03-13,114.09,114.84,114.85,113.72,17994525.0,170082.7209
2019-03-14,114.48,114.12,114.77,113.93,17409649.0,170664.1238
2019-03-15,114.96,114.5,115.48,113.68,14932667.0,171379.6967
2019-03-18,113.12,113.03,114.0,112.46,21769821.0,168636.6674
2019-03-19,110.0,112.95,113.7085,109.8,45384389.0,163985.4439
2019-03-20,109.99,110.31,110.88,108.05,35588736.0,163970.5362
2019-03-21,108.66,110.1,110.15,108.37,27438927.0,195329.5411
2019-03-22,108.23,108.33,109.0,107.51,24133840.0,194556.5639
2019-03-25,107.79,108.49,109.07,107.32,18187512.0,193765.6105
2019-03-26,110.14,108.4,110.34,108.27,16693081.0,197990.0208
2019-03-27,110.28,110.45,111.09,109.7329,10794846.0,198241.6878
2019-03-28,110.71,110.6,111.27,110.24,11748863.0,199014.665
2019-03-29,111.03,111.56,111.6,110.39,16358761.0,199589.9038
2019-04-01,112.51,111.59,112.865,111.38,10785064.0,202250.3835
2019-04-02,111.96,113.15,113.305,111.92,9231765.0,201261.6917
2019-04-03,112.52,112.7,113.11,112.21,10534893.0,202268.3597
2019-04-04,114.75,113.24,114.8569,113.03,14378356.0,206277.0554
2019-04-05,115.0,114.97,115.13,114.3061,10907893.0,206726.4608
2019-04-08,114.96,115.0,115.83,114.635,11054215.0,206654.5559
2019-04-09,116.86,115.61,117.1641,115.28,17340289.0,210070.0366
2019-04-10,117.16,117.58,118.03,116.28,14091055.0,210609.323
2019-04-11,116.6,117.73,117.86,116.32,12784470.0,209602.655
2019-04-12,130.06,127.91,130.9,126.36,65253497.0,233798.639
2019-04-15,132.04,131.05,132.7,129.79,32773740.0,237357.9294
2019-04-16,129.9,131.75,132.1299,129.56,14564317.0,233511.0196
2019-04-17,131.75,129.81,132.36,129.28,14253715.0,236836.6192
2019-04-18,132.45,131.77,132.87,131.11,11890584.0,238094.9542
2019-04-22,131.68,131.9,132.2,131.0325,10197506.0,236710.7857
2019-04-23,133.36,133.39,134.24,132.65,12159331.0,239730.7896
2019-04-24,135.1,133.11,135.75,132.72,11449455.0,242858.6509
2019-04-25,137.24,135.36,138.8799,134.84,16382455.0,246705.5607
2019-04-26,139.92,138.7,140.04,137.51,14167589.0,251523.186
2019-04-29,139.3,142.19,142.37,137.61,25746100.0,250408.6607
2019-04-30,136.97,139.12,139.39,136.03,15253088.0,246220.2029
2019-05-01,136.38,137.49,138.17,136.235,8906731.0,245159.6063
2019-05-02,134.14,135.38,135.69,132.38,16580402.0,241132.9343
2019-05-03,134.33,135.22,135.31,133.78,8874413.0,241474.4824
2019-05-06,135.0,132.54,135.33,132.3,9955629.0,242678.8887
2019-05-07,133.44,135.35,135.97,132.76,10972651.0,239874.5993
2019-05-08,134.99,133.5,135.7,133.31,15423532.0,242660.9125
2019-05-09,133.59,135.03,136.48,132.84,15297051.0,240421.779
2019-05-10,134.04,133.01,134.32,131.23,9858487.0,241231.6435
2019-05-13,131.34,131.5,132.66,130.55,11389896.0,236372.4564
2019-05-14,133.2,133.52,134.66,132.05,12001739.0,239719.8964
2019-05-15,134.68,132.55,135.21,132.04,9734068.0,242383.4508
2019-05-16,135.5,135.29,136.4,134.81,9689397.0,243859.2039
2019-05-17,135.04,134.26,135.98,134.03,8964178.0,243031.3424
2019-05-20,133.91,134.25,134.4,133.25,8009000.0,240997.6826
2019-05-21,134.09,134.57,134.57,133.11,7050294.0,241321.6285
2019-05-22,133.85,133.82,134.17,133.39,5093746.0,240889.7007
2019-05-23,132.73,132.71,133.55,131.95,6743329.0,238874.0379
2019-05-24,132.79,133.1,133.29,132.22,4570132.0,238982.0199
2019-05-28,132.62,133.21,134.04,132.59,8938370.0,238676.071
2019-05-29,131.57,131.96,132.15,130.7783,7749591.0,236786.3872
2019-05-30,132.2,131.88,132.68,131.335,5273987.0,237920.1975
2019-05-31,132.04,130.96,132.93,130.78,7420899.0,237632.2457
2019-06-03,132.47,132.02,132.95,131.49,7901387.0,238406.1162
2019-06-04,134.82,133.45,134.88,132.92,8247513.0,242635.4087
2019-06-05,135.94,135.41,136.0,134.9399,6842759.0,244651.0715
2019-06-06,137.21,136.51,137.44,135.73,6027316.0,246936.6891
2019-06-07,138.04,137.6,138.76,137.33,7026269.0,248430.4392
2019-06-10,137.07,138.88,138.88,136.071,8479526.0,246684.7312
2019-06-11,135.08,137.59,137.745,134.94,6352215.0,243103.3304
2019-06-12,135.72,135.09,136.28,134.8245,5536986.0,244255.1377
2019-06-13,141.74,137.95,141.85,137.61,17939543.0,255089.3252
2019-06-14,141.65,142.05,142.95,140.53,11125201.0,254927.3523
2019-06-17,140.97,140.81,141.48,139.11,8542717.0,253703.557
2019-06-18,139.24,141.99,143.51,138.97,11231406.0,250590.0779
2019-06-19,140.92,139.51,141.07,138.58,6877141.0,253613.5721
2019-06-20,142.02,141.975,142.2285,139.91,8485793.0,255593.2409
2019-06-21,140.23,141.95,142.0,140.0,14150036.0,252371.7798
2019-06-24,139.22,140.12,140.47,137.8,10497423.0,250554.0839
2019-06-25,139.94,139.02,140.41,138.67,14675355.0,251849.8671
2019-06-26,140.4,140.36,140.74,139.5109,8842136.0,252677.7286
2019-06-27,139.3,141.0,141.74,138.92,6466261.0,250698.0598
2019-06-28,139.64,139.41,140.21,138.61,20078800.0,251309.9575
2019-07-01,141.65,140.45,141.95,139.22,8996454.0,254927.3523
2019-07-02,142.53,141.4,142.86,141.2697,7557314.0,256511.0874
2019-07-03,142.98,142.7,143.0,142.0007,4150852.0,257320.9519
2019-07-05,142.45,141.42,142.89,140.7,5595988.0,256367.1114
2019-07-08,141.02,142.18,142.23,140.97,4993865.0,253793.542
2019-07-09,141.61,140.06,141.72,139.75,7396283.0,254855.3643
2019-07-10,143.54,142.4,144.25,142.01,9533663.0,258328.7833
2019-07-11,143.56,144.01,145.34,143.54,10471130.0,258364.7772
2019-07-12,144.88,144.15,145.43,144.0,8510020.0,260740.3798
2019-07-15,145.06,145.13,145.36,143.97,5289248.0,261064.3256
2019-07-16,144.3,144.75,144.99,143.81,5854707.0,259696.5544
2019-07-17,142.57,144.6,144.68,142.37,5296353.0,256583.0753
2019-07-18,141.63,142.46,142.46,140.17,8035481.0,254891.3583
2019-07-19,139.85,142.24,142.24,139.74,6109874.0,251687.8942
2019-07-22,140.84,141.25,141.44,140.01,7707699.0,253469.5962
2019-07-23,141.26,141.65,142.54,140.27,7514525.0,254225.4697
2019-07-24,141.29,141.4,141.59,140.4,5896610.0,254279.4607
2019-07-25,143.21,141.4,143.23,141.045,7294375.0,257734.8826
2019-07-26,144.65,143.74,145.19,143.05,8139402.0,260326.4491
2019-07-29,146.39,145.59,147.15,145.17,11674108.0,263457.9252
2019-07-30,144.93,145.76,146.8,144.61,6563058.0,260830.3648
2019-07-31,143.01,144.99,145.0,142.34,9710669.0,257374.9428
2019-08-01,141.85,143.34,144.53,141.26,8911657.0,255287.2921
2019-08-02,141.71,140.99,142.22,139.94,6539050.0,255035.3342
2019-08-05,138.3,139.14,140.23,137.03,10669680.0,248898.3609
2019-08-06,141.87,140.41,141.95,138.37,18818879.0,255323.2861
2019-08-07,134.86,134.93,135.87,132.26,29084488.0,242707.3966
2019-08-08,137.89,137.9,138.0,136.01,14054758.0,248392.1543
2019-08-09,138.52,137.1,139.24,136.7618,8811869.0,249527.0231
2019-08-12,135.75,137.31,137.566,135.23,7780351.0,244537.2032
2019-08-13,137.01,135.0,137.92,135.0,8196997.0,246806.9408
2019-08-14,132.85,135.06,135.15,132.68,11797670.0,239313.204
2019-08-15,133.41,133.5,134.28,132.47,7590114.0,240321.9763
2019-08-16,135.2,134.02,135.5,133.83,6353770.0,243546.4447
2019-08-19,135.29,136.79,137.62,134.28,11741800.0,243708.5688
2019-08-20,135.13,133.33,136.04,133.26,8628920.0,243420.3482
2019-08-21,135.76,134.61,136.0599,134.05,6326629.0,244555.217
2019-08-22,136.08,136.2,136.67,134.69,6968278.0,245131.6583
2019-08-23,131.67,135.51,136.44,131.0234,10197685.0,237187.5767
2019-08-26,134.61,134.19,134.64,132.55,8101688.0,242483.6311
2019-08-27,134.49,135.77,135.99,134.185,6015348.0,242267.4656
2019-08-28,136.55,134.06,136.73,133.52,5957541.0,245978.3064
2019-08-29,137.84,138.12,138.68,137.42,6536300.0,248302.0854
2019-08-30,137.26,138.29,138.5,136.765,5624066.0,247257.2855
2019-09-03,136.31,136.37,136.42,135.06,5998686.0,245545.9754
2019-09-04,137.89,136.74,138.2,136.39,4302805.0,248392.1543
2019-09-05,138.84,138.92,139.27,138.3236,5145232.0,250103.4644
2019-09-06,139.55,139.13,139.81,138.25,4089995.0,251382.4435
2019-09-09,138.83,139.58,140.08,138.4847,5458689.0,250085.4506
2019-09-10,135.79,138.12,138.44,134.58,10974575.0,244609.2583
2019-09-11,136.19,135.56,136.24,134.93,7896359.0,245329.81
2019-09-12,137.5,136.84,138.67,136.54,7333931.0,247689.6165
2019-09-13,138.02,137.85,138.22,137.11,5209146.0,248626.3336
2019-09-16,135.8,136.29,137.2411,135.3,6329260.0,244627.2721
2019-09-17,136.31,135.8,136.725,135.67,4759951.0,245545.9754
2019-09-18,136.8,136.41,137.065,135.72,6894548.0,246428.6512
2019-09-19,133.3,137.0,137.36,133.0,12585398.0,240123.8246
2019-09-20,132.27,133.03,133.23,131.6125,25640027.0,238268.4042
2019-09-23,132.46,131.99,132.89,131.89,6146871.0,238610.6662
2019-09-24,131.97,134.01,134.15,131.5,11940337.0,237727.9905
2019-09-25,133.09,131.79,133.42,131.22,6613058.0,239745.535
2019-09-26,131.27,133.14,133.3,129.06,11851673.0,236467.0251
2019-09-27,129.96,130.1,131.0,128.92,8402934.0,234107.2186
2019-09-30,130.32,130.35,130.86,129.82,5845989.0,234755.7151
2019-10-01,129.55,130.8,131.78,129.51,6011451.0,233368.6532
2019-10-02,129.14,128.51,129.22,127.57,8343560.0,232630.0878
2019-10-03,128.15,128.6,129.43,127.54,8683717.0,230846.7226
2019-10-04,130.27,128.69,130.44,128.61,6803210.0,234665.6461
2019-10-07,130.9,130.27,131.565,129.04,5842436.0,235800.5149
2019-10-08,128.47,129.9,130.04,128.37,6778174.0,231423.1639
2019-10-09,129.33,129.1,129.85,128.06,5037437.0,232972.3498
2019-10-10,129.34,129.22,130.14,128.88,4581018.0,232990.3636
2019-10-11,130.02,130.3,130.99,129.5885,6809765.0,234215.3014
2019-10-14,129.7,130.13,130.3,129.48,3753018.0,233638.8601
2019-10-15,129.76,130.01,130.89,129.4,5937287.0,233746.9428
2019-10-16,130.86,129.76,131.83,129.7,7671898.0,235728.4597
2019-10-17,132.37,132.53,133.44,130.51,8037035.0,238448.5421
2019-10-18,130.89,132.37,133.16,130.89,8695515.0,235782.5011
2019-10-21,130.26,131.44,131.73,130.02,7391094.0,234647.6323
2019-10-22,132.4,133.15,133.68,132.1,10540835.0,238502.5834
2019-10-23,131.13,132.45,132.68,130.76,7075669.0,236214.8321
2019-10-24,130.26,131.52,131.7,129.63,6792298.0,234647.6323
2019-10-25,130.9,130.5,131.76,130.03,6696035.0,235800.5149
2019-10-28,130.53,131.45,132.08,130.14,8940309.0,235134.0047
2019-10-29,129.48,130.5,130.77,129.44,9305072.0,233242.5567
2019-10-30,129.6,129.69,130.31,129.1535,10880048.0,233458.7222
2019-10-31,129.92,129.53,130.15,128.75,9628296.0,234035.1634
2019-11-01,132.75,130.99,132.8,130.5111,8507567.0,239133.0661
2019-11-04,132.92,134.12,134.14,132.47,7631780.0,239439.3005
2019-11-05,131.45,132.77,132.77,130.89,7404474.0,236791.2734
2019-11-06,131.27,131.6,131.66,130.66,9132465.0,236467.0251
2019-11-07,132.96,132.35,133.7,131.75,18047601.0,239511.3557
2019-11-08,137.96,140.22,140.25,136.74,24187457.0,248518.2508
2019-11-11,136.74,137.5,138.555,136.21,10144903.0,246320.5684
2019-11-12,138.58,138.03,139.34,136.74,17283987.0,249635.1058
2019-11-13,148.72,138.58,149.92,136.84,46491397.0,267901.0892
2019-11-14,147.15,148.0,150.63,146.2765,28414285.0,265072.9241
2019-11-15,144.67,147.14,147.2,144.21,13749344.0,260605.5041
2019-11-18,147.65,144.75,149.04,143.69,15356968.0,265973.6136
2019-11-19,148.38,148.18,149.48,146.8,11508726.0,267288.6203
2019-11-20,146.93,148.09,148.99,146.03,9451314.0,264826.3806
2019-11-21,146.9,147.16,147.4703,146.26,6241359.0,264772.3087
2019-11-22,148.29,147.21,149.44,146.68,9639428.0,267277.6423
2019-11-25,149.69,148.8,150.21,147.7,11329309.0,269800.9999
2019-11-26,151.64,151.75,153.41,150.61,24973011.0,273315.6765
2019-11-27,151.48,152.3,152.5693,151.15,6166318.0,273027.2928
2019-11-29,151.58,151.48,152.4656,151.01,6284938.0,273207.5326
2019-12-02,150.62,152.94,152.97,149.1,10365739.0,271477.2303
2019-12-03,148.58,147.74,149.11,146.87,9392732.0,267800.3378
2019-12-04,148.28,149.3,149.33,148.18,7686996.0,267259.6183
2019-12-05,147.44,148.69,148.83,147.1,7369731.0,265745.6037
2019-12-06,147.66,148.4,148.6098,147.18,7087551.0,266142.1314
2019-12-09,146.21,147.96,148.515,145.4,11642041.0,263528.6538
2019-12-10,146.1,145.26,146.85,145.05,7089746.0,263330.39
2019-12-11,147.59,147.39,147.89,146.76,8260750.0,266015.9635
2019-12-12,147.76,147.92,148.93,147.25,7763316.0,266322.3712
2019-12-13,146.38,147.43,147.8,146.31,9353254.0,263835.0615
2019-12-16,148.46,147.59,148.65,146.55,9146339.0,267584.05
2019-12-17,147.73,148.1,148.46,147.62,8779665.0,266268.2992
2019-12-18,146.26,147.77,147.95,146.19,9472498.0,263618.7737
2019-12-19,146.15,146.18,146.7973,145.32,10249312.0,263420.5099
2019-12-20,146.88,147.15,147.88,145.77,12631869.0,264736.2607
2019-12-23,144.68,145.91,146.33,144.33,9318682.0,260770.9845
2019-12-24,145.29,144.58,145.43,144.45,3508541.0,261870.4474
2019-12-26,145.7,145.4,145.86,145.17,4431113.0,262609.4307
2019-12-27,145.75,146.05,146.51,145.45,5497500.0,262699.5506
2019-12-30,143.77,145.75,145.87,143.4,6605481.0,259130.802
2019-12-31,144.63,143.67,144.77,143.26,5663965.0,260680.8645
2020-01-02,148.2,145.29,148.2,145.1,9504711.0,267115.4264
2020-01-03,146.5,146.4,147.9,146.0549,7321837.0,264051.3493
2020-01-06,145.65,145.54,146.03,144.31,8268374.0,262519.3108
2020-01-07,145.7,145.99,146.8699,145.42,6972813.0,262609.4307
2020-01-08,145.4,145.49,146.13,144.82,6986395.0,262068.7112
2020-01-09,144.83,146.47,146.625,144.61,6668201.0,261041.3442
2020-01-10,144.62,145.3,145.5,144.26,5154850.0,260662.8406
2020-01-13,143.88,144.75,144.75,143.36,9926387.0,259329.0658
2020-01-14,145.2,143.41,146.72,142.29,14846350.0,261708.2316
2020-01-15,144.32,145.71,145.71,143.93,6818180.0,260122.1211
2020-01-16,145.12,145.09,145.43,144.44,6948369.0,261564.0397
2020-01-17,144.33,145.54,145.64,144.01,10355328.0,260553.0886
2020-01-21,143.56,144.24,144.59,143.01,9250157.0,259163.0389
2020-01-22,144.01,144.45,144.79,143.54,7549950.0,259975.4056
2020-01-23,142.2,143.6,143.61,140.65,11081973.0,256707.8861
2020-01-24,140.08,141.4,142.25,139.2,13076325.0,252880.7362
2020-01-27,135.9,135.86,137.73,135.0,12831818.0,245334.7519
2020-01-28,138.37,136.5,138.93,135.86,10390015.0,249793.7426
2020-01-29,136.06,138.6,138.68,135.795,9389202.0,245623.5934
2020-01-30,137.81,135.09,137.85,134.83,11847328.0,248782.7974
2020-01-31,138.31,138.4,138.67,137.06,12379079.0,249685.4271
2020-02-03,141.32,139.79,141.82,139.75,12659963.0,255119.2578
2020-02-04,144.73,145.49,145.59,143.25,23519727.0,261301.1348
2020-02-05,141.37,146.6,147.3,138.57,27824121.0,255234.861
2020-02-06,142.7,141.92,143.945,141.22,9504618.0,257636.0944
2020-02-07,141.02,141.89,141.9895,140.12,10948878.0,254602.9574
2020-02-10,142.59,141.03,142.59,140.46,8162055.0,257437.4961
2020-02-11,141.01,142.85,142.99,140.46,10790080.0,254584.903
2020-02-12,141.85,141.34,142.22,140.87,8168150.0,256101.4715
2020-02-13,140.9,141.17,141.9,140.82,7543117.0,254386.3048
2020-02-14,139.54,141.1,141.28,139.13,9110543.0,251930.9082
2020-02-18,139.14,139.02,139.66,138.1,8223909.0,251208.7328
2020-02-19,141.3,139.63,141.87,139.23,7080871.0,255108.4803
2020-02-20,140.37,141.63,141.63,138.85,5981715.0,253429.4223
2020-02-21,138.97,139.86,139.88,138.58,7725829.0,250901.8082
2020-02-24,133.01,132.9,134.4365,131.21,19336454.0,240141.3939
2020-02-25,128.19,133.75,133.94,127.98,21032491.0,231439.1796
2020-02-26,123.36,126.12,128.37,122.13,31226998.0,222718.911
2020-02-27,118.04,119.81,122.9,117.92,30827530.0,213113.9774
2020-02-28,117.65,114.51,118.31,113.21,35453804.0,212409.8563
2020-03-02,119.98,119.13,119.98,116.03,21775916.0,216616.5284
2020-03-03,116.45,121.15,121.78,115.15,19529722.0,210243.33
2020-03-04,119.18,118.96,119.24,115.48,13842096.0,215172.1775
2020-03-05,113.98,116.86,116.96,112.11,22397240.0,205783.8965
2020-03-06,115.27,110.76,115.87,110.32,22899617.0,208112.9124
2020-03-09,104.35,108.69,110.43,104.28,26233565.0,188397.5224
2020-03-10,111.46,108.1,111.58,102.43,24083654.0,201234.1911
2020-03-11,105.51,108.42,108.9,102.86,24794290.0,190491.8312
2020-03-12,91.81,97.62,100.0,91.64,40392866.0,165757.3218
2020-03-13,102.52,100.78,102.87,92.25,40960063.0,185093.5697
2020-03-16,95.01,91.8,98.28,90.0,35379527.0,171534.7255
2020-03-17,93.53,95.8,97.4604,91.15,27526244.0,168862.6763
2020-03-18,88.8,87.59,89.34,79.07,43592467.0,160322.9515
2020-03-19,94.93,88.0,97.4,85.11,30866822.0,171390.2904
2020-03-20,85.98,95.99,96.99,85.84,31957765.0,155231.6145
2020-03-23,85.76,84.49,87.28,81.09,32246575.0,154834.418
2020-03-24,98.12,92.33,99.168,91.8,32538101.0,177149.6397
2020-03-25,100.73,100.66,105.9199,95.51,28533045.0,181861.8345
2020-03-26,105.36,100.83,107.7319,100.8,24532406.0,190221.0154
2020-03-27,96.4,100.45,101.49,95.54,30591533.0,174044.2852
2020-03-30,99.8,96.0,100.46,92.1,23119212.0,180182.7766
2020-03-31,96.6,100.22,103.16,96.16,21563217.0,174405.3729
2020-04-01,94.92,93.5,97.4,92.56,18303939.0,171372.236
2020-04-02,96.97,94.2,97.255,94.2,13936518.0,175073.3852
2020-04-03,93.88,96.31,96.92,92.71,14814617.0,169494.5798
2020-04-06,99.58,97.26,100.19,94.52,20407359.0,179785.5801
2020-04-07,101.24,104.86,105.89,100.25,22899572.0,182782.6082
2020-04-08,101.07,100.53,102.35,98.65,22562536.0,182475.6836
2020-04-09,104.5,107.92,107.99,103.53,31485591.0,188668.3382
2020-04-13,103.5,104.71,104.87,99.61,17305975.0,186862.8996
2020-04-14,106.03,105.5,107.64,103.9,19866909.0,191430.6593
2020-04-15,103.37,104.39,104.88,102.7,14157642.0,186628.1925
2020-04-16,102.02,103.53,103.7198,100.89,18029326.0,184190.8504
2020-04-17,106.63,106.21,106.79,104.35,17926937.0,192513.9225
2020-04-20,102.26,103.58,104.86,102.0,17020976.0,184624.1556
2020-04-21,100.54,100.01,101.51,99.13,16101433.0,181518.8012
2020-04-22,100.99,101.8,102.63,100.89,11491992.0,182331.2486
2020-04-23,101.0,100.65,102.5299,99.46,17132150.0,182349.3029
