,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity,UAL US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2019-01-28,84.6,83.17,85.2,83.1,2762386.0,23050.4893
2019-01-29,85.67,84.7,85.76,84.6,2273934.0,23342.0262
2019-01-30,87.47,85.9,87.965,85.545,2541429.0,23832.4621
2019-01-31,87.27,87.56,88.15,86.785,3762657.0,23777.9692
2019-02-01,87.49,87.21,88.57,87.17,1824172.0,23837.9114
2019-02-04,88.62,87.47,88.63,87.28,2377438.0,24145.7962
2019-02-05,89.46,88.72,89.82,88.62,3083725.0,24374.6663
2019-02-06,89.75,89.14,89.88,88.41,2205351.0,24453.681
2019-02-07,87.86,89.33,89.84,87.67,3165281.0,23938.7232
2019-02-08,88.17,87.34,88.19,86.66,2197493.0,24023.1872
2019-02-11,89.15,88.86,89.45,88.17,2348870.0,24290.2023
2019-02-12,87.97,89.89,90.2699,87.88,2798498.0,23968.6943
2019-02-13,88.58,88.28,88.9,87.94,3680079.0,24134.8976
2019-02-14,88.15,88.27,88.74,87.5,1482559.0,24017.7379
2019-02-15,88.31,89.35,89.35,88.11,2230336.0,24061.3322
2019-02-19,89.24,87.87,89.82,87.82,2224527.0,24314.7241
2019-02-20,88.5,88.28,89.24,87.29,3151009.0,24113.1005
2019-02-21,88.84,88.37,89.45,88.25,2132473.0,24205.7384
2019-02-22,89.43,88.94,89.65,88.65,1907566.0,24366.4924
2019-02-25,89.58,90.05,90.6,89.38,2395019.0,24407.362
2019-02-26,89.53,89.57,90.93,89.04,4089393.0,24393.7388
2019-02-27,87.6,88.92,89.26,86.84,2466711.0,23867.8825
2019-02-28,87.81,87.9,88.7,87.22,2299972.0,23925.1
2019-03-01,86.92,88.46,88.62,85.37,3699442.0,23682.6067
2019-03-04,84.31,87.1,87.24,83.27,4094499.0,22487.802
2019-03-05,85.05,84.64,85.72,83.82,2848184.0,22685.1804
2019-03-06,84.33,84.89,85.68,84.265,2544506.0,22493.1366
2019-03-07,82.61,83.98,84.2,81.95,4565662.0,22034.3651
2019-03-08,82.4,81.99,82.9,81.62,2316809.0,21978.3523
2019-03-11,82.38,81.94,82.53,81.74,5140479.0,21973.0178
2019-03-12,79.85,82.67,82.91,79.59,6055255.0,21298.197
2019-03-13,81.21,80.5,81.4,79.88,3450325.0,21660.9465
2019-03-14,81.49,81.2,82.06,81.09,1816514.0,21735.6302
2019-03-15,81.69,81.76,82.48,81.38,4860537.0,21788.9758
2019-03-18,80.73,81.39,81.74,80.5,2780498.0,21532.9173
2019-03-19,81.34,80.93,81.865,80.745,2390447.0,21695.6211
2019-03-20,79.83,81.18,81.4,79.79,4661132.0,21292.8625
2019-03-21,81.0,80.29,81.46,79.69,2330693.0,21604.9337
2019-03-22,79.63,80.64,80.77,78.75,3160048.0,21239.517
2019-03-25,78.12,79.68,80.01,78.09,4731381.0,20836.7583
2019-03-26,77.49,78.46,78.82,77.02,3061405.0,20668.7199
2019-03-27,78.53,77.54,79.57,77.5,2371493.0,20946.1166
2019-03-28,78.6,78.99,79.29,77.78,1563094.0,20964.7876
2019-03-29,79.78,79.05,80.05,78.585,2449908.0,21279.5261
2019-04-01,80.87,80.21,81.69,79.56,2723196.0,21570.2592
2019-04-02,82.77,83.19,85.1,82.34,3795126.0,22077.0415
2019-04-03,84.2,83.25,84.92,83.1,4047947.0,22458.462
2019-04-04,84.64,84.51,85.27,83.54,1748396.0,22575.8221
2019-04-05,84.91,84.95,85.75,84.52,3018089.0,22647.8386
2019-04-08,84.58,84.6,85.12,83.8,1853047.0,22559.8185
2019-04-09,84.25,84.09,84.64,83.455,2016715.0,22471.7984
2019-04-10,84.52,85.33,85.55,83.61,3547327.0,22543.8148
2019-04-11,85.75,84.56,86.42,84.56,2570204.0,22871.8897
2019-04-12,85.49,86.19,86.5,85.3,4507885.0,22592.5385
2019-04-15,84.52,85.31,85.43,84.08,2324197.0,22336.1955
2019-04-16,85.17,84.81,85.67,84.39,3747828.0,22507.9717
2019-04-17,89.24,87.94,89.73,87.285,6963709.0,23583.5552
2019-04-18,88.28,89.67,89.81,87.46,3508268.0,23329.8549
2019-04-22,87.56,87.77,88.55,87.15,2060637.0,23139.5797
2019-04-23,87.97,87.49,88.5,87.26,2220784.0,23247.9309
2019-04-24,88.03,88.1,88.958,87.61,2049891.0,23263.7871
2019-04-25,86.86,87.57,89.15,86.67,2152812.0,22954.5899
2019-04-26,87.94,86.56,88.43,86.49,1544882.0,23240.0027
2019-04-29,89.61,88.02,89.88,88.02,2561940.0,23681.3355
2019-04-30,88.86,89.66,90.16,88.64,2688182.0,23483.1322
2019-05-01,87.94,89.06,89.71,87.78,2239578.0,23240.0027
2019-05-02,88.31,88.06,89.29,88.01,1868571.0,23337.783
2019-05-03,88.5,88.5,89.06,88.27,1164969.0,23387.9946
2019-05-06,87.79,87.14,88.03,86.52,1620399.0,23200.3621
2019-05-07,85.68,86.75,86.76,84.62,2400047.0,22642.75
2019-05-08,84.64,85.25,86.09,84.245,1900461.0,22367.908
2019-05-09,84.12,83.84,84.15,81.81,2329400.0,22230.487
2019-05-10,84.79,83.5,85.19,80.99,2841876.0,22407.5487
2019-05-13,82.07,83.03,83.19,81.44,3908145.0,21688.7312
2019-05-14,83.45,82.26,83.77,81.93,1928510.0,22053.4254
2019-05-15,82.35,82.4,83.265,81.33,2371011.0,21762.7271
2019-05-16,82.58,82.42,83.65,82.05,1803357.0,21823.5095
2019-05-17,81.5,82.13,82.47,81.23,2857897.0,21538.0967
2019-05-20,81.74,81.39,82.48,81.0,2355552.0,21601.5218
2019-05-21,82.97,82.5,83.365,82.4237,2162609.0,21926.5752
2019-05-22,81.88,82.4,83.0,81.7,1505934.0,21638.5197
2019-05-23,80.91,81.3,81.96,79.77,2231069.0,21382.1767
2019-05-24,80.79,81.25,81.75,80.47,2266313.0,21350.4642
2019-05-28,79.81,80.5,80.79,79.66,2242085.0,21091.4785
2019-05-29,79.25,79.5,79.5301,78.1,3133154.0,20943.4867
2019-05-30,79.47,79.29,80.4,79.04,1528867.0,21001.6263
2019-05-31,77.65,78.52,79.52,77.4,3554131.0,20520.6529
2019-06-03,77.72,77.38,78.73,77.35,2065458.0,20539.1518
2019-06-04,80.52,78.86,80.67,78.55,3026503.0,21279.111
2019-06-05,81.85,80.94,81.98,80.49,2002536.0,21630.5916
2019-06-06,82.96,83.14,84.01,81.9297,2390326.0,21923.9325
2019-06-07,83.27,83.09,84.85,83.09,1475833.0,22005.8566
2019-06-10,82.67,83.62,84.5397,82.57,1697764.0,21847.2939
2019-06-11,82.77,83.34,83.78,82.07,1894357.0,21873.721
2019-06-12,83.79,82.86,84.29,82.84,1999992.0,22143.2776
2019-06-13,87.11,84.05,87.74,84.05,3864970.0,23020.6577
2019-06-14,87.12,87.07,87.91,86.01,1652511.0,23023.3004
2019-06-17,86.77,87.27,87.56,86.31,1820598.0,22930.8055
2019-06-18,87.4,87.42,88.66,87.105,1694109.0,23097.2963
2019-06-19,88.66,87.76,88.88,87.14,2091617.0,23430.2779
2019-06-20,87.14,89.32,89.41,85.89,3261860.0,23028.5858
2019-06-21,86.72,86.31,88.16,86.31,2461939.0,22917.592
2019-06-24,86.55,86.78,87.11,86.055,1507828.0,22872.6659
2019-06-25,85.06,86.63,87.23,84.81,2481284.0,22478.9019
2019-06-26,85.33,85.38,85.81,84.75,2034693.0,22550.2551
2019-06-27,86.43,85.65,86.86,85.13,1394847.0,22840.9533
2019-06-28,87.55,86.66,87.74,86.66,3025379.0,23136.937
2019-07-01,88.45,88.84,89.72,87.77,4017249.0,23374.781
2019-07-02,88.87,89.21,90.0,87.95,2237183.0,23485.7749
2019-07-03,90.67,89.14,91.08,89.14,1647124.0,23961.4629
2019-07-05,90.59,90.39,90.95,89.07,3227673.0,23940.3212
2019-07-08,90.67,90.16,91.48,90.1,2514955.0,23961.4629
2019-07-09,89.46,90.38,90.93,89.21,3912846.0,23641.6948
2019-07-10,89.51,90.31,91.07,88.92,2395319.0,23654.9084
2019-07-11,89.48,89.51,90.6,89.0,2262280.0,23646.9803
2019-07-12,91.23,89.7,91.52,89.625,2895023.0,24109.4547
2019-07-15,91.32,91.6,92.43,91.15,2388252.0,24133.2391
2019-07-16,93.92,91.81,94.4999,91.8,4706092.0,24820.3441
2019-07-17,94.78,94.03,95.246,92.34,6019468.0,25047.6172
2019-07-18,95.28,94.32,95.48,93.88,3300545.0,25179.7528
2019-07-19,93.83,95.38,96.03,93.54,3361100.0,24796.5597
2019-07-22,93.83,94.07,95.06,93.77,2305149.0,24106.9414
2019-07-23,94.93,94.14,94.98,93.75,2105228.0,24389.5551
2019-07-24,95.11,94.91,95.455,94.24,2344366.0,24435.8009
2019-07-25,93.93,94.19,95.11,92.96,3196204.0,24132.6336
2019-07-26,93.36,94.02,94.44,93.23,1684835.0,23986.1883
2019-07-29,93.44,93.44,94.05,93.13,1957136.0,24006.7421
2019-07-30,93.93,92.83,93.97,92.48,1717369.0,24132.6336
2019-07-31,91.91,93.56,93.82,91.48,2125262.0,23613.6522
2019-08-01,90.49,92.03,93.04,89.73,2518736.0,23248.8237
2019-08-02,89.43,90.01,90.245,88.83,2281848.0,22976.487
2019-08-05,85.59,88.88,88.88,84.8,3721837.0,21989.9085
2019-08-06,85.46,85.91,86.5722,84.97,2369853.0,21956.5087
2019-08-07,86.48,84.72,86.96,84.03,2380052.0,22218.5686
2019-08-08,87.63,86.71,87.98,86.59,1419870.0,22514.0283
2019-08-09,86.98,87.46,87.83,86.1,2078719.0,22347.0294
2019-08-12,84.71,86.24,86.24,83.95,2185046.0,21763.8176
2019-08-13,84.56,84.15,86.28,83.525,2669290.0,21725.2794
2019-08-14,81.95,83.05,83.58,80.78,3250818.0,21054.7144
2019-08-15,81.62,82.04,82.23,80.828,3236384.0,20969.9303
2019-08-16,82.94,82.25,83.31,81.84,2294252.0,21309.0666
2019-08-19,83.89,84.02,84.93,83.805,2268781.0,21553.142
2019-08-20,84.03,83.65,84.43,83.21,1495009.0,21589.111
2019-08-21,85.29,84.67,85.67,84.626,1672641.0,21912.8321
2019-08-22,85.56,85.3,85.87,84.69,1310135.0,21982.2009
2019-08-23,82.53,85.06,85.65,82.22,3674673.0,21203.7288
2019-08-26,83.58,83.42,83.63,82.45,1851387.0,21473.4964
2019-08-27,81.94,84.28,84.705,81.75,2213751.0,21052.1452
2019-08-28,82.45,81.52,82.99,81.17,2299537.0,21183.1751
2019-08-29,84.69,83.23,85.13,83.23,4085102.0,21758.6792
2019-08-30,84.31,85.2,85.68,84.09,1929469.0,21661.0491
2019-09-03,83.15,83.64,83.76,82.25,2350081.0,21363.0201
2019-09-04,83.91,83.0,84.86,83.0,2739635.0,21558.2805
2019-09-05,85.84,84.69,86.87,84.69,2968888.0,22054.1389
2019-09-06,86.3,86.37,87.44,86.2,2345125.0,22172.3228
2019-09-09,87.33,86.49,87.73,85.91,2123125.0,22436.9519
2019-09-10,87.56,87.2,87.785,86.605,1711943.0,22496.0438
2019-09-11,88.38,87.62,88.87,87.17,2431520.0,22706.7194
2019-09-12,89.38,88.68,89.83,88.55,2724658.0,22963.6409
2019-09-13,91.35,90.41,91.84,89.75,3000707.0,23469.7762
2019-09-16,88.76,88.3,90.1273,88.17,3438150.0,22804.3496
2019-09-17,89.98,89.38,91.26,88.79,3635129.0,23117.7938
2019-09-18,90.23,89.7,90.29,88.94,2174822.0,23182.0241
2019-09-19,89.42,90.35,90.62,89.18,2367602.0,22973.9178
2019-09-20,89.09,89.47,90.0507,88.92,2764305.0,22889.1337
2019-09-23,88.21,88.62,88.88,87.42,3178752.0,22663.0428
2019-09-24,88.3,88.97,89.2,87.51,1563720.0,22686.1657
2019-09-25,89.17,88.24,89.88,88.24,1744522.0,22909.6874
2019-09-26,88.45,89.38,89.55,87.77,1306010.0,22724.7039
2019-09-27,88.14,88.85,90.3,87.82,1668260.0,22645.0583
2019-09-30,88.41,88.4,88.98,87.91,1959398.0,22714.4271
2019-10-01,87.84,89.15,90.19,87.23,2429757.0,22567.9818
2019-10-02,83.69,86.0,86.85,82.0552,4346907.0,21501.7577
2019-10-03,83.27,83.61,83.61,80.87,2768483.0,21393.8507
2019-10-04,84.29,83.53,84.47,83.12,1957962.0,21655.9106
2019-10-07,84.85,83.61,85.26,83.61,2124385.0,21799.7866
2019-10-08,84.69,84.25,86.12,83.9,2575541.0,21758.6792
2019-10-09,86.46,85.74,87.51,85.73,3163430.0,22213.4302
2019-10-10,87.34,85.39,87.76,84.73,2830522.0,22439.5211
2019-10-11,87.15,88.52,89.13,87.12,2461176.0,22390.706
2019-10-14,86.97,87.11,87.15,86.24,3457479.0,22344.4602
2019-10-15,87.88,87.28,88.66,86.68,4746893.0,22578.2587
2019-10-16,89.7,89.35,90.84,88.22,6805187.0,23045.8558
2019-10-17,89.46,90.2,90.4068,88.93,2493214.0,22984.1946
2019-10-18,90.085,89.43,90.755,89.33,2722683.0,23144.7705
2019-10-21,90.78,90.49,91.5,90.49,2066314.0,22971.3025
2019-10-22,89.71,90.68,91.05,89.62,2033340.0,22700.5458
2019-10-23,89.9,89.65,90.17,88.95,1644482.0,22748.6241
2019-10-24,89.81,90.59,91.51,89.22,2294969.0,22725.8502
2019-10-25,91.64,89.68,91.84,89.67,2218463.0,23188.9201
2019-10-28,92.19,91.83,92.8,91.78,1841018.0,23328.0941
2019-10-29,91.03,91.88,92.38,90.9,1552535.0,23034.5635
2019-10-30,91.67,91.05,91.89,90.41,1694758.0,23196.5114
2019-10-31,90.84,91.12,91.4,90.41,1997503.0,22986.4852
2019-11-01,91.65,91.65,92.52,91.29,2248324.0,23191.4505
2019-11-04,92.39,92.31,92.96,92.03,1905931.0,23378.7028
2019-11-05,93.12,92.63,93.62,92.46,2623950.0,23563.4247
2019-11-06,93.34,93.42,93.6,92.58,1179340.0,23619.0943
2019-11-07,93.8,94.0,95.16,93.56,3014104.0,23735.4944
2019-11-08,93.44,93.81,93.86,92.605,914941.0,23644.3987
2019-11-11,93.53,92.85,93.82,92.67,1127088.0,23667.1726
2019-11-12,92.72,93.44,93.88,92.66,1543614.0,23462.2072
2019-11-13,92.42,92.62,92.98,92.04,1863345.0,23386.2941
2019-11-14,92.52,92.75,92.95,91.9,1051767.0,23411.5985
2019-11-15,92.51,93.0,93.5,92.32,1552721.0,23409.0681
2019-11-18,92.77,92.45,92.79,91.45,1808656.0,23474.8594
2019-11-19,93.29,93.13,93.72,92.42,1606663.0,23606.4421
2019-11-20,91.7,92.75,93.46,90.85,3133884.0,23204.1027
2019-11-21,90.97,91.88,92.11,90.77,1630935.0,23019.3808
2019-11-22,91.78,91.1,91.94,90.94,1440399.0,23224.3462
2019-11-25,92.52,92.11,93.13,91.55,1941650.0,23411.5985
2019-11-26,92.76,92.48,92.92,92.02,2043490.0,23472.329
2019-11-27,93.05,93.06,93.67,92.77,1602154.0,23545.7116
2019-11-29,92.8,92.8,93.49,92.51,905807.0,23482.4507
2019-12-02,91.63,93.0,93.62,91.44,1941963.0,23186.3896
2019-12-03,88.87,90.6,90.775,88.5,3393153.0,22487.9892
2019-12-04,88.17,89.16,89.81,88.13,2072411.0,22310.8586
2019-12-05,87.86,89.1,89.33,87.6,1959655.0,22232.4151
2019-12-06,88.58,88.79,89.5,88.55,1485328.0,22414.6065
2019-12-09,87.61,88.49,88.58,87.3,2235201.0,22169.1542
2019-12-10,86.51,87.58,87.92,86.36,1994909.0,21890.8062
2019-12-11,87.02,86.47,87.15,86.08,2418182.0,22019.8584
2019-12-12,88.47,87.7,89.9,87.32,2903831.0,22386.7717
2019-12-13,87.58,88.2,89.43,87.42,1972842.0,22161.5629
2019-12-16,88.63,87.95,89.46,87.95,2090200.0,22427.2587
2019-12-17,89.36,88.57,89.99,88.3501,2218406.0,22611.9806
2019-12-18,88.84,89.5,89.98,88.36,1876903.0,22480.3979
2019-12-19,89.22,89.28,89.78,89.0501,2172531.0,22576.5545
2019-12-20,89.28,89.37,89.9,89.05,3026482.0,22591.7371
2019-12-23,89.44,89.72,90.1,89.28,1906056.0,22632.2241
2019-12-24,89.15,89.46,89.63,88.66,771149.0,22558.8414
2019-12-26,89.26,89.3,89.715,88.8,1041642.0,22586.6762
2019-12-27,88.37,89.31,89.389,88.01,1402073.0,22361.4674
2019-12-30,87.96,88.51,88.8599,87.51,1799897.0,22257.7195
2019-12-31,88.09,87.71,88.46,87.71,2073700.0,22290.6151
2020-01-02,89.74,89.57,90.57,89.105,2671623.0,22708.1372
2020-01-03,87.9,86.8,88.16,86.26,3562918.0,22242.5368
2020-01-06,87.7,86.72,88.07,86.65,2652773.0,22191.9281
2020-01-07,86.77,87.41,88.16,86.74,2594744.0,21956.5975
2020-01-08,87.3,86.9,88.45,86.3,4153259.0,22090.7106
2020-01-09,87.95,87.72,88.72,87.5,2252191.0,22255.189
2020-01-10,87.31,88.04,88.26,86.97,2035663.0,22093.2411
2020-01-13,86.89,87.31,87.67,86.7,2707860.0,21986.9627
2020-01-14,87.85,88.17,89.64,87.71,3243640.0,22229.8847
2020-01-15,88.29,87.61,88.8,87.25,1878934.0,22341.2239
2020-01-16,89.54,88.79,89.715,88.78,2427506.0,22657.5284
2020-01-17,89.7,89.8,90.1,88.96,4221217.0,22698.0154
2020-01-21,85.79,87.88,88.0,84.57,9546684.0,21708.6147
2020-01-22,83.34,86.75,87.565,83.15,8453244.0,21088.6578
2020-01-23,84.88,83.0,85.17,81.06,6194380.0,21478.345
2020-01-24,81.9,84.31,84.73,80.28,6869764.0,20724.2749
2020-01-27,77.63,78.0,78.46,76.55,8671260.0,19643.7785
2020-01-28,77.05,78.25,78.475,77.0,7575578.0,19497.0132
2020-01-29,75.21,77.4,77.4899,75.01,5512397.0,19031.4129
2020-01-30,77.75,74.66,77.98,74.44,5900393.0,19674.1438
2020-01-31,74.8,77.17,77.29,74.52,5196562.0,18927.665
2020-02-03,74.91,75.49,77.1199,74.88,3951366.0,18955.4998
2020-02-04,78.89,76.64,79.53,76.5,6423869.0,19962.6135
2020-02-05,81.85,80.76,82.36,80.05,6993789.0,20711.6228
2020-02-06,80.5,82.4,82.7211,79.79,5218811.0,20370.0138
2020-02-07,79.48,80.0,80.24,78.65,3129720.0,20111.9093
2020-02-10,79.47,78.95,79.61,77.78,3492868.0,20109.3789
2020-02-11,80.53,80.02,81.45,79.945,2763727.0,20377.6051
2020-02-12,82.2,81.08,82.6,81.0,2907099.0,20800.188
2020-02-13,80.99,81.0,81.74,80.37,2998888.0,20494.0052
2020-02-14,79.55,81.02,81.44,79.4,3119656.0,20129.6224
2020-02-18,80.24,79.0,80.625,78.65,4183723.0,20304.2225
2020-02-19,79.42,80.94,80.94,79.19,3350290.0,20096.7267
2020-02-20,79.91,79.3,81.67,79.3,2893884.0,20220.7181
2020-02-21,78.01,79.4,79.4,77.32,4545057.0,19739.9351
2020-02-24,75.47,75.08,76.02,73.65,6332868.0,19097.2043
2020-02-25,70.57,75.76,76.18,70.32,8076210.0,17857.2904
2020-02-26,66.53,71.75,71.91,65.89,9372177.0,16834.994
2020-02-27,64.94,62.9,69.02,61.2,10257090.0,16101.9455
2020-02-28,61.59,62.85,64.8799,60.825,9957999.0,15271.3092
2020-03-02,61.26,61.13,61.27,57.0425,13015179.0,15189.4854
2020-03-03,58.29,63.14,63.53,57.96,9208799.0,14453.0706
2020-03-04,59.47,59.51,59.74,56.315,10671198.0,14745.6529
2020-03-05,51.59,57.11,57.16,50.93,13974729.0,12791.7981
2020-03-06,52.1,48.61,56.0,48.2601,16492236.0,12918.2531
2020-03-09,46.78,49.585,50.99,45.915,12307563.0,11599.1532
2020-03-10,52.56,51.0,54.33,46.62,15642906.0,13032.3107
2020-03-11,49.34,50.53,51.23,48.05,10917056.0,12233.9081
2020-03-12,37.08,42.77,44.31,37.01,19423635.0,9194.0274
2020-03-13,41.64,41.33,42.49,34.0,24135263.0,10324.6845
2020-03-16,35.47,34.34,39.37,30.38,28259544.0,8794.8261
2020-03-17,30.67,36.49,38.14,30.05,21078874.0,7604.6607
2020-03-18,21.38,28.81,28.97,17.8,35372666.0,5301.1949
2020-03-19,21.28,21.34,23.99,18.09,31611169.0,5276.3997
2020-03-20,24.5,23.37,30.74,22.2,37407966.0,6074.8023
2020-03-23,26.25,25.97,26.6,23.37,25585768.0,6508.7168
2020-03-24,33.0,31.99,34.15,30.01,31502493.0,8182.3868
2020-03-25,36.6,38.0,39.47,33.29,32988796.0,9075.0108
2020-03-26,35.55,38.38,39.78,34.53,29647797.0,8814.6622
2020-03-27,32.84,35.02,35.2,32.03,18379566.0,8142.7146
2020-03-30,30.16,30.69,31.8,28.0,18386439.0,7478.2057
2020-03-31,31.55,31.31,33.605,30.5831,16568762.0,7822.8577
2020-04-01,25.65,29.51,29.69,25.3601,27541553.0,6359.9461
2020-04-02,23.42,25.24,26.09,23.0,25212818.0,5807.0151
2020-04-03,22.885,24.2165,24.9395,21.56,28350252.0,5674.3613
2020-04-06,24.02,23.9,24.8,21.8,32386709.0,5955.7858
2020-04-07,24.48,28.2,28.69,23.7241,43809293.0,6069.8433
2020-04-08,27.51,25.65,27.54,24.51,32657738.0,6821.1352
2020-04-09,31.5,29.92,34.04,29.57,54118482.0,7788.5909
2020-04-13,28.91,32.63,32.7,27.59,36493665.0,7148.1957
2020-04-14,30.9,30.52,32.21,30.38,28650556.0,7640.2368
2020-04-15,31.86,31.97,32.6,29.88,46775180.0,7877.6034
2020-04-16,28.21,30.348,30.49,27.92,44795626.0,6975.1159
2020-04-17,29.08,29.9,30.11,28.86,26829601.0,7190.2293
2020-04-20,27.79,27.9265,28.67,26.69,37042169.0,6871.268
2020-04-21,27.88,27.01,28.36,26.76,28293236.0,6893.5211
2020-04-22,25.88,27.3,27.66,25.01,90730574.0,7517.2699
2020-04-23,25.72,26.0,26.56,25.66,35812489.0,7470.7953
2020-04-24,25.56,25.92,26.15,24.67,34850727.0,7424.3207
2020-04-27,25.0,25.985,26.34,24.87,35980034.0,7261.6595
2020-04-28,27.84,25.86,28.43,25.5,59812102.0,8086.584
2020-04-29,31.21,29.58,31.84,29.49,52643463.0,9065.4558
2020-04-30,29.58,29.66,31.07,28.32,44896845.0,8591.9955
2020-05-01,26.62,28.1,29.25,26.13,47710309.0,7732.2151
2020-05-04,25.26,23.91,25.56,22.76,63152395.0,7337.1808
2020-05-05,24.12,26.04,26.35,23.98,35651671.0,7006.0491
2020-05-06,22.91,23.96,24.35,22.385,43355299.0,6654.5848
2020-05-07,22.75,22.96,24.45,22.4498,44179275.0,6608.1102
2020-05-08,25.42,23.58,25.44,23.32,55613248.0,7383.6554
2020-05-11,23.97,24.5,24.64,23.46,47485794.0,6962.4792
2020-05-12,22.76,23.95,24.4627,22.74,40420913.0,6611.0148
2020-05-13,20.71,22.51,22.64,20.33,59007864.0,6015.5588
2020-05-14,20.3,19.72,20.43,18.18,74107763.0,5896.4675
2020-05-15,19.92,19.67,20.9599,19.28,39807953.0,5786.0903
2020-05-18,24.13,21.79,24.26,21.46,72914839.0,7008.9538
2020-05-19,23.68,25.62,25.67,23.33,81387952.0,6878.2439
2020-05-20,24.91,24.38,25.39,24.3,56271963.0,7235.5176
2020-05-21,25.84,25.09,26.58,25.0,53737286.0,7505.6513
2020-05-22,25.4,26.38,26.58,24.67,45062054.0,7377.8461
2020-05-26,29.54,27.48,29.88,27.45,88220681.0,8580.3769
2020-05-27,30.69,32.25,32.75,28.535,89323153.0,8914.4132
2020-05-28,28.89,30.0,30.0,28.53,57401175.0,8391.5737
2020-05-29,28.04,27.11,28.88,26.65,64483619.0,8144.6773
2020-06-01,29.46,28.19,30.29,27.9534,57585068.0,8557.1396
2020-06-02,29.91,30.12,30.92,29.31,47473423.0,8687.8495
2020-06-03,33.65,30.75,33.9,30.39,85543749.0,9774.1937
2020-06-04,39.1,35.77,39.85,34.14,142812822.0,11357.2355
2020-06-05,42.405,48.95,48.95,41.26,135585062.0,12483.6665
2020-06-08,48.69,45.86,48.85,44.57,89957309.0,14333.9163
2020-06-09,44.64,45.0,46.1,41.5,79612837.0,13141.6312
2020-06-10,39.72,42.04,42.6,38.3,105254914.0,11693.2257
2020-06-11,33.32,33.255,36.38,32.22,104768771.0,9809.1208
2020-06-12,39.66,37.51,39.68,36.15,98882648.0,11675.5622
2020-06-15,39.0,36.04,39.87,35.51,102434837.0,11327.4259
2020-06-16,40.21,42.51,42.75,39.52,71155208.0,11678.8666
2020-06-17,39.25,39.09,39.77,38.22,60125887.0,11400.0376
2020-06-18,39.34,37.65,40.2,37.5,64927112.0,11426.1779
2020-06-19,36.84,39.94,40.26,35.7626,101013889.0,10700.0608
2020-06-22,36.54,35.18,37.1,35.0,65256605.0,10612.9268
2020-06-23,36.08,36.56,36.88,34.37,63531776.0,10479.3212
2020-06-24,33.07,34.68,35.23,32.62,65450849.0,9605.0763
2020-06-25,34.69,31.35,34.7566,31.03,72479467.0,10075.6002
2020-06-26,32.89,34.5,34.61,32.0,58993341.0,9552.7959
2020-06-29,35.27,33.2,35.5,31.805,64905787.0,10244.0593
2020-06-30,34.61,34.6,35.36,33.23,54406449.0,10052.3644
2020-07-01,34.45,36.92,38.37,34.03,87861288.0,10005.8929
2020-07-02,34.14,35.88,36.08,33.95,53576626.0,9915.8544
2020-07-06,35.21,34.76,35.41,33.52,46540285.0,10226.6325
2020-07-07,32.55,34.07,34.12,32.38,47337561.0,9454.044
2020-07-08,32.53,31.62,33.03,31.32,55863871.0,9448.235
2020-07-09,30.17,32.0,32.49,29.96,53324015.0,8762.7805
2020-07-10,32.67,29.38,32.9,29.23,80475539.0,9488.8976
2020-07-13,31.76,33.2304,33.37,31.01,56572983.0,9224.591
2020-07-14,31.74,30.7,32.32,30.42,44172199.0,9218.782
2020-07-15,36.37,34.13,36.78,33.1602,84741889.0,10563.5508
2020-07-16,34.49,34.6,35.38,33.88,53333159.0,10017.5108
2020-07-17,33.92,34.27,34.98,33.48,37397502.0,9851.9561
2020-07-20,32.33,33.9,34.39,32.18,36534210.0,9390.1457
2020-07-21,33.07,32.64,33.785,32.46,45932073.0,9605.0763
2020-07-22,31.67,32.82,33.26,31.63,48195751.0,9198.4508
2020-07-23,33.23,31.35,35.13,30.95,82254207.0,9651.5478
2020-07-24,32.88,32.877,33.69,32.47,38446609.0,9549.8914
2020-07-27,32.42,32.89,33.66,32.05,33062563.0,9416.2859
2020-07-28,33.46,32.27,34.04,32.27,41625352.0,9718.3506
2020-07-29,32.57,33.61,34.15,32.215,31122766.0,9459.8529
2020-07-30,31.74,32.03,32.28,31.55,31536796.0,9218.782
2020-07-31,31.38,31.69,31.77,30.69,29612057.0,9114.2212
2020-08-03,31.87,31.33,32.28,30.3185,35214418.0,9256.5401
2020-08-04,32.29,32.0135,33.7,32.01,30010096.0,9378.5278
2020-08-05,33.73,33.31,34.57,32.17,49260749.0,9796.7712
2020-08-06,34.4,34.25,35.03,33.23,51250743.0,9991.3706
2020-08-07,34.33,33.9,34.415,33.45,30394464.0,9971.0393
2020-08-10,37.54,34.65,37.55,34.64,48876392.0,10903.3736
2020-08-11,36.83,39.64,39.86,36.6604,56549341.0,10697.1563
2020-08-12,36.4,37.55,37.74,35.47,35005417.0,10572.2642
2020-08-13,35.81,35.745,37.52,35.52,35460092.0,10400.9006
2020-08-14,36.18,35.35,36.5713,35.2,28384144.0,10508.3659
2020-08-17,34.4,36.21,36.3,34.36,22574255.0,9991.3706
2020-08-18,33.98,34.39,34.88,33.58,19070273.0,9869.3829
2020-08-19,34.44,34.3611,36.56,34.13,40587931.0,10002.9884
2020-08-20,34.05,33.92,34.39,33.2,28196951.0,9889.7142
2020-08-21,33.04,33.8,34.44,32.98,22730340.0,9596.3629
