,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity,SBAC US Equity
,PX_LAST,PX_OPEN,PX_HIGH,PX_LOW,PX_VOLUME,CUR_MKT_CAP
2018-07-27,160.07,161.75,162.75,159.71,609345.0,18437.8169
2018-07-30,158.21,159.97,160.77,157.42,1338593.0,18167.5707
2018-07-31,158.25,158.25,160.88,156.39,2149156.0,18172.164
2018-08-01,161.57,157.02,161.72,155.64,3144162.0,18553.4062
2018-08-02,157.2,161.78,162.66,156.65,1437222.0,18051.5904
2018-08-03,158.49,157.62,158.95,156.74,1750313.0,18199.7237
2018-08-06,158.87,158.68,159.81,157.42,943299.0,18245.3201
2018-08-07,158.06,159.05,159.19,157.94,537507.0,18152.2962
2018-08-08,157.22,158.17,158.88,156.93,886770.0,18055.827
2018-08-09,156.95,157.14,157.73,156.64,429745.0,18024.819
2018-08-10,156.1,156.68,157.13,155.61,576556.0,17927.2013
2018-08-13,155.2,155.56,156.4,154.59,871437.0,17823.8414
2018-08-14,154.8,155.69,156.06,154.21,797040.0,17777.9037
2018-08-15,155.05,154.83,156.34,154.08,657874.0,17806.6148
2018-08-16,155.7,155.29,156.39,155.17,941119.0,17881.2636
2018-08-17,157.82,155.84,158.08,154.92,729661.0,18124.7336
2018-08-20,157.9,158.16,158.93,156.63,814502.0,18133.9211
2018-08-21,156.61,158.08,158.5,156.37,470984.0,17985.7719
2018-08-22,154.1,156.2,156.3,153.26,852752.0,17697.5126
2018-08-23,154.19,154.0,155.25,153.34,472807.0,17707.8486
2018-08-24,156.03,154.59,156.25,154.3,682967.0,17919.1622
2018-08-27,156.81,156.45,156.83,155.783,574638.0,18008.7408
2018-08-28,156.64,156.91,157.2,155.79,601258.0,17989.2173
2018-08-29,157.53,156.57,157.88,156.57,445234.0,18091.4287
2018-08-30,154.26,157.48,157.77,153.55,1054816.0,17715.8877
2018-08-31,155.23,154.32,156.37,154.32,1081912.0,17827.2867
2018-09-04,155.92,154.77,156.075,154.53,799971.0,17906.5293
2018-09-05,156.73,155.92,157.52,154.32,778456.0,17999.5533
2018-09-06,158.06,155.86,158.35,155.86,914749.0,18152.2962
2018-09-07,158.18,157.7,158.61,157.1,829855.0,18166.0775
2018-09-10,159.1,158.8,159.93,158.06,568826.0,18271.7343
2018-09-11,158.26,158.6,159.08,158.135,426218.0,18175.2651
2018-09-12,158.5,158.84,158.84,157.41,549353.0,18202.8277
2018-09-13,161.03,158.93,161.65,158.55,513446.0,18493.3839
2018-09-14,159.66,161.03,161.505,159.16,659673.0,18336.0472
2018-09-17,159.58,159.92,160.735,159.21,403433.0,18326.8596
2018-09-18,160.8,159.6,161.32,159.6,721211.0,18466.9697
2018-09-19,160.51,161.25,161.53,160.25,467871.0,18433.6649
2018-09-20,160.82,160.75,161.15,159.99,405428.0,18469.2666
2018-09-21,160.53,160.47,161.8,159.61,1152619.0,18435.9617
2018-09-24,159.44,159.92,160.78,158.37,598188.0,18310.7814
2018-09-25,158.77,159.0,159.22,158.07,669000.0,18233.8357
2018-09-26,158.51,158.76,159.84,158.38,502073.0,18203.9762
2018-09-27,158.5,158.19,159.29,158.055,464495.0,18202.8277
2018-09-28,160.63,158.54,160.72,158.26,740582.0,18447.4462
2018-10-01,157.39,158.4,161.55,157.36,469572.0,18075.3505
2018-10-02,156.42,157.64,158.85,156.35,587357.0,17963.9515
2018-10-03,154.61,156.57,157.52,154.46,1077159.0,17756.0833
2018-10-04,153.24,154.39,154.54,152.56,576985.0,17598.7465
2018-10-05,152.82,153.63,154.41,152.75,669010.0,17550.5119
2018-10-08,154.9,152.29,156.02,152.29,543489.0,17789.3881
2018-10-09,155.84,155.08,156.33,154.13,441676.0,17897.3418
2018-10-10,153.0,155.19,157.437,152.98,974126.0,17571.1839
2018-10-11,146.65,153.05,153.43,146.22,1149583.0,16841.9223
2018-10-12,147.61,147.85,149.95,146.29,1287340.0,16952.1729
2018-10-15,149.13,147.19,151.0,146.13,610351.0,17126.7363
2018-10-16,152.88,150.26,153.41,149.13,531036.0,17557.4025
2018-10-17,152.34,152.56,152.99,151.14,423184.0,17495.3866
2018-10-18,153.31,152.4,155.35,151.465,1036476.0,17606.7856
2018-10-19,154.38,153.63,157.35,153.63,704697.0,17729.6691
2018-10-22,153.57,154.42,156.32,153.53,1291034.0,17636.6451
2018-10-23,153.97,152.78,154.64,151.95,711376.0,17682.5829
2018-10-24,154.46,153.88,155.74,153.67,686843.0,17738.8566
2018-10-25,156.13,155.08,156.9,152.91,820512.0,17930.6466
2018-10-26,151.21,154.57,154.57,150.524,889724.0,17365.6125
2018-10-29,154.76,152.06,155.1,151.28,1062196.0,17773.3099
2018-10-30,162.22,155.53,162.54,154.465,1283673.0,18630.0487
2018-10-31,162.17,163.48,164.66,160.89,1348555.0,18624.3065
2018-11-01,163.83,162.98,164.61,161.887,650486.0,18814.9481
2018-11-02,164.87,164.12,164.92,162.265,737961.0,18934.3862
2018-11-05,166.62,165.0,166.93,164.56,898446.0,19135.3638
2018-11-06,166.21,169.11,170.0,164.76,1069833.0,18988.4952
2018-11-07,170.61,170.0,170.89,167.93,1043432.0,19491.1688
2018-11-08,171.52,170.0,171.99,169.24,1083867.0,19436.8951
2018-11-09,171.51,171.25,172.57,169.84,911257.0,19435.7619
2018-11-12,171.9,172.0,173.47,171.25,770723.0,19479.9573
2018-11-13,172.47,172.47,173.4,171.58,1228144.0,19544.5505
2018-11-14,172.04,173.24,174.19,170.065,824164.0,19495.8223
2018-11-15,170.17,171.24,171.24,168.985,1008840.0,19283.9111
2018-11-16,172.02,170.16,173.42,169.92,679605.0,19493.5558
2018-11-19,173.14,171.34,173.76,170.87,825082.0,19620.4759
2018-11-20,168.77,170.87,172.98,168.36,1341485.0,19125.2611
2018-11-21,167.61,168.71,169.75,166.33,1309285.0,18993.8082
2018-11-23,165.64,167.49,167.49,165.52,291512.0,18770.565
2018-11-26,166.05,166.0,168.05,165.23,679962.0,18817.0268
2018-11-27,165.2,166.0,166.321,164.44,846495.0,18720.7035
2018-11-28,168.36,165.23,168.38,164.64,639712.0,19078.7993
2018-11-29,168.55,168.43,169.77,166.47,626130.0,19100.3304
2018-11-30,170.81,169.01,171.01,168.69,934729.0,19356.4369
2018-12-03,169.96,171.81,172.84,166.19,1047789.0,19260.1136
2018-12-04,169.83,170.29,171.79,168.89,685979.0,19245.3819
2018-12-06,171.51,169.31,171.7,165.25,1083256.0,19435.7619
2018-12-07,168.17,171.89,171.89,167.77,599429.0,19057.2682
2018-12-10,168.87,167.73,170.14,165.93,798604.0,19136.5933
2018-12-11,171.29,170.75,171.97,169.65,779125.0,19410.8312
2018-12-12,168.97,171.25,171.74,168.89,739281.0,19147.9254
2018-12-13,172.22,169.59,173.66,169.59,817938.0,19516.2201
2018-12-14,172.5,171.18,173.58,170.2,866918.0,19547.9501
2018-12-17,164.61,172.1,172.45,164.51,1246263.0,18653.8439
2018-12-18,165.44,165.74,167.45,165.31,947962.0,18747.9007
2018-12-19,165.1,164.83,168.05,164.7,1170331.0,18709.3714
2018-12-20,163.4,164.45,166.38,162.18,1042854.0,18516.7249
2018-12-21,161.79,163.78,167.6,161.54,1977048.0,18334.2774
2018-12-24,158.13,161.17,162.88,157.9,830535.0,17919.5209
2018-12-26,164.27,158.0,164.28,155.19,1044469.0,18615.3146
2018-12-27,163.19,162.65,164.99,158.04,687809.0,18492.9274
2018-12-28,162.49,164.54,165.06,161.52,575675.0,18413.6024
2018-12-31,161.89,163.0,163.52,160.24,814930.0,18345.6095
2019-01-02,160.75,160.1,160.98,158.075,805826.0,18216.4231
2019-01-03,162.54,160.15,164.61,160.15,804249.0,18419.2685
2019-01-04,162.94,162.97,165.04,161.99,743927.0,18464.5971
2019-01-07,164.59,163.71,166.728,163.04,593874.0,18651.5775
2019-01-08,167.26,165.61,167.74,163.645,763286.0,18954.1457
2019-01-09,164.94,167.25,167.25,164.25,523041.0,18691.24
2019-01-10,168.05,164.52,168.21,163.81,486131.0,19043.6697
2019-01-11,169.79,167.83,170.43,166.71,451181.0,19240.849
2019-01-14,169.16,169.31,170.62,168.35,647158.0,19169.4565
2019-01-15,170.5,169.64,171.785,169.32,525766.0,19321.3072
2019-01-16,172.57,170.57,173.31,169.23,695106.0,19555.8826
2019-01-17,173.46,171.91,174.32,171.53,634523.0,19656.7387
2019-01-18,173.05,174.35,174.56,171.46,1068104.0,19610.2769
2019-01-22,173.16,172.92,174.0,171.16,638655.0,19622.7423
2019-01-23,175.5,173.01,175.6,172.322,834523.0,19887.9145
2019-01-24,176.53,175.06,177.91,173.41,569385.0,20004.6356
2019-01-25,177.27,176.34,179.63,175.6,957000.0,20088.4934
2019-01-28,177.62,176.39,178.0,175.17,542260.0,20128.1559
2019-01-29,178.76,177.83,178.84,177.0,666675.0,20257.3424
2019-01-30,178.81,178.67,180.0,177.38,712871.0,20263.0085
2019-01-31,182.53,178.63,182.8,177.47,878398.0,20684.5643
2019-02-01,181.14,182.94,183.36,178.1,590691.0,20527.0475
2019-02-04,182.46,181.04,182.5,179.89,572260.0,20676.6318
2019-02-05,184.59,181.85,184.71,181.55,754710.0,20918.0065
2019-02-06,181.42,184.03,184.6,181.29,542684.0,20558.7775
2019-02-07,183.65,181.16,183.87,180.43,369971.0,20811.4843
2019-02-08,183.22,183.58,184.74,182.49,515286.0,20762.7561
2019-02-11,183.97,183.9,184.98,182.95,505174.0,20847.7472
2019-02-12,183.21,184.13,184.2,182.14,403820.0,20761.6229
2019-02-13,184.34,183.36,184.49,182.65,423590.0,20889.6761
2019-02-14,184.19,184.02,185.12,183.585,432584.0,20872.6779
2019-02-15,185.5,185.06,185.925,184.01,1332658.0,21021.129
2019-02-19,183.55,184.46,186.35,183.005,873812.0,20800.1521
2019-02-20,182.99,183.05,184.05,182.0,652764.0,20736.6921
2019-02-21,182.66,183.54,183.54,180.335,775970.0,20699.2961
2019-02-22,182.55,181.49,184.63,179.35,992294.0,20524.6442
2019-02-25,181.09,181.92,182.63,179.88,656799.0,20360.492
2019-02-26,180.99,180.66,182.12,179.96,556116.0,20349.2487
2019-02-27,180.41,180.76,181.51,178.57,347520.0,20284.0375
2019-02-28,180.56,180.18,183.02,179.77,999030.0,20300.9025
2019-03-01,182.11,181.21,182.44,178.85,684448.0,20503.615
2019-03-04,182.48,182.45,182.88,180.08,839074.0,20545.273
2019-03-05,182.1,182.48,183.725,181.33,734923.0,20502.4891
2019-03-06,182.3,182.0,183.07,181.68,399529.0,20525.007
2019-03-07,183.38,182.3,184.5,181.5,707948.0,20646.6033
2019-03-08,183.47,183.38,185.69,182.11,511725.0,20656.7363
2019-03-11,185.91,183.27,186.0,183.27,568052.0,20931.4539
2019-03-12,187.12,185.76,187.73,184.73,579494.0,21067.6868
2019-03-13,188.96,187.49,189.04,187.15,710268.0,21274.8509
2019-03-14,189.44,189.21,189.5,187.64,490170.0,21328.8937
2019-03-15,190.95,189.55,191.27,189.09,1102929.0,21498.9033
2019-03-18,191.56,191.06,192.18,190.28,733744.0,21567.5827
2019-03-19,191.89,191.65,193.17,191.5,667871.0,21604.7372
2019-03-20,192.61,191.59,193.725,190.51,632557.0,21685.8014
2019-03-21,196.07,192.1,196.27,191.59,810468.0,22075.3599
2019-03-22,197.12,195.1,198.14,195.1,999241.0,22193.5786
2019-03-25,195.58,197.32,197.76,195.41,759751.0,22020.1912
2019-03-26,195.0,196.89,196.89,194.4,655162.0,21954.8895
2019-03-27,193.75,195.45,195.45,192.58,824512.0,21814.153
2019-03-28,194.93,193.89,195.16,192.43,1077420.0,21947.0083
2019-03-29,199.66,194.94,200.04,194.14,1491788.0,22479.5551
2019-04-01,197.91,200.22,200.22,196.21,1041457.0,22282.524
2019-04-02,199.64,198.05,200.5,197.05,758344.0,22477.3033
2019-04-03,200.12,199.77,201.57,198.01,571171.0,22531.3461
2019-04-04,198.13,200.51,200.96,198.02,922185.0,22307.2936
2019-04-05,201.01,197.67,201.17,197.47,699177.0,22728.9678
2019-04-08,201.49,201.02,202.18,199.86,530750.0,22783.2432
2019-04-09,201.19,201.41,202.79,199.9,612222.0,22749.321
2019-04-10,202.53,201.73,202.98,201.26,443521.0,22900.84
2019-04-11,203.32,202.93,203.64,201.77,505231.0,22990.1683
2019-04-12,204.24,202.73,204.34,200.68,419787.0,23094.1962
2019-04-15,203.11,203.75,204.06,201.94,424649.0,22966.4228
2019-04-16,198.88,203.88,203.935,197.83,483676.0,22488.1205
2019-04-17,197.3,200.0,201.07,197.03,667091.0,22309.4639
2019-04-18,198.18,197.53,198.95,193.91,630292.0,22408.9689
2019-04-22,199.37,197.48,199.64,196.38,472570.0,22543.5267
2019-04-23,199.98,199.26,200.865,198.15,454042.0,22612.5017
2019-04-24,200.84,200.22,202.0,199.05,387318.0,22709.7452
2019-04-25,199.53,200.43,200.84,198.33,435427.0,22561.6185
2019-04-26,201.07,199.68,201.26,199.34,390635.0,22735.7522
2019-04-29,199.81,200.65,201.477,199.23,639478.0,22593.2792
2019-04-30,203.73,199.61,204.12,197.86,892373.0,23036.5285
2019-05-01,203.81,202.94,207.19,202.68,768094.0,23072.3111
2019-05-02,204.19,203.13,205.15,203.13,853172.0,23115.329
2019-05-03,206.92,204.97,207.28,204.37,528962.0,23424.3786
2019-05-06,206.04,206.52,207.509,205.0,390126.0,23324.7582
2019-05-07,204.35,205.61,206.11,202.52,665267.0,23133.4417
2019-05-08,207.94,204.01,208.5,204.01,729800.0,23539.8477
2019-05-09,207.31,207.0,208.1,205.215,551681.0,23478.0907
2019-05-10,210.39,207.2,210.73,206.36,591508.0,23826.9042
2019-05-13,209.27,208.15,210.14,207.77,433240.0,23700.0629
2019-05-14,209.47,209.86,212.96,209.02,479859.0,23722.7132
2019-05-15,210.4,207.34,211.07,207.28,572289.0,23828.0367
2019-05-16,212.31,211.04,213.67,210.5,424781.0,24044.3463
2019-05-17,209.98,210.81,214.935,209.78,525684.0,23780.4712
2019-05-20,203.23,207.46,207.46,199.221,1491201.0,23016.0261
2019-05-21,205.5,204.34,206.4,203.99,701452.0,23273.1062
2019-05-22,206.84,205.58,207.14,205.58,468472.0,23424.8627
2019-05-23,210.03,206.05,210.29,205.4,440041.0,23786.1338
2019-05-24,208.74,211.36,212.18,208.7,492123.0,23640.0398
2019-05-28,203.83,208.89,210.285,203.8,1318125.0,23083.9768
2019-05-29,203.77,204.33,205.2,203.1,912188.0,23077.1817
2019-05-30,212.61,203.4,212.855,203.4,1054409.0,24078.3217
2019-05-31,216.41,212.28,218.05,211.865,994324.0,24508.676
2019-06-03,217.42,217.55,217.9,213.67,762466.0,24623.0596
2019-06-04,217.46,217.91,218.38,214.74,492178.0,24627.5896
2019-06-05,220.72,218.0,220.91,216.42,608919.0,24996.7883
2019-06-06,221.48,221.0,222.29,218.505,465406.0,25082.8592
2019-06-07,220.5,221.99,223.31,220.4,462742.0,24971.8731
2019-06-10,221.54,220.16,221.75,217.965,460942.0,25089.6542
2019-06-11,223.27,222.33,223.6,219.89,410807.0,25285.5787
2019-06-12,226.85,223.17,227.0,223.17,791597.0,25691.0177
2019-06-13,224.5,226.5,227.47,223.37,855088.0,25424.8776
2019-06-14,226.5,225.07,227.98,223.64,788637.0,25651.3798
2019-06-17,227.75,226.8,228.73,225.68,926326.0,25792.9437
2019-06-18,229.55,228.75,230.945,228.51,782303.0,25996.7957
2019-06-19,233.48,229.79,234.33,229.61,596086.0,26441.8727
2019-06-20,233.68,234.9,236.56,232.83,524127.0,26464.5229
2019-06-21,231.91,232.25,233.3,230.52,837572.0,26264.0684
2019-06-24,232.52,232.73,235.0,230.8,441183.0,26333.1516
2019-06-25,228.33,233.19,233.84,228.08,438053.0,25858.6294
2019-06-26,223.5,227.88,227.88,222.48,607759.0,25311.6264
2019-06-27,224.83,223.06,225.86,223.06,364423.0,25462.2504
2019-06-28,224.84,225.01,225.01,222.6,832716.0,25463.3829
2019-07-01,224.99,227.48,227.48,221.1,618687.0,25480.3706
2019-07-02,230.42,226.26,230.74,225.76,639315.0,26095.3242
2019-07-03,234.29,230.52,234.82,230.3,313465.0,26533.6061
2019-07-05,232.61,232.58,234.015,229.03,381109.0,26343.3442
2019-07-08,233.42,231.0,234.665,231.0,360247.0,26435.0776
2019-07-09,234.75,233.22,235.33,233.22,564808.0,26585.7016
2019-07-10,235.97,235.21,236.48,233.77,509081.0,26723.868
2019-07-11,235.18,235.65,236.904,233.54,429791.0,26634.3996
2019-07-12,233.97,236.31,236.42,231.79,374890.0,26497.3657
2019-07-15,235.27,233.67,235.53,232.935,538880.0,26644.5922
2019-07-16,232.31,235.22,235.67,231.84,465452.0,26309.3688
2019-07-17,231.85,233.53,234.65,230.06,432468.0,26257.2733
2019-07-18,231.8,229.43,232.83,228.04,847072.0,26251.6108
2019-07-19,228.4,231.84,233.51,228.18,445194.0,25866.557
2019-07-22,230.3,228.86,232.04,227.606,578593.0,26081.7341
2019-07-23,233.17,230.85,233.25,229.66,393692.0,26406.7648
2019-07-24,234.08,232.71,234.64,227.888,602373.0,26509.8233
2019-07-25,233.79,234.05,234.46,231.58,340322.0,26476.9805
2019-07-26,236.82,233.74,237.09,232.98,412835.0,26820.1314
2019-07-29,236.98,236.99,238.84,235.4,901535.0,26838.2516
2019-07-30,248.43,248.86,249.05,238.18,1015744.0,28094.9487
2019-07-31,245.41,248.66,248.66,243.16,814548.0,27753.4169
2019-08-01,246.79,245.0,247.94,239.62,723776.0,27909.4811
2019-08-02,248.62,247.58,249.96,244.93,708973.0,28116.4358
2019-08-05,244.98,246.05,249.16,241.01,530558.0,27704.7882
2019-08-06,247.98,245.56,248.68,244.73,569191.0,28044.0582
2019-08-07,247.73,247.35,249.71,243.94,532788.0,28015.7857
2019-08-08,252.56,248.85,252.735,247.39,468170.0,28565.9412
2019-08-09,254.29,252.48,254.68,250.75,315052.0,28761.6139
2019-08-12,254.84,254.0,256.0,253.39,385506.0,28823.8219
2019-08-13,259.77,255.61,260.5,254.03,623122.0,29381.4324
2019-08-14,254.75,258.81,259.74,254.68,676698.0,28813.6424
2019-08-15,259.85,255.51,260.64,254.02,457885.0,29390.4808
2019-08-16,260.29,260.87,261.73,257.783,1252627.0,29440.2473
2019-08-19,260.84,261.0,263.04,258.31,642722.0,29502.4553
2019-08-20,260.05,261.22,262.95,258.8,342572.0,29413.1019
2019-08-21,260.42,260.65,261.85,259.475,384698.0,29454.951
2019-08-22,260.53,260.71,261.15,257.5,414658.0,29467.3926
2019-08-23,260.8,261.69,263.91,258.77,713523.0,29497.9311
2019-08-26,264.99,261.35,265.0,260.0,480428.0,29971.8434
2019-08-27,264.84,266.3,266.58,264.26,464622.0,29954.8776
2019-08-28,263.15,264.01,266.126,261.34,409520.0,29763.7292
2019-08-29,262.52,265.0,265.0,261.34,421192.0,29692.4727
2019-08-30,262.43,264.56,264.7,261.63,531999.0,29682.2932
2019-09-03,265.87,262.87,266.35,261.72,552056.0,30071.3763
2019-09-04,269.28,266.9,269.65,265.59,610682.0,30457.0663
2019-09-05,263.2,270.0,270.42,262.85,632235.0,29769.3844
2019-09-06,262.38,263.7,264.72,262.1,413152.0,29676.6379
2019-09-09,252.0,261.76,262.38,251.61,869119.0,28502.6021
2019-09-10,241.09,250.35,250.5,238.64,1373237.0,27268.6204
2019-09-11,242.24,239.67,244.5,237.57,1059802.0,27398.6918
2019-09-12,245.9,243.32,248.34,243.1,858167.0,27812.6582
2019-09-13,243.515,245.05,246.07,241.12,742455.0,27542.9014
2019-09-16,246.29,243.56,246.73,242.51,512863.0,27856.7694
2019-09-17,252.99,248.07,253.73,246.605,657639.0,28614.5766
2019-09-18,253.39,252.7,254.98,249.03,647583.0,28659.8189
2019-09-19,251.21,250.99,252.5,249.08,742588.0,28413.2487
2019-09-20,256.77,252.44,257.505,250.74,956031.0,29042.1157
2019-09-23,255.57,256.89,259.65,255.46,519217.0,28906.389
2019-09-24,254.77,256.48,259.0,254.34,782365.0,28815.9045
2019-09-25,246.01,255.72,255.91,245.02,1240136.0,27825.0998
2019-09-26,245.97,246.45,248.2,245.58,1075917.0,27820.5756
2019-09-27,236.83,244.87,246.4,234.83,1157251.0,26786.7907
2019-09-30,241.15,242.405,242.405,238.05,808240.0,27275.4068
2019-10-01,237.08,240.84,241.86,236.96,706605.0,26815.0671
2019-10-02,233.78,236.1,237.53,232.39,624111.0,26441.8188
2019-10-03,237.28,233.42,238.42,233.34,821195.0,26837.6882
2019-10-04,236.58,237.5,239.98,236.4,462618.0,26758.5143
2019-10-07,236.35,235.92,237.075,232.78,414662.0,26732.5001
2019-10-08,237.16,236.27,240.31,234.68,740813.0,26824.1156
2019-10-09,238.64,237.99,238.91,236.42,378020.0,26991.5118
2019-10-10,242.82,237.16,243.155,235.16,601976.0,27464.2931
2019-10-11,241.47,242.72,244.76,241.18,505037.0,27311.6005
2019-10-14,240.86,241.96,243.97,239.12,315257.0,27242.6061
2019-10-15,239.01,240.18,240.76,236.203,353502.0,27033.3609
2019-10-16,232.94,238.77,238.98,229.29,842483.0,26346.8101
2019-10-17,240.04,233.13,241.365,233.13,806179.0,27149.8596
2019-10-18,244.1,239.47,246.3,239.47,940184.0,27609.0682
2019-10-21,245.83,244.47,246.08,242.08,508023.0,27804.7408
2019-10-22,244.98,247.31,250.85,244.84,788662.0,27708.6011
2019-10-23,247.98,245.65,248.41,244.43,762907.0,28047.9178
2019-10-24,246.56,247.72,248.79,245.23,739025.0,27887.3079
2019-10-25,244.15,246.42,246.42,240.03,462128.0,27614.7235
2019-10-28,242.51,243.73,246.85,241.86,724093.0,27429.2303
2019-10-29,238.68,230.3,242.46,230.3,988240.0,26876.3227
2019-10-30,241.89,239.31,242.12,238.19,448252.0,27237.7816
2019-10-31,240.65,242.19,242.605,238.28,526188.0,27098.1526
2019-11-01,240.18,240.65,242.2,234.34,538984.0,27045.2287
2019-11-04,234.6,239.97,239.97,234.073,435190.0,26416.8984
2019-11-05,228.76,233.9,233.98,226.824,924164.0,25759.291
2019-11-06,231.5,229.76,232.75,228.59,424447.0,26067.826
2019-11-07,226.73,230.1,231.94,225.21,620863.0,25530.7049
2019-11-08,228.46,226.74,231.18,225.0,378579.0,25724.8263
2019-11-11,228.62,227.29,230.77,227.29,415286.0,25742.8424
2019-11-12,226.39,228.62,229.9,225.71,639818.0,25491.7422
2019-11-13,231.32,226.98,231.99,226.15,709744.0,26046.8652
2019-11-14,234.98,231.87,235.12,230.345,523922.0,26458.9849
2019-11-15,237.26,235.22,237.48,232.88,647385.0,26715.7152
2019-11-18,236.16,237.21,239.93,235.85,415873.0,26591.854
2019-11-19,239.99,236.47,240.83,234.66,486851.0,27023.1159
2019-11-20,240.75,239.78,244.61,238.72,508758.0,27108.6927
2019-11-21,237.71,240.32,242.02,236.88,452769.0,26766.3856
2019-11-22,232.35,237.67,238.1,231.905,418222.0,26162.8442
2019-11-25,231.54,233.21,234.765,231.23,741414.0,26071.6374
2019-11-26,237.09,231.91,238.09,231.3,1336881.0,26696.573
2019-11-27,237.54,237.45,237.81,235.21,503361.0,26747.2434
2019-11-29,236.47,237.43,239.31,236.29,239453.0,26626.7604
2019-12-02,232.14,236.12,236.47,230.985,462853.0,26139.198
2019-12-03,234.97,232.1,236.09,232.1,342605.0,26457.8588
2019-12-04,235.36,233.83,237.3,232.34,348275.0,26501.7732
2019-12-05,235.94,235.03,236.07,233.37,277386.0,26567.0818
2019-12-06,236.49,236.96,237.42,233.5,399665.0,26629.0124
2019-12-09,237.75,236.88,237.98,235.31,331661.0,26770.8897
2019-12-10,235.6,237.69,238.494,233.545,540028.0,26528.7975
2019-12-11,235.77,235.81,237.44,233.5,554482.0,26547.9397
2019-12-12,228.05,236.34,236.38,227.75,676785.0,25678.6599
2019-12-13,235.48,227.74,235.61,227.63,749274.0,26515.2854
2019-12-16,234.68,234.44,237.285,233.3,994825.0,26425.2046
2019-12-17,227.6,234.56,236.325,227.4,1537420.0,25627.9894
2019-12-18,233.895,227.53,235.79,227.53,1750625.0,26336.8128
2019-12-19,238.15,233.62,240.21,233.57,882090.0,26815.9301
2019-12-20,241.22,242.04,243.95,237.39,1201989.0,27161.6151
2019-12-23,240.61,241.4,243.16,240.19,377811.0,27092.9285
2019-12-24,240.15,240.85,241.104,238.9,202969.0,27041.1321
2019-12-26,241.26,240.22,242.2,239.37,257311.0,27166.1192
2019-12-27,241.41,241.39,241.85,239.9,312699.0,27183.0093
2019-12-30,238.49,240.86,241.28,238.165,805259.0,26854.2144
2019-12-31,240.99,239.03,242.81,238.13,786953.0,27135.7169
2020-01-02,238.87,241.15,242.27,237.18,555842.0,26897.0028
2020-01-03,241.03,237.71,241.8,237.71,787411.0,27140.221
2020-01-06,241.25,241.03,242.0,238.0,810687.0,27164.9932
2020-01-07,237.45,241.08,241.5,235.5,539345.0,26737.1093
2020-01-08,240.03,237.82,241.06,237.46,547809.0,27027.62
2020-01-09,241.2,240.94,242.68,240.1,358882.0,27159.3631
2020-01-10,244.83,242.12,245.463,240.82,387018.0,27568.1048
2020-01-13,250.05,246.36,250.27,246.36,668952.0,28155.8821
2020-01-14,248.66,249.32,250.39,246.46,526254.0,27999.3666
2020-01-15,249.5,249.03,251.29,248.63,352219.0,28093.9515
2020-01-16,250.73,249.42,250.9,247.13,698038.0,28232.4507
2020-01-17,252.04,250.7,254.763,250.01,533226.0,28379.9581
2020-01-21,254.44,251.33,254.82,250.865,650228.0,28650.2005
2020-01-22,252.61,255.94,256.47,251.44,586035.0,28444.1406
2020-01-23,255.01,251.88,255.34,251.28,387300.0,28714.3831
2020-01-24,253.15,255.01,255.78,252.7,316625.0,28504.9452
2020-01-27,252.74,251.72,253.555,250.02,482339.0,28458.7788
2020-01-28,251.75,253.49,253.49,251.08,574119.0,28347.3038
2020-01-29,249.34,251.76,251.88,247.495,449290.0,28075.9353
2020-01-30,253.74,247.81,254.0,247.11,557067.0,28571.3798
2020-01-31,249.56,251.78,254.65,249.295,537791.0,28100.7076
2020-02-03,249.58,250.91,254.14,248.73,518456.0,28102.9596
2020-02-04,254.17,250.23,254.44,249.66,411727.0,28619.7982
2020-02-05,254.57,254.7,254.7,251.41,357757.0,28664.8386
2020-02-06,256.5,254.73,258.07,253.75,508570.0,28882.1586
2020-02-07,258.82,256.7,259.39,255.84,363761.0,29143.3929
2020-02-10,264.74,259.13,265.26,258.33,717853.0,29809.9909
2020-02-11,284.0,272.15,287.47,271.99,1776883.0,31978.6863
2020-02-12,292.81,284.07,293.19,281.18,1099041.0,32970.7012
2020-02-13,289.78,292.8,292.92,288.63,611786.0,32629.5201
2020-02-14,294.61,290.57,294.77,289.54,425178.0,33173.383
2020-02-18,291.72,294.61,294.735,289.82,581227.0,32847.9661
2020-02-19,289.85,293.93,293.93,289.33,576318.0,32637.4022
2020-02-20,292.13,289.59,292.39,286.02,606259.0,32894.1325
2020-02-21,295.65,292.43,309.85,287.38,1696023.0,33046.2788
2020-02-24,295.51,295.8,299.04,294.29,825379.0,33076.2602
2020-02-25,291.09,295.88,302.39,287.49,881646.0,32581.5322
2020-02-26,288.28,292.51,293.28,285.22,844443.0,32267.0106
2020-02-27,271.89,283.0,288.395,270.58,1324870.0,30432.4876
2020-02-28,265.09,267.05,268.44,257.22,1942492.0,29671.3676
2020-03-02,285.05,266.95,285.2,265.95,1231499.0,31905.4786
2020-03-03,286.66,285.0,295.4,281.94,1193961.0,32085.685
2020-03-04,303.24,288.62,304.61,287.5,1180758.0,33941.4746
2020-03-05,300.32,297.49,303.69,295.88,1020683.0,33614.6407
2020-03-06,285.57,292.64,295.78,276.79,1049590.0,31963.6819
2020-03-09,264.71,270.44,276.05,264.09,1079080.0,29628.8344
2020-03-10,281.89,270.29,282.74,265.31,1176866.0,31551.7817
