,DVN US Equity,DVN US Equity,DVN US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2021-06-03,31.17,21098.973,10345029.0
2021-06-04,31.66,21430.654,9923301.0
2021-06-07,30.92,20929.748,9893697.0
2021-06-08,30.85,20882.365,9744860.0
2021-06-09,29.93,20259.617,9713081.0
2021-06-10,29.39,19894.091,11263722.0
2021-06-11,29.29,19826.401,6377142.0
2021-06-14,28.98,19616.562,7983167.0
2021-06-15,29.6,20036.24,7208944.0
2021-06-16,29.06,19670.714,9412515.0
2021-06-17,27.59,18675.671,14957231.0
2021-06-18,26.75,18107.075,16743639.0
2021-06-21,28.6,19359.34,10531187.0
2021-06-22,28.54,19318.726,7999336.0
2021-06-23,29.1,19697.79,9484607.0
2021-06-24,29.74,20131.006,9092922.0
2021-06-25,29.76,20144.544,10966757.0
2021-06-28,28.41,19230.729,12320626.0
2021-06-29,28.02,18966.738,8817825.0
2021-06-30,29.19,19758.711,10819442.0
2021-07-01,29.96,20279.924,11461046.0
2021-07-02,29.23,19785.787,9168764.0
2021-07-06,27.84,18844.896,15099750.0
2021-07-07,27.53,18635.057,13731970.0
2021-07-08,27.76,18790.744,10291025.0
2021-07-09,28.65,19393.185,8812193.0
2021-07-12,28.7,19427.03,8413402.0
2021-07-13,28.97,19609.793,9897442.0
2021-07-14,27.3,18479.37,16498197.0
2021-07-15,26.65,18039.385,13428852.0
2021-07-16,25.78,17450.482,13530958.0
2021-07-19,24.93,16875.117,16836915.0
2021-07-20,25.33,17145.877,13312349.0
2021-07-21,26.34,17829.546,9063805.0
2021-07-22,25.99,17592.631,6993189.0
2021-07-23,25.62,17342.178,7984507.0
2021-07-26,26.65,18039.385,8333013.0
2021-07-27,25.94,17558.786,8499652.0
2021-07-28,26.46,17910.774,6879269.0
2021-07-29,26.63,18025.847,6009792.0
2021-07-30,25.84,17491.096,9261991.0
2021-08-02,25.49,17254.181,8739178.0
2021-08-03,26.21,17741.549,10435596.0
2021-08-04,25.29,17121.33,12758755.0
2021-08-05,26.63,18028.51,10407648.0
2021-08-06,27.01,18285.77,7952535.0
2021-08-09,26.64,18035.28,7787349.0
2021-08-10,27.65,18719.05,8156392.0
2021-08-11,28.0,18956.0,6996196.0
2021-08-12,28.47,19274.19,7315477.0
2021-08-13,28.01,18962.77,5643515.0
2021-08-16,27.17,18394.09,8977455.0
2021-08-17,26.91,18218.07,8292499.0
2021-08-18,26.14,17696.78,7773713.0
2021-08-19,25.34,17155.18,15530429.0
2021-08-20,25.7,17398.9,8944399.0
2021-08-23,27.26,18455.02,7807098.0
2021-08-24,28.53,19314.81,10505502.0
2021-08-25,29.24,19795.48,10566960.0
2021-08-26,29.09,19693.93,11960295.0
2021-08-27,30.36,20553.72,13653801.0
2021-08-30,29.78,20161.06,7964381.0
2021-08-31,29.55,20005.35,11534773.0
2021-09-01,28.24,19118.48,20558964.0
2021-09-02,29.32,19849.64,11714663.0
2021-09-03,29.17,19748.09,7306165.0
2021-09-07,29.06,19673.62,5940408.0
2021-09-08,28.23,19111.71,8874027.0
2021-09-09,28.45,19260.65,9205681.0
2021-09-10,28.07,19003.39,6582658.0
2021-09-13,28.92,19578.84,9789221.0
2021-09-14,28.27,19138.79,9044128.0
2021-09-15,30.33,20533.41,20487859.0
2021-09-16,30.31,20519.87,10065441.0
2021-09-17,29.79,20167.83,24722901.0
2021-09-20,28.18,19077.86,14190300.0
2021-09-21,28.49,19287.73,11105200.0
2021-09-22,30.44,20607.88,15922237.0
2021-09-23,32.8,22205.6,15590381.0
2021-09-24,33.09,22401.93,10329366.0
2021-09-27,35.0,23695.0,17222081.0
2021-09-28,35.13,23783.01,15516927.0
2021-09-29,35.75,24202.75,13299069.0
2021-09-30,35.51,24040.27,15489453.0
2021-10-01,36.81,24920.37,14253510.0
2021-10-04,38.76,26240.52,19176257.0
2021-10-05,40.08,27134.16,19210482.0
2021-10-06,38.68,26186.36,16983627.0
2021-10-07,38.4,25996.8,14063235.0
2021-10-08,39.86,26985.22,10952775.0
2021-10-11,39.45,26707.65,10102066.0
2021-10-12,39.25,26572.25,9319268.0
2021-10-13,38.99,26396.23,7696779.0
2021-10-14,39.78,26931.06,7630875.0
2021-10-15,40.1,27147.7,7737475.0
2021-10-18,40.52,27432.04,11777256.0
2021-10-19,40.3,27283.1,16074348.0
2021-10-20,40.91,27696.07,10565069.0
2021-10-21,39.7,26876.9,9937790.0
2021-10-22,40.44,27377.88,7334534.0
2021-10-25,40.66,27526.82,8639460.0
2021-10-26,41.51,28102.27,6662953.0
2021-10-27,39.61,26815.97,9047139.0
2021-10-28,40.5,27418.5,5849198.0
2021-10-29,40.08,27134.16,7957489.0
2021-11-01,41.99,28427.23,13381663.0
2021-11-02,41.98,28420.46,9657229.0
2021-11-03,41.97,28413.69,15035578.0
2021-11-04,42.36,28677.72,11428016.0
2021-11-05,43.58,29503.66,8681719.0
2021-11-08,44.12,29869.24,8016444.0
2021-11-09,43.99,29781.23,7071022.0
2021-11-10,42.33,28657.41,9206535.0
2021-11-11,42.72,28921.44,6521094.0
2021-11-12,42.58,28826.66,5994783.0
2021-11-15,43.18,29232.86,8705803.0
2021-11-16,43.43,29402.11,5649065.0
2021-11-17,42.29,28630.33,7821659.0
2021-11-18,43.32,29327.64,8315432.0
2021-11-19,40.6,27486.2,14553027.0
2021-11-22,41.14,27851.78,10700534.0
2021-11-23,43.44,29408.88,11163991.0
2021-11-24,45.09,30525.93,12219092.0
2021-11-26,42.7,28907.9,15887505.0
2021-11-29,43.92,29733.84,10617091.0
2021-11-30,42.06,28474.62,18070042.0
2021-12-01,40.84,27648.68,12628032.0
2021-12-02,41.59,28156.43,13679347.0
2021-12-03,41.77,28278.29,9960229.0
2021-12-06,42.36,28677.72,8408001.0
2021-12-07,45.12,30546.24,13003803.0
2021-12-08,44.91,30404.07,8233282.0
2021-12-09,42.32,28650.64,10979606.0
2021-12-10,43.42,29395.34,8017455.0
2021-12-13,41.06,27797.62,9522815.0
2021-12-14,40.34,27310.18,11249699.0
2021-12-15,39.98,27066.46,14637145.0
2021-12-16,40.36,27323.72,10233974.0
2021-12-17,39.2,26538.4,20555924.0
2021-12-20,38.26,25902.02,20487429.0
2021-12-21,41.31,27966.87,15177943.0
2021-12-22,42.29,28630.33,7569792.0
2021-12-23,42.05,28467.85,5399872.0
2021-12-27,44.61,30200.97,8188050.0
2021-12-28,44.5,30126.5,6375649.0
2021-12-29,44.2,29923.4,7497772.0
2021-12-30,43.67,29564.59,4919215.0
2021-12-31,44.05,29821.85,4895663.0
2022-01-03,45.57,30850.89,10256738.0
2022-01-04,47.66,32265.82,15536402.0
2022-01-05,46.61,31554.97,13786766.0
2022-01-06,48.37,32746.49,14529453.0
2022-01-07,48.89,33098.53,15611863.0
2022-01-10,48.5,32834.5,9846154.0
2022-01-11,49.8,33714.6,13170303.0
2022-01-12,49.9,33782.3,13828012.0
2022-01-13,49.64,33606.28,10745851.0
2022-01-14,50.39,34114.03,12865163.0
2022-01-18,50.36,34093.72,11589278.0
2022-01-19,48.93,33125.61,12232004.0
2022-01-20,48.63,32922.51,13374448.0
2022-01-21,46.12,31223.24,17268118.0
2022-01-24,48.33,32719.41,25447179.0
2022-01-25,51.26,34703.02,18435576.0
2022-01-26,51.79,35061.83,16714553.0
2022-01-27,51.74,35027.98,13647553.0
2022-01-28,51.55,34899.35,9723671.0
2022-01-31,50.57,34235.89,11896453.0
2022-02-01,52.56,35583.12,11710149.0
2022-02-02,53.24,36043.48,9387486.0
2022-02-03,53.01,35887.77,9253212.0
2022-02-04,52.87,35792.99,12759310.0
2022-02-07,52.59,35603.43,10298232.0
2022-02-08,51.19,34655.63,9751884.0
2022-02-09,52.12,35285.24,7304601.0
2022-02-10,52.22,35352.94,9753239.0
2022-02-11,54.11,36632.47,11954913.0
2022-02-14,52.26,35380.02,11934443.0
2022-02-15,51.42,34091.46,11284067.0
2022-02-16,53.85,35767.17,20745198.0
2022-02-17,55.25,36697.05,17642677.0
2022-02-18,54.78,36384.876,11707632.0
2022-02-22,52.67,34983.414,23309377.0
2022-02-23,53.55,35567.91,12372076.0
2022-02-24,52.75,35036.55,21102490.0
2022-02-25,55.2,36663.84,12605621.0
2022-02-28,59.55,39553.11,22585049.0
2022-03-01,59.25,39353.85,19146462.0
2022-03-02,58.65,38955.33,17556053.0
2022-03-03,58.85,39088.17,11719043.0
2022-03-04,59.57,39566.394,18228863.0
2022-03-07,59.89,39778.938,21979569.0
2022-03-08,59.48,39506.616,24167791.0
2022-03-09,58.94,39147.948,17694675.0
2022-03-10,60.57,40230.594,18048607.0
2022-03-11,58.64,38948.688,10834414.0
2022-03-14,52.69,34996.698,21911617.0
2022-03-15,53.01,35209.242,17372891.0
2022-03-16,52.46,34843.932,13099660.0
2022-03-17,57.52,38204.784,14621248.0
2022-03-18,58.27,38702.934,19656025.0
2022-03-21,61.44,40808.448,17038056.0
2022-03-22,60.63,40270.446,9708341.0
2022-03-23,61.67,40961.214,11290699.0
2022-03-24,61.54,40874.868,7501498.0
2022-03-25,62.5,41512.5,8553748.0
2022-03-28,60.45,40150.89,8959562.0
2022-03-29,60.51,40190.742,10398526.0
2022-03-30,60.56,40223.952,7610588.0
2022-03-31,59.13,39274.146,11344391.0
2022-04-01,60.35,40084.47,6292535.0
2022-04-04,60.85,40416.57,8393077.0
2022-04-05,58.47,38835.774,8667420.0
2022-04-06,58.34,38749.428,9135994.0
2022-04-07,60.23,40004.766,7952647.0
2022-04-08,62.37,41426.154,10115120.0
2022-04-11,60.03,39871.926,9011263.0
2022-04-12,62.26,41353.092,9418949.0
2022-04-13,63.75,42342.75,9955663.0
2022-04-14,62.56,41552.352,8616796.0
2022-04-18,63.54,42203.268,9422320.0
2022-04-19,63.0,41844.6,8155951.0
2022-04-20,64.61,42913.962,7121187.0
2022-04-21,61.15,40615.83,10699211.0
2022-04-22,58.07,38351.0618,9734634.0
2022-04-25,56.18,37102.8526,13608369.0
2022-04-26,56.4,37248.1468,9636517.0
2022-04-27,58.07,38351.0618,8167964.0
2022-04-28,59.89,39553.041,7939950.0
2022-04-29,58.17,38417.1046,7834580.0
2022-05-02,58.35,38535.9817,11320270.0
2022-05-03,64.28,42424.8,22056318.0
2022-05-04,67.74,44708.4,15072008.0
2022-05-05,67.15,44319.0,13010386.0
2022-05-06,69.69,45995.4,14629749.0
2022-05-09,62.02,40933.2,18682423.0
2022-05-10,63.76,42081.6,12783537.0
2022-05-11,64.68,42688.8,12610034.0
2022-05-12,64.61,42642.6,10767102.0
2022-05-13,68.7,45342.0,13287737.0
2022-05-16,70.99,46853.4,12633202.0
2022-05-17,72.58,47902.8,10782315.0
2022-05-18,69.92,46147.2,13801816.0
2022-05-19,69.51,45876.6,10460689.0
2022-05-20,69.92,46147.2,12971566.0
2022-05-23,71.06,46899.6,9610286.0
2022-05-24,70.39,46457.4,7960599.0
2022-05-25,71.94,47480.4,8740538.0
2022-05-26,73.81,48714.6,12960201.0
2022-05-27,75.8,50028.0,9335511.0
2022-05-31,74.9,49434.0,22040701.0
2022-06-01,76.48,50476.8,9911799.0
2022-06-02,76.31,50364.6,7514297.0
2022-06-03,77.02,50833.2,7106799.0
2022-06-06,77.05,50853.0,7709844.0
2022-06-07,78.04,51506.4,10469455.0
2022-06-08,77.93,51433.8,9974113.0
2022-06-09,77.85,51381.0,13728037.0
2022-06-10,74.06,48879.6,14768714.0
2022-06-13,69.24,45698.4,15218684.0
2022-06-14,70.59,46589.4,11041505.0
2022-06-15,68.46,45183.6,11457160.0
2022-06-16,63.27,41758.2,17448415.0
2022-06-17,58.02,38293.2,32304365.0
2022-06-21,60.56,39969.6,14929451.0
2022-06-22,57.55,37983.0,13933489.0
2022-06-23,54.74,36128.4,18060837.0
2022-06-24,53.77,35488.2,34714066.0
2022-06-27,57.79,38141.4,17746090.0
2022-06-28,59.46,39243.6,18570178.0
2022-06-29,55.82,36841.2,12722035.0
2022-06-30,55.11,36372.6,11854983.0
2022-07-01,55.11,36372.6,9604331.0
2022-07-05,51.89,34247.4,14855216.0
2022-07-06,51.0,33660.0,16175279.0
2022-07-07,53.67,35422.2,12692926.0
2022-07-08,54.48,35956.8,10976729.0
2022-07-11,53.32,35191.2,8952603.0
2022-07-12,51.93,34273.8,9733040.0
2022-07-13,52.59,34709.4,8522683.0
2022-07-14,51.42,33937.2,10458534.0
2022-07-15,52.71,34788.6,8048541.0
2022-07-18,54.62,36049.2,11090450.0
2022-07-19,57.21,37758.6,10525583.0
2022-07-20,57.68,38068.8,8032040.0
2022-07-21,56.2,37092.0,8150354.0
2022-07-22,55.19,36425.4,6315832.0
2022-07-25,57.97,38260.2,8473165.0
2022-07-26,56.76,37461.6,9777696.0
2022-07-27,59.58,39322.8,9145942.0
2022-07-28,60.37,39844.2,7631335.0
2022-07-29,62.85,41481.0,11209360.0
2022-08-01,61.57,40636.2,16319229.0
2022-08-02,60.63,39700.524,15073719.0
2022-08-03,56.7,37127.16,19943218.0
2022-08-04,54.49,35680.052,15371434.0
2022-08-05,56.65,37094.42,11507474.0
2022-08-08,57.52,37664.096,8482918.0
2022-08-09,59.04,38659.392,10416813.0
2022-08-10,60.05,39320.74,8669179.0
2022-08-11,64.46,42208.408,14134946.0
2022-08-12,65.55,42922.14,8712036.0
2022-08-15,63.57,41625.636,11134229.0
2022-08-16,63.58,41632.184,9355764.0
2022-08-17,64.14,41998.872,8144506.0
2022-08-18,67.92,44474.016,12516345.0
2022-08-19,68.51,44860.348,13972788.0
2022-08-22,68.42,44801.416,12662221.0
2022-08-23,70.88,46412.224,15997349.0
2022-08-24,72.45,47440.26,12851703.0
2022-08-25,73.72,48271.856,11149693.0
2022-08-26,72.77,47649.796,10589330.0
2022-08-29,74.14,48546.872,11901961.0
2022-08-30,71.08,46543.184,11606429.0
2022-08-31,70.62,46241.976,11430547.0
2022-09-01,68.16,44631.168,13493927.0
2022-09-02,70.34,46058.632,10099959.0
2022-09-06,69.54,45534.792,12544954.0
2022-09-07,68.36,44762.128,10785179.0
2022-09-08,68.91,45122.268,11289106.0
2022-09-09,68.51,44860.348,9030004.0
2022-09-12,71.19,46615.212,11044588.0
2022-09-13,69.07,45227.036,11480392.0
2022-09-14,72.17,47256.916,12215592.0
2022-09-15,69.48,45495.504,11230278.0
2022-09-16,66.82,43753.736,30970288.0
2022-09-19,65.9,43151.32,10530225.0
2022-09-20,65.12,42640.576,7976772.0
2022-09-21,64.48,42221.504,9389337.0
2022-09-22,63.12,41330.976,8909820.0
2022-09-23,57.69,37775.412,17563220.0
2022-09-26,55.18,36131.864,13363806.0
2022-09-27,56.17,36780.116,10695510.0
2022-09-28,60.05,39320.74,11734476.0
2022-09-29,60.97,39923.156,12286885.0
2022-09-30,60.13,39373.124,9686646.0
2022-10-03,65.33,42778.084,13020192.0
2022-10-04,69.07,45227.036,14620667.0
2022-10-05,70.88,46412.224,15689536.0
2022-10-06,72.24,47302.752,11199516.0
2022-10-07,72.04,47171.792,12020896.0
2022-10-10,70.35,46065.18,9829717.0
2022-10-11,68.57,44899.636,11718890.0
2022-10-12,69.4,45443.12,7419819.0
2022-10-13,72.25,47309.3,10697104.0
2022-10-14,68.02,44539.496,9102897.0
2022-10-17,69.8,45705.04,7969404.0
2022-10-18,69.77,45685.396,7943293.0
2022-10-19,71.94,47106.312,8977728.0
2022-10-20,71.68,46936.064,7703954.0
2022-10-21,74.29,48645.092,11214812.0
2022-10-24,75.24,49267.152,8530879.0
2022-10-25,75.51,49443.948,6541039.0
2022-10-26,76.92,50367.216,7815217.0
2022-10-27,76.56,50131.488,7410869.0
2022-10-28,76.01,49771.348,7861234.0
2022-10-31,77.35,50648.78,8429591.0
2022-11-01,77.3,50616.04,10730332.0
2022-11-02,67.44,44085.528,36589414.0
2022-11-03,70.73,46236.201,18048619.0
2022-11-04,71.48,46726.476,14218449.0
2022-11-07,72.04,47092.548,9347048.0
2022-11-08,71.99,47059.863,8450293.0
2022-11-09,66.76,43641.012,9463380.0
2022-11-10,68.98,45092.226,8089841.0
2022-11-11,71.8,46935.66,9500397.0
2022-11-14,71.5,46739.55,6600634.0
2022-11-15,73.62,48125.394,8500591.0
2022-11-16,71.34,46634.958,8881375.0
2022-11-17,70.99,46406.163,8337754.0
2022-11-18,69.62,45510.594,10216627.0
2022-11-21,67.19,43922.103,15267252.0
2022-11-22,68.57,44824.209,14037137.0
2022-11-23,67.8,44320.86,9888760.0
2022-11-25,68.35,44680.395,3520469.0
2022-11-28,66.53,43490.661,9720541.0
2022-11-29,67.5,44124.75,10032116.0
2022-11-30,68.52,44791.524,13844819.0
2022-12-01,68.28,44634.636,7640276.0
2022-12-02,68.46,44752.302,8250505.0
2022-12-05,66.55,43503.735,11218086.0
2022-12-06,64.13,41921.781,10278478.0
2022-12-07,64.25,42000.225,10523239.0
2022-12-08,63.5,41509.95,13385436.0
2022-12-09,59.62,38973.594,13152809.0
2022-12-12,61.08,39927.996,10636045.0
2022-12-13,61.98,40516.326,10915122.0
2022-12-14,61.92,40477.104,9062700.0
2022-12-15,61.58,40254.846,7981148.0
2022-12-16,60.08,39274.296,14377247.0
2022-12-19,59.26,38738.262,7011733.0
2022-12-20,59.36,38803.632,7606352.0
2022-12-21,61.76,40372.512,7992842.0
2022-12-22,60.11,39293.907,8071990.0
2022-12-23,62.51,40862.787,6099589.0
2022-12-27,63.24,41339.988,6771927.0
2022-12-28,60.89,39803.793,6524419.0
2022-12-29,61.04,39901.848,6355936.0
2022-12-30,61.51,40209.087,6690935.0
2023-01-03,58.12,37993.044,10613235.0
2023-01-04,58.9,38502.93,9690884.0
2023-01-05,60.17,39333.129,8812137.0
2023-01-06,61.23,40026.051,7332509.0
2023-01-09,62.2,40660.14,7567909.0
2023-01-10,63.13,41268.081,5909275.0
2023-01-11,62.85,41085.045,7557065.0
2023-01-12,64.03,41856.411,7232049.0
2023-01-13,63.59,41568.783,5474122.0
2023-01-17,63.49,41503.413,5383876.0
2023-01-18,62.62,40934.694,8349637.0
2023-01-19,64.08,41889.096,7312935.0
2023-01-20,64.75,42327.075,7093792.0
2023-01-23,65.76,42987.312,6246101.0
2023-01-24,63.97,41817.189,7043504.0
2023-01-25,64.17,41947.929,5834717.0
2023-01-26,65.72,42961.164,6346714.0
2023-01-27,65.27,42666.999,7210246.0
2023-01-30,62.34,40751.658,8003892.0
2023-01-31,63.24,41339.988,7472273.0
2023-02-01,61.89,40457.493,9653361.0
2023-02-02,60.95,39843.015,8770255.0
2023-02-03,60.85,39777.645,6564084.0
2023-02-06,60.14,39313.518,7394882.0
2023-02-07,62.21,40666.677,8170789.0
2023-02-08,61.33,40091.421,7848736.0
2023-02-09,60.3,39418.11,5685323.0
2023-02-10,63.54,41536.098,8727505.0
2023-02-13,63.56,41549.172,7606834.0
2023-02-14,63.94,41797.578,8775617.0
2023-02-15,57.23,37428.42,52451715.0
2023-02-16,55.72,36440.88,17678661.0
2023-02-17,53.33,34877.82,25514589.0
2023-02-21,53.73,35139.42,11378827.0
2023-02-22,53.59,35047.86,13144356.0
2023-02-23,55.0,35970.0,11919438.0
2023-02-24,55.0,35970.0,10030081.0
2023-02-27,54.52,35656.08,9624194.0
2023-02-28,53.92,35263.68,10887290.0
2023-03-01,54.74,35799.96,9308078.0
2023-03-02,55.7,36427.8,8666721.0
2023-03-03,56.67,37062.18,10997779.0
2023-03-06,56.49,36944.46,8926267.0
2023-03-07,55.03,35989.62,9492546.0
2023-03-08,54.5,35643.0,8379129.0
2023-03-09,52.98,34648.92,9275201.0
2023-03-10,51.76,33851.04,12351121.0
2023-03-13,49.98,32686.92,15449727.0
2023-03-14,49.22,32189.88,12442470.0
2023-03-15,45.12,29508.48,23274164.0
2023-03-16,46.27,30260.58,14265567.0
2023-03-17,46.15,30182.1,28300456.0
2023-03-20,47.0,30738.0,8906614.0
2023-03-21,49.06,32085.24,11184699.0
2023-03-22,47.76,31235.04,8633194.0
2023-03-23,46.72,30554.88,8905813.0
2023-03-24,46.57,30456.78,8731451.0
2023-03-27,48.08,31444.32,7759554.0
2023-03-28,48.57,31764.78,7671145.0
2023-03-29,49.79,32562.66,8150408.0
2023-03-30,49.85,32601.9,6603029.0
2023-03-31,50.61,33098.94,7652511.0
2023-04-03,53.31,34864.74,18907016.0
2023-04-04,52.74,34491.96,10252656.0
2023-04-05,53.53,35008.62,8297227.0
2023-04-06,52.91,34603.14,6239534.0
2023-04-10,53.39,34917.06,6996916.0
2023-04-11,54.3,35512.2,6427267.0
2023-04-12,54.54,35669.16,7277163.0
2023-04-13,55.22,36113.88,6567524.0
2023-04-14,55.7,36427.8,5969343.0
2023-04-17,55.3,36166.2,6132122.0
2023-04-18,55.22,36113.88,5329726.0
2023-04-19,54.85,35871.9,5112343.0
2023-04-20,54.02,35329.08,6705658.0
2023-04-21,53.63,35074.02,5510398.0
2023-04-24,54.47,35623.38,5473355.0
2023-04-25,53.21,34799.34,6242652.0
2023-04-26,52.2,34138.8,6955878.0
2023-04-27,52.25,34171.5,6360449.0
2023-04-28,53.43,34400.5665,7666415.0
2023-05-01,53.24,34278.2362,5921734.0
2023-05-02,50.71,32649.3117,9588113.0
2023-05-03,49.01,31554.7775,9470833.0
2023-05-04,48.24,31059.0179,7220125.0
2023-05-05,50.36,32423.9665,8325285.0
2023-05-08,51.0,32836.0264,8842450.0
2023-05-09,49.17,31552.389,13774433.0
2023-05-10,48.11,30872.187,12036129.0
2023-05-11,47.26,30326.742,7922497.0
2023-05-12,47.52,30493.584,5950692.0
2023-05-15,47.71,30615.507,7186988.0
2023-05-16,46.13,29601.621,8037375.0
2023-05-17,47.71,30615.507,7930878.0
2023-05-18,48.28,30981.276,6115882.0
2023-05-19,49.2,31571.64,8291107.0
2023-05-22,49.32,31648.644,5510670.0
2023-05-23,49.11,31513.887,7381040.0
2023-05-24,49.67,31873.239,6902974.0
2023-05-25,47.87,30718.179,11289770.0
2023-05-26,48.07,30846.519,6377076.0
2023-05-30,46.96,30134.232,11242775.0
2023-05-31,46.1,29582.37,11537795.0
2023-06-01,46.78,30018.726,7568042.0
2023-06-02,48.53,31141.701,8829438.0
2023-06-05,48.37,31039.029,8647706.0
2023-06-06,48.95,31411.215,5952518.0
2023-06-07,50.05,32117.085,7190013.0
2023-06-08,50.02,32097.834,7169588.0
2023-06-09,49.87,32001.579,6109208.0
2023-06-12,49.4,31699.98,8625330.0
2023-06-13,50.39,32335.263,13214223.0
2023-06-14,48.95,31411.215,10790675.0
2023-06-15,49.6,31828.32,8670030.0
2023-06-16,49.8,31956.66,16259047.0
2023-06-20,48.27,30974.859,10546487.0
2023-06-21,48.94,31404.798,6950786.0
2023-06-22,47.69,30602.673,7248967.0
2023-06-23,47.15,30256.155,13663567.0
2023-06-26,47.74,30634.758,6833748.0
2023-06-27,47.32,30365.244,7871695.0
2023-06-28,47.69,30602.673,8819708.0
2023-06-29,48.4,31058.28,6745828.0
2023-06-30,48.34,31019.778,8876820.0
2023-07-03,48.83,31334.211,4385712.0
2023-07-05,48.5,31122.45,7530596.0
2023-07-06,47.55,30512.835,9507120.0
2023-07-07,48.85,31347.045,9701802.0
2023-07-10,49.19,31565.223,5793477.0
2023-07-11,50.56,32444.352,8670825.0
2023-07-12,51.09,32784.453,7640915.0
2023-07-13,51.11,32797.287,7168505.0
2023-07-14,48.9,31379.13,9704500.0
2023-07-17,48.92,31391.964,6490990.0
2023-07-18,50.51,32412.267,9096968.0
2023-07-19,50.62,32482.854,8251241.0
2023-07-20,51.4,32983.38,8133559.0
2023-07-21,52.26,33535.242,9921947.0
2023-07-24,53.09,34067.853,9023986.0
2023-07-25,53.4,34266.78,5546957.0
2023-07-26,53.15,34106.355,5078825.0
2023-07-27,52.22,33509.574,7478552.0
2023-07-28,53.0,34010.1,5559352.0
2023-07-31,54.0,34651.8,6933533.0
2023-08-01,53.68,34446.456,7391694.0
2023-08-02,49.74,31868.418,21330903.0
2023-08-03,50.83,32566.781,12958613.0
2023-08-04,50.8,32547.56,11888769.0
2023-08-07,50.81,32553.967,6614011.0
2023-08-08,50.77,32528.339,6899389.0
2023-08-09,51.19,32797.433,7379739.0
2023-08-10,50.76,32521.932,6296851.0
2023-08-11,50.41,32297.687,9473108.0
2023-08-14,50.29,32220.803,6192204.0
2023-08-15,49.19,31516.033,7083540.0
2023-08-16,48.52,31086.764,6439913.0
2023-08-17,49.06,31432.742,5942984.0
2023-08-18,49.99,32028.593,6305580.0
2023-08-21,50.17,32143.919,6526716.0
2023-08-22,49.74,31868.418,4688021.0
2023-08-23,49.34,31612.138,5748509.0
2023-08-24,48.84,31291.788,5261835.0
2023-08-25,50.43,32310.501,10108453.0
2023-08-28,50.57,32400.199,4757708.0
2023-08-29,50.73,32502.711,4677775.0
2023-08-30,50.66,32457.862,4350308.0
2023-08-31,51.09,32733.363,6783918.0
2023-09-01,52.92,33905.844,9339773.0
2023-09-05,53.5,34277.45,8350709.0
2023-09-06,53.49,34271.043,5102705.0
2023-09-07,52.5,33636.75,7234404.0
2023-09-08,52.66,33739.262,5129154.0
2023-09-11,50.78,32534.746,12427605.0
2023-09-12,51.39,32925.573,8137240.0
2023-09-13,50.65,32451.455,7766915.0
2023-09-14,50.93,32630.851,9638965.0
2023-09-15,49.68,31829.976,26184989.0
2023-09-18,49.5,31714.65,9265494.0
2023-09-19,48.99,31387.893,9549358.0
2023-09-20,47.88,30676.716,10362295.0
2023-09-21,46.41,29734.887,13751305.0
2023-09-22,46.59,29850.213,8360347.0
2023-09-25,47.51,30439.657,10594936.0
2023-09-26,46.95,30080.865,8722344.0
2023-09-27,48.84,31291.788,12027891.0
2023-09-28,48.81,31272.567,6520617.0
2023-09-29,47.7,30561.39,8856843.0
2023-10-02,45.65,29247.955,10400287.0
2023-10-03,45.75,29312.025,8624316.0
2023-10-04,43.35,27774.345,14901403.0
2023-10-05,42.85,27453.995,10595056.0
2023-10-06,43.7,27998.59,11578451.0
2023-10-09,46.1,29536.27,10939238.0
2023-10-10,46.07,29517.049,7999862.0
2023-10-11,46.75,29952.725,8053304.0
2023-10-12,46.69,29914.283,8040666.0
2023-10-13,48.39,31003.473,10191091.0
2023-10-16,49.4,31650.58,9632886.0
2023-10-17,49.93,31990.151,9484492.0
2023-10-18,50.08,32086.256,10883399.0
2023-10-19,49.25,31554.475,12615894.0
2023-10-20,48.32,30958.624,7909770.0
2023-10-23,47.71,30567.797,8084353.0
2023-10-24,47.47,30414.029,5672642.0
2023-10-25,47.85,30657.495,6337442.0
2023-10-26,47.17,30221.819,5500621.0
2023-10-27,46.77,29965.539,8089462.0
2023-10-30,46.17,29581.119,6815178.0
2023-10-31,46.57,29837.399,5896171.0
2023-11-01,46.21,29606.747,7565006.0
2023-11-02,47.27,30285.889,6014926.0
2023-11-03,47.34,30330.738,7016486.0
2023-11-06,46.72,29933.504,7873953.0
2023-11-07,45.29,29017.303,11263484.0
2023-11-08,44.18,28306.126,14232152.0
2023-11-09,44.14,28280.498,9925719.0
2023-11-10,45.62,29228.734,11182139.0
2023-11-13,45.42,29100.594,8175909.0
2023-11-14,45.74,29305.618,6846961.0
2023-11-15,45.52,29164.664,7318637.0
2023-11-16,44.29,28376.603,12410930.0
2023-11-17,45.36,29062.152,9350216.0
2023-11-20,45.65,29247.955,7588343.0
2023-11-21,45.25,28991.675,5039961.0
2023-11-22,45.16,28934.012,6977235.0
2023-11-24,45.35,29055.745,4050566.0
2023-11-27,44.93,28786.651,8319941.0
2023-11-28,44.82,28716.174,5942185.0
2023-11-29,44.88,28754.616,6470344.0
2023-11-30,44.97,28812.279,12904398.0
2023-12-01,45.17,28940.419,6386249.0
2023-12-04,44.68,28626.476,6670337.0
2023-12-05,43.78,28049.846,8282143.0
2023-12-06,43.25,27710.275,10636537.0
