,LYV US Equity,LYV US Equity,LYV US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2014-08-19,21.7,4351.1033,692804.0
2014-08-20,21.76,4363.134,808099.0
2014-08-21,21.49,4308.9959,1031997.0
2014-08-22,21.72,4355.1135,734795.0
2014-08-25,21.67,4345.088,590494.0
2014-08-26,21.77,4365.1391,788359.0
2014-08-27,21.87,4385.1903,848346.0
2014-08-28,21.94,4399.2261,1028255.0
2014-08-29,21.96,4403.2363,772807.0
2014-09-02,22.71,4553.6201,2181276.0
2014-09-03,22.55,4521.5382,1392382.0
2014-09-04,22.5,4511.5126,950882.0
2014-09-05,22.71,4553.6201,1195807.0
2014-09-08,22.89,4589.7122,988685.0
2014-09-09,22.85,4581.6917,1942565.0
2014-09-10,23.62,4736.0857,2091563.0
2014-09-11,23.5,4712.0243,1907370.0
2014-09-12,23.43,4697.9885,1018423.0
2014-09-15,23.45,4701.9987,965511.0
2014-09-16,24.4,4892.4848,3273419.0
2014-09-17,24.22,4856.3927,1731431.0
2014-09-18,24.48,4908.5258,1408386.0
2014-09-19,24.48,4908.5258,2753640.0
2014-09-22,23.93,4798.2443,1908044.0
2014-09-23,23.77,4766.1625,1427946.0
2014-09-24,24.05,4822.3057,1484235.0
2014-09-25,23.69,4750.1215,1319467.0
2014-09-26,24.2,4852.3825,2257972.0
2014-09-29,24.31,4874.4388,1558735.0
2014-09-30,24.02,4816.2904,1836194.0
2014-10-01,23.56,4724.055,2018048.0
2014-10-02,23.56,4724.055,921120.0
2014-10-03,24.14,4840.3518,2122089.0
2014-10-06,24.09,4830.3262,1319241.0
2014-10-07,23.77,4766.1625,1083434.0
2014-10-08,24.68,4948.6281,2482783.0
2014-10-09,23.72,4756.1369,1658271.0
2014-10-10,22.79,4569.661,2426884.0
2014-10-13,21.72,4355.1135,2880738.0
2014-10-14,21.8,4371.1545,2199569.0
2014-10-15,21.96,4403.2363,1779986.0
2014-10-16,21.89,4389.2005,2493360.0
2014-10-17,22.5,4511.5126,965195.0
2014-10-20,22.99,4609.7634,1479733.0
2014-10-21,23.45,4701.9987,1889519.0
2014-10-22,23.29,4669.9169,1563714.0
2014-10-23,23.5,4712.0243,1631777.0
2014-10-24,23.54,4720.0448,1308456.0
2014-10-27,23.77,4766.1625,1032756.0
2014-10-28,24.26,4864.4132,1199213.0
2014-10-29,24.75,4962.6639,1238306.0
2014-10-30,24.86,4988.3827,1195845.0
2014-10-31,26.0,5217.1339,5227786.0
2014-11-03,26.08,5233.1866,1528951.0
2014-11-04,25.77,5170.9823,849032.0
2014-11-05,25.65,5146.9033,571101.0
2014-11-06,25.85,5187.0351,850662.0
2014-11-07,25.99,5215.1273,1127322.0
2014-11-10,26.1,5237.1998,761812.0
2014-11-11,26.12,5241.213,630594.0
2014-11-12,26.04,5225.1603,823215.0
2014-11-13,26.11,5239.2064,768927.0
2014-11-14,26.03,5223.1537,722503.0
2014-11-17,26.0,5217.1339,815406.0
2014-11-18,26.2,5257.2657,1274503.0
2014-11-19,25.85,5187.0351,729775.0
2014-11-20,26.37,5291.3777,1106902.0
2014-11-21,26.04,5225.1603,1024175.0
2014-11-24,26.49,5315.4568,1040348.0
2014-11-25,26.57,5331.5095,727597.0
2014-11-26,26.77,5371.6413,620143.0
2014-11-28,26.8,5377.6611,250680.0
2014-12-01,26.58,5333.5161,651027.0
2014-12-02,26.52,5321.4766,563130.0
2014-12-03,26.57,5331.5095,509901.0
2014-12-04,26.73,5363.615,605689.0
2014-12-05,27.36,5490.0301,985941.0
2014-12-08,26.51,5319.47,1450219.0
2014-12-09,26.18,5253.2525,1390409.0
2014-12-10,25.81,5179.0087,860820.0
2014-12-11,25.58,5132.8571,1147402.0
2014-12-12,25.12,5040.554,870565.0
2014-12-15,25.2,5056.6067,1104440.0
2014-12-16,24.84,4984.3695,866303.0
2014-12-17,25.6,5136.8703,754119.0
2014-12-18,25.86,5189.0417,1112164.0
2014-12-19,26.29,5275.325,2036662.0
2014-12-22,26.09,5235.1932,575719.0
2014-12-23,26.4,5297.3975,576421.0
2014-12-24,26.62,5341.5425,470372.0
2014-12-26,26.53,5323.4832,344319.0
2014-12-29,26.95,5407.76,764543.0
2014-12-30,26.58,5333.5161,522494.0
2014-12-31,26.11,5239.2064,613006.0
2015-01-02,26.16,5249.2394,547449.0
2015-01-05,25.56,5128.844,614966.0
2015-01-06,24.82,4980.3563,982659.0
2015-01-07,25.11,5038.5474,828674.0
2015-01-08,25.83,5183.0219,870819.0
2015-01-09,25.29,5074.666,502083.0
2015-01-12,25.0,5016.4749,555397.0
2015-01-13,25.27,5070.6528,599551.0
2015-01-14,24.68,4952.264,586689.0
2015-01-15,24.46,4908.1191,695308.0
2015-01-16,25.03,5022.4947,561806.0
2015-01-20,24.85,4986.3761,812014.0
2015-01-21,24.78,4972.3299,468697.0
2015-01-22,25.33,5082.6924,878394.0
2015-01-23,25.47,5110.7846,547059.0
2015-01-26,25.7,5156.9362,628878.0
2015-01-27,25.41,5098.7451,956613.0
2015-01-28,24.55,4926.1784,1667064.0
2015-01-29,24.68,4952.264,1010418.0
2015-01-30,23.77,4769.6643,1395486.0
2015-02-02,23.85,4785.7171,1638236.0
2015-02-03,24.13,4841.9016,1357620.0
2015-02-04,24.39,4894.0729,1080037.0
2015-02-05,24.46,4908.1191,652041.0
2015-02-06,24.38,4892.0663,652047.0
2015-02-09,24.39,4894.0729,790600.0
2015-02-10,24.75,4966.3102,597192.0
2015-02-11,24.59,4934.2047,716036.0
2015-02-12,24.68,4952.264,511590.0
2015-02-13,25.04,5024.5013,977263.0
2015-02-17,25.33,5082.6924,762653.0
2015-02-18,25.3,5076.6726,581955.0
2015-02-19,25.42,5100.7517,412639.0
2015-02-20,25.84,5185.0285,498390.0
2015-02-23,25.69,5154.9296,462735.0
2015-02-24,25.73,5162.956,572322.0
2015-02-25,26.1,5237.1998,519342.0
2015-02-26,25.85,5208.7916,800146.0
2015-02-27,25.59,5156.4014,1745375.0
2015-03-02,26.78,5396.1872,1505985.0
2015-03-03,26.19,5277.3018,953089.0
2015-03-04,26.15,5269.2418,790178.0
2015-03-05,26.21,5281.3318,648955.0
2015-03-06,25.76,5190.6565,891030.0
2015-03-09,25.48,5134.2363,666526.0
2015-03-10,25.26,5089.9062,945952.0
2015-03-11,25.37,5112.0713,1214292.0
2015-03-12,25.44,5126.1763,979243.0
2015-03-13,25.08,5053.6361,1108343.0
2015-03-16,25.53,5144.3114,807029.0
2015-03-17,25.4,5118.1163,710921.0
2015-03-18,25.72,5182.5965,973902.0
2015-03-19,25.51,5140.2813,610934.0
2015-03-20,25.5,5138.2663,1220466.0
2015-03-23,25.43,5124.1613,472119.0
2015-03-24,25.48,5134.2363,528915.0
2015-03-25,24.96,5029.456,864754.0
2015-03-26,24.93,5023.411,618472.0
2015-03-27,25.0,5037.516,715908.0
2015-03-30,25.25,5087.8912,847134.0
2015-03-31,25.23,5083.8612,869887.0
2015-04-01,25.31,5099.9812,808684.0
2015-04-02,25.69,5176.5515,908419.0
2015-04-06,25.91,5220.8816,2284610.0
2015-04-07,25.74,5186.6265,734855.0
2015-04-08,25.73,5184.6115,794319.0
2015-04-09,25.93,5224.9116,1116788.0
2015-04-10,25.8,5198.7165,575669.0
2015-04-13,25.95,5228.9416,1029324.0
2015-04-14,26.03,5245.0617,597495.0
2015-04-15,26.18,5275.2868,654800.0
2015-04-16,26.24,5287.3768,511198.0
2015-04-17,25.7,5178.5665,504155.0
2015-04-20,25.91,5220.8816,510481.0
2015-04-21,25.97,5232.9716,679310.0
2015-04-22,25.99,5237.0017,433101.0
2015-04-23,25.98,5234.9866,604701.0
2015-04-24,25.99,5237.0017,456370.0
2015-04-27,25.58,5156.7595,898272.0
2015-04-28,25.51,5142.648,765683.0
2015-04-29,25.63,5166.8392,489230.0
2015-04-30,25.06,5051.9493,967607.0
2015-05-01,27.08,5459.1695,1991060.0
2015-05-04,27.75,5594.2376,1423829.0
2015-05-05,26.89,5420.8666,1201845.0
2015-05-06,26.63,5368.4521,702108.0
2015-05-07,26.56,5354.3405,496595.0
2015-05-08,26.85,5412.8028,671064.0
2015-05-11,26.63,5368.4521,444228.0
2015-05-12,26.59,5360.3884,490506.0
2015-05-13,26.65,5372.484,677860.0
2015-05-14,27.0,5443.042,365144.0
2015-05-15,27.16,5475.297,528972.0
2015-05-18,27.49,5541.8231,447488.0
2015-05-19,27.25,5493.4405,602040.0
2015-05-20,27.19,5481.3448,847616.0
2015-05-21,27.27,5497.4724,848654.0
2015-05-22,27.36,5515.6159,392651.0
2015-05-26,28.32,5709.1462,2130590.0
2015-05-27,28.84,5813.9752,1650009.0
2015-05-28,28.4,5725.2738,978450.0
2015-05-29,28.6,5765.5926,1047681.0
2015-06-01,28.65,5775.6723,1242988.0
2015-06-02,28.53,5751.481,411736.0
2015-06-03,28.97,5840.1824,1009722.0
2015-06-04,28.69,5783.7361,473351.0
2015-06-05,29.01,5848.2462,954287.0
2015-06-08,28.78,5801.8795,1188015.0
2015-06-09,28.6,5765.5926,602974.0
2015-06-10,28.93,5832.1187,998332.0
2015-06-11,29.21,5888.565,594026.0
2015-06-12,28.93,5832.1187,689677.0
2015-06-15,28.81,5807.9274,571735.0
2015-06-16,28.68,5781.7201,825797.0
2015-06-17,28.71,5787.768,799781.0
2015-06-18,28.94,5834.1346,682308.0
2015-06-19,28.73,5791.7998,760076.0
2015-06-22,29.0,5846.2303,678974.0
2015-06-23,29.16,5878.4853,601905.0
2015-06-24,28.92,5830.1027,554572.0
2015-06-25,29.0,5846.2303,709600.0
2015-06-26,28.58,5761.5607,2604153.0
2015-06-29,27.58,5559.9666,959426.0
2015-06-30,27.49,5541.8231,979197.0
2015-07-01,27.59,5561.9825,990402.0
2015-07-02,27.57,5557.9506,822480.0
2015-07-06,27.09,5461.1854,1605162.0
2015-07-07,26.92,5426.9144,1000091.0
2015-07-08,26.4,5322.0855,984643.0
2015-07-09,26.54,5350.3087,749130.0
2015-07-10,26.91,5424.8985,782268.0
2015-07-13,27.41,5525.6956,664016.0
2015-07-14,27.63,5570.0463,551242.0
2015-07-15,27.05,5453.1217,676151.0
2015-07-16,27.32,5507.5521,526944.0
2015-07-17,26.76,5394.6594,973961.0
2015-07-20,26.76,5394.6594,572595.0
2015-07-21,26.23,5287.8145,525241.0
2015-07-22,26.26,5293.8623,716341.0
2015-07-23,26.19,5279.7507,661542.0
2015-07-24,25.89,5219.2725,600892.0
2015-07-27,25.52,5144.6826,944046.0
2015-07-28,26.06,5253.5435,883612.0
2015-07-29,26.21,5283.7826,549664.0
2015-07-30,26.12,5265.6391,642435.0
2015-07-31,26.22,5285.7985,482744.0
2015-08-03,26.25,5291.8464,560088.0
2015-08-04,26.23,5287.8145,702165.0
2015-08-05,25.54,5148.7145,761913.0
2015-08-06,25.24,5088.2363,920150.0
2015-08-07,25.2,5080.1725,745378.0
2015-08-10,25.76,5212.8506,1167304.0
2015-08-11,25.54,5168.3309,2313729.0
2015-08-12,25.8,5220.9451,1222433.0
2015-08-13,26.24,5309.9845,838946.0
2015-08-14,26.3,5322.1262,878575.0
2015-08-17,26.56,5374.7404,1385084.0
2015-08-18,26.24,5309.9845,730152.0
2015-08-19,25.74,5208.8034,707976.0
2015-08-20,25.38,5135.953,2123175.0
2015-08-21,24.38,4933.5908,2109372.0
2015-08-24,23.98,4852.6459,2423865.0
2015-08-25,23.94,4844.5514,1429185.0
2015-08-26,24.26,4909.3073,2416112.0
2015-08-27,24.85,5028.701,1271432.0
2015-08-28,24.8,5018.5829,839628.0
2015-08-31,24.62,4982.1577,704224.0
2015-09-01,23.99,4854.6695,974439.0
2015-09-02,24.34,4925.4963,853670.0
2015-09-03,24.73,5004.4175,987995.0
2015-09-04,24.7,4998.3467,870196.0
2015-09-08,25.42,5144.0475,875964.0
2015-09-09,25.01,5061.079,1436825.0
2015-09-10,24.88,5034.7719,822298.0
2015-09-11,25.03,5065.1262,644750.0
2015-09-14,25.05,5069.1734,592387.0
2015-09-15,25.34,5127.8585,500626.0
2015-09-16,25.66,5192.6144,389416.0
2015-09-17,25.74,5208.8034,846009.0
2015-09-18,25.53,5166.3073,1574440.0
2015-09-21,25.59,5178.449,970581.0
2015-09-22,25.2,5099.5278,721610.0
2015-09-23,25.1,5079.2915,688635.0
2015-09-24,24.69,4996.323,1025371.0
2015-09-25,24.38,4933.5908,898159.0
2015-09-28,24.01,4858.7167,1223983.0
2015-09-29,23.58,4771.701,1265471.0
2015-09-30,24.04,4864.7876,888696.0
2015-10-01,24.09,4874.9057,868658.0
2015-10-02,24.6,4978.1104,683194.0
2015-10-05,25.25,5109.6459,1391898.0
2015-10-06,25.43,5146.0711,1170940.0
2015-10-07,25.66,5192.6144,927552.0
2015-10-08,25.92,5245.2286,965767.0
2015-10-09,25.94,5249.2758,585236.0
2015-10-12,25.61,5182.4963,611191.0
2015-10-13,25.41,5142.0238,778112.0
2015-10-14,25.52,5164.2837,652692.0
2015-10-15,25.88,5237.1341,470318.0
2015-10-16,25.89,5239.1577,384196.0
2015-10-19,25.99,5259.3939,287351.0
2015-10-20,25.85,5231.0632,477440.0
2015-10-21,25.57,5174.4018,375177.0
2015-10-22,26.01,5263.4412,461162.0
2015-10-23,26.76,5415.2128,930094.0
2015-10-26,27.03,5469.8506,782470.0
2015-10-27,26.64,5390.9294,917090.0
2015-10-28,27.35,5534.6065,750678.0
2015-10-29,27.05,5473.5772,1101792.0
2015-10-30,27.28,5520.1177,2692849.0
2015-11-02,26.9,5443.2246,1645280.0
2015-11-03,26.5,5362.2845,1872973.0
2015-11-04,26.37,5335.9789,1398864.0
2015-11-05,26.18,5297.5323,992109.0
2015-11-06,26.47,5356.214,763008.0
2015-11-09,26.56,5374.4255,1692272.0
2015-11-10,26.49,5360.261,1034789.0
2015-11-11,26.5,5362.2845,662383.0
2015-11-12,26.25,5311.6969,1517497.0
2015-11-13,25.94,5248.9683,964185.0
2015-11-16,25.88,5236.8272,1574909.0
2015-11-17,25.6,5180.1691,1545517.0
2015-11-18,25.79,5218.6157,2084172.0
2015-11-19,25.76,5212.5452,1433126.0
2015-11-20,25.72,5204.4512,921342.0
2015-11-23,25.24,5107.323,1119252.0
2015-11-24,25.37,5133.6286,946527.0
2015-11-25,25.56,5172.0751,457972.0
2015-11-27,25.61,5182.1926,430206.0
2015-11-30,25.39,5137.6756,906388.0
2015-12-01,25.59,5178.1456,961718.0
2015-12-02,25.19,5097.2055,1007210.0
2015-12-03,24.96,5050.6649,1046429.0
2015-12-04,25.14,5087.088,702747.0
2015-12-07,25.07,5072.9235,990674.0
2015-12-08,24.81,5020.3124,692110.0
2015-12-09,24.53,4963.6543,666016.0
2015-12-10,24.61,4979.8423,609703.0
2015-12-11,24.7,4998.0538,1272776.0
2015-12-14,24.75,5008.1713,1608811.0
2015-12-15,24.9,5038.5239,1016916.0
2015-12-16,25.47,5153.8636,1026901.0
2015-12-17,24.97,5052.6884,656431.0
2015-12-18,24.68,4994.0068,3237426.0
2015-12-21,24.79,5016.2654,928410.0
2015-12-22,25.02,5062.8059,761286.0
2015-12-23,25.01,5060.7824,1262298.0
2015-12-24,24.9,5038.5239,504171.0
2015-12-28,24.9,5038.5239,639853.0
2015-12-29,25.17,5093.1585,468645.0
2015-12-30,24.78,5014.2418,677419.0
2015-12-31,24.57,4971.7483,711197.0
2016-01-04,23.97,4850.3381,1355657.0
2016-01-05,23.91,4838.197,1290894.0
2016-01-06,23.77,4809.868,1312706.0
2016-01-07,23.11,4676.3168,1035131.0
2016-01-08,22.81,4615.6116,960340.0
2016-01-11,22.78,4609.5411,1023166.0
2016-01-12,23.13,4680.3638,1084735.0
2016-01-13,22.08,4467.8959,1677595.0
2016-01-14,22.51,4554.9065,1367944.0
2016-01-15,22.5,4552.883,1507786.0
2016-01-19,22.38,4528.601,1206589.0
2016-01-20,21.55,4360.6502,2009241.0
2016-01-21,21.43,4336.3682,1443508.0
2016-01-22,22.12,4475.9899,795191.0
2016-01-25,21.81,4413.2613,799036.0
2016-01-26,22.35,4522.5305,842614.0
2016-01-27,22.0,4451.7079,767197.0
2016-01-28,21.74,4399.0968,944815.0
2016-01-29,22.7,4593.3531,1221349.0
2016-02-01,22.46,4544.789,1269848.0
2016-02-02,21.65,4380.8852,1561886.0
2016-02-03,21.58,4366.7207,1435543.0
2016-02-04,21.36,4322.2036,711748.0
2016-02-05,20.06,4059.1482,3489952.0
2016-02-08,19.39,3923.5734,3070158.0
2016-02-09,19.36,3917.5029,2100701.0
2016-02-10,19.49,3943.8085,1228185.0
2016-02-11,19.45,3935.7144,1706914.0
2016-02-12,19.41,3927.6204,1227191.0
2016-02-16,20.15,4077.3597,891399.0
2016-02-17,20.32,4111.7593,1752354.0
2016-02-18,19.58,3962.02,2295262.0
2016-02-19,20.04,4055.1012,1798013.0
2016-02-22,20.59,4166.3939,1254249.0
2016-02-23,20.34,4115.8063,1088912.0
2016-02-24,20.92,4233.1695,1565139.0
2016-02-25,20.7,4190.9146,1345643.0
2016-02-26,21.84,4421.7185,1926988.0
2016-02-29,21.99,4452.0875,1358936.0
2016-03-01,22.38,4531.0468,1266612.0
2016-03-02,22.3,4514.85,1056446.0
2016-03-03,22.5,4555.3419,949877.0
2016-03-04,22.35,4524.973,1015717.0
2016-03-07,22.52,4559.3911,948184.0
2016-03-08,22.18,4490.5548,755975.0
2016-03-09,22.25,4504.727,631025.0
2016-03-10,22.1,4474.3581,944128.0
2016-03-11,22.51,4557.3665,778258.0
2016-03-14,22.35,4524.973,822660.0
2016-03-15,22.12,4478.4072,561841.0
2016-03-16,22.34,4522.9484,543358.0
2016-03-17,22.6,4575.5879,816801.0
2016-03-18,22.65,4585.7109,1936368.0
2016-03-21,22.91,4638.3504,1940727.0
2016-03-22,22.73,4601.9076,1137727.0
2016-03-23,22.35,4524.973,944324.0
2016-03-24,22.55,4565.4649,663604.0
2016-03-28,22.57,4569.5141,774086.0
2016-03-29,22.77,4610.006,1096958.0
2016-03-30,22.3,4514.85,1781127.0
2016-03-31,22.31,4516.8746,1792353.0
2016-04-01,22.25,4504.727,1259527.0
2016-04-04,21.84,4421.7185,1073374.0
2016-04-05,21.35,4322.5133,2237732.0
2016-04-06,21.53,4358.9561,815342.0
2016-04-07,21.08,4267.8492,1072163.0
2016-04-08,21.29,4310.3657,872471.0
2016-04-11,21.23,4298.2182,1172148.0
2016-04-12,21.48,4348.8331,1518944.0
2016-04-13,22.13,4480.4318,1250099.0
2016-04-14,22.16,4486.5056,802935.0
2016-04-15,22.16,4486.5056,1170943.0
2016-04-18,22.39,4533.0714,1889631.0
2016-04-19,22.0,4454.1121,2338250.0
2016-04-20,21.78,4409.571,1586875.0
2016-04-21,21.48,4348.8331,1569232.0
2016-04-22,21.77,4407.5464,1373529.0
2016-04-25,21.59,4371.1036,934346.0
2016-04-26,21.94,4452.2144,1050169.0
2016-04-27,21.75,4413.6583,886803.0
2016-04-28,21.73,4409.5998,1252823.0
2016-04-29,21.48,4358.8681,1169137.0
2016-05-02,21.9,4444.0973,1293869.0
2016-05-03,21.69,4401.4827,1302531.0
2016-05-04,22.44,4553.6778,3784614.0
2016-05-05,23.23,4713.99,2813200.0
2016-05-06,23.43,4754.5754,2257262.0
2016-05-09,23.02,4671.3754,1078348.0
2016-05-10,23.33,4734.2827,1531420.0
2016-05-11,23.28,4724.1363,1249756.0
2016-05-12,23.04,4675.4339,1064551.0
2016-05-13,22.73,4612.5266,869550.0
2016-05-16,22.94,4655.1412,989691.0
2016-05-17,22.58,4582.0876,1132306.0
2016-05-18,22.36,4537.4437,1084727.0
2016-05-19,22.25,4515.1217,1272402.0
2016-05-20,22.99,4665.2876,1911034.0
2016-05-23,22.9,4647.0242,698307.0
2016-05-24,23.44,4756.6046,870138.0
2016-05-25,23.43,4754.5754,939871.0
2016-05-26,23.57,4782.9851,756886.0
2016-05-27,24.16,4902.7119,1363267.0
2016-05-31,24.15,4900.6827,1424862.0
2016-06-01,24.38,4947.3558,1382534.0
2016-06-02,24.61,4994.029,1036503.0
2016-06-03,24.41,4953.4436,980588.0
2016-06-06,24.52,4975.7656,826409.0
2016-06-07,24.73,5018.3802,885701.0
2016-06-08,24.65,5002.1461,1017407.0
2016-06-09,24.39,4949.3851,548827.0
2016-06-10,23.68,4805.3071,701208.0
2016-06-13,23.29,4726.1656,1167015.0
2016-06-14,23.35,4738.3412,996386.0
2016-06-15,23.55,4778.9266,1595719.0
2016-06-16,23.49,4766.751,745527.0
2016-06-17,23.27,4722.1071,1187182.0
2016-06-20,23.85,4839.8046,779274.0
2016-06-21,23.5,4768.7802,927806.0
2016-06-22,23.73,4815.4534,1049212.0
2016-06-23,24.03,4876.3315,836955.0
2016-06-24,23.15,4697.7559,3028539.0
2016-06-27,22.25,4515.1217,1288980.0
2016-06-28,22.53,4571.9412,2051656.0
2016-06-29,23.16,4699.7851,1843292.0
2016-06-30,23.5,4768.7802,1173149.0
2016-07-01,23.52,4772.8388,984170.0
2016-07-05,23.39,4746.4583,826595.0
2016-07-06,23.19,4705.8729,1379361.0
2016-07-07,23.41,4750.5168,684136.0
2016-07-08,23.66,4801.2485,1479749.0
2016-07-11,23.89,4847.9217,918918.0
2016-07-12,24.24,4918.9461,903822.0
2016-07-13,24.2,4910.829,692088.0
2016-07-14,24.38,4947.3558,501899.0
2016-07-15,24.51,4973.7363,606975.0
2016-07-18,24.87,5046.79,631391.0
2016-07-19,24.94,5060.9949,758643.0
2016-07-20,25.13,5099.551,858961.0
2016-07-21,25.17,5107.668,815642.0
2016-07-22,25.69,5213.19,728375.0
2016-07-25,25.9,5255.8046,1052875.0
2016-07-26,26.25,5326.829,1466848.0
2016-07-27,26.01,5278.1266,901911.0
2016-07-28,25.74,5227.4116,1508465.0
2016-07-29,27.42,5568.5946,4355550.0
2016-08-01,26.79,5440.651,1644590.0
2016-08-02,26.37,5355.3552,1128564.0
2016-08-03,26.64,5410.1882,939437.0
2016-08-04,26.59,5400.034,942565.0
2016-08-05,26.53,5387.8489,1233012.0
2016-08-08,26.37,5355.3552,693351.0
2016-08-09,26.32,5345.201,625097.0
2016-08-10,26.38,5357.3861,628623.0
2016-08-11,26.78,5438.6202,769711.0
2016-08-12,26.45,5371.6021,375852.0
2016-08-15,26.83,5448.7744,827810.0
2016-08-16,26.39,5359.417,466228.0
2016-08-17,26.43,5367.5404,784255.0
2016-08-18,26.95,5473.1446,959910.0
2016-08-19,26.92,5467.0521,569379.0
2016-08-22,26.77,5436.5893,444614.0
2016-08-23,26.97,5477.2063,643743.0
2016-08-24,26.72,5426.435,464352.0
2016-08-25,26.43,5367.5404,560574.0
2016-08-26,26.21,5322.8616,858392.0
2016-08-29,26.5,5381.7563,847741.0
2016-08-30,26.72,5426.435,772443.0
2016-08-31,26.72,5426.435,768846.0
2016-09-01,26.77,5436.5893,678393.0
2016-09-02,27.07,5497.5148,881029.0
2016-09-06,26.86,5454.867,673073.0
2016-09-07,27.02,5487.3606,868966.0
2016-09-08,26.37,5355.3552,2010258.0
2016-09-09,25.76,5231.4733,1847042.0
2016-09-12,26.2,5320.8308,1235755.0
2016-09-13,25.68,5215.2265,1717340.0
2016-09-14,26.11,5302.5531,1482747.0
2016-09-15,26.25,5330.985,1292065.0
2016-09-16,25.96,5272.0903,3318910.0
2016-09-19,26.16,5312.7074,1365018.0
2016-09-20,26.63,5408.1574,1277067.0
2016-09-21,27.02,5487.3606,872101.0
2016-09-22,27.41,5566.5638,903179.0
2016-09-23,27.45,5574.6872,996569.0
2016-09-26,27.44,5572.6564,1019479.0
2016-09-27,27.48,5580.7798,872906.0
2016-09-28,27.5,5584.8415,1391404.0
2016-09-29,27.5,5584.8415,1495912.0
2016-09-30,27.48,5580.7798,1217949.0
2016-10-03,27.71,5627.4893,1444638.0
2016-10-04,27.91,5668.1064,1289553.0
2016-10-05,28.16,5718.8777,1443971.0
2016-10-06,27.85,5655.9213,803072.0
2016-10-07,27.59,5603.1191,633156.0
2016-10-10,27.75,5635.6127,450209.0
2016-10-11,27.41,5566.5638,559188.0
2016-10-12,27.44,5572.6564,614988.0
2016-10-13,27.22,5527.9776,561362.0
2016-10-14,27.21,5525.9468,666301.0
2016-10-17,26.92,5467.0521,721732.0
2016-10-18,27.21,5525.9468,839108.0
2016-10-19,27.68,5621.3968,740156.0
2016-10-20,27.38,5560.4712,530416.0
2016-10-21,27.6,5605.15,837639.0
2016-10-24,27.38,5560.4712,1002210.0
2016-10-25,27.79,5643.7362,1187372.0
2016-10-26,27.67,5619.3659,918784.0
2016-10-27,27.06,5495.484,1502385.0
2016-10-28,27.42,5568.5946,1264835.0
2016-10-31,27.67,5619.3659,1126157.0
2016-11-01,27.01,5485.3297,900445.0
2016-11-02,26.73,5428.4659,1047776.0
2016-11-03,26.9,5462.9904,652263.0
2016-11-04,26.81,5444.7127,910348.0
2016-11-07,27.69,5633.1692,1565378.0
2016-11-08,27.91,5677.9253,2859699.0
2016-11-09,27.96,5688.0971,1823164.0
2016-11-10,28.78,5854.9154,1785165.0
2016-11-11,28.56,5810.1593,1558967.0
2016-11-14,28.47,5791.85,1529180.0
2016-11-15,27.9,5675.8909,1725284.0
2016-11-16,27.85,5665.7191,1709690.0
2016-11-17,28.56,5810.1593,1370031.0
2016-11-18,28.05,5706.4065,936232.0
2016-11-21,28.13,5722.6814,627007.0
2016-11-22,27.85,5665.7191,1126557.0
2016-11-23,27.7,5635.2035,624560.0
2016-11-25,27.74,5643.341,199045.0
2016-11-28,27.77,5649.4441,704301.0
2016-11-29,28.12,5720.6471,913414.0
2016-11-30,27.68,5631.1348,549170.0
2016-12-01,27.51,5596.5505,739548.0
2016-12-02,27.07,5507.0383,799013.0
2016-12-05,27.33,5559.9319,766753.0
2016-12-06,27.54,5602.6536,803394.0
2016-12-07,28.04,5704.3721,572059.0
2016-12-08,28.27,5751.1626,682555.0
2016-12-09,27.9,5675.8909,726674.0
2016-12-12,26.89,5470.4196,808991.0
2016-12-13,27.16,5525.3476,611203.0
2016-12-14,27.27,5547.7256,1022306.0
2016-12-15,26.84,5460.2478,793040.0
2016-12-16,26.72,5435.8353,1082138.0
2016-12-19,26.64,5419.5604,1284128.0
2016-12-20,27.29,5551.7944,802380.0
2016-12-21,27.2,5533.4851,502928.0
2016-12-22,27.1,5513.1414,511174.0
2016-12-23,27.24,5541.6225,550944.0
2016-12-27,27.2,5533.4851,273743.0
2016-12-28,26.87,5466.3509,327274.0
2016-12-29,26.81,5454.1446,351783.0
2016-12-30,26.6,5411.4229,573904.0
2017-01-03,27.4,5574.1724,1186701.0
2017-01-04,27.63,5620.9629,895083.0
2017-01-05,27.5,5594.5161,764669.0
2017-01-06,27.68,5631.1348,475537.0
2017-01-09,27.29,5551.7944,422503.0
2017-01-10,27.65,5625.0317,555382.0
2017-01-11,27.47,5588.413,565709.0
2017-01-12,27.44,5582.3099,466857.0
2017-01-13,27.72,5639.2723,410914.0
2017-01-17,27.66,5627.0661,731186.0
2017-01-18,27.51,5596.5505,1004994.0
2017-01-19,27.34,5561.9662,1036792.0
2017-01-20,27.43,5580.2756,614013.0
2017-01-23,27.53,5600.6193,349645.0
2017-01-24,27.88,5671.8222,533183.0
2017-01-25,28.07,5710.4752,573621.0
2017-01-26,27.91,5677.9253,677072.0
2017-01-27,28.1,5716.5783,867479.0
2017-01-30,28.22,5740.9907,764644.0
2017-01-31,28.62,5822.3655,1300536.0
2017-02-01,28.47,5791.85,997128.0
2017-02-02,28.62,5822.3655,903148.0
2017-02-03,28.71,5840.6749,603800.0
2017-02-06,28.67,5832.5374,691864.0
2017-02-07,28.67,5832.5374,506366.0
2017-02-08,28.57,5812.1937,590817.0
2017-02-09,28.87,5873.2248,989676.0
2017-02-10,28.88,5875.2591,1382473.0
