,CMG US Equity,CMG US Equity,CMG US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2018-10-29,8.817,12250.587,44063100.0
2018-10-30,9.235,12831.3415,49642750.0
2018-10-31,9.207,12791.3278,60541200.0
2018-11-01,9.452,13132.8337,39400450.0
2018-11-02,9.528,13237.5918,34713750.0
2018-11-05,9.393,13050.3054,35262900.0
2018-11-06,9.483,13175.3483,35019950.0
2018-11-07,9.55,13268.1579,23987150.0
2018-11-08,9.566,13290.6656,21353350.0
2018-11-09,9.815,13636.8953,44594100.0
2018-11-12,9.793,13606.6072,42451350.0
2018-11-13,9.696,13471.8388,25142750.0
2018-11-14,9.586,13319.0086,36633650.0
2018-11-15,9.446,13123.9418,32916550.0
2018-11-16,9.455,13136.7239,40423200.0
2018-11-19,9.317,12945.2695,33738800.0
2018-11-20,9.233,12827.4513,35311500.0
2018-11-21,9.425,13095.043,21587950.0
2018-11-23,9.428,13099.489,10825300.0
2018-11-26,9.32,12949.4375,24351900.0
2018-11-27,9.469,13155.8972,18039050.0
2018-11-28,9.81,13630.2264,33269000.0
2018-11-29,9.651,13409.0395,21333900.0
2018-11-30,9.464,13149.2282,47811200.0
2018-12-03,9.508,13209.5267,23811550.0
2018-12-04,9.367,13014.182,27661000.0
2018-12-06,9.399,13058.3638,32290950.0
2018-12-07,9.349,12988.6176,35477250.0
2018-12-10,9.503,13203.1356,32296550.0
2018-12-11,9.447,13125.3312,19799600.0
2018-12-12,9.426,13096.4324,20161950.0
2018-12-13,9.455,13135.8903,16925550.0
2018-12-14,9.157,12721.8596,34848800.0
2018-12-17,8.87,12323.6676,41102150.0
2018-12-18,8.876,12332.0037,32770400.0
2018-12-19,8.541,11866.5665,47147700.0
2018-12-20,8.015,11136.3162,68177350.0
2018-12-21,7.888,10959.8669,47475750.0
2018-12-24,7.717,10721.4518,21261900.0
2018-12-26,8.114,11273.8634,31667650.0
2018-12-27,8.291,11519.2252,28687400.0
2018-12-28,8.484,11787.0948,35685050.0
2018-12-31,8.636,11998.2783,25090750.0
2019-01-02,8.867,12319.7773,35312650.0
2019-01-03,8.789,12211.129,33730750.0
2019-01-04,9.1,12643.2215,44977500.0
2019-01-07,9.703,13481.0086,51916200.0
2019-01-08,9.947,13820.5694,44161700.0
2019-01-09,9.97,13851.4133,39644200.0
2019-01-10,10.192,14160.9638,41660500.0
2019-01-11,10.139,14086.7717,39408800.0
2019-01-14,10.04,13948.9467,41996600.0
2019-01-15,10.29,14296.288,35760850.0
2019-01-16,10.296,14305.4578,26204400.0
2019-01-17,10.353,14384.3737,37676700.0
2019-01-18,10.265,14261.5539,44014500.0
2019-01-22,10.402,14451.619,48409900.0
2019-01-23,10.427,14487.4646,52014000.0
2019-01-24,10.668,14821.4679,39160500.0
2019-01-25,10.867,15098.7852,33765200.0
2019-01-28,10.64,14782.8436,28930900.0
2019-01-29,10.601,14728.9362,27960950.0
2019-01-30,10.66,14810.0752,19863450.0
2019-01-31,10.592,14716.432,17443650.0
2019-02-01,10.544,14649.4646,32183000.0
2019-02-04,10.558,14669.4714,27493100.0
2019-02-05,10.533,14634.1815,19403900.0
2019-02-06,10.521,14570.2838,62950500.0
2019-02-07,11.716,16224.3487,218418650.0
2019-02-08,11.655,16118.9928,45976850.0
2019-02-11,12.067,16688.4971,75277000.0
2019-02-12,11.873,16420.2022,47058250.0
2019-02-13,11.992,16585.0515,25356300.0
2019-02-14,12.089,16718.0926,24500350.0
2019-02-15,12.118,16758.4751,29289050.0
2019-02-19,11.989,16580.626,24474850.0
2019-02-20,11.955,16533.052,19356700.0
2019-02-21,12.024,16628.4765,23391700.0
2019-02-22,12.004,16601.647,14017900.0
2019-02-25,11.933,16503.18,24076500.0
2019-02-26,11.99,16581.7324,20718900.0
2019-02-27,11.986,16575.6473,18689950.0
2019-02-28,12.151,16803.8363,36095600.0
2019-03-01,12.233,16917.2393,25100500.0
2019-03-04,12.377,17116.9392,36376900.0
2019-03-05,12.32,17038.3869,17063800.0
2019-03-06,12.268,16966.4728,13642900.0
2019-03-07,12.191,16859.1548,21736800.0
2019-03-08,12.329,17050.2804,30008600.0
2019-03-11,12.338,17062.4505,28540150.0
2019-03-12,12.62,17452.7228,40850650.0
2019-03-13,12.741,17620.8911,23116650.0
2019-03-14,12.848,17768.0385,21709200.0
2019-03-15,12.78,17674.2735,29680750.0
2019-03-18,13.116,18138.9493,41864400.0
2019-03-19,13.317,18417.2015,43490250.0
2019-03-20,13.316,18415.2654,16945650.0
2019-03-21,13.409,18544.1576,30302300.0
2019-03-22,13.429,18572.0934,30475800.0
2019-03-25,13.535,18718.9642,34116000.0
2019-03-26,13.776,19052.2584,35972250.0
2019-03-27,13.957,19302.5748,34689300.0
2019-03-28,14.05,19430.9138,24415750.0
2019-03-29,14.206,19693.6772,37811050.0
2019-04-01,14.115,19566.9718,34896150.0
2019-04-02,14.096,19540.9098,28262150.0
2019-04-03,14.113,19564.1992,21009500.0
2019-04-04,14.068,19501.5397,27058500.0
2019-04-05,14.167,19639.8898,39553700.0
2019-04-08,14.294,19814.8375,27898200.0
2019-04-09,14.213,19703.6583,25381400.0
2019-04-10,14.377,19930.4527,23026200.0
2019-04-11,14.151,19616.6004,39091850.0
2019-04-12,14.249,19752.7324,20863600.0
2019-04-15,14.245,19748.0191,13593600.0
2019-04-16,14.13,19587.4886,22221150.0
2019-04-17,13.764,19080.9443,43295150.0
2019-04-18,14.0,19407.8276,32211750.0
2019-04-22,14.033,19454.1291,23167700.0
2019-04-23,14.049,19476.0323,26308600.0
2019-04-24,14.195,19678.1509,59228400.0
2019-04-25,13.561,18791.7309,116818450.0
2019-04-26,13.536,18756.2576,38313300.0
2019-04-29,13.558,18787.0196,31754450.0
2019-04-30,13.761,19068.0351,29584600.0
2019-05-01,13.771,19082.4461,20531300.0
2019-05-02,14.157,19617.5949,31175200.0
2019-05-03,14.19,19663.3223,21817400.0
2019-05-06,14.333,19861.4742,25899000.0
2019-05-07,14.13,19580.1816,23153000.0
2019-05-08,14.191,19664.7079,23765700.0
2019-05-09,14.103,19541.6597,16115150.0
2019-05-10,14.109,19550.2509,26041050.0
2019-05-13,13.745,19046.6956,23503900.0
2019-05-14,14.064,19487.6183,25246000.0
2019-05-15,14.118,19562.722,15388700.0
2019-05-16,14.179,19646.9713,21122400.0
2019-05-17,14.318,19840.4119,26925350.0
2019-05-20,14.36,19898.3332,23686250.0
2019-05-21,14.3,19815.1925,22074950.0
2019-05-22,14.121,19566.8791,33867550.0
2019-05-23,13.342,18488.2675,74551500.0
2019-05-24,13.251,18361.8937,30283050.0
2019-05-28,13.601,18847.158,32260250.0
2019-05-29,13.359,18511.824,28560550.0
2019-05-30,13.56,18789.791,16958250.0
2019-05-31,13.199,18290.1156,31726000.0
2019-06-03,12.833,17782.6803,31230750.0
2019-06-04,13.244,18351.3625,42129600.0
2019-06-05,13.59,18830.807,33926250.0
2019-06-06,13.844,19182.7692,29597500.0
2019-06-07,14.197,19673.022,29796050.0
2019-06-10,14.41,19968.1714,27055250.0
2019-06-11,14.585,20209.8336,23841250.0
2019-06-12,14.755,20445.3988,22546650.0
2019-06-13,14.646,20294.3599,20895250.0
2019-06-14,14.812,20524.3824,19045950.0
2019-06-17,14.633,20276.6232,17917450.0
2019-06-18,14.651,20301.2883,19237950.0
2019-06-19,14.727,20406.877,15715400.0
2019-06-20,14.776,20474.7752,18332450.0
2019-06-21,14.537,20143.5982,18155150.0
2019-06-24,14.483,20068.2173,18928100.0
2019-06-25,14.664,20320.1335,23049350.0
2019-06-26,14.55,20161.3349,14409700.0
2019-06-27,14.482,20067.9402,20465100.0
2019-06-28,14.658,20310.7109,24366450.0
2019-07-01,14.508,20103.1364,19612500.0
2019-07-02,14.462,20039.1181,15193750.0
2019-07-03,14.62,20258.0552,11388200.0
2019-07-05,14.791,20495.2832,16432500.0
2019-07-08,14.976,20751.9107,26704000.0
2019-07-09,14.91,20660.1789,15780800.0
2019-07-10,14.86,20591.4492,14864500.0
2019-07-11,14.801,20509.6943,12002000.0
2019-07-12,15.017,20808.7235,28838300.0
2019-07-15,15.197,21058.6998,23206800.0
2019-07-16,15.237,21113.5726,20295350.0
2019-07-17,15.051,20856.1137,14611700.0
2019-07-18,15.281,21174.2653,24210800.0
2019-07-19,14.93,20688.7238,27008600.0
2019-07-22,14.85,20577.5925,22612150.0
2019-07-23,14.792,20948.4304,46563000.0
2019-07-24,15.559,21567.2388,78656600.0
2019-07-25,15.551,21555.318,29369800.0
2019-07-26,15.597,21619.9122,26084900.0
2019-07-29,16.181,22428.5866,48591950.0
2019-07-30,16.105,22323.7944,22318900.0
2019-07-31,15.911,22054.3286,26746900.0
2019-08-01,15.809,21912.9423,25556550.0
2019-08-02,15.844,21962.2889,20122350.0
2019-08-05,15.604,21629.6152,27916000.0
2019-08-06,15.812,21917.9324,24143550.0
2019-08-07,15.901,22041.0217,16417500.0
2019-08-08,16.281,22567.7551,28929400.0
2019-08-09,16.358,22674.4879,23642300.0
2019-08-12,16.256,22533.656,17359100.0
2019-08-13,16.339,22648.4285,17903800.0
2019-08-14,15.931,22083.1604,21935550.0
2019-08-15,16.198,22452.4282,23323450.0
2019-08-16,16.344,22655.082,16554950.0
2019-08-19,16.406,22741.2999,15907350.0
2019-08-20,16.403,22736.587,10081350.0
2019-08-21,16.55,22940.9042,12603450.0
2019-08-22,16.383,22709.1414,13766550.0
2019-08-23,16.109,22329.0617,21094350.0
2019-08-26,16.536,22921.221,19607150.0
2019-08-27,16.842,23345.6572,24637200.0
2019-08-28,16.787,23268.865,11795150.0
2019-08-29,16.873,23388.0731,12465800.0
2019-08-30,16.768,23243.36,14470900.0
2019-09-03,16.557,22950.8844,19613100.0
2019-09-04,16.766,23239.4788,16380900.0
2019-09-05,16.762,23234.766,16448850.0
2019-09-06,16.726,23185.1421,13751950.0
2019-09-09,16.793,23277.4591,29156550.0
2019-09-10,15.76,21845.0214,58846600.0
2019-09-11,15.984,22156.3486,30965150.0
2019-09-12,16.109,22329.3389,18549500.0
2019-09-13,15.757,21841.6947,23305150.0
2019-09-16,15.997,22174.6456,34173850.0
2019-09-17,16.515,22892.112,32193900.0
2019-09-18,16.699,23147.7163,30490500.0
2019-09-19,16.642,23067.8746,14378750.0
2019-09-20,16.693,23139.1223,28324600.0
2019-09-23,16.866,23378.3701,30208900.0
2019-09-24,16.49,22857.1813,26492950.0
2019-09-25,16.384,22711.082,22202500.0
2019-09-26,16.351,22665.3394,16421050.0
2019-09-27,16.377,22700.2701,22475800.0
2019-09-30,16.809,23300.1918,23384750.0
2019-10-01,16.577,22977.7755,25234700.0
2019-10-02,16.2,22454.9233,32017750.0
2019-10-03,16.306,22602.1314,26160700.0
2019-10-04,16.479,22841.6565,14292050.0
2019-10-07,16.283,22570.8046,16186250.0
2019-10-08,16.118,22341.2597,19254100.0
2019-10-09,16.546,22934.8051,22209750.0
2019-10-10,16.555,22947.5576,20201400.0
2019-10-11,16.607,23019.6369,22516800.0
2019-10-14,16.563,22958.0923,14756450.0
2019-10-15,16.535,22919.5576,14679550.0
2019-10-16,16.465,22822.805,15404050.0
2019-10-17,16.581,22984.1517,16924800.0
2019-10-18,16.83,23328.1918,41132300.0
2019-10-21,17.031,23607.0833,26540500.0
2019-10-22,16.621,23039.5974,65032250.0
2019-10-23,15.764,21907.9018,89430350.0
2019-10-24,15.967,22190.0232,38677550.0
2019-10-25,15.757,21899.0074,24896450.0
2019-10-28,15.652,21752.8046,46565000.0
2019-10-29,15.276,21230.5327,25121400.0
2019-10-30,15.51,21555.7366,23717350.0
2019-10-31,15.563,21629.1159,14692750.0
2019-11-01,15.373,21364.2277,19733450.0
2019-11-04,15.035,20895.6005,38132550.0
2019-11-05,14.815,20589.5753,41610250.0
2019-11-06,14.886,20688.2483,19180050.0
2019-11-07,14.747,20494.5157,23998450.0
2019-11-08,14.632,20335.5272,26744100.0
2019-11-11,14.867,20662.1208,29304950.0
2019-11-12,15.145,21048.4741,33407800.0
2019-11-13,15.066,20938.1272,23233550.0
2019-11-14,14.984,20824.1668,21399450.0
2019-11-15,15.093,20975.9287,17012300.0
2019-11-18,15.426,21438.7188,20059950.0
2019-11-19,15.336,21312.8065,17429850.0
2019-11-20,15.519,21567.4106,17387500.0
2019-11-21,15.469,21498.4785,15443250.0
2019-11-22,15.452,21474.8526,11031700.0
2019-11-25,15.73,21861.2059,17098250.0
2019-11-26,16.317,22676.4392,33899050.0
2019-11-27,16.335,22701.7329,17415950.0
2019-11-29,16.278,22623.0724,13567150.0
2019-12-02,16.276,22619.1811,22526250.0
2019-12-03,16.298,22650.5897,20968150.0
2019-12-04,16.188,22497.4381,23868200.0
2019-12-05,16.395,22784.5626,20470850.0
2019-12-06,16.45,22860.9994,19522850.0
2019-12-09,16.541,22987.4676,18763050.0
2019-12-10,16.355,22728.9722,17213550.0
2019-12-11,16.455,22868.2261,10355450.0
2019-12-12,16.224,22547.4695,18769200.0
2019-12-13,16.306,22661.9857,14958950.0
2019-12-16,16.456,22869.6159,13398700.0
2019-12-17,16.641,23126.9995,21372850.0
2019-12-18,16.538,22983.2983,21175450.0
2019-12-19,16.678,23178.9765,16812750.0
2019-12-20,16.691,23195.9316,18151050.0
2019-12-23,16.566,23022.4895,14718950.0
2019-12-24,16.578,23039.1666,4595500.0
2019-12-26,16.772,23309.0581,12769000.0
2019-12-27,16.736,23258.7488,10094450.0
2019-12-30,16.721,23238.7362,10570850.0
2019-12-31,16.742,23267.6432,14118300.0
2020-01-02,17.164,23853.5661,24364950.0
2020-01-03,17.303,24046.4648,21144500.0
2020-01-06,17.16,23848.8409,20266050.0
2020-01-07,17.202,23906.0991,12353750.0
2020-01-08,17.135,23812.9851,13148250.0
2020-01-09,17.253,23978.0886,22885500.0
2020-01-10,17.155,23841.8921,15101900.0
2020-01-13,17.26,23987.2611,15229000.0
2020-01-14,17.184,23882.1952,11968350.0
2020-01-15,17.302,24045.353,13905650.0
2020-01-16,17.405,24188.4983,12019100.0
2020-01-17,17.563,24408.3584,18059250.0
2020-01-21,17.415,24202.118,14957350.0
2020-01-22,17.584,24436.9875,12977500.0
2020-01-23,17.597,24455.3323,12103150.0
2020-01-24,17.394,24173.7669,16170900.0
2020-01-27,17.301,24043.6853,12963100.0
2020-01-28,17.556,24399.186,17537750.0
2020-01-29,17.586,24440.3229,9176250.0
2020-01-30,17.599,24458.3898,12561300.0
2020-01-31,17.335,24091.771,19290150.0
2020-02-03,17.347,24107.6143,22916300.0
2020-02-04,17.696,24593.7524,49110900.0
2020-02-05,17.08,23714.1198,51735600.0
2020-02-06,17.14,23797.146,34497200.0
2020-02-07,17.284,23997.6307,28684750.0
2020-02-10,17.81,24727.6505,25605900.0
2020-02-11,17.815,24734.3148,16739900.0
2020-02-12,18.007,25001.4426,19885050.0
2020-02-13,18.259,25350.7636,21143800.0
2020-02-14,18.439,25600.3977,18341100.0
2020-02-18,18.551,25756.4536,18484300.0
2020-02-19,18.677,25930.8364,15912000.0
2020-02-20,18.552,25757.2867,18137550.0
2020-02-21,18.403,25550.4153,15129500.0
2020-02-24,17.7,24574.649,33115800.0
2020-02-25,17.12,23769.6557,36806050.0
2020-02-26,16.946,23527.5191,28546350.0
2020-02-27,15.111,20980.086,67574450.0
2020-02-28,15.472,21480.7424,75293800.0
2020-03-02,15.376,21348.2892,43481750.0
2020-03-03,14.721,20439.166,38968500.0
2020-03-04,15.395,21374.6687,38643300.0
2020-03-05,14.551,20202.5829,42205500.0
2020-03-06,14.462,20078.4601,42048500.0
2020-03-09,13.157,18267.4335,51321250.0
2020-03-10,14.024,19471.1747,45482750.0
2020-03-11,12.928,17948.9349,49807000.0
2020-03-12,12.06,16744.0829,104022000.0
2020-03-13,12.607,17503.8144,54461550.0
2020-03-16,11.43,15869.6697,60477550.0
2020-03-17,10.488,14561.7985,75591450.0
2020-03-18,9.304,12917.935,75504400.0
2020-03-19,10.723,14887.7944,70729200.0
2020-03-20,11.32,15716.6682,87592700.0
2020-03-23,11.774,16347.2787,64346700.0
2020-03-24,13.281,18439.3172,58005250.0
2020-03-25,12.99,18034.7379,47162250.0
2020-03-26,13.222,18357.4017,39717050.0
2020-03-27,12.701,17633.4908,42867750.0
2020-03-30,12.799,17770.6646,26664650.0
2020-03-31,13.088,18171.3563,42390700.0
2020-04-01,12.387,17198.3668,41006600.0
2020-04-02,12.603,17498.2608,31695450.0
2020-04-03,12.22,16966.5043,42997900.0
2020-04-06,13.8,19159.6182,49202600.0
2020-04-07,14.086,19585.0638,49791150.0
2020-04-08,14.502,20164.0231,30659250.0
2020-04-09,15.42,21439.847,51331200.0
2020-04-13,14.882,20691.2598,34125650.0
2020-04-14,15.707,21838.3333,41891950.0
2020-04-15,15.402,21414.8199,28578850.0
2020-04-16,15.735,21877.8205,28143050.0
2020-04-17,16.405,22809.9394,32921450.0
2020-04-20,16.175,22489.0369,29401700.0
2020-04-21,15.734,21881.7824,48857950.0
2020-04-22,17.645,24540.0619,117974000.0
2020-04-23,17.34,24116.1613,66025050.0
2020-04-24,17.649,24545.9031,26638450.0
2020-04-27,17.661,24562.5921,25927150.0
2020-04-28,17.367,24153.4334,25836600.0
2020-04-29,17.647,24609.1164,25875100.0
2020-04-30,17.571,24503.4105,22469750.0
2020-05-01,17.498,24402.1671,21742700.0
2020-05-04,17.5,24404.3984,14065850.0
2020-05-05,17.405,24271.3595,15949300.0
2020-05-06,17.341,24182.3881,14564250.0
2020-05-07,17.95,25032.219,24664500.0
2020-05-08,18.517,25822.0847,36986000.0
2020-05-11,18.679,26047.9997,28533950.0
2020-05-12,18.597,25934.2055,34301150.0
2020-05-13,18.052,25173.9039,35880700.0
2020-05-14,18.644,25999.1909,28936700.0
2020-05-15,19.435,27102.8276,42619550.0
2020-05-18,19.972,27851.1361,38965900.0
2020-05-19,20.182,28143.9889,23060100.0
2020-05-20,20.599,28726.3476,20743550.0
2020-05-21,20.534,28635.7027,22766100.0
2020-05-22,21.114,29444.2553,22550250.0
2020-05-26,20.34,28364.8836,38812500.0
2020-05-27,19.8,27611.8336,40783800.0
2020-05-28,19.902,27753.7975,31584100.0
2020-05-29,20.078,27999.7938,33598850.0
2020-06-01,20.958,29226.1497,35722800.0
2020-06-02,21.178,29533.2267,21475550.0
2020-06-03,20.994,29277.1897,25827950.0
2020-06-04,20.831,29049.8802,17977450.0
2020-06-05,21.069,29381.78,18560200.0
2020-06-08,20.985,29263.8022,15805550.0
2020-06-09,20.789,28991.5885,13794950.0
2020-06-10,20.579,28698.4569,16106050.0
2020-06-11,20.015,27911.3801,23420400.0
2020-06-12,19.837,27662.8736,25439550.0
2020-06-15,20.465,28539.2007,18196200.0
2020-06-16,20.636,28777.6666,15685750.0
2020-06-17,20.458,28528.8812,12073350.0
2020-06-18,20.6,28727.4632,11528000.0
2020-06-19,20.217,28192.7977,21423350.0
2020-06-22,21.405,29850.0656,29540050.0
2020-06-23,20.783,28982.9424,21471200.0
2020-06-24,20.959,29228.102,19163300.0
2020-06-25,20.978,29254.5982,10891600.0
2020-06-26,20.663,28815.3191,24983600.0
2020-06-29,20.919,29172.3205,14854900.0
2020-06-30,21.047,29351.1002,19897550.0
2020-07-01,21.367,29797.3521,14195150.0
2020-07-02,21.129,29465.1733,13225950.0
2020-07-06,22.518,31402.7431,33331900.0
2020-07-07,22.182,30933.6208,21473850.0
2020-07-08,22.289,31082.2785,15923350.0
2020-07-09,22.312,31114.3528,14388900.0
2020-07-10,22.361,31182.9641,10945150.0
2020-07-13,21.778,30370.7857,18210500.0
2020-07-14,22.06,30764.0451,13364150.0
2020-07-15,22.673,31618.3385,16616600.0
2020-07-16,22.59,31502.8709,12085000.0
2020-07-17,22.724,31690.0177,13852550.0
2020-07-20,23.274,32457.0131,21013050.0
2020-07-21,23.262,32439.7209,14093950.0
2020-07-22,23.705,33144.8903,37471650.0
2020-07-23,22.421,31348.4829,48046300.0
2020-07-24,22.605,31606.5906,21070550.0
2020-07-27,22.859,31960.8945,17154450.0
2020-07-28,22.245,31102.3997,15801850.0
2020-07-29,23.061,32248.6294,14876850.0
2020-07-30,22.968,32118.0206,12232900.0
2020-07-31,23.103,32307.0817,15141450.0
2020-08-03,22.934,32070.7553,11841900.0
2020-08-04,23.291,32570.257,11107200.0
2020-08-05,23.405,32728.8335,10491050.0
2020-08-06,23.736,33191.9774,12408850.0
2020-08-07,23.612,33019.1374,11601850.0
2020-08-10,23.22,32470.4126,15239750.0
2020-08-11,22.943,32083.3407,11177300.0
2020-08-12,23.218,32468.1752,7845200.0
2020-08-13,23.899,33419.3541,13137950.0
2020-08-14,23.731,33184.4261,8068150.0
2020-08-17,24.324,34014.7849,9659150.0
2020-08-18,24.739,34593.9944,12772000.0
2020-08-19,24.387,34102.8829,9583050.0
2020-08-20,24.798,34676.7786,11281600.0
2020-08-21,25.065,35050.1464,11721000.0
2020-08-24,24.835,34728.7983,11931600.0
2020-08-25,25.393,35509.0951,12664450.0
2020-08-26,25.546,35722.4881,9813050.0
2020-08-27,25.593,35788.212,10519050.0
2020-08-28,26.03,36400.1436,12570450.0
2020-08-31,26.206,36645.4197,14541300.0
2020-09-01,27.444,38377.7344,16740800.0
2020-09-02,27.581,38568.1939,16599800.0
2020-09-03,26.575,37161.4224,23226400.0
2020-09-04,26.275,36741.908,20282400.0
2020-09-08,25.995,36350.9206,15939900.0
2020-09-09,26.421,36946.0717,15270950.0
2020-09-10,26.17,36595.3576,16498450.0
2020-09-11,25.949,36287.1544,15549950.0
2020-09-14,25.344,35440.2947,21889850.0
2020-09-15,25.547,35724.7255,16487800.0
2020-09-16,25.317,35403.3775,15243250.0
2020-09-17,24.507,34270.6886,22629200.0
2020-09-18,24.31,33994.0888,39167700.0
2020-09-21,24.13,33743.4989,15438650.0
2020-09-22,24.692,34528.2705,15138350.0
2020-09-23,24.968,34914.5034,26589900.0
2020-09-24,24.586,34380.0421,12026150.0
2020-09-25,24.89,34805.7093,11725300.0
2020-09-28,25.267,35332.899,9810750.0
2020-09-29,25.232,35284.2354,8943800.0
2020-09-30,24.874,34783.6149,14350500.0
2020-10-01,24.76,34624.4791,17448350.0
2020-10-02,25.096,35093.7759,14086400.0
2020-10-05,25.06,35043.7138,10014950.0
2020-10-06,25.128,35138.8037,23490500.0
2020-10-07,25.574,35761.6427,12085450.0
2020-10-08,25.635,35847.5033,12090500.0
2020-10-09,25.64,35854.2156,12203000.0
2020-10-12,25.579,35768.6346,10241250.0
2020-10-13,26.504,37063.256,20021300.0
2020-10-14,26.427,36955.5806,14246050.0
2020-10-15,26.865,37567.5123,13108150.0
2020-10-16,26.794,37467.6679,14878750.0
2020-10-19,26.712,37353.2803,16007600.0
2020-10-20,26.969,37713.5033,16532100.0
2020-10-21,27.333,38222.2344,39613200.0
2020-10-22,26.006,36380.8139,64928500.0
2020-10-23,26.782,37466.1193,38156100.0
2020-10-26,26.24,36707.8884,27205500.0
2020-10-27,26.203,36656.6869,14912100.0
2020-10-28,25.071,35074.4867,23971250.0
2020-10-29,24.856,34773.9777,14226850.0
2020-10-30,24.03,33617.8297,24571400.0
2020-11-02,23.771,33255.764,18440900.0
2020-11-03,24.191,33843.6311,16132950.0
2020-11-04,25.547,35741.2584,28072250.0
2020-11-05,26.206,36663.2109,14958500.0
2020-11-06,26.523,37106.6994,13450850.0
2020-11-09,25.563,35762.5235,25150450.0
2020-11-10,24.861,34780.9728,27634450.0
2020-11-11,26.079,36484.4165,17540400.0
2020-11-12,25.185,35234.8141,16141100.0
2020-11-13,25.029,35015.4481,12302000.0
2020-11-16,25.213,35273.9866,12148300.0
2020-11-17,25.37,35492.5131,8016000.0
2020-11-18,25.92,36262.5323,15144150.0
2020-11-19,26.209,36667.1282,12096650.0
2020-11-20,25.851,36166.5597,10142850.0
2020-11-23,25.62,35842.8271,13239850.0
2020-11-24,25.256,35334.1443,17661000.0
2020-11-25,25.534,35721.952,9478050.0
2020-11-27,25.955,36312.0575,7728300.0
2020-11-30,25.789,36078.7014,13403300.0
2020-12-01,26.421,36963.7198,16778200.0
2020-12-02,25.94,36290.5127,11028300.0
2020-12-03,26.175,36619.5616,10491600.0
2020-12-04,26.692,37343.1334,10781150.0
2020-12-07,26.942,37692.3281,12414700.0
2020-12-08,26.92,37661.5498,12909850.0
2020-12-09,26.28,36765.619,11554100.0
2020-12-10,26.345,36856.5551,8292400.0
2020-12-11,26.0,36374.4537,9111550.0
2020-12-14,26.19,36640.8266,11871250.0
2020-12-15,26.929,37674.4207,19738050.0
2020-12-16,28.012,39189.8364,34916250.0
2020-12-17,28.194,39443.3384,18835400.0
2020-12-18,28.371,39692.0837,21920300.0
2020-12-21,28.36,39675.8551,14990650.0
2020-12-22,28.526,39908.3718,16380950.0
2020-12-23,28.22,39479.9926,10001400.0
2020-12-24,28.251,39523.642,5065050.0
2020-12-28,28.03,39214.1793,8721350.0
2020-12-29,27.844,38954.5217,9126550.0
2020-12-30,27.483,38449.7562,9218350.0
2020-12-31,27.734,38800.6298,10884200.0
2021-01-04,26.382,36909.438,25708700.0
2021-01-05,27.102,37916.4507,14757400.0
2021-01-06,26.868,37589.0807,11708800.0
2021-01-07,27.363,38281.0347,11837800.0
2021-01-08,28.049,39240.7607,18448900.0
2021-01-11,28.052,39245.7971,11356950.0
2021-01-12,28.033,39218.3764,10564200.0
2021-01-13,27.9,39032.5869,9334350.0
2021-01-14,28.236,39502.6567,21330100.0
2021-01-15,28.115,39333.0958,10431300.0
2021-01-19,28.59,39997.3493,11137350.0
2021-01-20,29.612,41428.2643,14810400.0
2021-01-21,30.074,42073.4912,14917650.0
2021-01-22,29.884,41807.6779,11420850.0
2021-01-25,29.726,41587.7523,9912450.0
2021-01-26,29.785,41669.7347,6433900.0
2021-01-27,29.327,41029.2646,13849050.0
2021-01-28,29.611,41426.0259,11726900.0
2021-01-29,29.6,41410.9165,11576000.0
2021-02-01,30.18,42222.9062,12780650.0
2021-02-02,30.461,42615.4705,22425550.0
2021-02-03,30.0,42001.22,32443550.0
2021-02-04,29.591,41428.8796,17507650.0
2021-02-05,30.138,42194.1469,15697050.0
2021-02-08,30.08,42113.504,10440100.0
2021-02-09,31.01,43415.2705,19217350.0
2021-02-10,30.893,43473.0114,11446000.0
2021-02-11,30.862,43429.3881,8416950.0
2021-02-12,30.554,42995.6881,6965600.0
2021-02-16,29.68,41765.7925,15980050.0
2021-02-17,29.19,41076.2629,13277600.0
2021-02-18,29.126,40986.4833,8721550.0
2021-02-19,29.462,41458.7407,12204350.0
2021-02-22,28.611,40261.2107,14646400.0
2021-02-23,28.325,39858.7506,18820000.0
2021-02-24,28.981,40782.4388,13229550.0
2021-02-25,28.215,39703.9583,11807900.0
2021-02-26,28.84,40583.7417,22178850.0
2021-03-01,29.699,41792.5293,14068150.0
2021-03-02,29.511,41528.538,12900650.0
2021-03-03,28.164,39633.0352,15029300.0
2021-03-04,27.022,38026.0091,25360350.0
2021-03-05,26.646,37495.7749,26766850.0
2021-03-08,26.7,37572.3268,16681750.0
2021-03-09,28.552,40178.7486,26463000.0
2021-03-10,28.333,39870.8526,14492250.0
2021-03-11,29.241,41148.3117,16373950.0
2021-03-12,29.065,40900.081,10494850.0
2021-03-15,29.712,41811.1044,9956900.0
2021-03-16,29.654,41728.9237,10597950.0
2021-03-17,29.572,41613.8145,11038750.0
2021-03-18,28.587,40228.0007,12801800.0
2021-03-19,28.424,39998.3452,18045100.0
2021-03-22,28.887,40649.3174,11691400.0
2021-03-23,29.026,40845.2001,11918550.0
2021-03-24,28.459,40047.8787,10004500.0
2021-03-25,28.637,40297.5166,14128400.0
2021-03-26,28.91,40681.6831,13831800.0
2021-03-29,28.492,40094.3164,9254300.0
2021-03-30,28.127,39579.8429,10733000.0
