,OXY US Equity,OXY US Equity,OXY US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2018-10-01,83.13,63571.2944,4169550.0
2018-10-02,82.87,63372.4668,3474172.0
2018-10-03,82.45,63051.2838,3871172.0
2018-10-04,82.18,62844.809,3960669.0
2018-10-05,81.4,62248.3263,3254515.0
2018-10-08,81.75,62515.9788,5287692.0
2018-10-09,82.23,62883.0451,3328606.0
2018-10-10,77.92,59587.0956,5059169.0
2018-10-11,76.53,58524.1328,5673770.0
2018-10-12,76.96,58852.963,4274524.0
2018-10-15,72.24,55243.4778,9755664.0
2018-10-16,73.12,55916.4326,7987456.0
2018-10-17,72.92,55763.4884,5399189.0
2018-10-18,71.9,54983.4725,5417243.0
2018-10-19,72.18,55197.5945,5693573.0
2018-10-22,72.29,55281.7138,4341273.0
2018-10-23,70.64,54019.9234,5664666.0
2018-10-24,68.23,52176.9447,7294193.0
2018-10-25,68.65,52498.1277,5413760.0
2018-10-26,67.91,51932.2339,6326689.0
2018-10-29,66.46,50823.3878,4507437.0
2018-10-30,67.55,51656.9342,4770725.0
2018-10-31,67.07,51289.8679,4994786.0
2018-11-01,68.35,52268.7113,6132732.0
2018-11-02,68.31,52238.1225,6663860.0
2018-11-05,69.95,52814.0644,7969792.0
2018-11-06,73.34,55373.6023,11077011.0
2018-11-07,73.72,55660.5121,5995343.0
2018-11-08,72.63,54837.5339,4441365.0
2018-11-09,73.55,55532.1577,6984136.0
2018-11-12,72.16,54482.6717,5204398.0
2018-11-13,70.78,53440.7359,5500406.0
2018-11-14,70.95,53569.0903,5873767.0
2018-11-15,72.59,54807.3328,4813067.0
2018-11-16,73.38,55403.8033,4761864.0
2018-11-19,73.36,55388.7028,5149566.0
2018-11-20,70.3,53078.3234,4476495.0
2018-11-21,72.08,54422.2696,4505480.0
2018-11-23,69.83,52723.4613,3248759.0
2018-11-26,70.64,53335.0323,4534279.0
2018-11-27,69.38,52383.6996,5545863.0
2018-11-28,70.71,53387.8841,4660068.0
2018-11-29,70.91,53538.8893,3615158.0
2018-11-30,70.27,53055.6727,5947821.0
2018-12-03,71.32,53848.4499,5019100.0
2018-12-04,69.67,52602.6571,4455925.0
2018-12-06,67.52,50979.3513,7532941.0
2018-12-07,66.54,50239.4259,5494595.0
2018-12-10,64.44,48653.8714,6135687.0
2018-12-11,64.7,48850.1782,6031165.0
2018-12-12,65.41,49386.2466,6621436.0
2018-12-13,66.68,50345.1295,6730366.0
2018-12-14,65.1,49152.1886,5090169.0
2018-12-17,64.11,48404.7129,5665565.0
2018-12-18,63.14,47672.3377,5804736.0
2018-12-19,62.24,46992.8144,6612059.0
2018-12-20,60.63,45777.2226,7295298.0
2018-12-21,59.98,45286.4558,12543038.0
2018-12-24,57.11,43119.5313,4131104.0
2018-12-26,60.6,45754.5718,7171570.0
2018-12-27,60.76,45875.376,6814700.0
2018-12-28,60.47,45656.4185,5029134.0
2018-12-31,61.38,46343.4921,5126217.0
2019-01-02,62.0,46811.6082,5355297.0
2019-01-03,61.24,46237.7884,5465488.0
2019-01-04,63.21,47725.1895,6367400.0
2019-01-07,64.48,48684.0725,5771649.0
2019-01-08,64.99,49069.1357,5420133.0
2019-01-09,65.78,49665.6062,4515860.0
2019-01-10,66.19,49975.1668,4983319.0
2019-01-11,66.22,49997.8176,3894592.0
2019-01-14,65.58,49514.601,6604004.0
2019-01-15,65.52,49469.2995,4499656.0
2019-01-16,65.14,49182.3896,4484523.0
2019-01-17,65.83,49703.3575,4767491.0
2019-01-18,67.03,50609.3886,4596497.0
2019-01-22,65.12,49167.2891,4140821.0
2019-01-23,64.57,48752.0248,3730558.0
2019-01-24,64.98,49061.5855,4035302.0
2019-01-25,66.53,50231.8757,3476276.0
2019-01-28,66.08,49892.114,3795305.0
2019-01-29,66.48,50194.1244,3887316.0
2019-01-30,66.97,50564.0871,3894155.0
2019-01-31,66.78,50420.6321,5914102.0
2019-02-01,68.04,51371.9648,5387236.0
2019-02-04,67.74,51145.457,3250936.0
2019-02-05,67.3,50813.2456,2916307.0
2019-02-06,66.63,50307.3782,3205705.0
2019-02-07,64.92,49016.2839,4421734.0
2019-02-08,64.96,49046.4849,4651636.0
2019-02-11,64.84,48955.8818,5489526.0
2019-02-12,65.75,49642.9554,3903135.0
2019-02-13,65.85,49718.458,7206240.0
2019-02-14,66.57,50262.0767,5701633.0
2019-02-15,67.19,50730.1928,6058118.0
2019-02-19,67.63,51062.4042,5082878.0
2019-02-20,68.25,51530.5203,4017599.0
2019-02-21,66.6,49919.7931,4122728.0
2019-02-22,65.93,49417.597,5035886.0
2019-02-25,66.23,49642.4609,3594632.0
2019-02-26,66.04,49500.0471,2764758.0
2019-02-27,66.65,49957.2704,2959262.0
2019-02-28,66.15,49582.4972,3856278.0
2019-03-01,67.55,50631.8622,3865999.0
2019-03-04,67.45,50556.9076,4198622.0
2019-03-05,67.53,50616.8713,3699215.0
2019-03-06,66.19,49612.4791,4453352.0
2019-03-07,65.74,49275.1832,3156911.0
2019-03-08,62.71,47004.0574,5581521.0
2019-03-11,63.88,47881.0268,3770211.0
2019-03-12,64.2,48120.8816,3195458.0
2019-03-13,65.06,48765.4916,2561593.0
2019-03-14,65.21,48877.9235,2446261.0
2019-03-15,65.47,49072.8056,5602916.0
2019-03-18,67.01,50227.1071,3256838.0
2019-03-19,66.17,49597.4881,3695462.0
2019-03-20,67.26,50414.4938,5112825.0
2019-03-21,67.24,50399.5028,5284635.0
2019-03-22,65.24,48900.4099,6138584.0
2019-03-25,65.13,48817.9598,6588636.0
2019-03-26,67.08,50279.5754,5885746.0
2019-03-27,66.35,49732.4065,3559787.0
2019-03-28,66.57,49786.21,2522483.0
2019-03-29,66.2,49509.4953,3190433.0
2019-04-01,67.18,50242.4153,2809924.0
2019-04-02,66.63,49831.0826,3312365.0
2019-04-03,66.06,49404.7924,3056832.0
2019-04-04,66.44,49688.9859,2855715.0
2019-04-05,68.04,50885.59,3808402.0
2019-04-08,68.37,51132.3896,2527661.0
2019-04-09,67.28,50317.203,3301441.0
2019-04-10,67.18,50242.4153,3645798.0
2019-04-11,67.18,50242.4153,2956440.0
2019-04-12,65.33,48858.8418,10070587.0
2019-04-15,63.36,47385.523,11793744.0
2019-04-16,63.67,47617.365,11094214.0
2019-04-17,62.65,46854.5299,6553953.0
2019-04-18,61.82,46233.7915,8481040.0
2019-04-22,63.05,47153.6809,5873957.0
2019-04-23,62.36,46637.6454,10307311.0
2019-04-24,62.0,46368.4095,28235244.0
2019-04-25,61.84,46248.7491,16502775.0
2019-04-26,61.31,45852.3739,10170806.0
2019-04-29,60.13,44969.8784,9112831.0
2019-04-30,58.88,44035.0314,24103883.0
2019-05-01,57.48,42988.0028,11084249.0
2019-05-02,57.35,42890.7788,18795097.0
2019-05-03,57.95,43339.5053,10790014.0
2019-05-06,58.77,43952.7818,25494837.0
2019-05-07,59.69,44649.3306,21567231.0
2019-05-08,60.21,45038.3012,17378525.0
2019-05-09,56.33,42135.9825,36678639.0
2019-05-10,54.97,41118.6749,17791442.0
2019-05-13,54.17,40520.2587,12890197.0
2019-05-14,54.55,40804.5064,7195467.0
2019-05-15,54.25,40580.1003,13684514.0
2019-05-16,53.75,40206.0902,10655209.0
2019-05-17,52.76,39465.5501,13991460.0
2019-05-20,53.46,39989.1643,9405527.0
2019-05-21,53.51,40026.5653,12046959.0
2019-05-22,52.78,39480.5105,13530510.0
2019-05-23,52.91,39577.7531,21382598.0
2019-05-24,53.47,39996.6445,14996818.0
2019-05-28,52.28,39106.5003,8680698.0
2019-05-29,52.0,38897.0547,9055441.0
2019-05-30,51.91,38829.7328,16919034.0
2019-05-31,49.77,37228.9694,11162268.0
2019-06-03,49.32,36892.3603,11148502.0
2019-06-04,49.69,37169.1278,8835749.0
2019-06-05,47.43,35478.602,18563843.0
2019-06-06,49.04,36682.9146,11660776.0
2019-06-07,47.84,35785.2903,11714296.0
2019-06-10,47.9,35830.1715,9861507.0
2019-06-11,49.05,36690.3948,12867823.0
2019-06-12,48.79,36495.9096,7644928.0
2019-06-13,49.73,37199.0486,8013702.0
2019-06-14,49.31,36884.8801,7779625.0
2019-06-17,49.81,37258.8902,7424563.0
2019-06-18,50.35,37662.8212,9473860.0
2019-06-19,50.3,37625.4202,8907745.0
2019-06-20,51.3,38373.4405,7389883.0
2019-06-21,50.61,37857.3065,10298485.0
2019-06-24,49.89,37318.7319,9648145.0
2019-06-25,49.38,36937.2415,4575055.0
2019-06-26,50.42,37715.1826,7025068.0
2019-06-27,49.75,37214.009,5387233.0
2019-06-28,50.28,37610.4598,6752247.0
2019-07-01,49.78,37236.4496,7258514.0
2019-07-02,48.78,36488.4294,10160982.0
2019-07-03,49.17,36780.1573,4435150.0
2019-07-05,49.28,36862.4395,5613218.0
2019-07-08,49.3,36877.3999,4740299.0
2019-07-09,49.61,37109.2862,7461201.0
2019-07-10,50.24,37580.539,7594659.0
2019-07-11,50.44,37730.143,6399567.0
2019-07-12,51.72,38702.4099,9102835.0
2019-07-15,51.63,38635.0623,10130607.0
2019-07-16,51.1,38238.4599,8790208.0
2019-07-17,51.18,38298.3244,7615260.0
2019-07-18,51.01,38173.2592,9689026.0
2019-07-19,52.33,39161.0793,7196257.0
2019-07-22,52.51,39295.782,5997828.0
2019-07-23,51.8,38764.4545,5822580.0
2019-07-24,52.05,38951.5417,6096196.0
2019-07-25,51.14,38270.5445,6627412.0
2019-07-26,51.59,38607.3013,5452204.0
2019-07-29,50.91,38098.4243,6412060.0
2019-07-30,52.47,39265.8481,7420307.0
2019-07-31,51.36,38435.1812,12342283.0
2019-08-01,53.17,39789.692,14069940.0
2019-08-02,51.18,38300.4784,12206940.0
2019-08-05,49.42,36983.385,9977723.0
2019-08-06,47.58,35606.4237,13008033.0
2019-08-07,46.0,34424.033,16686992.0
2019-08-08,47.13,35269.6668,23937095.0
2019-08-09,47.13,42156.8318,9879738.0
2019-08-12,44.99,40242.6451,13456351.0
2019-08-13,44.76,40036.9148,17643112.0
2019-08-14,43.7,39088.7662,16953357.0
2019-08-15,43.96,39321.331,9352906.0
2019-08-16,44.57,39866.9636,8513844.0
2019-08-19,45.58,40770.3882,9851079.0
2019-08-20,45.26,40484.1547,7379147.0
2019-08-21,45.06,40305.2587,8500288.0
2019-08-22,44.7,39983.246,5865883.0
2019-08-23,42.37,37899.1081,12546529.0
2019-08-26,42.13,37684.433,8304224.0
2019-08-27,42.35,37881.2185,7322254.0
2019-08-28,43.11,38561.0231,7084699.0
2019-08-29,43.37,38793.5879,6651784.0
2019-08-30,43.48,38891.9807,6881895.0
2019-09-03,42.68,38176.3968,6917730.0
2019-09-04,43.58,38981.4286,4838512.0
2019-09-05,45.09,40332.0931,9680122.0
2019-09-06,45.46,40663.0506,10958768.0
2019-09-09,44.97,40224.7555,11069776.0
2019-09-10,46.43,41530.696,9770898.0
2019-09-11,46.29,41405.4688,7662923.0
2019-09-12,45.4,40609.3818,7403671.0
2019-09-13,45.09,40332.0931,11149355.0
2019-09-16,47.8,42756.1333,24116047.0
2019-09-17,45.15,40385.7619,15554177.0
2019-09-18,44.62,39911.6876,9875437.0
2019-09-19,45.79,40958.2289,10546468.0
2019-09-20,45.7,40877.7258,8621454.0
2019-09-23,45.5,40698.8298,7367969.0
2019-09-24,45.47,40671.9954,6530225.0
2019-09-25,45.33,40546.7682,4373189.0
2019-09-26,45.35,40564.6578,4973448.0
2019-09-27,45.14,40376.8171,4516267.0
2019-09-30,44.47,39777.5156,6526038.0
2019-10-01,43.77,39151.3798,5235744.0
2019-10-02,42.94,38408.9616,6077647.0
2019-10-03,43.2,38641.5263,5714127.0
2019-10-04,43.07,38525.244,5112373.0
2019-10-07,42.18,37729.157,7498527.0
2019-10-08,40.83,36521.6093,8760986.0
2019-10-09,40.84,36530.5541,7124978.0
2019-10-10,41.03,36700.5052,7799474.0
2019-10-11,41.12,36781.0084,7390718.0
2019-10-14,40.51,36235.3757,12952421.0
2019-10-15,40.8,36494.7749,6219731.0
2019-10-16,40.34,36083.3142,5813900.0
2019-10-17,40.33,36074.3694,6485580.0
2019-10-18,40.45,36181.7069,6972444.0
2019-10-21,40.82,36512.6645,6771733.0
2019-10-22,42.22,37764.9361,10623391.0
2019-10-23,42.92,38391.072,7831184.0
2019-10-24,42.29,37827.5497,7274303.0
2019-10-25,42.53,38042.2249,5270726.0
2019-10-28,42.28,37818.6049,4644363.0
2019-10-29,42.33,37863.3289,6373363.0
2019-10-30,41.36,36995.6835,5558514.0
2019-10-31,40.5,36226.4309,12515362.0
2019-11-01,42.29,37827.5497,9024791.0
2019-11-04,44.23,39562.8405,13452253.0
2019-11-05,41.91,37438.9352,19344336.0
2019-11-06,39.61,35384.305,17042722.0
2019-11-07,39.03,34866.1809,15278621.0
2019-11-08,40.1,35822.0305,13610893.0
2019-11-11,38.88,34732.1832,14586380.0
2019-11-12,38.44,34339.1235,12823655.0
2019-11-13,38.12,34053.262,9389469.0
2019-11-14,37.76,33731.6677,8833727.0
2019-11-15,38.95,34794.7155,14166226.0
2019-11-18,39.3,35107.3766,13131619.0
2019-11-19,38.14,34071.1283,12540422.0
2019-11-20,38.48,34374.8562,10302774.0
2019-11-21,39.12,34946.5794,9308850.0
2019-11-22,39.58,35357.5055,9467566.0
2019-11-25,39.93,35670.1666,10266366.0
2019-11-26,38.57,34455.2548,13366687.0
2019-11-27,38.75,34616.052,7060390.0
2019-11-29,38.57,34455.2548,4664012.0
2019-12-02,38.68,34553.5197,10832109.0
2019-12-03,38.02,33963.9302,11612891.0
2019-12-04,38.45,34348.0567,10538497.0
2019-12-05,37.98,33928.1975,9216436.0
2019-12-06,39.01,34848.3145,10418495.0
2019-12-09,37.34,33356.4743,17393930.0
2019-12-10,37.57,33561.9373,12618009.0
2019-12-11,37.54,33535.1378,7862983.0
2019-12-12,38.25,34169.3932,9483871.0
2019-12-13,37.71,33687.0018,9888602.0
2019-12-16,38.32,34231.9255,9574113.0
2019-12-17,38.32,34231.9255,13580214.0
2019-12-18,38.67,34544.5866,9416696.0
2019-12-19,38.7,34571.3861,7469391.0
2019-12-20,39.01,34848.3145,17276173.0
2019-12-23,39.71,35473.6367,10019939.0
2019-12-24,39.89,35634.4339,4696328.0
2019-12-26,40.15,35866.6964,6050153.0
2019-12-27,40.16,35875.6296,7054657.0
2019-12-30,40.7,36358.021,10494209.0
2019-12-31,41.21,36813.6129,10374814.0
2020-01-02,42.58,38037.4579,12791380.0
2020-01-03,43.61,38957.5749,15099860.0
2020-01-06,45.05,40243.952,16660648.0
2020-01-07,45.27,40440.4819,12171792.0
2020-01-08,44.98,40181.4198,12253385.0
2020-01-09,45.37,40529.8136,14636205.0
2020-01-10,45.9,41003.2719,10543314.0
2020-01-13,46.57,41601.7946,8457171.0
2020-01-14,47.24,42200.3173,12187350.0
2020-01-15,47.26,42218.1836,7085996.0
2020-01-16,46.67,41691.1263,9757575.0
2020-01-17,45.83,40940.7397,14379270.0
2020-01-21,44.32,39591.8303,10814191.0
2020-01-22,43.29,38671.7133,12953206.0
2020-01-23,42.52,37983.8588,10789804.0
2020-01-24,42.22,37715.8636,8797598.0
2020-01-27,41.24,36840.4125,9303860.0
2020-01-28,41.2,36804.6798,7206362.0
2020-01-29,40.47,36152.558,6656869.0
2020-01-30,40.59,36259.7561,9509075.0
2020-01-31,39.72,35482.5699,16035687.0
2020-02-03,40.08,35804.1642,8731785.0
2020-02-04,40.5,36179.3575,7859617.0
2020-02-05,42.12,37626.5318,8613192.0
2020-02-06,42.12,37626.5318,6201474.0
2020-02-07,41.89,37421.0688,5030134.0
2020-02-10,40.5,36179.3575,7915417.0
2020-02-11,41.17,36777.8802,12132742.0
2020-02-12,42.49,37957.0593,8214630.0
2020-02-13,42.04,37555.0664,8402366.0
2020-02-14,41.6,37162.0068,6401461.0
2020-02-18,41.56,37126.2741,9519205.0
2020-02-19,42.51,37974.9256,7536313.0
2020-02-20,42.97,38385.8517,7728902.0
2020-02-21,42.12,37626.5318,8921118.0
2020-02-24,39.48,35268.1737,12503141.0
2020-02-25,36.19,32329.1592,22058562.0
2020-02-26,34.22,30569.3238,22703552.0
2020-02-27,31.81,28416.4287,23516861.0
2020-02-28,32.74,29309.6652,24190102.0
2020-03-02,32.95,29497.6625,17223730.0
2020-03-03,32.99,29533.4715,19991638.0
2020-03-04,32.93,29479.758,14006621.0
2020-03-05,31.48,28181.6818,19217981.0
2020-03-06,26.86,24045.7425,38969055.0
2020-03-09,12.51,11199.2643,104930331.0
2020-03-10,14.34,12837.5259,110525340.0
2020-03-11,11.8,10563.6545,70594865.0
2020-03-12,11.89,10644.2248,73141752.0
2020-03-13,14.26,12765.9079,64910364.0
2020-03-16,12.02,10760.604,37309727.0
2020-03-17,11.34,10151.8511,34731505.0
2020-03-18,10.53,9426.7188,41257229.0
2020-03-19,10.83,9695.2863,38092458.0
2020-03-20,10.23,9158.1514,50833307.0
2020-03-23,9.69,8674.7299,36784043.0
2020-03-24,10.72,9596.8116,42020553.0
2020-03-25,12.0,10742.6995,55409624.0
2020-03-26,12.83,11485.7362,70322564.0
2020-03-27,11.61,10393.5618,34675569.0
2020-03-30,11.01,9856.4268,44717611.0
2020-03-31,11.58,10366.705,35568418.0
2020-04-01,10.74,9614.7161,39837234.0
2020-04-02,12.77,11432.0228,79141622.0
2020-04-03,13.0,11637.9245,92062316.0
2020-04-06,13.44,12031.8235,52068112.0
2020-04-07,13.84,12389.9135,54728628.0
2020-04-08,15.56,13929.7004,48988571.0
2020-04-09,15.36,13750.6554,110851096.0
2020-04-13,15.33,13723.7987,43697484.0
2020-04-14,14.9,13338.8519,40661017.0
2020-04-15,13.61,12242.2363,47465236.0
2020-04-16,12.2,10973.937,40453931.0
2020-04-17,13.63,12267.2478,51691011.0
2020-04-20,12.59,11331.2289,74975477.0
2020-04-21,12.34,11106.2244,62591153.0
2020-04-22,13.02,11718.2368,44568051.0
2020-04-23,13.87,12483.2522,55054636.0
2020-04-24,13.81,12429.2511,41030017.0
2020-04-27,14.15,12735.2573,39972533.0
2020-04-28,15.17,13653.2759,46179356.0
2020-04-29,16.78,15102.3051,59582825.0
2020-04-30,16.6,14940.3019,44491712.0
2020-05-01,15.24,13716.2771,36902354.0
2020-05-04,15.52,13968.2822,37197387.0
2020-05-05,15.32,13788.2786,49502156.0
2020-05-06,13.4,12060.2437,57658966.0
2020-05-07,13.88,12492.2524,35565380.0
2020-05-08,15.02,13518.2731,31352419.0
2020-05-11,15.03,13527.2733,22899365.0
2020-05-12,14.58,13122.2651,27103709.0
2020-05-13,13.44,12096.2444,35258098.0
2020-05-14,13.76,12384.2502,32063964.0
2020-05-15,13.82,12438.2513,27756356.0
2020-05-18,15.07,13563.274,39943812.0
2020-05-19,14.37,12933.2613,28708575.0
2020-05-20,14.99,13491.2726,29203145.0
2020-05-21,14.25,12825.2591,35671421.0
2020-05-22,14.13,12717.2569,26334296.0
2020-05-26,14.4,12960.2618,28032976.0
2020-05-27,14.42,12978.2622,31402970.0
2020-05-28,13.64,12276.248,39904917.0
2020-05-29,12.95,11655.2355,61378450.0
2020-06-01,13.81,12429.2511,36779455.0
2020-06-02,14.75,13275.2682,40165924.0
2020-06-03,15.45,13905.2809,41191553.0
2020-06-04,15.55,13995.2828,39027865.0
2020-06-05,20.79,18711.378,119073438.0
2020-06-08,24.4,21960.4437,131285759.0
2020-06-09,23.18,20862.4215,71936766.0
2020-06-10,20.76,18684.3775,50740462.0
2020-06-11,17.41,15669.3166,61262888.0
2020-06-12,18.5,16650.3364,44937864.0
2020-06-15,19.05,17145.3464,46134008.0
2020-06-16,20.29,18261.369,57504992.0
2020-06-17,19.04,17136.3462,38371633.0
2020-06-18,19.67,17703.3577,36051693.0
2020-06-19,19.71,17739.3584,70262404.0
2020-06-22,19.91,17919.362,30116715.0
2020-06-23,19.79,17811.3599,33856844.0
2020-06-24,18.0,16200.3273,32321997.0
2020-06-25,18.54,16686.3371,23327566.0
2020-06-26,17.69,15921.3217,31831922.0
2020-06-29,17.86,16074.3248,24504484.0
2020-06-30,18.3,16470.3328,26525209.0
2020-07-01,17.41,15669.3166,32856677.0
2020-07-02,17.78,16002.3233,28133241.0
2020-07-06,18.18,16362.3306,23933246.0
2020-07-07,17.15,15435.3119,20117702.0
2020-07-08,17.28,15552.3142,20482339.0
2020-07-09,16.28,14652.296,22124580.0
2020-07-10,16.71,15039.3039,17584209.0
2020-07-13,16.16,14544.2939,21665693.0
2020-07-14,16.68,15012.3033,19740497.0
2020-07-15,17.18,15774.7157,22801408.0
2020-07-16,17.01,15618.6213,15462953.0
2020-07-17,16.28,14948.3336,21090995.0
2020-07-20,15.69,14406.5942,21260151.0
2020-07-21,17.41,15985.9022,44473166.0
2020-07-22,16.95,15563.5291,16994332.0
2020-07-23,16.82,15444.1628,14044090.0
2020-07-24,16.74,15370.7067,12779120.0
2020-07-27,16.7,15333.9786,13963307.0
2020-07-28,16.35,15012.6078,12859463.0
2020-07-29,17.03,15636.9853,16384026.0
2020-07-30,15.77,14480.0504,29336448.0
2020-07-31,15.74,14452.5043,15454887.0
2020-08-03,15.25,14002.5852,22888037.0
2020-08-04,15.74,14452.5043,21703229.0
2020-08-05,15.94,14636.1448,24675455.0
2020-08-06,15.45,14186.2257,18745132.0
2020-08-07,15.45,14186.2257,20961254.0
2020-08-10,16.48,15328.7427,26718499.0
2020-08-11,15.16,14100.955,41894035.0
2020-08-12,14.92,13877.7209,31798825.0
2020-08-13,14.6,13580.0754,28459103.0
2020-08-14,14.64,13617.2811,21267234.0
2020-08-17,13.91,12938.2773,31108817.0
2020-08-18,13.95,12975.483,16758446.0
2020-08-19,13.82,12854.5646,18143363.0
2020-08-20,13.4,12463.9049,21869735.0
2020-08-21,13.16,12240.6707,22665952.0
2020-08-24,13.62,12668.5361,18722936.0
2020-08-25,13.51,12566.2205,16296264.0
2020-08-26,12.96,12054.6423,19787735.0
2020-08-27,13.04,12129.0537,20130095.0
2020-08-28,13.13,12212.7665,14105842.0
2020-08-31,12.74,11850.011,17913834.0
2020-09-01,12.48,11608.1741,23054248.0
2020-09-02,12.4,11533.7627,19131811.0
2020-09-03,12.59,11710.4897,26076883.0
2020-09-04,12.25,11394.2414,22767785.0
2020-09-08,11.06,10287.3722,36644849.0
2020-09-09,11.07,10296.6736,22103520.0
2020-09-10,10.19,9478.1485,43466333.0
2020-09-11,10.22,9506.0528,35175696.0
2020-09-14,10.17,9459.5457,25198944.0
2020-09-15,10.71,9961.8225,34684755.0
2020-09-16,11.64,10826.8547,53219446.0
2020-09-17,11.86,11031.4859,27860638.0
2020-09-18,11.65,10836.1561,40722917.0
2020-09-21,11.29,10501.3049,23028121.0
2020-09-22,11.08,10305.9751,17454842.0
2020-09-23,10.41,9682.7798,24502805.0
2020-09-24,10.64,9896.7125,22870416.0
2020-09-25,10.22,9506.0528,30812473.0
2020-09-28,10.34,9617.6699,22622609.0
2020-09-29,9.99,9292.1201,29576585.0
2020-09-30,10.01,9310.723,23363965.0
2020-10-01,9.68,9003.776,32990258.0
2020-10-02,9.87,9180.5031,28572271.0
2020-10-05,10.51,9775.794,24670979.0
2020-10-06,10.13,9422.34,29493835.0
2020-10-07,10.28,9561.8613,17454772.0
2020-10-08,11.18,10398.9893,27490269.0
2020-10-09,10.82,10064.1381,26633443.0
2020-10-12,10.81,10054.8367,18540232.0
2020-10-13,10.52,9785.0954,15524268.0
2020-10-14,10.45,9719.9855,20106746.0
2020-10-15,10.61,9868.8082,18906940.0
2020-10-16,10.09,9385.1343,19244745.0
2020-10-19,9.82,9133.9959,22074745.0
2020-10-20,10.07,9366.5315,17400082.0
2020-10-21,9.66,8985.1732,22783380.0
2020-10-22,10.17,9459.5457,25219240.0
2020-10-23,10.02,9320.0244,19872442.0
2020-10-26,9.46,8799.1448,26754805.0
2020-10-27,9.27,8622.4178,20727699.0
2020-10-28,8.88,8259.6623,30986797.0
2020-10-29,9.13,8492.1979,28731900.0
2020-10-30,9.13,8492.1979,23146458.0
2020-11-02,9.65,8975.8718,28544051.0
2020-11-03,9.69,9013.0775,19259132.0
2020-11-04,9.81,9124.6945,22377014.0
2020-11-05,10.47,9738.5883,35111217.0
2020-11-06,10.01,9310.723,21645305.0
2020-11-09,12.23,11375.6385,60444831.0
2020-11-10,12.38,11528.3735,31413909.0
2020-11-11,11.9,11081.393,28596730.0
2020-11-12,11.31,10531.9794,19654880.0
2020-11-13,11.8,10988.272,16907033.0
2020-11-16,12.7,11826.3606,24354797.0
2020-11-17,12.99,12096.4113,18665692.0
2020-11-18,12.87,11984.6662,29659874.0
2020-11-19,13.36,12440.9589,20162696.0
2020-11-20,13.49,12562.0161,20175001.0
2020-11-23,15.76,14675.8616,44957070.0
2020-11-24,16.78,15625.6953,54354972.0
2020-11-25,16.72,15569.8228,29706242.0
2020-11-27,16.56,15420.8292,13272512.0
2020-11-30,15.76,14675.8616,31056448.0
2020-12-01,15.13,14089.1997,31362657.0
2020-12-02,15.89,14796.9189,33045535.0
2020-12-03,16.39,15262.5236,26614756.0
2020-12-04,18.59,17311.1845,52874458.0
2020-12-07,18.19,16938.7007,32247849.0
2020-12-08,19.13,17814.0376,32923837.0
2020-12-09,19.39,18056.1521,44634837.0
2020-12-10,21.31,19844.0743,52292559.0
2020-12-11,20.89,19452.9664,30940995.0
2020-12-14,19.17,17851.286,36149220.0
2020-12-15,19.84,18475.1964,26899293.0
2020-12-16,19.45,18112.0247,17050819.0
2020-12-17,19.18,17860.5981,17630781.0
2020-12-18,18.52,17245.9998,38206596.0
2020-12-21,17.47,16268.2299,29666912.0
2020-12-22,16.92,15756.0647,21538117.0
2020-12-23,17.89,16659.3379,24012805.0
2020-12-24,17.67,16454.4718,9203916.0
2020-12-28,17.4,16203.0452,14617511.0
2020-12-29,17.24,16054.0517,18073982.0
2020-12-30,17.91,16677.9621,16517169.0
2020-12-31,17.31,16119.2364,15193556.0
2021-01-04,17.45,16249.6057,18497764.0
2021-01-05,19.21,17888.5344,37293777.0
2021-01-06,20.0,18624.1899,37156358.0
2021-01-07,20.57,19154.9793,24299311.0
2021-01-08,20.08,18698.6867,18277949.0
2021-01-11,20.08,18698.6867,15165878.0
2021-01-12,22.62,21063.9588,37326577.0
2021-01-13,22.33,20793.908,19526958.0
2021-01-14,24.24,22572.5182,29879133.0
2021-01-15,22.39,20849.7806,24701702.0
2021-01-19,23.07,21483.003,21931362.0
2021-01-20,23.02,21436.4426,14736966.0
2021-01-21,21.54,20058.2525,19333266.0
2021-01-22,21.49,20011.692,17640740.0
2021-01-25,21.51,20030.3162,15398851.0
2021-01-26,20.38,18978.0495,19138072.0
2021-01-27,20.58,19164.2914,25688406.0
2021-01-28,20.95,19508.8389,16438248.0
2021-01-29,20.06,18680.0625,19971479.0
2021-02-01,20.39,18987.3616,13688032.0
2021-02-02,20.73,19303.9728,15513844.0
2021-02-03,22.02,20505.2331,18308286.0
2021-02-04,22.3,20765.9717,13247133.0
2021-02-05,22.56,21008.0862,13227596.0
2021-02-08,25.45,23699.2816,31510536.0
2021-02-09,24.65,22954.3141,20757110.0
2021-02-10,25.6,23838.9631,22400477.0
2021-02-11,24.98,23261.6132,15232210.0
2021-02-12,25.39,23643.4091,12382017.0
2021-02-16,26.46,24639.8032,19260411.0
2021-02-17,26.73,24891.2298,15198397.0
2021-02-18,25.28,23540.976,15311678.0
2021-02-19,25.42,23671.3454,14936138.0
2021-02-22,26.47,24649.1153,22820583.0
2021-02-23,26.06,24267.3194,22587655.0
2021-02-24,28.16,26222.8594,27788996.0
2021-02-25,26.75,24909.854,21142463.0
2021-02-26,26.61,24779.4847,21626650.0
2021-03-01,27.64,25748.1724,16185688.0
2021-03-02,27.82,25915.8523,16557003.0
