,STT US Equity,STT US Equity,STT US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2016-09-13,69.18,26981.2535,2701429.0
2016-09-14,69.42,27074.8571,2440183.0
2016-09-15,70.37,27445.3716,2134317.0
2016-09-16,69.29,27024.1552,6730457.0
2016-09-19,69.02,26918.8511,3440233.0
2016-09-20,69.97,27289.3655,2128652.0
2016-09-21,71.07,27718.3823,1999837.0
2016-09-22,71.04,27706.6818,2177565.0
2016-09-23,70.62,27542.8754,2105720.0
2016-09-26,69.33,27039.7558,1571512.0
2016-09-27,70.08,27332.2672,2056356.0
2016-09-28,70.44,27472.6727,2156554.0
2016-09-29,68.59,26751.1445,2594216.0
2016-09-30,69.63,27156.7603,3326710.0
2016-10-03,69.82,27230.8632,1861223.0
2016-10-04,71.35,27827.5865,2631127.0
2016-10-05,72.7,28354.1071,2032429.0
2016-10-06,72.5,28276.104,1905445.0
2016-10-07,72.26,28182.5004,1913377.0
2016-10-10,71.84,28018.694,1824537.0
2016-10-11,70.34,27433.6712,2109427.0
2016-10-12,70.63,27546.7756,2648196.0
2016-10-13,68.76,26817.4471,1777650.0
2016-10-14,69.01,26914.9509,2129666.0
2016-10-17,68.63,26766.7451,1442712.0
2016-10-18,69.77,27211.3625,1425370.0
2016-10-19,70.53,27507.774,1492721.0
2016-10-20,71.03,27702.7817,2421582.0
2016-10-21,70.88,27644.2794,1764280.0
2016-10-24,71.43,27858.7878,1765620.0
2016-10-25,70.89,27648.1795,2416275.0
2016-10-26,70.19,27375.1689,2568907.0
2016-10-27,70.81,27616.9783,2604354.0
2016-10-28,70.48,27488.2733,1146279.0
2016-10-31,70.21,27382.9692,1779860.0
2016-11-01,70.67,27562.3762,2140284.0
2016-11-02,69.98,27293.2657,2551526.0
2016-11-03,70.35,27136.4305,2188295.0
2016-11-04,70.39,27151.8598,1644627.0
2016-11-07,72.34,27904.0423,1459176.0
2016-11-08,72.26,27873.1836,1319000.0
2016-11-09,75.54,29138.3931,2776944.0
2016-11-10,76.74,29601.2747,4245478.0
2016-11-11,76.45,29489.4116,2506250.0
2016-11-14,78.51,30284.0249,3396735.0
2016-11-15,79.25,30569.4686,4937424.0
2016-11-16,77.88,30041.0121,2426662.0
2016-11-17,78.52,30287.8823,2129229.0
2016-11-18,78.5,30280.1676,2668317.0
2016-11-21,78.59,30314.8837,1305325.0
2016-11-22,78.01,30091.1576,1961025.0
2016-11-23,78.28,30195.306,1771006.0
2016-11-25,78.44,30257.0235,518599.0
2016-11-28,76.86,29647.5628,1891018.0
2016-11-29,77.01,29705.423,1537391.0
2016-11-30,78.8,30395.888,2339264.0
2016-12-01,80.39,31009.206,2886514.0
2016-12-02,78.44,30257.0235,3274239.0
2016-12-05,79.16,30534.7525,2520665.0
2016-12-06,79.61,30708.333,2800240.0
2016-12-07,79.92,30827.9108,2317589.0
2016-12-08,81.44,31414.2274,1363181.0
2016-12-09,80.53,31063.2089,2017982.0
2016-12-12,80.23,30947.4885,1893548.0
2016-12-13,80.06,30881.9136,1749134.0
2016-12-14,79.38,30619.6141,2359982.0
2016-12-15,80.09,30893.4856,2412949.0
2016-12-16,78.62,30326.4558,2981853.0
2016-12-19,78.32,30210.7354,2005703.0
2016-12-20,79.01,30476.8923,2256246.0
2016-12-21,78.86,30419.0321,1573051.0
2016-12-22,79.0,30473.0349,1999779.0
2016-12-23,78.69,30353.4572,1175210.0
2016-12-27,79.0,30473.0349,1117257.0
2016-12-28,78.4,30241.5941,1174169.0
2016-12-29,77.66,29956.1505,1084459.0
2016-12-30,77.72,29979.2946,1279375.0
2017-01-03,79.25,30569.4686,1815219.0
2017-01-04,82.27,31734.3871,3318906.0
2017-01-05,81.68,31506.8037,2841614.0
2017-01-06,82.44,31799.962,2350312.0
2017-01-09,81.37,31387.226,1960403.0
2017-01-10,81.3,31360.2245,2398134.0
2017-01-11,82.85,31958.1132,3030989.0
2017-01-12,82.09,31664.9549,2411830.0
2017-01-13,82.93,31988.972,2191358.0
2017-01-17,80.2,30935.9165,2014733.0
2017-01-18,80.15,30916.6297,2372678.0
2017-01-19,78.75,30376.6013,2242080.0
2017-01-20,79.01,30476.8923,1614649.0
2017-01-23,78.56,30303.3117,1073626.0
2017-01-24,80.52,31059.3515,2736073.0
2017-01-25,77.8,30010.1534,6598966.0
2017-01-26,76.58,29539.5571,4242362.0
2017-01-27,76.0,29315.8311,2299350.0
2017-01-30,76.2,29392.978,2077535.0
2017-01-31,76.2,29392.978,2481364.0
2017-02-01,76.34,29446.9808,2515917.0
2017-02-02,75.97,29304.259,2535650.0
2017-02-03,77.54,29909.8624,2280682.0
2017-02-06,77.32,29825.0008,1354700.0
2017-02-07,77.5,29894.433,2158524.0
2017-02-08,77.35,29836.5728,2589475.0
2017-02-09,77.94,30064.1562,1814843.0
2017-02-10,78.11,30129.7311,1952175.0
2017-02-13,79.29,30584.898,1546163.0
2017-02-14,81.45,31418.0847,3357369.0
2017-02-15,81.91,31595.5227,1792953.0
2017-02-16,80.76,31151.9278,2366674.0
2017-02-17,80.67,30811.0926,1214219.0
2017-02-21,80.53,30757.621,2186581.0
2017-02-22,80.21,30635.4003,2175068.0
2017-02-23,79.82,30486.4437,1502135.0
2017-02-24,78.95,30154.156,2135431.0
2017-02-27,79.21,30253.4603,2206170.0
2017-02-28,79.71,30444.4303,2754199.0
2017-03-01,81.65,31185.3937,4164409.0
2017-03-02,80.37,30696.5106,2139594.0
2017-03-03,80.22,30639.2197,1820265.0
2017-03-06,79.62,30410.0557,1526807.0
2017-03-07,79.6,30402.4169,2051895.0
2017-03-08,79.92,30524.6377,2093084.0
2017-03-09,79.91,30520.8183,2350510.0
2017-03-10,79.91,30520.8183,2215025.0
2017-03-13,79.54,30379.5005,2415109.0
2017-03-14,79.14,30226.7245,1972168.0
2017-03-15,79.66,30425.3333,2208418.0
2017-03-16,80.61,30788.1762,2816718.0
2017-03-17,78.61,30024.2964,3939643.0
2017-03-20,77.76,29699.6475,2404508.0
2017-03-21,76.31,29145.8346,4562673.0
2017-03-22,76.79,29329.1658,2495869.0
2017-03-23,77.27,29512.4969,2946101.0
2017-03-24,77.21,29489.5805,2684220.0
2017-03-27,78.11,29833.3264,3236679.0
2017-03-28,79.4,30326.0289,3081778.0
2017-03-29,79.31,30291.6543,2065675.0
2017-03-30,80.04,30570.4705,1622608.0
2017-03-31,79.61,30406.2363,1478928.0
2017-04-03,78.82,30104.5038,1954904.0
2017-04-04,78.69,30054.8516,1056025.0
2017-04-05,78.61,30024.2964,2556423.0
2017-04-06,78.88,30105.1461,1545032.0
2017-04-07,78.78,30066.9804,1017759.0
2017-04-10,78.42,29929.5836,2172325.0
2017-04-11,78.32,29891.4179,2403209.0
2017-04-12,77.73,29666.2399,2142079.0
2017-04-13,77.3,29502.1272,1966465.0
2017-04-17,78.48,29952.4831,1734662.0
2017-04-18,77.71,29658.6068,1735903.0
2017-04-19,77.87,29719.672,1668488.0
2017-04-20,78.32,29891.4179,2103281.0
2017-04-21,77.7,29654.7902,1509376.0
2017-04-24,79.79,30452.4545,2159359.0
2017-04-25,80.62,30769.2302,2446702.0
2017-04-26,83.55,31887.4868,3676577.0
2017-04-27,84.73,32337.8427,2940294.0
2017-04-28,83.9,32021.0669,2712928.0
2017-05-01,83.94,32036.3332,2225627.0
2017-05-02,83.35,31811.1553,2069337.0
2017-05-03,83.78,31975.268,1782290.0
2017-05-04,83.72,31498.4543,1927247.0
2017-05-05,83.6,31453.306,1256904.0
2017-05-08,83.39,31374.2965,1292370.0
2017-05-09,83.45,31396.8706,1378354.0
2017-05-10,83.56,31438.2566,788089.0
2017-05-11,82.83,31163.6045,1866453.0
2017-05-12,82.57,31065.7832,1555909.0
2017-05-15,82.79,31148.5551,1875461.0
2017-05-16,82.9,31189.941,1338786.0
2017-05-17,79.82,30031.135,2460966.0
2017-05-18,79.89,30057.4715,1586071.0
2017-05-19,80.81,30403.6084,2252326.0
2017-05-22,80.81,30403.6084,1515600.0
2017-05-23,81.51,30666.9734,1041753.0
2017-05-24,81.81,30779.8441,1653569.0
2017-05-25,82.14,30904.0019,1219921.0
2017-05-26,81.99,30847.5665,1268173.0
2017-05-30,81.68,30730.9334,1262987.0
2017-05-31,81.46,30648.1616,1815142.0
2017-06-01,82.82,31159.8421,1312864.0
2017-06-02,82.68,31107.1691,1254979.0
2017-06-05,83.07,31253.9011,2472760.0
2017-06-06,83.3,31340.4353,2168411.0
2017-06-07,84.39,31750.5322,2031515.0
2017-06-08,86.0,32356.2717,2173797.0
2017-06-09,87.35,32864.1899,1884543.0
2017-06-12,87.11,32773.8934,1595299.0
2017-06-13,88.59,33330.7222,3128373.0
2017-06-14,88.79,33405.9706,1703754.0
2017-06-15,88.8,33409.7329,1476984.0
2017-06-16,88.25,33202.8033,3223733.0
2017-06-19,89.52,33680.6226,1953358.0
2017-06-20,89.15,33541.4154,1025980.0
2017-06-21,89.38,33627.9496,1223282.0
2017-06-22,88.68,33364.5846,1195716.0
2017-06-23,87.24,32822.8052,3446950.0
2017-06-26,87.82,33041.0219,1527595.0
2017-06-27,87.9,33071.1208,1236498.0
2017-06-28,89.66,33733.2956,2293160.0
2017-06-29,89.64,33725.7709,1877896.0
2017-06-30,89.73,33759.6321,1540832.0
2017-07-03,91.08,34267.5504,684717.0
2017-07-05,91.53,34436.8565,1505875.0
2017-07-06,90.61,34090.7196,1361040.0
2017-07-07,90.87,34188.5409,1691044.0
2017-07-10,91.52,34433.0941,1968208.0
2017-07-11,90.2,33936.4629,1981230.0
2017-07-12,90.99,34233.6892,1970754.0
2017-07-13,91.79,34534.6777,1337881.0
2017-07-14,92.07,34640.0238,1566709.0
2017-07-17,92.56,34824.3793,1022176.0
2017-07-18,92.08,34643.7861,936378.0
2017-07-19,90.61,34090.7196,4370035.0
2017-07-20,90.87,34188.5409,2100660.0
2017-07-21,90.99,34233.6892,1324790.0
2017-07-24,91.53,34436.8565,1660787.0
2017-07-25,92.54,34816.8545,1892993.0
2017-07-26,94.28,35270.7739,2757517.0
2017-07-27,93.55,34997.6761,1867850.0
2017-07-28,93.17,34855.5156,1734988.0
2017-07-31,93.23,34877.962,2002709.0
2017-08-01,93.6,35016.3814,1782618.0
2017-08-02,94.22,35248.3275,1970009.0
2017-08-03,93.77,35079.9795,1375686.0
2017-08-04,95.1,35563.16,2329385.0
2017-08-07,94.45,35320.0889,1029483.0
2017-08-08,94.35,35282.6934,1178636.0
2017-08-09,94.28,35256.5165,2138439.0
2017-08-10,92.5,34590.8759,2297446.0
2017-08-11,92.08,34433.8146,2274002.0
2017-08-14,93.52,34972.3104,1451271.0
2017-08-15,93.82,35084.497,1219831.0
2017-08-16,93.04,34792.8118,1651231.0
2017-08-17,91.79,34325.3675,1877262.0
2017-08-18,92.42,34560.9595,1916334.0
2017-08-21,92.33,34527.3035,1349704.0
2017-08-22,93.64,35017.1851,1111934.0
2017-08-23,93.45,34946.1335,1291646.0
2017-08-24,93.78,35069.5388,1680675.0
2017-08-25,93.47,34953.6126,2205520.0
2017-08-28,92.9,34740.4581,1351448.0
2017-08-29,92.0,34403.8982,2191834.0
2017-08-30,92.4,34553.4803,1497324.0
2017-08-31,92.49,34587.1363,2088953.0
2017-09-01,93.18,34845.1656,1387102.0
2017-09-05,91.79,34325.3675,2844454.0
2017-09-06,91.63,34265.5347,2263610.0
2017-09-07,90.97,34018.7241,2244126.0
2017-09-08,92.5,34590.8759,2029840.0
2017-09-11,94.33,35275.2143,1711728.0
2017-09-12,94.96,35510.8062,1554544.0
2017-09-13,94.27,35252.777,1883312.0
2017-09-14,94.1,35189.2046,2482783.0
2017-09-15,94.04,35166.7672,5229299.0
2017-09-18,94.76,35436.0151,1202850.0
2017-09-19,95.68,35780.0541,1687415.0
2017-09-20,95.82,35832.4079,1396990.0
2017-09-21,95.95,35881.0221,1226822.0
2017-09-22,95.56,35735.1795,1599722.0
2017-09-25,94.46,35323.8285,1507499.0
2017-09-26,93.91,35118.153,1759092.0
2017-09-27,95.54,35727.7003,1561943.0
2017-09-28,95.81,35828.6683,942957.0
2017-09-29,95.54,35727.7003,1486526.0
2017-10-02,96.34,36026.8647,1189907.0
2017-10-03,96.99,36269.9357,1273416.0
2017-10-04,97.11,36314.8104,1242832.0
2017-10-05,98.95,37002.8883,1967868.0
2017-10-06,98.8,36946.795,1530515.0
2017-10-09,98.09,36681.2867,876030.0
2017-10-10,99.17,37085.1585,1541317.0
2017-10-11,99.29,37130.0332,1818600.0
2017-10-12,98.63,36883.2226,1691501.0
2017-10-13,99.26,37118.8145,1588868.0
2017-10-16,98.54,36849.5666,1452684.0
2017-10-17,97.15,36329.7686,1458088.0
2017-10-18,98.35,36778.5151,1395949.0
2017-10-19,97.48,36453.1739,2319371.0
2017-10-20,99.12,37066.4607,2308783.0
2017-10-23,96.17,35963.2923,2304770.0
2017-10-24,96.43,36060.5207,1775204.0
2017-10-25,94.05,35170.5068,3226569.0
2017-10-26,94.74,35428.536,2211462.0
2017-10-27,93.51,34968.5709,1778191.0
2017-10-30,93.29,34886.3007,1996125.0
2017-10-31,92.0,34403.8982,1623424.0
2017-11-01,92.25,34497.387,1642665.0
2017-11-02,92.51,34594.6154,1337679.0
2017-11-03,92.53,34313.518,1078880.0
2017-11-06,92.29,34224.5172,1162707.0
2017-11-07,90.28,33479.1355,1470592.0
2017-11-08,91.13,33794.3466,1892186.0
2017-11-09,90.77,33660.8454,1608372.0
2017-11-10,90.65,33616.345,948668.0
2017-11-13,90.79,33668.2622,1444856.0
2017-11-14,91.31,33861.0973,1991619.0
2017-11-15,91.86,34065.0574,2362256.0
2017-11-16,92.4,34265.3092,1980879.0
2017-11-17,92.31,34231.9339,1932184.0
2017-11-20,93.06,34510.0614,1196599.0
2017-11-21,93.06,34510.0614,1493971.0
2017-11-22,92.67,34365.4351,1086060.0
2017-11-24,92.46,34287.5594,534879.0
2017-11-27,91.36,33879.6391,2093383.0
2017-11-28,93.14,34539.7284,2926913.0
2017-11-29,94.68,35110.8169,2281142.0
2017-11-30,95.35,35359.2774,2592793.0
2017-12-01,95.48,35407.4862,1707688.0
2017-12-04,97.1,36008.2416,3257387.0
2017-12-05,96.83,35908.1157,2376756.0
2017-12-06,96.52,35793.1564,1385878.0
2017-12-07,96.92,35941.491,1534989.0
2017-12-08,97.67,36219.6185,1263217.0
2017-12-11,97.41,36123.201,1100960.0
2017-12-12,98.18,36408.7452,1248729.0
2017-12-13,99.18,36779.5819,2783614.0
2017-12-14,97.97,36330.8695,1918719.0
2017-12-15,98.53,36538.5381,2726095.0
2017-12-18,98.21,36419.8703,2045406.0
2017-12-19,97.87,36293.7859,1709639.0
2017-12-20,97.08,36000.8249,1517854.0
2017-12-21,98.31,36456.954,1219218.0
2017-12-22,97.93,36316.0361,1055605.0
2017-12-26,97.44,36134.3261,575967.0
2017-12-27,97.71,36234.452,719538.0
2017-12-28,98.23,36427.2871,617721.0
2017-12-29,97.61,36197.3683,930385.0
2018-01-02,96.72,35867.3237,1479101.0
2018-01-03,97.43,36130.6177,1492908.0
2018-01-04,98.48,36519.9962,1026440.0
2018-01-05,98.57,36553.3715,1134927.0
2018-01-08,99.65,36953.8752,1497696.0
2018-01-09,101.4,37602.8394,1627517.0
2018-01-10,104.25,38659.7239,1827408.0
2018-01-11,105.78,39227.104,1637024.0
2018-01-12,107.24,39768.5256,1475592.0
2018-01-16,105.97,39297.563,1887496.0
2018-01-17,106.4,39457.0228,1797401.0
2018-01-18,105.05,38956.3932,2504399.0
2018-01-19,107.61,39905.7351,1884760.0
2018-01-22,108.99,40417.4898,2068791.0
2018-01-23,112.18,41242.9611,3373112.0
2018-01-24,112.71,41437.8155,2224249.0
2018-01-25,110.33,40562.8088,1731030.0
2018-01-26,110.91,40776.0458,1695023.0
2018-01-29,111.69,41062.8126,1875300.0
2018-01-30,110.14,40492.9554,1567748.0
2018-01-31,110.17,40503.9849,2048420.0
2018-02-01,110.33,40562.8088,1465814.0
2018-02-02,107.47,39511.3302,2503658.0
2018-02-05,102.47,37673.0809,1958863.0
2018-02-06,104.5,38419.4102,2766280.0
2018-02-07,103.52,38059.1133,2110359.0
2018-02-08,98.54,36228.217,2277937.0
2018-02-09,100.01,36768.6623,1809727.0
2018-02-12,101.78,37419.4025,1404947.0
2018-02-13,101.27,37231.9011,987821.0
2018-02-14,103.94,38213.5262,1263225.0
2018-02-15,103.96,38220.8792,1344350.0
2018-02-16,104.55,38437.7927,1988686.0
2018-02-20,103.79,38158.3788,1189677.0
2018-02-21,103.96,38220.8792,1237554.0
2018-02-22,102.72,37764.9934,1504202.0
2018-02-23,104.5,38419.4102,910951.0
2018-02-26,106.82,39272.7147,1434953.0
2018-02-27,107.17,39401.3933,3284005.0
2018-02-28,106.15,39026.3871,3278156.0
2018-03-01,104.58,38449.1716,2694378.0
2018-03-02,104.28,38338.8756,2707349.0
2018-03-05,105.85,38916.0911,2290359.0
2018-03-06,105.46,38772.7064,2139298.0
2018-03-07,105.35,38732.2645,1489582.0
2018-03-08,106.18,39037.4167,2343882.0
2018-03-09,109.83,40379.3508,2597966.0
2018-03-12,108.83,40011.6976,1720681.0
2018-03-13,107.33,39460.2178,2181990.0
2018-03-14,105.78,38890.3554,1486245.0
2018-03-15,105.9,38934.4738,1629589.0
2018-03-16,106.87,39314.7938,2708167.0
2018-03-19,105.83,38932.2038,1232655.0
2018-03-20,106.15,39049.9238,1008156.0
2018-03-21,106.81,39292.7213,1966069.0
2018-03-22,101.5,37339.3054,2411243.0
2018-03-23,97.71,35945.0594,2842490.0
2018-03-26,101.45,37320.9116,1870338.0
2018-03-27,98.96,36404.9031,2083907.0
2018-03-28,98.28,36154.7481,1415448.0
2018-03-29,99.73,36688.1668,1564067.0
2018-04-02,97.22,35764.8007,1539857.0
2018-04-03,99.33,36541.0168,1413659.0
2018-04-04,99.94,36765.4205,1201642.0
2018-04-05,100.57,36997.1817,881531.0
2018-04-06,97.49,35864.1269,1565307.0
2018-04-09,98.3,36162.1056,1543526.0
2018-04-10,99.91,36754.3843,1552105.0
2018-04-11,98.63,36283.5043,1182790.0
2018-04-12,101.09,37188.4767,1559427.0
2018-04-13,99.8,36713.918,1202790.0
2018-04-16,100.6,37008.218,1258307.0
2018-04-17,100.94,37133.2954,1297171.0
2018-04-18,101.42,37309.8754,1453601.0
2018-04-19,104.18,38325.2102,2533432.0
2018-04-20,99.66,36416.4813,3952090.0
2018-04-23,102.3,37381.1563,3074784.0
2018-04-24,101.1,36942.6676,2495894.0
2018-04-25,100.89,36865.9321,1548729.0
2018-04-26,100.59,36756.3099,1230977.0
2018-04-27,100.26,36635.7256,1112216.0
2018-04-30,99.78,36460.3301,1768521.0
2018-05-01,98.4,35956.0682,1403551.0
2018-05-02,97.74,35714.8994,1517741.0
2018-05-03,96.4,35225.3366,1470703.0
2018-05-04,97.75,35718.6375,1121654.0
2018-05-07,98.5,35992.6935,1442873.0
2018-05-08,99.3,36285.02,1184416.0
2018-05-09,101.11,36946.4085,1184074.0
2018-05-10,101.78,37191.2319,1015089.0
2018-05-11,102.01,37275.2758,1298208.0
2018-05-14,102.31,37384.8982,908292.0
2018-05-15,101.21,36982.9493,1328833.0
2018-05-16,101.1,36942.7545,1052832.0
2018-05-17,101.24,36993.9116,1085265.0
2018-05-18,99.32,36292.3281,1708075.0
2018-05-21,99.99,36537.1515,1238201.0
2018-05-22,100.33,36661.3903,1419307.0
2018-05-23,100.42,36694.277,1499941.0
2018-05-24,100.71,36800.2453,1814953.0
2018-05-25,100.47,36712.5474,1027605.0
2018-05-29,95.08,34742.998,2550983.0
2018-05-30,97.42,35598.0528,1869831.0
2018-05-31,96.11,35119.3683,1491574.0
2018-06-01,98.45,35974.4231,1474323.0
2018-06-04,98.41,35959.8068,939169.0
2018-06-05,97.81,35740.562,1410678.0
2018-06-06,99.49,36354.4475,1961113.0
2018-06-07,100.85,36851.4024,1317277.0
2018-06-08,100.46,36708.8933,1964373.0
2018-06-11,100.24,36628.5035,1303480.0
2018-06-12,99.42,36328.8689,1405530.0
2018-06-13,98.36,35941.5364,1291887.0
2018-06-14,98.26,35904.9956,1758127.0
2018-06-15,98.34,35934.2282,2185172.0
2018-06-18,98.66,36051.1588,1523640.0
2018-06-19,97.74,35714.9834,1361876.0
2018-06-20,97.73,35711.3293,1187707.0
2018-06-21,98.19,35879.417,1564673.0
2018-06-22,98.14,35861.1466,3008395.0
2018-06-25,95.92,35049.9407,2324702.0
2018-06-26,95.6,34933.0102,1890719.0
2018-06-27,93.99,34344.7032,2550113.0
2018-06-28,94.26,34443.3634,1666114.0
2018-06-29,93.09,34015.8359,2287054.0
2018-07-02,94.02,34355.6654,2317120.0
2018-07-03,92.92,33953.7166,665040.0
2018-07-05,92.43,33774.6666,1328331.0
2018-07-06,92.75,33891.5972,1522925.0
2018-07-09,94.47,34520.0991,1680696.0
2018-07-10,93.77,34264.3134,1198479.0
2018-07-11,92.7,33873.3268,2504008.0
2018-07-12,92.86,33931.7921,1407613.0
2018-07-13,92.44,33778.3207,1813793.0
2018-07-16,93.2,34056.0308,1718130.0
2018-07-17,93.45,34147.3828,2906996.0
2018-07-18,95.33,34834.35,1925476.0
2018-07-19,92.74,33887.9431,2608717.0
2018-07-20,85.87,31377.5898,10826263.0
2018-07-23,87.02,31797.809,5577098.0
2018-07-24,87.75,32064.5569,4075124.0
2018-07-25,87.21,31903.8253,2739152.0
2018-07-26,86.93,31831.2584,1988501.0
2018-07-27,87.0,33009.142,7068979.0
2018-07-30,87.22,33092.6134,4029224.0
2018-07-31,88.31,33506.1762,3870624.0
2018-08-01,87.27,33111.5841,5193854.0
2018-08-02,86.83,32944.6414,3198624.0
2018-08-03,86.88,32963.6121,2463715.0
2018-08-06,86.94,32986.377,1944698.0
2018-08-07,87.06,33031.9069,1976118.0
2018-08-08,86.73,32906.6998,1865871.0
2018-08-09,85.8,32553.8435,2076665.0
2018-08-10,83.99,31867.1015,2504218.0
2018-08-13,82.85,31434.568,2354278.0
2018-08-14,83.88,31825.3658,2990603.0
2018-08-15,82.92,31461.127,2598830.0
2018-08-16,84.21,31950.5729,2104643.0
2018-08-17,84.96,32235.1345,2174792.0
2018-08-20,85.37,32390.6948,1830717.0
2018-08-21,86.18,32698.0213,2639642.0
2018-08-22,85.93,32603.1675,1515410.0
2018-08-23,85.36,32386.9007,1790971.0
2018-08-24,86.12,32675.2564,1378848.0
2018-08-27,87.06,33031.9069,1864709.0
2018-08-28,87.99,33384.7632,3646724.0
2018-08-29,87.84,33327.8509,2133764.0
2018-08-30,86.72,32902.9057,2285202.0
2018-08-31,86.91,32974.9946,1507222.0
2018-09-04,87.6,33236.7912,2982114.0
2018-09-05,87.26,33107.79,2233366.0
2018-09-06,86.41,32785.2869,1845766.0
2018-09-07,86.38,32773.9044,1387119.0
2018-09-10,87.1,33047.0835,1691391.0
2018-09-11,86.86,32956.0238,1801866.0
2018-09-12,86.55,32838.405,2158734.0
2018-09-13,86.4,32781.4927,3194238.0
2018-09-14,87.29,33119.1724,2313105.0
2018-09-17,85.88,32584.1967,1942894.0
2018-09-18,85.62,32485.5487,2308361.0
2018-09-19,87.92,33358.2042,2864782.0
2018-09-20,89.57,33984.2396,2822449.0
2018-09-21,88.77,33680.7073,6206313.0
2018-09-24,87.05,33028.1127,1909155.0
2018-09-25,86.85,32952.2297,2468027.0
2018-09-26,86.21,32709.4038,2750841.0
2018-09-27,85.69,32512.1078,1746437.0
2018-09-28,83.78,31787.4243,2962041.0
2018-10-01,85.51,32443.813,2773716.0
2018-10-02,85.45,32421.0481,2116654.0
2018-10-03,86.09,32663.8739,2478958.0
2018-10-04,86.91,32974.9946,3278405.0
2018-10-05,86.37,32770.1103,2260020.0
2018-10-08,87.14,33062.2601,2061122.0
2018-10-09,86.36,32766.3161,2949740.0
2018-10-10,82.87,31442.1563,3502433.0
2018-10-11,81.73,31009.6227,4643132.0
2018-10-12,81.46,30907.1805,3084614.0
2018-10-15,81.2,30808.5325,1428216.0
2018-10-16,82.27,31214.507,1866351.0
2018-10-17,82.15,31168.9772,2318739.0
2018-10-18,79.7,30239.4094,2905337.0
2018-10-19,72.9,27659.3845,11313908.0
