,VRTX US Equity,VRTX US Equity,VRTX US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2019-02-13,185.25,47360.4387,1244460.0
2019-02-14,185.72,47480.5974,917789.0
2019-02-15,188.07,48081.3911,1408240.0
2019-02-19,186.86,47772.0463,1823670.0
2019-02-20,187.84,48022.59,1066275.0
2019-02-21,183.06,46800.5501,1086953.0
2019-02-22,185.76,47490.8237,1027434.0
2019-02-25,186.33,47636.5481,1268772.0
2019-02-26,188.92,48298.6995,1477952.0
2019-02-27,189.81,48526.2341,633241.0
2019-02-28,188.75,48255.2378,1194699.0
2019-03-01,192.16,49127.0278,887724.0
2019-03-04,190.04,48585.0352,1208568.0
2019-03-05,187.8,48012.3638,1409099.0
2019-03-06,181.11,46302.0192,1381035.0
2019-03-07,178.61,45662.8769,1432915.0
2019-03-08,177.26,45317.7401,1451476.0
2019-03-11,180.52,46151.1816,1350697.0
2019-03-12,182.57,46675.2782,1545300.0
2019-03-13,185.66,47465.258,1202373.0
2019-03-14,186.11,47580.3036,785740.0
2019-03-15,188.09,48086.5043,2768606.0
2019-03-18,187.48,47930.5535,1554078.0
2019-03-19,181.76,46468.1961,1556196.0
2019-03-20,179.98,46013.1269,1213668.0
2019-03-21,182.56,46672.7217,1156531.0
2019-03-22,181.53,46409.3951,1612327.0
2019-03-25,183.85,47002.519,1754503.0
2019-03-26,189.91,48551.7998,1374128.0
2019-03-27,185.82,47506.1631,1181198.0
2019-03-28,182.42,46636.9297,1615217.0
2019-03-29,183.95,47028.0847,1274722.0
2019-04-01,186.05,47564.9642,1029960.0
2019-04-02,187.11,47835.9605,814385.0
2019-04-03,187.89,48035.3729,829756.0
2019-04-04,184.15,47079.2161,1193408.0
2019-04-05,188.89,48291.0298,2289193.0
2019-04-08,188.93,48301.256,910148.0
2019-04-09,188.31,48142.7488,976044.0
2019-04-10,190.37,48669.402,1155872.0
2019-04-11,185.12,47327.2033,1971928.0
2019-04-12,182.78,46728.9662,1077440.0
2019-04-15,182.49,46654.8257,826703.0
2019-04-16,179.74,45951.7692,900446.0
2019-04-17,166.97,42687.0308,2851420.0
2019-04-18,168.16,42991.2625,3195691.0
2019-04-22,168.52,43083.2989,1213527.0
2019-04-23,175.37,44834.5486,1514591.0
2019-04-24,172.58,44121.2659,1164516.0
2019-04-25,174.61,44640.2494,806666.0
2019-04-26,172.85,44190.2933,1117744.0
2019-04-29,172.52,44222.6182,750347.0
2019-04-30,168.98,43315.1983,1619777.0
2019-05-01,172.6,44243.1248,1824775.0
2019-05-02,169.54,43422.8154,1209837.0
2019-05-03,173.87,44531.8209,971769.0
2019-05-06,174.76,44759.7689,888288.0
2019-05-07,170.28,43612.3452,1345920.0
2019-05-08,169.01,43287.0711,1121620.0
2019-05-09,169.91,43517.5803,820212.0
2019-05-10,168.85,43246.0916,805666.0
2019-05-13,164.61,42160.1371,1118452.0
2019-05-14,166.72,42700.5531,938244.0
2019-05-15,166.88,42741.5326,663662.0
2019-05-16,170.23,43599.5391,1689001.0
2019-05-17,168.73,43215.3571,898185.0
2019-05-20,165.73,42446.993,644265.0
2019-05-21,169.12,43315.2444,703346.0
2019-05-22,172.37,44147.6388,1230425.0
2019-05-23,173.01,44311.5565,1272756.0
2019-05-24,171.77,43993.966,1115656.0
2019-05-28,172.76,44247.5262,1542109.0
2019-05-29,166.55,42657.0125,1788394.0
2019-05-30,170.26,43607.2228,902947.0
2019-05-31,166.18,42562.2476,982523.0
2019-06-03,166.64,42680.0634,1080560.0
2019-06-04,171.27,43865.9053,1456839.0
2019-06-05,173.27,44378.148,1254518.0
2019-06-06,167.75,42964.3581,1261065.0
2019-06-07,173.51,44439.6172,1109578.0
2019-06-10,172.84,44268.0159,1025053.0
2019-06-11,172.0,44052.8739,1442252.0
2019-06-12,170.63,43701.9877,1444580.0
2019-06-13,168.89,43256.3365,951626.0
2019-06-14,170.22,43596.9779,806077.0
2019-06-17,173.78,44508.7699,955604.0
2019-06-18,177.94,45574.2348,1521367.0
2019-06-19,181.75,46550.0572,1535436.0
2019-06-20,182.17,46657.6282,1217655.0
2019-06-21,183.97,47118.6466,1844607.0
2019-06-24,181.02,46363.0886,764040.0
2019-06-25,180.15,46140.263,960080.0
2019-06-26,177.66,45502.5208,768712.0
2019-06-27,178.58,45738.1525,731475.0
2019-06-28,183.38,46967.535,1604907.0
2019-07-01,181.84,46573.1081,1112937.0
2019-07-02,179.53,45981.4678,819621.0
2019-07-03,183.26,46936.8004,571593.0
2019-07-05,178.34,45676.6833,878875.0
2019-07-08,176.75,45269.4504,818899.0
2019-07-09,178.46,45707.4179,714725.0
2019-07-10,178.76,45784.2543,766560.0
2019-07-11,176.01,45079.9206,1258069.0
2019-07-12,175.79,45023.5739,1004048.0
2019-07-15,176.37,45172.1243,1055341.0
2019-07-16,176.16,45118.3388,619960.0
2019-07-17,177.14,45369.3377,773112.0
2019-07-18,178.09,45612.653,853492.0
2019-07-19,174.13,44598.4124,1121646.0
2019-07-22,174.08,44585.6063,1120958.0
2019-07-23,175.24,44882.7071,828427.0
2019-07-24,173.34,44396.0765,1135658.0
2019-07-25,169.56,43427.9378,1784010.0
2019-07-26,166.83,42728.7265,1640861.0
2019-07-29,166.23,42575.0537,1366589.0
2019-07-30,169.54,43422.8154,2339004.0
2019-07-31,166.62,42674.941,1460350.0
2019-08-01,179.29,45919.9986,3130255.0
2019-08-02,178.39,45852.5527,1814936.0
2019-08-05,175.56,45125.1424,1709396.0
2019-08-06,176.94,45479.8513,1287618.0
2019-08-07,175.65,45148.2756,940964.0
2019-08-08,182.94,47022.0639,1641733.0
2019-08-09,182.98,47032.3454,1275807.0
2019-08-12,179.84,46225.2541,1160938.0
2019-08-13,183.91,47271.3883,1263661.0
2019-08-14,179.53,46145.5731,1405777.0
2019-08-15,181.12,46554.2594,829130.0
2019-08-16,184.94,47536.1348,1331099.0
2019-08-19,187.09,48088.761,963229.0
2019-08-20,183.72,47222.5516,1001309.0
2019-08-21,186.4,47911.4066,575530.0
2019-08-22,184.24,47356.21,1026856.0
2019-08-23,180.18,46312.6461,1198694.0
2019-08-26,180.64,46430.8824,829517.0
2019-08-27,178.25,45816.5677,940100.0
2019-08-28,178.34,45839.7009,1680241.0
2019-08-29,178.98,46004.2036,680331.0
2019-08-30,180.02,46271.5204,892907.0
2019-09-03,178.7,45932.2337,1030148.0
2019-09-04,176.83,45451.5774,1003373.0
2019-09-05,179.86,46230.3948,868710.0
2019-09-06,181.33,46608.2369,979384.0
2019-09-09,174.81,44932.3658,1176986.0
2019-09-10,171.01,43955.6311,1849418.0
2019-09-11,173.11,44495.4055,1190846.0
2019-09-12,172.45,44325.7621,874480.0
2019-09-13,174.94,44965.7804,1216300.0
2019-09-16,177.55,45636.6429,959003.0
2019-09-17,176.0,45238.238,1165874.0
2019-09-18,174.52,44857.8255,1186280.0
2019-09-19,176.14,45274.2229,784800.0
2019-09-20,178.12,45783.1531,1773984.0
2019-09-23,175.88,45207.3937,825027.0
2019-09-24,172.52,44343.7546,778452.0
2019-09-25,171.5,44081.5785,956069.0
2019-09-26,169.55,43580.3594,1602849.0
2019-09-27,166.74,42858.0898,1206331.0
2019-09-30,169.42,43546.9448,1470435.0
2019-10-01,167.58,43073.9995,954636.0
2019-10-02,166.71,42850.3787,1499329.0
2019-10-03,170.5,43824.543,1143281.0
2019-10-04,172.42,44318.0511,879764.0
2019-10-07,172.05,44222.948,934991.0
2019-10-08,169.55,43580.3594,1016379.0
2019-10-09,168.73,43369.5903,797283.0
2019-10-10,170.22,43752.5731,800403.0
2019-10-11,172.41,44315.4807,869933.0
2019-10-14,173.59,44618.7826,579631.0
2019-10-15,176.14,45274.2229,762591.0
2019-10-16,176.09,45261.3712,814891.0
2019-10-17,177.72,45680.3389,1172127.0
2019-10-18,176.23,45297.3561,1122557.0
2019-10-21,183.53,47173.7149,1285163.0
2019-10-22,191.06,49109.1917,4442480.0
2019-10-23,190.51,48967.8222,1555191.0
2019-10-24,194.47,49985.6826,1893295.0
2019-10-25,194.49,49990.8233,1199278.0
2019-10-28,194.02,49870.0167,1337394.0
2019-10-29,197.89,50864.7438,1695040.0
2019-10-30,199.28,51222.0231,1195679.0
2019-10-31,195.48,50267.6015,2273379.0
2019-11-01,200.94,51671.6382,3010626.0
2019-11-04,199.42,51280.7708,1293317.0
2019-11-05,197.14,50694.4698,1324232.0
2019-11-06,195.97,50393.6048,1123979.0
2019-11-07,195.83,50357.6038,1018631.0
2019-11-08,201.31,51766.7836,1220080.0
2019-11-11,201.9,51918.5018,825165.0
2019-11-12,203.86,52422.515,939805.0
2019-11-13,207.1,53255.6797,1101055.0
2019-11-14,205.0,52715.6655,995539.0
2019-11-15,209.8,53949.9836,1581467.0
2019-11-18,210.0,54001.4135,1533611.0
2019-11-19,215.0,55287.1614,1706178.0
2019-11-20,215.07,55305.1619,2487280.0
2019-11-21,215.5,55415.7362,1241326.0
2019-11-22,218.0,56058.6102,1318934.0
2019-11-25,223.27,57413.7885,1491538.0
2019-11-26,219.05,56328.6173,1875480.0
2019-11-27,220.06,56588.3383,833110.0
2019-11-29,221.75,57022.9211,537133.0
2019-12-02,220.79,56776.0575,1093457.0
2019-12-03,221.13,56863.4884,957058.0
2019-12-04,223.91,57578.3642,937011.0
2019-12-05,223.07,57362.3586,767150.0
2019-12-06,223.25,57408.6455,1021307.0
2019-12-09,219.37,56410.9051,1803503.0
2019-12-10,220.27,56642.3397,1256553.0
2019-12-11,220.0,56572.9094,958908.0
2019-12-12,220.55,56714.3416,1094791.0
2019-12-13,218.98,56310.6168,1484056.0
2019-12-16,219.5,56444.3346,1919376.0
2019-12-17,217.62,55960.8933,1452464.0
2019-12-18,219.35,56405.7621,1759361.0
2019-12-19,217.78,56002.0373,1910172.0
2019-12-20,220.69,56750.3426,2824107.0
2019-12-23,219.98,56567.7664,1132805.0
2019-12-24,220.56,56716.9131,300516.0
2019-12-26,220.25,56637.1968,697040.0
2019-12-27,220.97,56822.3445,904599.0
2019-12-30,218.97,56308.0453,774326.0
2019-12-31,218.95,56302.9023,1036437.0
2020-01-02,219.45,56431.4771,1303850.0
2020-01-03,217.98,56053.4672,943577.0
2020-01-06,224.03,57609.2222,1436623.0
2020-01-07,223.79,57547.5063,1028630.0
2020-01-08,231.09,59424.6983,1802743.0
2020-01-09,230.26,59211.2641,1435381.0
2020-01-10,228.95,58874.3982,1017426.0
2020-01-13,226.49,58241.8102,1031533.0
2020-01-14,229.75,59080.1178,1042036.0
2020-01-15,234.15,60211.576,1741525.0
2020-01-16,235.5,60558.728,2124025.0
2020-01-17,235.83,60643.5873,1599342.0
2020-01-21,233.99,60170.4321,1399779.0
2020-01-22,234.61,60329.8648,1133969.0
2020-01-23,233.91,60149.8601,977959.0
2020-01-24,229.06,58902.6846,904271.0
2020-01-27,227.37,58468.1018,802283.0
2020-01-28,231.97,59650.9899,861813.0
2020-01-29,232.41,59764.1357,893569.0
2020-01-30,230.31,59224.1216,1169453.0
2020-01-31,227.05,58804.3607,3373655.0
2020-02-03,230.51,59700.4764,1988059.0
2020-02-04,239.66,62070.2624,1485889.0
2020-02-05,240.76,62355.1547,1951742.0
2020-02-06,239.12,61930.4062,1320423.0
2020-02-07,240.06,62173.8596,1443319.0
2020-02-10,244.75,63388.5368,1273055.0
2020-02-11,247.81,64181.0553,2280049.0
2020-02-12,242.21,62730.6945,1805742.0
2020-02-13,240.09,62181.6294,1329205.0
2020-02-14,243.82,63214.8683,1354016.0
2020-02-18,245.93,63761.9251,1305401.0
2020-02-19,247.78,64241.572,947716.0
2020-02-20,245.1,63546.7321,1524832.0
2020-02-21,246.29,63855.2618,1365436.0
2020-02-24,237.01,61449.2492,1659510.0
2020-02-25,230.0,59631.7764,1581236.0
2020-02-26,232.04,60160.6843,1578570.0
2020-02-27,223.3,57894.6768,1972989.0
2020-02-28,224.03,58083.9429,2491476.0
2020-03-02,232.29,60225.5015,2406547.0
2020-03-03,228.26,59180.649,2093182.0
2020-03-04,245.32,63603.7712,1971889.0
2020-03-05,237.31,61527.0298,1518316.0
2020-03-06,233.5,60539.2165,1872612.0
2020-03-09,219.65,56948.3465,2034532.0
2020-03-10,230.51,59764.0034,2024555.0
2020-03-11,220.34,57127.2418,1733873.0
2020-03-12,204.06,52906.3491,3758168.0
2020-03-13,220.86,57262.0614,3813367.0
2020-03-16,199.77,51794.0868,2521430.0
2020-03-17,210.44,54560.4827,4447501.0
2020-03-18,212.98,55219.0249,3406379.0
2020-03-19,215.69,55921.6428,3118569.0
2020-03-20,206.0,53409.3302,2764731.0
2020-03-23,202.21,52426.7022,2801959.0
2020-03-24,223.13,57850.6012,2830846.0
2020-03-25,210.09,54469.7387,2066918.0
2020-03-26,224.49,58203.2064,1752736.0
2020-03-27,217.24,56323.5091,1712723.0
2020-03-30,231.92,60129.5721,2138951.0
2020-03-31,237.95,61692.9617,3300687.0
2020-04-01,225.48,58459.8823,1482254.0
2020-04-02,242.16,62784.4825,2503957.0
2020-04-03,238.31,61786.2984,1989809.0
2020-04-06,255.3,66191.2718,3046253.0
2020-04-07,247.67,64213.0524,3551363.0
2020-04-08,249.66,64728.9969,2737502.0
2020-04-09,246.61,63938.2277,2491827.0
2020-04-13,252.28,65408.2806,1831345.0
2020-04-14,262.41,68034.6715,2180477.0
2020-04-15,255.23,66173.123,2686489.0
2020-04-16,264.76,68643.9527,2172764.0
2020-04-17,270.46,70121.7837,2166774.0
2020-04-20,273.26,70847.7357,1967867.0
2020-04-21,262.8,68135.7862,1602834.0
2020-04-22,269.37,69839.1809,1546047.0
2020-04-23,267.91,69460.6488,2770594.0
2020-04-24,269.86,69966.2225,1805896.0
2020-04-27,268.51,69616.2099,2181623.0
2020-04-28,256.96,66621.6577,2338277.0
2020-04-29,251.05,65065.168,2401696.0
2020-04-30,251.2,65104.0438,2825201.0
2020-05-01,254.9,66089.6331,1940527.0
2020-05-04,264.69,68627.9521,2650479.0
2020-05-05,272.33,70608.8262,1934615.0
2020-05-06,270.06,70020.268,1290338.0
2020-05-07,270.01,70007.3042,1622385.0
2020-05-08,271.63,70427.3325,1084271.0
2020-05-11,285.28,73966.4595,2068457.0
2020-05-12,276.47,71682.2317,1727937.0
2020-05-13,277.03,71827.4267,1645070.0
2020-05-14,277.0,71819.6484,3076324.0
2020-05-15,288.69,74850.5931,1740143.0
2020-05-18,284.13,73668.2913,1727055.0
2020-05-19,282.28,73188.6294,1267158.0
2020-05-20,284.62,73795.3369,1436482.0
2020-05-21,284.63,73797.9297,1315089.0
2020-05-22,284.96,73883.491,1066589.0
2020-05-26,266.5,69097.2429,3486950.0
2020-05-27,278.51,72211.1562,3189591.0
2020-05-28,277.38,71918.1735,1922230.0
2020-05-29,287.96,74661.3211,5408867.0
2020-06-01,286.64,74319.0759,1819617.0
2020-06-02,284.27,73704.5901,1600761.0
2020-06-03,277.01,71822.2412,1783009.0
2020-06-04,272.82,70735.8717,1603933.0
2020-06-05,265.69,68887.2288,2753400.0
2020-06-08,265.01,68710.9207,2088686.0
2020-06-09,270.85,70225.0966,2687854.0
2020-06-10,274.34,71129.9723,1600242.0
2020-06-11,263.89,68420.5307,1831276.0
2020-06-12,268.56,69631.353,1530170.0
2020-06-15,267.77,69426.5244,1385514.0
2020-06-16,273.77,70982.1846,1557610.0
2020-06-17,280.09,72620.8134,1645370.0
2020-06-18,279.19,72387.4644,1371969.0
2020-06-19,293.27,76038.0804,4085277.0
2020-06-22,293.2,76019.9311,1592292.0
2020-06-23,295.8,76694.0505,1571831.0
2020-06-24,291.18,75496.1921,1622162.0
2020-06-25,295.15,76525.5207,1188827.0
2020-06-26,286.14,74189.4375,1895477.0
2020-06-29,285.18,73940.5319,1452670.0
2020-06-30,290.31,75270.6214,2171974.0
2020-07-01,286.28,74225.7363,1752378.0
2020-07-02,291.1,75475.45,1101751.0
2020-07-06,291.31,75529.8981,1342103.0
2020-07-07,299.06,77539.2926,1624913.0
2020-07-08,295.92,76725.1637,1500327.0
2020-07-09,295.4,76590.3398,1107003.0
2020-07-10,294.45,76344.027,911425.0
2020-07-13,284.82,73847.1923,1667442.0
2020-07-14,293.83,76183.2754,1738338.0
2020-07-15,295.11,76515.1496,1127012.0
2020-07-16,290.56,75335.4406,903486.0
2020-07-17,294.53,76364.7691,1072168.0
2020-07-20,303.1,78586.7705,1256143.0
2020-07-21,291.4,75553.233,1515381.0
2020-07-22,291.23,75509.156,846262.0
2020-07-23,284.46,73753.8526,1310213.0
2020-07-24,278.49,72205.9707,1837754.0
2020-07-27,284.21,73689.0335,1485115.0
2020-07-28,278.52,72213.749,1098626.0
2020-07-29,278.72,72265.6043,1091182.0
2020-07-30,279.4,72678.6456,1538387.0
2020-07-31,272.0,70847.1148,2983981.0
2020-08-03,279.52,72805.8292,1716272.0
2020-08-04,275.71,71813.4487,1286550.0
2020-08-05,273.23,71167.4897,1329929.0
2020-08-06,273.34,71196.1411,1142341.0
2020-08-07,272.99,71104.9775,1005983.0
2020-08-10,268.73,69995.3867,1186829.0
2020-08-11,261.86,68205.9761,1370330.0
2020-08-12,270.85,70547.5774,1262792.0
2020-08-13,267.15,69583.8483,979231.0
2020-08-14,267.29,69620.3137,1008402.0
2020-08-17,273.84,71326.3747,985031.0
2020-08-18,271.31,70667.3924,887147.0
2020-08-19,270.07,70344.4129,996791.0
2020-08-20,271.43,70698.6485,1117743.0
2020-08-21,271.28,70659.5784,1064119.0
2020-08-24,267.43,69656.7791,1037528.0
2020-08-25,272.35,70938.2784,1316199.0
2020-08-26,271.29,70662.183,857565.0
2020-08-27,274.34,71456.6084,961049.0
2020-08-28,269.96,70315.7615,813757.0
2020-08-31,279.12,72701.6423,1311319.0
2020-09-01,275.49,71756.1458,1252788.0
2020-09-02,281.89,73423.1368,1352375.0
2020-09-03,267.42,69654.1745,1619607.0
2020-09-04,266.5,69414.5445,1514846.0
2020-09-08,258.61,67359.4572,1264731.0
2020-09-09,263.04,68513.3275,1829238.0
2020-09-10,255.65,66588.4739,1231917.0
2020-09-11,257.96,67190.1535,1169728.0
2020-09-14,264.8,68971.75,1200487.0
2020-09-15,266.85,69505.7081,1217533.0
2020-09-16,267.55,69688.0352,1387524.0
2020-09-17,271.46,70706.4625,1763634.0
2020-09-18,265.39,69125.4258,2179548.0
2020-09-21,264.0,68763.3762,1150781.0
2020-09-22,267.58,69695.8492,817683.0
2020-09-23,263.82,68716.4921,864429.0
2020-09-24,263.13,68536.7696,1422617.0
2020-09-25,268.18,69852.1296,1345847.0
2020-09-28,267.73,69734.9193,1103301.0
2020-09-29,270.31,70406.9251,891669.0
2020-09-30,272.12,70878.3709,1382840.0
2020-10-01,273.51,71240.4205,932574.0
2020-10-02,260.8,67929.8807,1339385.0
2020-10-05,268.98,70060.5035,1303341.0
2020-10-06,260.98,67976.7648,1023100.0
2020-10-07,265.82,69237.4267,764284.0
2020-10-08,268.53,69943.2932,777761.0
2020-10-09,269.95,70313.1568,877773.0
2020-10-12,274.6,71524.3299,1331313.0
2020-10-13,276.09,71912.4262,1087986.0
2020-10-14,271.46,70706.4625,1046518.0
2020-10-15,215.28,56073.4077,17492971.0
2020-10-16,218.08,56802.7162,5957623.0
2020-10-19,220.51,57435.6518,3789629.0
2020-10-20,214.54,55880.6618,2924795.0
2020-10-21,211.38,55057.5851,2775667.0
2020-10-22,210.08,54718.9775,2380567.0
2020-10-23,211.58,55109.6785,1715758.0
2020-10-26,207.15,53955.8082,2087483.0
2020-10-27,212.19,55268.5636,2756330.0
2020-10-28,208.34,54265.7644,2221370.0
2020-10-29,207.01,53919.3428,1931045.0
2020-10-30,208.36,54181.4956,2829604.0
2020-11-02,207.42,53937.06,1877706.0
2020-11-03,211.14,54904.4009,1892048.0
2020-11-04,215.09,55931.5506,3778577.0
2020-11-05,219.48,57073.117,2347518.0
2020-11-06,220.28,57281.1473,1707943.0
2020-11-09,222.85,57949.4447,2478342.0
2020-11-10,215.35,55999.1605,1917814.0
2020-11-11,216.72,56355.4124,1647432.0
2020-11-12,218.31,56768.8726,2144061.0
2020-11-13,225.52,58643.7459,1695453.0
2020-11-16,224.27,58318.6985,1706781.0
2020-11-17,222.96,57978.0488,1750676.0
2020-11-18,216.35,56259.1984,2500645.0
2020-11-19,211.97,55120.2324,2604055.0
2020-11-20,215.21,55962.7552,2239270.0
2020-11-23,217.87,56654.456,1852049.0
2020-11-24,216.5,56298.2041,2179767.0
2020-11-25,218.1,56714.2647,2033279.0
2020-11-27,226.71,58953.1909,1052834.0
2020-11-30,227.75,59223.6304,4585577.0
2020-12-01,230.3,59886.727,1762018.0
2020-12-02,226.7,58950.5906,1864363.0
2020-12-03,226.87,58994.797,1291766.0
2020-12-04,228.32,59371.852,948938.0
2020-12-07,227.06,59044.2042,1219745.0
2020-12-08,229.83,59764.5092,1329922.0
2020-12-09,224.38,58347.3027,1992308.0
2020-12-10,224.04,58258.8898,1462606.0
2020-12-11,224.17,58292.6947,1476048.0
2020-12-14,228.13,59322.4448,2220204.0
2020-12-15,228.81,59499.2705,1189846.0
2020-12-16,232.11,60357.3956,1708917.0
2020-12-17,236.92,61608.1778,1992842.0
2020-12-18,236.72,61556.1703,2929448.0
2020-12-21,234.55,60991.888,1567185.0
2020-12-22,234.9,61082.9013,1128635.0
2020-12-23,235.84,61327.3369,1013122.0
2020-12-24,234.46,60968.4846,451669.0
2020-12-28,232.47,60451.0092,903252.0
2020-12-29,233.49,60716.2479,656798.0
2020-12-30,232.68,60505.6172,819113.0
2020-12-31,236.34,61457.3559,1161200.0
2021-01-04,229.43,59660.494,2117690.0
2021-01-05,228.58,59439.4618,1730541.0
2021-01-06,226.65,58937.5887,2306943.0
2021-01-07,232.9,60562.8255,1503978.0
2021-01-08,237.0,61628.9809,1231193.0
2021-01-11,234.64,61015.2914,2263226.0
2021-01-12,229.38,59647.4921,1816945.0
2021-01-13,227.1,59054.6057,1809591.0
2021-01-14,226.12,58799.7686,1728068.0
2021-01-15,225.55,58651.547,2242187.0
2021-01-19,231.91,60305.388,2044843.0
2021-01-20,236.7,61550.9695,1608815.0
2021-01-21,238.64,62055.443,1624536.0
2021-01-22,237.59,61782.4032,1258224.0
2021-01-25,241.31,62749.7442,1828574.0
2021-01-26,237.64,61795.4051,1629293.0
2021-01-27,225.25,58573.5356,2546174.0
2021-01-28,230.04,59819.1171,1593618.0
2021-01-29,229.08,59569.4808,2029485.0
2021-02-01,231.77,60268.9827,1927931.0
2021-02-02,217.33,56481.8937,6292896.0
2021-02-03,211.0,54836.79,3830177.0
2021-02-04,213.71,55541.0919,2908053.0
2021-02-05,215.26,55943.9214,2740472.0
2021-02-08,214.37,55712.6193,2141468.0
2021-02-09,213.82,55569.6798,1624895.0
2021-02-10,212.53,55234.4217,1862967.0
2021-02-11,210.495,54705.5456,1893699.0
2021-02-12,213.98,55626.2541,1798495.0
2021-02-16,210.27,54661.8022,2509723.0
2021-02-17,214.85,55852.4193,2087066.0
2021-02-18,209.83,54547.4198,2127296.0
2021-02-19,207.02,53816.932,2231212.0
2021-02-22,214.96,55881.0149,3671871.0
2021-02-23,216.44,56265.7558,2600916.0
2021-02-24,217.04,56421.7319,1775785.0
2021-02-25,212.98,55366.294,1830557.0
2021-02-26,212.55,55254.5112,3083421.0
2021-03-01,210.38,54690.3978,1845531.0
2021-03-02,212.06,55127.1307,2491514.0
2021-03-03,208.44,54186.0753,2478417.0
2021-03-04,207.79,54017.1013,2273296.0
2021-03-05,211.98,55106.3339,1704848.0
2021-03-08,213.58,55522.27,3426563.0
2021-03-09,214.04,55641.8517,2276742.0
2021-03-10,214.29,55706.8417,1938935.0
2021-03-11,215.15,55930.4073,1625655.0
2021-03-12,214.33,55717.2401,1162690.0
2021-03-15,219.65,57100.2276,1577824.0
2021-03-16,218.99,56928.654,1367475.0
2021-03-17,217.08,56432.1303,1195494.0
2021-03-18,213.36,55465.0788,1620825.0
2021-03-19,216.11,56179.969,2098616.0
2021-03-22,218.82,56884.4608,1934448.0
2021-03-23,213.59,55524.8696,1620721.0
2021-03-24,211.54,54991.9515,1522197.0
2021-03-25,212.36,55205.1188,2292300.0
2021-03-26,214.64,55797.8277,2848429.0
2021-03-29,216.71,56335.945,1531539.0
2021-03-30,212.99,55368.8936,1272545.0
2021-03-31,214.89,55862.8177,1523314.0
2021-04-01,213.04,55381.8916,2071471.0
2021-04-05,215.32,55974.6005,2050057.0
2021-04-06,215.3,55969.4013,1925989.0
2021-04-07,212.72,55298.7044,1515559.0
2021-04-08,210.28,54424.9333,2259364.0
2021-04-09,213.35,55219.5145,1533672.0
2021-04-12,213.6,55284.2199,1467994.0
2021-04-13,215.94,55889.8616,1628857.0
2021-04-14,217.13,56197.8589,1564724.0
2021-04-15,221.1,57225.3793,1686741.0
2021-04-16,219.39,56782.7949,1917605.0
2021-04-19,219.18,56728.4425,1510927.0
2021-04-20,220.16,56982.0873,1370655.0
2021-04-21,219.76,56878.5588,1173375.0
2021-04-22,215.98,55900.2144,1777617.0
2021-04-23,217.9,56397.1512,1205079.0
2021-04-26,216.97,56156.4475,1303409.0
2021-04-27,215.53,55783.7449,1223967.0
2021-04-28,213.48,55253.1613,1426981.0
2021-04-29,211.86,54833.8709,1656018.0
2021-04-30,218.2,56484.4894,2592830.0
2021-05-03,217.95,56419.773,1367110.0
2021-05-04,214.85,55617.2894,1772626.0
2021-05-05,213.87,55363.6011,1254817.0
2021-05-06,213.16,55179.8064,1184101.0
2021-05-07,215.01,55658.7079,1232048.0
2021-05-10,212.9,55112.5014,1269728.0
2021-05-11,213.0,55138.3879,1330192.0
2021-05-12,212.68,55055.5509,1198051.0
2021-05-13,214.35,55487.8566,1077583.0
2021-05-14,217.09,56197.1485,1428235.0
2021-05-17,216.35,56005.5879,932971.0
2021-05-18,214.645,55564.222,1336956.0
2021-05-19,214.05,55410.1969,1117450.0
2021-05-20,216.61,56072.893,1417526.0
2021-05-21,213.43,55249.7002,1618788.0
2021-05-24,211.22,54677.607,1505302.0
2021-05-25,208.76,54040.7975,1707414.0
2021-05-26,206.8,53533.4208,1485043.0
2021-05-27,207.31,53665.4423,2195169.0
2021-05-28,208.63,54007.1449,1724933.0
2021-06-01,209.67,54276.3652,1808887.0
2021-06-02,210.38,54460.1599,1559137.0
2021-06-03,211.15,54659.4864,1447694.0
2021-06-04,209.93,54343.6703,1602018.0
2021-06-07,209.16,54144.3437,2258933.0
2021-06-08,211.13,54654.3091,1917212.0
2021-06-09,213.56,55283.3527,1600058.0
2021-06-10,216.77,56114.3115,2623195.0
2021-06-11,193.02,49966.2518,13725126.0
2021-06-14,194.8,50427.0327,3399156.0
2021-06-15,188.97,48917.8458,4608874.0
2021-06-16,187.49,48534.7247,2796380.0
2021-06-17,188.36,48759.9378,4314228.0
2021-06-18,187.85,48627.9163,3517937.0
2021-06-21,187.7,48589.0864,2027171.0
2021-06-22,188.87,48891.9593,1879727.0
2021-06-23,187.52,48542.4906,1930926.0
2021-06-24,191.94,49686.6769,2482072.0
2021-06-25,194.34,50307.9545,5671783.0
2021-06-28,197.82,51208.807,2804189.0
2021-06-29,196.78,50939.5867,2646048.0
2021-06-30,201.63,52195.0852,2572865.0
2021-07-01,202.21,52345.2273,2551835.0
2021-07-02,200.54,51912.9217,1402743.0
2021-07-06,200.05,51786.0775,1947343.0
2021-07-07,198.99,51511.6799,2308733.0
2021-07-08,197.74,51188.0978,1806935.0
2021-07-09,198.16,51296.8214,948304.0
2021-07-12,198.34,51343.4172,2074872.0
2021-07-13,198.33,51340.8285,1685938.0
2021-07-14,197.89,51226.9276,1655032.0
2021-07-15,200.09,51796.4321,2453005.0
2021-07-16,202.28,52363.3479,3066772.0
2021-07-19,199.24,51576.3963,1897533.0
2021-07-20,196.55,50880.0476,3487842.0
