,JPM US Equity,JPM US Equity,JPM US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2017-08-15,92.73,326313.5697,8812720.0
2017-08-16,92.09,324061.4325,11085401.0
2017-08-17,90.65,318994.1238,13837463.0
2017-08-18,90.74,319310.8306,13040738.0
2017-08-21,90.63,318923.7445,11502065.0
2017-08-22,91.56,322196.3814,9211781.0
2017-08-23,91.67,322583.4675,8811292.0
2017-08-24,91.52,322055.6228,8623165.0
2017-08-25,91.89,323357.6396,11794644.0
2017-08-28,91.6,322337.14,7292915.0
2017-08-29,91.1,320577.6578,10886082.0
2017-08-30,91.31,321316.6403,9165342.0
2017-08-31,90.89,319838.6752,13217404.0
2017-09-01,91.7,322689.0364,9815834.0
2017-09-05,89.51,314982.5043,17031549.0
2017-09-06,90.11,317093.883,11845663.0
2017-09-07,88.53,311533.9192,14592255.0
2017-09-08,88.42,311146.8331,14242198.0
2017-09-11,89.79,315967.8144,13219047.0
2017-09-12,90.89,319838.6752,14003776.0
2017-09-13,91.15,320753.606,12485428.0
2017-09-14,90.97,320120.1924,10562826.0
2017-09-15,91.62,322407.5192,18171794.0
2017-09-18,92.92,326982.173,11318699.0
2017-09-19,93.94,330571.5167,12626131.0
2017-09-20,94.6,332894.0332,15311581.0
2017-09-21,95.03,334407.1879,10851489.0
2017-09-22,94.83,333703.395,8358310.0
2017-09-25,94.12,331204.9303,10463432.0
2017-09-26,93.7,329726.9652,9358111.0
2017-09-27,95.18,334935.0325,15090226.0
2017-09-28,95.38,335638.8254,10270398.0
2017-09-29,95.51,336096.2908,11438412.0
2017-10-02,96.84,340776.5135,13797213.0
2017-10-03,97.35,342571.1853,9633452.0
2017-10-04,96.36,339087.4105,12166633.0
2017-10-05,97.09,341656.2546,14236219.0
2017-10-06,96.92,341058.0306,10231853.0
2017-10-09,96.41,339263.3588,7765100.0
2017-10-10,97.13,341797.0131,10631527.0
2017-10-11,96.84,340776.5135,14283617.0
2017-10-12,95.99,337785.3937,18251616.0
2017-10-13,95.86,337327.9283,13190576.0
2017-10-16,97.84,344295.4779,12434009.0
2017-10-17,97.62,343521.3057,10335687.0
2017-10-18,97.99,344823.3225,10158626.0
2017-10-19,98.11,345245.5983,9133863.0
2017-10-20,99.51,350172.1484,15326608.0
2017-10-23,99.34,349573.9245,9238624.0
2017-10-24,100.92,355133.8883,13000801.0
2017-10-25,101.02,355485.7847,14632741.0
2017-10-26,101.74,358019.4391,13054361.0
2017-10-27,101.77,358125.008,10400446.0
2017-10-30,101.41,356858.1808,8839456.0
2017-10-31,100.61,354043.0093,8690197.0
2017-11-01,100.92,350164.7052,8418239.0
2017-11-02,101.59,352489.4214,8731788.0
2017-11-03,101.41,351864.8708,7103513.0
2017-11-06,100.78,349678.9437,8121544.0
2017-11-07,98.75,342635.4007,18822583.0
2017-11-08,97.64,338784.0053,18524671.0
2017-11-09,97.63,338749.3081,13697785.0
2017-11-10,97.51,338332.941,9314009.0
2017-11-13,97.86,339547.345,9303072.0
2017-11-14,97.27,337500.2069,11043772.0
2017-11-15,98.19,340692.3544,15384080.0
2017-11-16,98.47,341663.8776,9808033.0
2017-11-17,98.14,340518.8681,9017866.0
2017-11-20,99.01,343537.5294,9483200.0
2017-11-21,98.93,343259.9513,13389407.0
2017-11-22,98.64,342253.7309,7342248.0
2017-11-24,98.32,341143.4187,3680043.0
2017-11-27,97.93,339790.2258,13076207.0
2017-11-28,101.36,351691.3845,16772956.0
2017-11-29,103.73,359914.6341,21105546.0
2017-11-30,104.52,362655.7173,23945890.0
2017-12-01,104.79,363592.5432,19683510.0
2017-12-04,106.95,371087.1505,23576608.0
2017-12-05,105.72,366819.388,17193948.0
2017-12-06,104.93,364078.3048,15476226.0
2017-12-07,104.62,363002.6899,13371781.0
2017-12-08,105.93,367548.0304,13506869.0
2017-12-11,105.62,366472.4154,10591228.0
2017-12-12,106.85,370740.1779,15508840.0
2017-12-13,105.51,366090.7456,15020293.0
2017-12-14,104.66,363141.4789,13034232.0
2017-12-15,106.14,368276.6727,29350598.0
2017-12-18,106.96,371121.8477,12713148.0
2017-12-19,106.51,369560.4712,12149937.0
2017-12-20,106.14,368276.6727,13091473.0
2017-12-21,107.83,374140.509,12323670.0
2017-12-22,107.45,372822.0132,14573385.0
2017-12-26,107.02,371330.0313,7403739.0
2017-12-27,107.22,372023.9764,9496548.0
2017-12-28,107.79,374001.7199,7440555.0
2017-12-29,106.94,371052.4532,8925701.0
2018-01-02,107.95,374556.876,13578835.0
2018-01-03,108.06,374938.5459,11901037.0
2018-01-04,109.04,378338.8769,12953656.0
2018-01-05,108.34,375910.069,14154974.0
2018-01-08,108.5,376465.2251,12466512.0
2018-01-09,109.05,378373.5742,13292310.0
2018-01-10,110.25,382537.2449,15834468.0
2018-01-11,110.84,384584.383,13676788.0
2018-01-12,112.67,390933.9808,18884229.0
2018-01-16,112.27,389546.0905,22703336.0
2018-01-17,112.99,392044.2929,14940266.0
2018-01-18,113.26,392981.1189,14572911.0
2018-01-19,113.01,392113.6875,18785468.0
2018-01-22,114.33,396693.7252,12475654.0
2018-01-23,114.21,396277.3581,12320751.0
2018-01-24,115.67,401343.1575,15904504.0
2018-01-25,115.7,401447.2493,13509957.0
2018-01-26,116.32,403598.4791,13883875.0
2018-01-29,116.2,403182.112,11679919.0
2018-01-30,115.11,399400.1112,14279124.0
2018-01-31,115.67,401343.1575,13141423.0
2018-02-01,116.87,405506.8282,13800613.0
2018-02-02,114.28,396520.2389,16477307.0
2018-02-05,108.8,377506.1428,30097591.0
2018-02-06,112.11,388990.9344,33114833.0
2018-02-07,112.87,391627.9259,21878324.0
2018-02-08,107.88,374313.9952,27425837.0
2018-02-09,110.04,381808.6025,28188027.0
2018-02-12,111.74,387707.136,18043325.0
2018-02-13,112.43,390101.2466,16358181.0
2018-02-14,115.03,399122.5331,15186858.0
2018-02-15,115.51,400788.0014,12130197.0
2018-02-16,114.68,397908.1292,13214253.0
2018-02-20,114.71,398012.2209,13461495.0
2018-02-21,115.19,399677.6892,14212461.0
2018-02-22,114.98,398949.0468,17070356.0
2018-02-23,117.31,407033.5074,12162523.0
2018-02-26,118.77,412099.3068,16511229.0
2018-02-27,117.36,402774.6485,17563345.0
2018-02-28,115.5,396391.2057,17735637.0
2018-03-01,113.43,389287.0516,18690017.0
2018-03-02,113.32,388909.5362,18353697.0
2018-03-05,115.06,394881.144,13933039.0
2018-03-06,115.16,395224.3398,10674360.0
2018-03-07,114.73,393748.5977,13006514.0
2018-03-08,114.74,393782.9173,11173721.0
2018-03-09,118.04,405108.3803,15366583.0
2018-03-12,117.66,403804.2361,12339295.0
2018-03-13,116.25,398965.1746,13312340.0
2018-03-14,114.95,394503.6285,12905124.0
2018-03-15,115.24,395498.8965,8747977.0
2018-03-16,115.44,396185.2882,19888948.0
2018-03-19,114.53,393062.206,13214919.0
2018-03-20,114.64,393439.7214,9921175.0
2018-03-21,114.74,393782.9173,13632983.0
2018-03-22,109.95,374974.6778,22550426.0
2018-03-23,107.01,364948.0698,23081509.0
2018-03-26,110.31,376202.4257,20217469.0
2018-03-27,108.17,368904.1464,18039921.0
2018-03-28,108.0,368324.3766,19189269.0
2018-03-29,109.97,375042.886,13274639.0
2018-04-02,107.85,367812.8149,18822525.0
2018-04-03,109.33,372860.223,14050737.0
