,SMCI US Equity,SMCI US Equity,SMCI US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2020-09-23,25.13,1317.7305,249027.0
2020-09-24,25.42,1332.9371,201510.0
2020-09-25,25.71,1348.1436,212671.0
2020-09-28,26.49,1389.0442,233530.0
2020-09-29,26.8,1405.2995,175693.0
2020-09-30,26.4,1384.3249,286523.0
2020-10-01,26.16,1371.7401,158977.0
2020-10-02,25.83,1354.436,121877.0
2020-10-05,26.76,1403.202,229681.0
2020-10-06,26.51,1390.0929,188656.0
2020-10-07,27.03,1417.3599,167620.0
2020-10-08,27.61,1447.7731,130175.0
2020-10-09,27.71,1453.0167,96761.0
2020-10-12,27.92,1464.0284,217693.0
2020-10-13,27.85,1460.3579,133009.0
2020-10-14,27.45,1439.3832,130166.0
2020-10-15,27.66,1450.3949,105210.0
2020-10-16,27.29,1430.9934,154105.0
2020-10-19,26.69,1399.5315,126286.0
2020-10-20,26.515,1390.3551,139394.0
2020-10-21,26.15,1371.2157,155701.0
2020-10-22,26.76,1403.202,190089.0
2020-10-23,25.46,1335.0345,337532.0
2020-10-26,24.3,1274.2081,246819.0
2020-10-27,23.74,1244.8436,220313.0
2020-10-28,22.25,1166.7132,337878.0
2020-10-29,22.95,1203.4188,243048.0
2020-10-30,22.72,1191.3584,207642.0
2020-11-02,23.0,1206.0406,739858.0
2020-11-03,23.21,1217.0523,473108.0
2020-11-04,28.38,1488.1492,1195068.0
2020-11-05,28.69,1504.4046,387207.0
2020-11-06,27.97,1448.3461,417903.0
2020-11-09,27.7,1434.3649,489793.0
2020-11-10,27.775,1438.2486,367333.0
2020-11-11,28.495,1475.5317,336603.0
2020-11-12,28.55,1478.3798,239027.0
2020-11-13,29.53,1529.1262,342411.0
2020-11-16,29.49,1527.055,385501.0
2020-11-17,29.5,1527.5728,270285.0
2020-11-18,29.56,1530.6797,352663.0
2020-11-19,29.96,1551.3926,251138.0
2020-11-20,29.94,1550.3569,402508.0
2020-11-23,29.355,1520.0644,353538.0
2020-11-24,29.09,1506.3421,458605.0
2020-11-25,29.31,1517.7342,275708.0
2020-11-27,29.65,1535.3401,247032.0
2020-11-30,28.21,1460.7738,561108.0
2020-12-01,28.87,1494.95,345830.0
2020-12-02,29.14,1508.9312,230918.0
2020-12-03,29.67,1536.3757,246636.0
2020-12-04,30.63,1586.0866,294972.0
2020-12-07,30.95,1602.6569,261847.0
2020-12-08,30.92,1601.1034,185341.0
2020-12-09,30.34,1571.0698,202420.0
2020-12-10,30.43,1575.7302,138753.0
2020-12-11,29.92,1549.3213,298731.0
2020-12-14,29.24,1514.1094,311881.0
2020-12-15,29.9,1548.2856,544796.0
2020-12-16,29.93,1549.8391,378828.0
2020-12-17,29.95,1550.8747,340073.0
2020-12-18,30.49,1578.8371,695652.0
2020-12-21,29.97,1551.9104,263453.0
2020-12-22,29.8,1543.1074,192629.0
2020-12-23,30.19,1563.3024,307217.0
2020-12-24,30.52,1580.3905,115642.0
2020-12-28,30.53,1580.9084,198094.0
2020-12-29,30.53,1580.9084,294161.0
2020-12-30,30.47,1577.8014,319817.0
2020-12-31,31.66,1639.4222,390442.0
2021-01-04,31.05,1607.8351,242475.0
2021-01-05,31.16,1613.5311,215609.0
2021-01-06,31.89,1651.3321,334682.0
2021-01-07,32.19,1666.8667,620888.0
2021-01-08,31.88,1650.8142,261760.0
2021-01-11,32.1,1662.2063,185923.0
2021-01-12,32.41,1678.2588,270249.0
2021-01-13,32.54,1684.9904,268339.0
2021-01-14,32.67,1691.7221,184652.0
2021-01-15,32.35,1675.1518,249859.0
2021-01-19,32.47,1681.3657,177080.0
2021-01-20,33.68,1744.0221,307741.0
2021-01-21,33.76,1748.1646,262794.0
2021-01-22,34.21,1771.4666,345584.0
2021-01-25,34.7,1796.8398,304358.0
2021-01-26,33.79,1749.7181,203654.0
2021-01-27,32.24,1669.4558,237529.0
2021-01-28,31.8,1646.6717,179569.0
2021-01-29,31.0,1605.246,309593.0
2021-02-01,31.54,1633.2083,227924.0
2021-02-02,31.75,1644.0826,309701.0
2021-02-03,33.03,1710.3637,455394.0
2021-02-04,32.9,1703.632,209551.0
2021-02-05,31.95,1615.8812,364810.0
2021-02-08,33.8,1709.4455,420763.0
2021-02-09,33.9,1714.503,192884.0
2021-02-10,33.72,1705.3995,159173.0
2021-02-11,34.22,1730.6871,220329.0
2021-02-12,31.95,1615.8812,650854.0
2021-02-16,31.93,1614.8696,284691.0
2021-02-17,31.525,1594.3866,179639.0
2021-02-18,31.63,1599.6971,188557.0
2021-02-19,31.68,1602.2258,210249.0
2021-02-22,31.78,1607.2834,273025.0
2021-02-23,32.64,1650.7781,673549.0
2021-02-24,33.7,1704.3879,312561.0
2021-02-25,32.5,1643.6976,280659.0
2021-02-26,32.63,1650.2724,353311.0
2021-03-01,34.27,1733.2159,221827.0
2021-03-02,34.08,1723.6066,253129.0
2021-03-03,33.62,1700.3419,291619.0
2021-03-04,32.62,1649.7666,286021.0
2021-03-05,33.91,1715.0088,330865.0
2021-03-08,34.55,1747.377,337135.0
2021-03-09,34.32,1735.7446,313290.0
2021-03-10,35.7,1805.5386,279434.0
2021-03-11,35.81,1811.1019,268364.0
2021-03-12,36.46,1843.9758,237638.0
2021-03-15,37.1,1876.344,270583.0
2021-03-16,37.14,1878.367,251984.0
2021-03-17,38.3,1937.0344,381118.0
2021-03-18,38.23,1933.4941,422479.0
2021-03-19,38.55,1949.6782,1135084.0
2021-03-22,38.92,1968.3911,383441.0
2021-03-23,37.66,1904.6662,415485.0
2021-03-24,37.39,1891.0108,309784.0
2021-03-25,37.06,1874.321,325377.0
2021-03-26,38.17,1930.4596,340336.0
2021-03-29,37.47,1895.0569,490104.0
2021-03-30,37.94,1918.8273,291175.0
2021-03-31,39.06,1975.4716,313135.0
2021-04-01,39.595,2002.5294,289346.0
2021-04-05,40.0,2023.0124,352220.0
2021-04-06,39.36,1990.6442,177599.0
2021-04-07,39.34,1989.6327,201948.0
2021-04-08,39.58,2001.7708,488311.0
2021-04-09,39.68,2006.8283,275900.0
2021-04-12,40.03,2024.5297,811068.0
2021-04-13,39.53,1999.242,148346.0
2021-04-14,39.28,1957.1797,163537.0
2021-04-15,39.33,1959.6711,184123.0
2021-04-16,39.17,1951.6988,156966.0
2021-04-19,38.56,1921.3048,217174.0
2021-04-20,37.83,1884.9315,231692.0
2021-04-21,38.5,1918.3152,164226.0
2021-04-22,37.79,1882.9384,239949.0
2021-04-23,38.25,1905.8586,211838.0
2021-04-26,38.66,1926.2874,180443.0
2021-04-27,38.5,1918.3152,153878.0
2021-04-28,38.14,1900.3777,137864.0
2021-04-29,38.1,1898.3846,106339.0
2021-04-30,37.02,1844.5721,239815.0
2021-05-03,37.26,1856.5305,191891.0
2021-05-04,36.58,1822.6485,246632.0
2021-05-05,36.26,1806.7041,272757.0
2021-05-06,36.17,1802.2197,227908.0
2021-05-07,36.39,1817.1105,163946.0
2021-05-10,35.17,1756.1906,205727.0
2021-05-11,34.19,1707.255,167908.0
2021-05-12,33.65,1680.2904,194143.0
2021-05-13,34.57,1726.23,206440.0
2021-05-14,36.26,1810.6191,222633.0
2021-05-17,36.13,1804.1276,109248.0
2021-05-18,35.95,1795.1394,181220.0
2021-05-19,35.8,1787.6493,158869.0
2021-05-20,35.9,1792.6427,123647.0
2021-05-21,35.66,1780.6585,169925.0
2021-05-24,35.93,1794.1407,148395.0
2021-05-25,35.47,1771.1709,194177.0
2021-05-26,35.66,1780.6585,122933.0
2021-05-27,35.98,1796.6374,371784.0
2021-05-28,34.74,1734.7189,174501.0
2021-06-01,35.21,1758.188,195160.0
2021-06-02,36.28,1811.6177,456429.0
2021-06-03,36.41,1818.1092,108030.0
2021-06-04,36.69,1832.0908,97318.0
2021-06-07,37.0,1847.5705,167135.0
2021-06-08,36.85,1840.0803,129871.0
2021-06-09,36.31,1813.1158,157147.0
2021-06-10,36.41,1818.1092,90527.0
2021-06-11,36.65,1830.0935,83069.0
2021-06-14,36.24,1809.6204,126242.0
2021-06-15,36.18,1806.6243,196171.0
2021-06-16,35.76,1785.6519,126076.0
2021-06-17,35.39,1767.1762,174633.0
2021-06-18,34.26,1710.7504,322209.0
2021-06-21,34.93,1744.2064,222768.0
2021-06-22,34.02,1698.7661,196987.0
2021-06-23,34.34,1714.7451,178610.0
2021-06-24,35.37,1766.1775,126803.0
2021-06-25,36.01,1798.1355,781966.0
2021-06-28,35.53,1774.167,118787.0
2021-06-29,35.39,1767.1762,93705.0
2021-06-30,35.18,1756.69,218144.0
2021-07-01,35.46,1770.6716,122920.0
2021-07-02,35.41,1768.1749,143894.0
2021-07-06,34.6,1727.7281,142169.0
2021-07-07,34.28,1711.7491,146635.0
2021-07-08,33.8,1687.7806,140618.0
2021-07-09,34.56,1725.7307,384922.0
2021-07-12,33.59,1677.2944,165802.0
2021-07-13,32.95,1645.3364,229510.0
2021-07-14,34.45,1720.2379,255968.0
2021-07-15,34.55,1725.2313,265675.0
2021-07-16,34.14,1704.7583,267566.0
2021-07-19,34.93,1744.2064,297907.0
2021-07-20,34.83,1739.213,248283.0
2021-07-21,35.13,1754.1933,131063.0
2021-07-22,34.42,1718.7399,94538.0
2021-07-23,35.1,1752.6952,69507.0
2021-07-26,35.28,1761.6834,99249.0
2021-07-27,34.97,1746.2038,116096.0
2021-07-28,35.71,1783.1552,118188.0
2021-07-29,37.35,1865.0475,188789.0
2021-07-30,38.04,1899.5022,186929.0
2021-08-02,37.46,1870.5403,177493.0
2021-08-03,37.88,1891.5127,136345.0
2021-08-04,37.8,1887.5179,193394.0
2021-08-05,38.6,1927.4654,195143.0
2021-08-06,38.95,1944.9424,196271.0
2021-08-09,38.9,1942.4457,298093.0
2021-08-10,38.57,1925.9674,237530.0
2021-08-11,38.82,1938.451,361774.0
2021-08-12,38.33,1913.9831,321948.0
2021-08-13,36.3,1812.6164,303552.0
2021-08-16,37.06,1850.5665,251049.0
2021-08-17,36.57,1826.0987,203742.0
2021-08-18,35.62,1778.6611,118627.0
2021-08-19,34.76,1735.7176,161359.0
2021-08-20,35.64,1779.6598,155605.0
2021-08-23,35.93,1794.1407,122578.0
2021-08-24,35.49,1772.1696,144236.0
2021-08-25,35.59,1777.1631,147375.0
2021-08-26,34.97,1746.2038,248809.0
2021-08-27,35.73,1807.5974,302719.0
2021-08-30,35.5,1795.9615,254554.0
2021-08-31,36.54,1848.5756,525427.0
2021-09-01,37.54,1899.1661,176814.0
2021-09-02,37.84,1914.3432,149810.0
2021-09-03,38.0,1922.4377,151188.0
2021-09-07,36.72,1857.6819,112963.0
2021-09-08,36.33,1837.9516,118717.0
2021-09-09,36.48,1845.5402,110932.0
2021-09-10,36.59,1851.1052,141092.0
2021-09-13,37.13,1878.424,110866.0
2021-09-14,36.07,1824.7981,127212.0
2021-09-15,36.44,1843.5166,120982.0
2021-09-16,36.43,1843.0107,97671.0
2021-09-17,37.25,1884.4949,464723.0
2021-09-20,36.32,1837.4457,211479.0
2021-09-21,36.67,1855.1524,258464.0
2021-09-22,37.74,1909.2842,163748.0
2021-09-23,37.5,1897.1425,154012.0
2021-09-24,37.3,1887.0244,106823.0
2021-09-27,37.88,1916.3669,139932.0
2021-09-28,37.3,1887.0244,126943.0
2021-09-29,36.7,1856.6701,90046.0
2021-09-30,36.57,1850.0933,126909.0
2021-10-01,37.35,1889.5539,89050.0
2021-10-04,36.88,1865.7764,78767.0
2021-10-05,37.28,1886.0126,75895.0
2021-10-06,36.52,1847.5638,143122.0
2021-10-07,37.3,1887.0244,141294.0
2021-10-08,36.88,1865.7764,51223.0
2021-10-11,36.99,1871.3413,59536.0
2021-10-12,35.88,1815.1859,101653.0
2021-10-13,35.8,1811.1387,111058.0
2021-10-14,35.96,1819.2332,163605.0
2021-10-15,35.44,1792.9261,329374.0
2021-10-18,34.97,1769.1486,128743.0
2021-10-19,35.24,1782.808,129119.0
2021-10-20,35.35,1788.373,129635.0
2021-10-21,35.37,1789.3848,120282.0
2021-10-22,35.3,1785.8434,102441.0
2021-10-25,35.33,1787.3612,113535.0
2021-10-26,35.45,1793.432,370024.0
2021-10-27,35.31,1786.3494,107326.0
2021-10-28,35.44,1792.9261,183151.0
2021-10-29,35.39,1790.3966,337119.0
2021-11-01,36.65,1854.1406,154083.0
2021-11-02,37.06,1874.8827,173490.0
2021-11-03,41.87,2118.2228,858655.0
2021-11-04,46.97,2376.2342,1179002.0
2021-11-05,46.58,2379.1116,725664.0
2021-11-08,45.04,2300.4548,257810.0
2021-11-09,44.84,2290.2397,180156.0
2021-11-10,43.82,2238.1423,233313.0
2021-11-11,44.31,2263.1695,117838.0
2021-11-12,43.69,2231.5025,93821.0
2021-11-15,43.09,2200.857,158401.0
2021-11-16,44.01,2247.8468,255999.0
2021-11-17,42.5,2170.7223,144728.0
2021-11-18,42.86,2189.1096,160021.0
2021-11-19,42.18,2154.378,184977.0
2021-11-22,42.17,2153.8672,168377.0
2021-11-23,41.78,2133.9477,132674.0
2021-11-24,41.96,2143.1413,107923.0
2021-11-26,40.43,2064.9953,188360.0
2021-11-29,40.63,2075.2105,207186.0
2021-11-30,41.4,2114.5389,354801.0
2021-12-01,42.43,2167.147,335076.0
2021-12-02,42.84,2188.088,176222.0
2021-12-03,43.23,2208.0076,188856.0
2021-12-06,42.7,2180.9374,201186.0
2021-12-07,43.88,2241.2069,166434.0
2021-12-08,43.73,2233.5455,152866.0
2021-12-09,42.44,2167.6577,148997.0
2021-12-10,42.87,2189.6203,219221.0
2021-12-13,41.91,2140.5875,145880.0
2021-12-14,41.63,2126.2863,140921.0
2021-12-15,42.38,2164.5932,223942.0
2021-12-16,41.6,2124.754,279586.0
2021-12-17,40.94,2091.044,405206.0
2021-12-20,41.28,2108.4098,354110.0
2021-12-21,42.63,2177.3621,173075.0
2021-12-22,42.59,2175.3191,188818.0
2021-12-23,42.72,2181.9589,126009.0
2021-12-27,44.76,2286.1536,324665.0
2021-12-28,44.17,2256.0189,140832.0
2021-12-29,45.55,2326.5035,250036.0
2021-12-30,44.68,2282.0675,136334.0
2021-12-31,43.95,2244.7822,92483.0
2022-01-03,45.62,2330.0788,252215.0
2022-01-04,47.14,2407.7141,305462.0
2022-01-05,45.36,2316.7991,296313.0
2022-01-06,45.1,2303.5194,154820.0
2022-01-07,44.08,2251.4221,135990.0
2022-01-10,44.18,2256.5296,169455.0
2022-01-11,44.91,2293.815,205260.0
2022-01-12,44.84,2290.2397,186061.0
2022-01-13,45.29,2313.2238,167721.0
2022-01-14,45.57,2327.525,303801.0
2022-01-18,46.17,2358.1705,258073.0
2022-01-19,42.15,2152.8457,404715.0
2022-01-20,42.3,2160.5071,233065.0
2022-01-21,41.01,2094.6193,212376.0
2022-01-24,40.94,2091.044,235391.0
2022-01-25,39.45,2014.941,177747.0
2022-01-26,39.01,1992.4677,166070.0
2022-01-27,38.82,1982.7633,156282.0
2022-01-28,40.15,2050.6941,190033.0
2022-01-31,40.52,2069.5921,243808.0
2022-02-01,41.7,2129.8616,624912.0
2022-02-02,43.81,2237.6316,862936.0
2022-02-03,39.31,2007.7904,611870.0
2022-02-04,38.2,1969.7187,354161.0
2022-02-07,38.01,1959.9216,282927.0
2022-02-08,38.5,1985.1877,208356.0
2022-02-09,38.65,1992.9222,220295.0
2022-02-10,38.57,1988.7971,287091.0
2022-02-11,38.06,1962.4998,184946.0
2022-02-14,38.07,1963.0154,158226.0
2022-02-15,39.73,2048.6105,199492.0
2022-02-16,39.76,2050.1574,138332.0
2022-02-17,38.85,2003.2348,129725.0
2022-02-18,39.16,2019.2195,271263.0
2022-02-22,39.18,2020.2507,373721.0
2022-02-23,39.03,2012.5162,280541.0
2022-02-24,39.19,2020.7664,232171.0
2022-02-25,40.17,2071.2984,317614.0
2022-02-28,39.29,2025.9227,312733.0
2022-03-01,39.9,2057.3763,362253.0
2022-03-02,42.17,2174.425,260988.0
2022-03-03,42.11,2171.3312,171113.0
2022-03-04,41.57,2143.487,174980.0
2022-03-07,40.44,2085.2205,225628.0
2022-03-08,40.48,2087.283,273802.0
2022-03-09,41.6,2145.0339,151942.0
2022-03-10,41.18,2123.3774,176377.0
2022-03-11,41.59,2144.5183,158564.0
2022-03-14,40.52,2089.3456,199791.0
2022-03-15,41.82,2156.3779,158697.0
2022-03-16,42.75,2204.3318,199889.0
2022-03-17,41.94,2162.5655,126164.0
2022-03-18,42.89,2211.5506,329374.0
2022-03-21,42.99,2216.707,111489.0
2022-03-22,42.95,2214.6444,440992.0
2022-03-23,42.34,2183.1908,118895.0
2022-03-24,42.51,2191.9566,115037.0
2022-03-25,41.99,2165.1436,153448.0
2022-03-28,41.86,2158.4404,159246.0
2022-03-29,42.48,2190.4097,242314.0
2022-03-30,39.58,2040.876,335939.0
2022-03-31,38.07,1963.0154,295321.0
2022-04-01,37.92,1955.2809,242288.0
2022-04-04,37.74,1945.9995,213125.0
2022-04-05,36.4,1876.9047,141009.0
2022-04-06,35.35,1822.7632,186376.0
2022-04-07,35.4,1825.3414,180373.0
2022-04-08,35.31,1820.7007,262699.0
2022-04-11,35.19,1814.5131,164476.0
2022-04-12,34.83,1795.9503,138656.0
2022-04-13,35.6,1846.3775,107280.0
2022-04-14,36.52,1894.0929,290446.0
2022-04-18,36.61,1898.7607,272028.0
2022-04-19,44.65,2315.7515,1652207.0
2022-04-20,45.05,2336.4973,563419.0
2022-04-21,42.72,2215.653,632473.0
2022-04-22,42.36,2196.9817,363958.0
2022-04-25,42.78,2218.7649,178395.0
2022-04-26,41.25,2139.4121,245616.0
2022-04-27,41.64,2159.6393,229351.0
2022-04-28,42.98,2229.1378,206211.0
2022-04-29,42.1,2183.497,246015.0
2022-05-02,42.4,2199.0563,324226.0
2022-05-03,43.23,2242.1039,411167.0
2022-05-04,56.72,2941.7565,2574504.0
2022-05-05,53.04,2750.895,856037.0
2022-05-06,51.21,2658.151,755231.0
2022-05-09,49.17,2552.2609,460529.0
2022-05-10,51.08,2651.4031,412213.0
2022-05-11,49.35,2561.6042,350127.0
2022-05-12,51.14,2654.5175,478760.0
2022-05-13,52.35,2717.3248,415267.0
2022-05-16,52.59,2729.7825,302558.0
2022-05-17,54.08,2807.1237,391079.0
2022-05-18,52.37,2718.3629,341311.0
2022-05-19,50.39,2615.5873,402464.0
2022-05-20,49.76,2582.886,449967.0
2022-05-23,49.33,2560.566,282345.0
2022-05-24,47.45,2462.9811,505723.0
2022-05-25,48.77,2531.4982,316959.0
2022-05-26,49.26,2556.9326,339225.0
2022-05-27,49.47,2567.833,290706.0
2022-05-31,50.06,2598.4581,584983.0
2022-06-01,51.7,2683.5853,655838.0
2022-06-02,55.49,2880.3124,889461.0
2022-06-03,54.81,2845.0157,570152.0
2022-06-06,54.99,2854.3589,640639.0
2022-06-07,56.19,2916.6472,502424.0
2022-06-08,54.27,2816.986,441943.0
2022-06-09,50.19,2605.206,471108.0
2022-06-10,48.75,2530.4601,427912.0
2022-06-13,46.88,2433.3942,615942.0
2022-06-14,46.42,2409.517,298448.0
2022-06-15,47.21,2450.5235,374900.0
2022-06-16,42.91,2227.3239,606780.0
2022-06-17,43.12,2238.2244,568265.0
2022-06-21,45.03,2337.3665,401263.0
2022-06-22,43.38,2251.7202,388938.0
2022-06-23,41.65,2161.9213,475718.0
2022-06-24,42.7,2216.4235,1697975.0
2022-06-27,43.28,2246.5295,357693.0
2022-06-28,41.8,2169.7073,331167.0
2022-06-29,41.12,2134.4106,406887.0
2022-06-30,40.35,2094.4423,446380.0
2022-07-01,39.13,2031.1159,799646.0
2022-07-05,38.99,2023.849,401769.0
2022-07-06,39.1,2029.5587,350080.0
2022-07-07,40.38,2095.9995,331263.0
2022-07-08,40.46,2100.1521,230733.0
2022-07-11,40.36,2094.9614,218723.0
2022-07-12,40.68,2111.5716,251828.0
2022-07-13,41.1,2133.3725,221228.0
2022-07-14,41.05,2130.7771,257142.0
2022-07-15,42.16,2188.3938,378878.0
2022-07-18,42.5,2206.0421,373157.0
2022-07-19,43.76,2271.4448,326738.0
2022-07-20,45.57,2365.3962,479007.0
2022-07-21,51.63,2679.9519,2105882.0
2022-07-22,50.72,2632.7166,621677.0
2022-07-25,52.48,2724.0727,443945.0
2022-07-26,51.7,2683.5853,405042.0
2022-07-27,51.38,2666.9751,417300.0
2022-07-28,53.13,2757.8122,380335.0
2022-07-29,54.01,2803.4902,548187.0
2022-08-01,55.24,2867.3357,530297.0
2022-08-02,56.16,2915.09,422432.0
2022-08-03,57.25,2971.6685,439959.0
2022-08-04,59.13,3069.2534,509811.0
2022-08-05,59.09,3067.1771,573736.0
2022-08-08,61.09,3170.9909,731545.0
2022-08-09,58.19,3020.4609,753780.0
2022-08-10,63.73,3308.025,1748953.0
2022-08-11,64.22,3333.4594,755516.0
2022-08-12,65.31,3390.0379,1032551.0
2022-08-15,67.03,3479.3177,641740.0
2022-08-16,66.12,3432.0824,598765.0
2022-08-17,67.61,3509.4237,722237.0
2022-08-18,71.96,3735.2186,1150278.0
2022-08-19,69.83,3624.6569,726938.0
2022-08-22,67.95,3527.072,829181.0
2022-08-23,67.67,3512.5381,416859.0
2022-08-24,70.29,3648.5341,787098.0
2022-08-25,74.37,3860.3141,813353.0
2022-08-26,69.82,3624.1379,745978.0
2022-08-29,69.26,3625.5559,765676.0
2022-08-30,64.6,3381.6187,890521.0
2022-08-31,65.08,3406.7453,938077.0
2022-09-01,63.3,3313.5676,845157.0
2022-09-02,64.54,3378.4779,579166.0
2022-09-06,61.58,3223.5307,592956.0
2022-09-07,63.31,3314.091,577769.0
2022-09-08,64.98,3401.5106,382448.0
2022-09-09,66.88,3500.97,457126.0
2022-09-12,66.66,3489.4536,551766.0
2022-09-13,63.42,3319.8492,503125.0
2022-09-14,64.38,3370.1024,402308.0
2022-09-15,65.36,3421.4025,536570.0
2022-09-16,62.3,3261.2205,753449.0
2022-09-19,57.97,3034.5579,1036033.0
2022-09-20,55.8,2920.9648,740738.0
2022-09-21,55.03,2880.6576,587790.0
2022-09-22,54.19,2836.686,541729.0
2022-09-23,53.43,2796.9023,642180.0
2022-09-26,52.15,2729.8981,433058.0
2022-09-27,53.5,2800.5666,284718.0
2022-09-28,55.65,2913.1127,356785.0
2022-09-29,54.45,2850.2963,253088.0
2022-09-30,55.07,2882.7514,565211.0
2022-10-03,57.07,2987.4455,456552.0
2022-10-04,60.27,3154.956,559808.0
2022-10-05,60.47,3165.4254,656200.0
2022-10-06,61.45,3216.7255,398129.0
2022-10-07,58.93,3084.811,473860.0
2022-10-10,56.25,2944.5209,381428.0
2022-10-11,55.74,2917.824,359582.0
2022-10-12,52.42,2744.0318,443767.0
2022-10-13,55.15,2886.9392,567802.0
2022-10-14,54.02,2827.787,373069.0
2022-10-17,56.12,2937.7158,352234.0
2022-10-18,55.36,2897.9321,344832.0
2022-10-19,55.59,2909.9719,261700.0
2022-10-20,61.34,3210.9674,1791306.0
2022-10-21,64.53,3377.9544,993458.0
2022-10-24,63.01,3298.3869,516718.0
2022-10-25,67.04,3509.3455,650607.0
2022-10-26,65.65,3436.5831,400904.0
2022-10-27,66.82,3497.8291,535841.0
2022-10-28,68.72,3597.2885,488982.0
2022-10-31,69.59,3642.8304,647542.0
2022-11-01,71.86,3761.6582,914464.0
2022-11-02,80.84,4231.7346,3850915.0
2022-11-03,79.7,4172.059,1173424.0
2022-11-04,76.63,4055.4808,1196246.0
2022-11-07,77.15,4083.0007,621525.0
2022-11-08,78.31,4144.3912,740033.0
2022-11-09,76.49,4048.0716,595324.0
2022-11-10,80.72,4271.9354,796588.0
2022-11-11,83.47,4417.4733,1395021.0
2022-11-14,81.93,4335.972,848245.0
2022-11-15,86.89,4598.4696,1198059.0
2022-11-16,82.17,4348.6735,981415.0
2022-11-17,87.02,4605.3495,1029853.0
2022-11-18,86.49,4577.3004,933410.0
2022-11-21,83.91,4440.7594,526844.0
2022-11-22,87.72,4642.3956,702009.0
2022-11-23,91.22,4827.6257,890071.0
2022-11-25,93.87,4967.8713,641752.0
2022-11-28,92.5,4895.367,964749.0
2022-11-29,91.49,4841.9148,916915.0
2022-11-30,90.23,4775.232,1240876.0
2022-12-01,90.51,4790.0504,810831.0
2022-12-02,86.7,4588.4142,843690.0
2022-12-05,83.31,4409.0056,840992.0
2022-12-06,86.28,4566.1866,991664.0
2022-12-07,86.1,4556.6605,667360.0
2022-12-08,85.61,4530.7283,1030782.0
2022-12-09,84.02,4446.5809,662460.0
2022-12-12,89.16,4718.6045,725283.0
2022-12-13,90.01,4763.589,839860.0
2022-12-14,90.04,4765.1767,1012105.0
2022-12-15,80.58,4264.5262,1661682.0
2022-12-16,80.73,4272.4646,1328133.0
2022-12-19,78.29,4143.3327,1134329.0
2022-12-20,83.31,4409.0056,3338572.0
2022-12-21,83.87,4438.6424,8430988.0
2022-12-22,82.0,4339.6767,1299542.0
2022-12-23,82.19,4349.732,966232.0
2022-12-27,82.89,4386.778,790164.0
2022-12-28,80.6,4265.5846,899849.0
2022-12-29,81.91,4334.9136,864433.0
2022-12-30,82.1,4344.9689,639186.0
2023-01-03,83.86,4438.1132,815179.0
2023-01-04,82.25,4352.9074,1449568.0
2023-01-05,80.25,4247.0616,1097826.0
2023-01-06,84.39,4466.1623,1033050.0
2023-01-09,84.77,4486.273,2621575.0
2023-01-10,78.37,4147.5666,4158299.0
2023-01-11,75.61,4001.4994,2121399.0
2023-01-12,80.45,4257.6462,1080338.0
2023-01-13,80.58,4264.5262,667993.0
2023-01-17,84.83,4489.4484,1169808.0
2023-01-18,78.87,4174.028,1537605.0
2023-01-19,70.86,3750.1157,4910270.0
2023-01-20,71.98,3809.3893,1398970.0
2023-01-23,73.75,3903.0628,1182262.0
2023-01-24,78.25,4141.2158,1275859.0
2023-01-25,77.31,4091.4683,1044592.0
2023-01-26,76.27,4036.4285,719858.0
2023-01-27,74.3,3932.1704,904998.0
2023-01-30,72.13,3817.3278,1148257.0
2023-01-31,72.33,3827.9123,1571562.0
2023-02-01,79.74,4220.0709,3203281.0
2023-02-02,81.88,4333.3259,1518006.0
2023-02-03,84.34,4523.7579,1401063.0
2023-02-06,83.21,4463.1479,877843.0
2023-02-07,81.98,4397.1742,876341.0
2023-02-08,85.22,4570.9586,1757971.0
2023-02-09,87.0,4666.4327,2465694.0
2023-02-10,90.02,4828.417,1397942.0
2023-02-13,90.53,4855.7719,1081029.0
2023-02-14,92.88,4981.8046,1517265.0
2023-02-15,93.0,4988.2557,1052292.0
2023-02-16,95.88,5142.7307,1698017.0
2023-02-17,91.98,4933.5458,1386917.0
2023-02-21,88.06,4723.2881,1120128.0
2023-02-22,86.71,4650.878,871222.0
2023-02-23,94.27,5056.3749,1832800.0
2023-02-24,98.16,5265.0234,1945117.0
2023-02-27,101.13,5424.3258,1891141.0
2023-02-28,97.97,5254.8324,1741596.0
2023-03-01,102.0,5470.9901,1078651.0
2023-03-02,98.37,5276.2872,1319881.0
2023-03-03,97.83,5247.3232,996956.0
2023-03-06,98.3,5272.5326,826630.0
2023-03-07,98.51,5283.7964,966455.0
2023-03-08,102.35,5489.7631,1461045.0
2023-03-09,98.56,5286.4783,1165061.0
2023-03-10,92.76,4975.3828,1733337.0
2023-03-13,89.28,4788.7255,1282563.0
2023-03-14,92.47,4959.828,1067295.0
2023-03-15,91.75,4921.2092,1243328.0
2023-03-16,97.23,5215.1409,1545390.0
2023-03-17,95.5,5122.3486,1825582.0
2023-03-20,98.52,5284.3328,1540854.0
2023-03-21,108.25,5806.2224,2035195.0
2023-03-22,112.54,6036.3258,2449893.0
2023-03-23,114.0,6114.636,2061981.0
2023-03-24,110.83,5944.6062,1831960.0
2023-03-27,110.9,5948.3608,1768893.0
2023-03-28,102.78,5512.8271,2076072.0
2023-03-29,105.65,5666.7657,1382646.0
