,MAS US Equity,MAS US Equity,MAS US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2017-02-07,33.61,11034.4036,2989978.0
2017-02-08,33.79,11093.4989,4793484.0
2017-02-09,33.06,10589.7895,10892620.0
2017-02-10,33.75,10810.8105,4714585.0
2017-02-13,33.5,10730.7305,3789285.0
2017-02-14,33.11,10605.8055,3425448.0
2017-02-15,33.44,10711.5113,2477684.0
2017-02-16,33.67,10785.1849,3012393.0
2017-02-17,33.52,10737.1369,2072921.0
2017-02-21,34.03,10900.5002,2559909.0
2017-02-22,33.85,10842.8426,2805153.0
2017-02-23,34.11,10926.1259,4360016.0
2017-02-24,34.02,10897.297,3782271.0
2017-02-27,34.43,11028.6284,2018914.0
2017-02-28,33.78,10820.4202,3244152.0
2017-03-01,34.56,11070.27,3527383.0
2017-03-02,34.33,10996.5963,3231069.0
2017-03-03,34.06,10910.1098,3360979.0
2017-03-06,33.46,10717.9177,8926943.0
2017-03-07,33.25,10650.6504,3391507.0
2017-03-08,33.82,10833.233,3222919.0
2017-03-09,33.71,10797.9977,2560903.0
2017-03-10,33.93,10868.4682,1870871.0
2017-03-13,33.68,10788.3881,2928867.0
2017-03-14,33.68,10788.3881,2372046.0
2017-03-15,34.38,11012.6123,3735125.0
2017-03-16,34.65,11099.0988,3186435.0
2017-03-17,34.66,11102.302,4146420.0
2017-03-20,34.49,11047.8476,1715431.0
2017-03-21,33.83,10836.4362,2800952.0
2017-03-22,33.92,10865.265,1973609.0
2017-03-23,34.21,10958.1579,2064663.0
2017-03-24,33.99,10887.6874,1653638.0
2017-03-27,33.74,10807.6073,2381279.0
2017-03-28,33.97,10881.281,2226900.0
2017-03-29,33.97,10881.281,2616255.0
2017-03-30,33.82,10833.233,1916691.0
2017-03-31,33.99,10887.6874,3437123.0
2017-04-03,33.41,10701.9016,3193849.0
2017-04-04,33.27,10657.0568,3122046.0
2017-04-05,33.08,10596.1959,5413742.0
2017-04-06,33.83,10836.4362,3773931.0
2017-04-07,33.5,10730.7305,3972746.0
2017-04-10,33.57,10753.1529,2415931.0
2017-04-11,33.96,10878.0778,2494655.0
2017-04-12,33.31,10669.8696,3083802.0
2017-04-13,33.09,10599.3991,2467614.0
2017-04-17,33.49,10727.5273,1886408.0
2017-04-18,33.38,10692.292,3024918.0
2017-04-19,33.72,10801.2009,3703681.0
2017-04-20,33.93,10868.4682,4588213.0
2017-04-21,34.34,10999.7995,4432322.0
2017-04-24,35.03,11220.8205,4320489.0
2017-04-25,36.9,11784.4904,8220052.0
2017-04-26,37.45,11960.14,6001602.0
2017-04-27,37.25,11896.2674,3459831.0
2017-04-28,37.02,11822.814,4057008.0
2017-05-01,36.72,11727.0051,3053238.0
2017-05-02,36.74,11733.3924,3242104.0
2017-05-03,36.64,11701.4561,2011879.0
2017-05-04,36.79,11749.3605,1428453.0
2017-05-05,36.92,11790.8777,1480437.0
2017-05-08,36.93,11794.0713,4022449.0
2017-05-09,36.95,11800.4586,2255753.0
2017-05-10,36.76,11739.7796,2185529.0
2017-05-11,36.65,11704.6497,1828436.0
2017-05-12,36.46,11643.9708,1696161.0
2017-05-15,37.01,11819.6204,3189210.0
2017-05-16,37.26,11899.4611,3868709.0
2017-05-17,36.85,11768.5223,4327974.0
2017-05-18,37.02,11822.814,5160118.0
2017-05-19,37.0,11816.4267,2313118.0
2017-05-22,37.19,11877.1057,1561534.0
2017-05-23,36.83,11762.135,1427363.0
2017-05-24,37.09,11845.1694,1963055.0
2017-05-25,37.13,11857.9439,2320436.0
2017-05-26,37.0,11816.4267,2765795.0
2017-05-30,36.99,11813.2331,1631613.0
2017-05-31,37.25,11896.2674,2943680.0
2017-06-01,37.42,11950.5591,1909229.0
2017-06-02,37.64,12020.819,2277559.0
2017-06-05,37.27,11902.6547,1609470.0
2017-06-06,37.15,11864.3312,2013297.0
2017-06-07,37.0,11816.4267,2342552.0
2017-06-08,37.04,11829.2012,2238000.0
2017-06-09,37.22,11886.6866,1730732.0
2017-06-12,37.42,11950.5591,2069654.0
2017-06-13,38.14,12180.5004,3282698.0
2017-06-14,38.42,12269.9225,2264062.0
2017-06-15,38.59,12324.2142,3272172.0
2017-06-16,38.58,12321.0206,3651933.0
2017-06-19,39.14,12499.8638,2026187.0
2017-06-20,38.97,12445.5721,2644482.0
2017-06-21,38.76,12378.5059,1991826.0
2017-06-22,38.82,12397.6677,2349315.0
2017-06-23,38.91,12426.4104,4187860.0
2017-06-26,38.91,12426.4104,1492003.0
2017-06-27,38.25,12215.6308,2314506.0
2017-06-28,38.76,12378.5059,2288884.0
2017-06-29,38.0,12135.7901,1906745.0
2017-06-30,38.21,12202.8563,1972339.0
2017-07-03,37.96,12123.0156,1268644.0
2017-07-05,38.15,12183.6946,2750420.0
2017-07-06,37.68,12033.594,1979881.0
2017-07-07,38.43,12273.1162,2496600.0
2017-07-10,38.74,12372.1187,2051509.0
2017-07-11,38.8,12391.2804,1926291.0
2017-07-12,38.66,12346.5696,1331596.0
2017-07-13,38.84,12404.055,1388428.0
2017-07-14,38.92,12429.604,1303547.0
2017-07-17,38.74,12372.1187,1435874.0
2017-07-18,38.57,12317.827,1229359.0
2017-07-19,39.02,12461.5403,1223835.0
2017-07-20,38.3,12231.599,3631935.0
2017-07-21,38.3,12231.599,1516337.0
2017-07-24,37.72,12046.3685,2353102.0
2017-07-25,37.74,12052.7558,1981264.0
2017-07-26,37.64,12020.8195,2976373.0
2017-07-27,38.29,12198.954,4423774.0
2017-07-28,38.57,12288.1602,3477025.0
2017-07-31,38.13,12147.979,1714371.0
2017-08-01,38.33,12211.6977,1979644.0
2017-08-02,38.28,12195.7681,1735286.0
2017-08-03,37.99,12103.3759,3530010.0
2017-08-04,38.33,12211.6977,1115687.0
2017-08-07,38.21,12173.4665,1042832.0
2017-08-08,37.63,11988.6821,2074787.0
2017-08-09,37.2,11851.6868,1868496.0
2017-08-10,36.45,11612.7415,1827304.0
2017-08-11,36.69,11689.204,1241341.0
2017-08-14,37.3,11883.5462,1283312.0
2017-08-15,37.42,11921.7775,1963156.0
2017-08-16,37.48,11940.8931,2232076.0
2017-08-17,36.47,11619.1134,2609410.0
2017-08-18,36.4,11596.8118,2001486.0
2017-08-21,36.53,11638.229,1213362.0
2017-08-22,36.99,11784.7821,2871843.0
2017-08-23,36.72,11698.7618,1743371.0
2017-08-24,36.48,11622.2993,2227154.0
2017-08-25,36.31,11568.1384,2201369.0
2017-08-28,36.3,11564.9525,2283837.0
2017-08-29,36.31,11568.1384,1797222.0
2017-08-30,36.37,11587.254,2264839.0
2017-08-31,36.77,11714.6915,2970483.0
2017-09-01,37.06,11807.0837,1644718.0
2017-09-05,36.65,11676.4603,1665805.0
2017-09-06,36.8,11724.2493,1807769.0
2017-09-07,37.0,11787.9681,1785805.0
2017-09-08,37.57,11969.5665,2322349.0
2017-09-11,37.64,11991.8681,2501541.0
2017-09-12,38.11,12141.6071,1580633.0
2017-09-13,37.51,11950.4509,2089307.0
2017-09-14,37.38,11909.0337,1704590.0
2017-09-15,37.31,11886.7321,2178802.0
2017-09-18,37.25,11867.6165,2000233.0
2017-09-19,37.39,11912.2196,2184258.0
2017-09-20,37.52,11953.6368,3552021.0
2017-09-21,37.72,12017.3556,1335407.0
2017-09-22,38.09,12135.2353,1711439.0
2017-09-25,38.21,12173.4665,1653561.0
2017-09-26,38.4,12233.9993,1668324.0
2017-09-27,38.57,12288.1602,1649558.0
2017-09-28,38.78,12355.0649,1369804.0
2017-09-29,39.01,12428.3415,1604965.0
2017-10-02,39.59,12613.1258,2292825.0
2017-10-03,39.21,12492.0602,2411710.0
2017-10-04,39.25,12504.804,1932617.0
2017-10-05,38.98,12418.7837,2178355.0
2017-10-06,39.23,12498.4321,1755644.0
2017-10-09,38.94,12406.0399,2400273.0
2017-10-10,38.75,12345.5071,1806385.0
2017-10-11,38.96,12412.4118,2137155.0
2017-10-12,39.04,12437.8993,2381804.0
2017-10-13,38.92,12399.668,2096348.0
2017-10-16,38.96,12412.4118,1180111.0
2017-10-17,38.9,12393.2962,1547740.0
2017-10-18,38.66,12316.8337,1552386.0
2017-10-19,39.06,12444.2712,2587947.0
2017-10-20,40.09,12772.4227,3232459.0
2017-10-23,40.11,12778.7946,4450193.0
2017-10-24,40.83,12843.7009,4978516.0
2017-10-25,39.67,12478.8051,4213865.0
2017-10-26,40.11,12617.2139,3241628.0
2017-10-27,40.16,12632.9421,2408481.0
2017-10-30,39.49,12422.1834,1868233.0
2017-10-31,39.82,12525.9899,2683322.0
2017-11-01,39.37,12384.4355,1985308.0
2017-11-02,38.89,12233.4442,3178490.0
2017-11-03,39.02,12274.3377,2131804.0
2017-11-06,39.22,12337.2508,1402222.0
2017-11-07,39.08,12293.2116,1630015.0
2017-11-08,39.13,12308.9399,3395859.0
2017-11-09,38.62,12148.5116,1607360.0
2017-11-10,38.61,12145.3659,2038408.0
2017-11-13,38.89,12233.4442,2039043.0
2017-11-14,39.04,12280.629,1665375.0
2017-11-15,38.81,12208.279,2106381.0
2017-11-16,39.14,12312.0855,2129280.0
2017-11-17,39.36,12381.2899,1394765.0
2017-11-20,39.84,12532.2812,1849924.0
2017-11-21,40.01,12585.7573,1819950.0
2017-11-22,39.94,12563.7378,993715.0
2017-11-24,39.58,12450.4943,981869.0
2017-11-27,40.06,12601.4856,1701885.0
2017-11-28,40.93,12875.1574,3322694.0
2017-11-29,42.03,13221.1792,2895905.0
2017-11-30,42.91,13497.9967,4491283.0
2017-12-01,42.5,13369.0249,4231265.0
2017-12-04,43.3,13620.6771,3870470.0
2017-12-05,42.98,13520.0163,2942647.0
2017-12-06,42.15,13258.9271,3054301.0
2017-12-07,42.31,13309.2575,2805980.0
2017-12-08,42.72,13438.2293,3848494.0
