,MAS US Equity,MAS US Equity,MAS US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2014-09-19,20.9439,8494.2511,4629839.0
2014-09-22,20.5924,8351.6703,2687722.0
2014-09-23,20.6188,8362.3638,4228981.0
2014-09-24,20.7242,8405.1381,3835567.0
2014-09-25,20.5045,8316.0251,2836186.0
2014-09-26,20.5133,8319.5896,2461530.0
2014-09-29,20.4957,8312.4605,2643225.0
2014-09-30,21.023,8526.3317,9331499.0
2014-10-01,20.6539,8376.6219,4264034.0
2014-10-02,20.8209,8444.3478,4918803.0
2014-10-03,20.7945,8433.6542,5497717.0
2014-10-06,20.6715,8383.7509,3476993.0
2014-10-07,20.276,8223.3475,5596268.0
2014-10-08,20.5748,8344.5412,4952520.0
2014-10-09,20.0035,8112.8474,4171553.0
2014-10-10,19.4762,7898.9762,3917530.0
2014-10-13,18.4303,7474.7984,8718397.0
2014-10-14,18.4127,7467.6693,9348601.0
2014-10-15,18.3336,7435.5886,11645934.0
2014-10-16,18.65,7563.9114,5709427.0
2014-10-17,19.0455,7724.3148,4953426.0
2014-10-20,19.5817,7941.7505,4987797.0
2014-10-21,19.7047,7991.6537,6646758.0
2014-10-22,19.8541,8052.2506,4930875.0
2014-10-23,20.1529,8173.4443,1783183.0
2014-10-24,20.2848,8226.9121,2546680.0
2014-10-27,20.1881,8187.7023,5479360.0
2014-10-28,19.4586,7887.6007,11906062.0
2014-10-29,19.1686,7770.0348,4962672.0
2014-10-30,19.1598,7766.4722,5998855.0
2014-10-31,19.3971,7862.6625,7153310.0
2014-11-03,19.5114,7908.9763,6928784.0
2014-11-04,19.4938,7901.8511,4625206.0
2014-11-05,19.7487,8005.1665,5488596.0
2014-11-06,20.3375,8243.8609,4556975.0
2014-11-07,20.5221,8318.6755,3907779.0
2014-11-10,20.3727,8258.1113,2883951.0
2014-11-11,20.4078,8272.3617,2232554.0
2014-11-12,20.3815,8261.6739,2435762.0
2014-11-13,20.3727,8258.1113,3067166.0
2014-11-14,20.3815,8261.6739,2400307.0
2014-11-17,20.1969,8186.8592,2966806.0
2014-11-18,20.5572,8332.9259,4612890.0
2014-11-19,20.5748,8340.0511,2970517.0
2014-11-20,20.9615,8496.8056,3862760.0
2014-11-21,21.1549,8575.1828,4619105.0
2014-11-24,21.3658,8660.6853,2210606.0
2014-11-25,21.2955,8632.1845,3423890.0
2014-11-26,21.1988,8592.9959,1986170.0
2014-11-28,21.2691,8621.4967,1131230.0
2014-12-01,21.0406,8528.869,3528326.0
2014-12-02,21.3922,8671.3731,3010721.0
2014-12-03,21.7349,8810.3146,4332137.0
2014-12-04,21.7789,8828.1276,4353735.0
2014-12-05,21.858,8860.191,5612612.0
2014-12-08,21.5943,8753.3129,4153171.0
2014-12-09,21.8931,8874.4414,5838799.0
2014-12-10,21.3746,8664.2479,3843341.0
2014-12-11,21.5504,8735.4999,4479093.0
2014-12-12,21.1373,8568.0576,4346840.0
2014-12-15,21.0934,8550.2446,4071067.0
2014-12-16,20.8736,8461.1796,3562927.0
2014-12-17,21.4713,8703.4365,5992690.0
2014-12-18,22.0338,8931.443,4945933.0
2014-12-19,22.2447,9016.9455,6490373.0
2014-12-22,22.2799,9031.1959,4369951.0
2014-12-23,22.2447,9016.9455,2301146.0
2014-12-24,22.1217,8967.0691,1218462.0
2014-12-26,22.2096,9002.6951,906689.0
2014-12-29,22.3238,9049.0089,1387542.0
2014-12-30,22.2183,9006.2577,1898380.0
2014-12-31,22.148,8977.7569,1351060.0
2015-01-02,21.981,8910.0674,3013148.0
2015-01-05,21.6031,8756.8755,2948631.0
2015-01-06,21.5767,8746.1877,3432516.0
2015-01-07,21.8228,8845.9406,2725216.0
2015-01-08,22.6929,9198.6382,4808499.0
2015-01-09,22.3062,9041.8837,5749953.0
2015-01-12,22.1392,8974.1943,3130255.0
2015-01-13,21.7525,8817.4398,5272964.0
2015-01-14,21.4889,8710.5617,4997671.0
2015-01-15,20.8824,8464.7422,6125629.0
2015-01-16,21.2428,8610.8089,4226947.0
2015-01-20,20.8297,8443.3666,3622557.0
2015-01-21,21.1812,8585.8706,5025360.0
2015-01-22,21.6383,8771.1259,5230279.0
2015-01-23,21.6646,8781.8138,3392749.0
2015-01-26,22.2711,9027.6333,3810119.0
2015-01-27,22.1041,8959.9439,3338646.0
2015-01-28,21.9898,8913.63,3096853.0
2015-01-29,22.3414,9056.1341,3690620.0
2015-01-30,21.8316,8849.5032,3367002.0
2015-02-02,22.1129,8963.5065,4599331.0
2015-02-03,22.8248,9252.0772,4100091.0
2015-02-04,22.9566,9305.5162,5119933.0
2015-02-05,22.4908,9116.6983,5557459.0
2015-02-06,22.8951,9280.578,5704244.0
2015-02-09,23.0357,9337.5797,7140172.0
2015-02-10,23.1324,9376.7683,5551905.0
2015-02-11,22.9566,9305.5162,3032215.0
2015-02-12,23.2291,9415.9569,3531027.0
2015-02-13,23.2466,9245.4543,2678595.0
2015-02-17,23.5279,9357.3086,2237617.0
2015-02-18,23.4312,9318.8587,2210486.0
2015-02-19,23.5455,9364.2995,2506041.0
2015-02-20,23.5103,9350.3177,3180150.0
2015-02-23,23.3521,9287.3997,2611049.0
2015-02-24,23.5894,9381.7767,4981339.0
2015-02-25,23.5455,9364.2995,2057635.0
2015-02-26,23.0445,9165.059,3085667.0
2015-02-27,23.0181,9154.5727,2155215.0
2015-03-02,23.317,9273.4179,4151190.0
2015-03-03,23.1939,9224.4816,2273425.0
2015-03-04,23.273,9255.9406,3231937.0
2015-03-05,23.5806,9378.2812,3071872.0
2015-03-06,22.8248,9077.6729,3117468.0
2015-03-09,22.9302,9119.6183,1981657.0
2015-03-10,22.9742,9137.0955,4056851.0
2015-03-11,23.0093,9151.0773,2314778.0
2015-03-12,23.6597,9409.7403,3173947.0
2015-03-13,23.2554,9248.9498,2821662.0
2015-03-16,23.106,9189.5272,2438223.0
2015-03-17,22.7105,9032.2321,3250740.0
2015-03-18,23.0357,9161.5636,3108824.0
2015-03-19,23.0884,9182.5363,2504257.0
2015-03-20,23.5191,9353.8131,4128840.0
2015-03-23,23.3961,9304.8769,2502306.0
2015-03-24,23.5455,9364.2995,2456017.0
2015-03-25,22.9654,9133.6,3474501.0
2015-03-26,22.7193,9035.7276,3016551.0
2015-03-27,23.0357,9161.5636,2573843.0
2015-03-30,23.2466,9245.4543,4395817.0
2015-03-31,23.4664,9332.8405,3607246.0
2015-04-01,22.9127,9112.6274,3771678.0
2015-04-02,23.3961,9279.6339,5574208.0
2015-04-06,23.6158,9366.7829,4379860.0
2015-04-07,23.106,9164.5971,2990663.0
2015-04-08,23.1324,9175.055,3738289.0
2015-04-09,23.1236,9171.569,1922405.0
2015-04-10,23.3521,9262.204,1883875.0
2015-04-13,23.2466,9220.3725,1820841.0
2015-04-14,23.2291,9213.4006,2287202.0
2015-04-15,23.2994,9241.2883,2801943.0
2015-04-16,22.7369,9018.1866,3568052.0
2015-04-17,22.5435,8941.4954,3659528.0
2015-04-20,22.649,8983.327,3194117.0
2015-04-21,23.1588,9185.5129,4015972.0
2015-04-22,23.5982,9359.811,6130918.0
2015-04-23,23.0269,9133.2234,4812761.0
2015-04-24,23.0181,9129.7374,2684740.0
2015-04-27,23.106,9164.5971,7038867.0
2015-04-28,23.6773,9391.1847,9879491.0
2015-04-29,23.5367,9335.4093,4511501.0
2015-04-30,23.2818,9234.3163,4669052.0
2015-05-01,23.8531,9460.9039,4141106.0
2015-05-04,24.064,9544.5671,4847828.0
2015-05-05,23.5191,9328.4373,4947479.0
2015-05-06,22.9478,9101.8497,7543195.0
2015-05-07,23.1939,9199.4567,4748930.0
2015-05-08,23.2466,9220.3725,4786410.0
2015-05-11,23.3961,9279.6339,4940994.0
2015-05-12,23.1412,9178.5409,2537814.0
2015-05-13,23.2818,9234.3163,3033425.0
2015-05-14,23.8707,9467.8759,4195106.0
2015-05-15,23.5543,9342.3812,3867140.0
2015-05-18,23.9058,9481.8197,2096388.0
2015-05-19,24.4068,9680.5196,4673913.0
2015-05-20,24.0201,9527.1372,3032001.0
2015-05-21,24.4419,9694.4635,3838278.0
2015-05-22,24.0289,9530.6232,2240424.0
2015-05-26,23.897,9478.3338,2504923.0
2015-05-27,24.1871,9593.3705,1749607.0
2015-05-28,24.2486,9617.7723,2341390.0
2015-05-29,23.7916,9436.5022,3055003.0
2015-06-01,24.0464,9537.5951,3184405.0
2015-06-02,24.1431,9575.9407,1785052.0
2015-06-03,24.3892,9673.5477,2816000.0
2015-06-04,24.0289,9530.6232,2035053.0
2015-06-05,24.0992,9558.5109,1775665.0
2015-06-08,23.7828,9433.0162,2031440.0
2015-06-09,23.9761,9509.7074,2026330.0
2015-06-10,24.5035,9718.8652,3110454.0
2015-06-11,24.5386,9732.8091,2985241.0
2015-06-12,24.3892,9673.5477,2490512.0
2015-06-15,24.108,9561.9969,2443192.0
2015-06-16,24.064,9544.5671,2906361.0
2015-06-17,24.1255,9568.9688,2983753.0
2015-06-18,24.3716,9666.5758,4093614.0
2015-06-19,24.354,9659.6038,3737136.0
2015-06-22,24.2749,9628.2302,3016449.0
2015-06-23,24.1871,9593.3705,3394498.0
2015-06-24,24.0201,9527.1372,2308393.0
2015-06-25,24.0904,9555.025,2833515.0
2015-06-26,23.9937,9516.6794,2886765.0
2015-06-29,23.2379,9216.8865,3595010.0
2015-06-30,23.44,9297.0637,4359781.0
2015-07-01,23.77,8286.1344,5292529.0
2015-07-02,23.6,8226.873,3243014.0
2015-07-06,23.5,8192.0134,2871278.0
2015-07-07,23.62,8233.8449,6215468.0
2015-07-08,23.03,8028.1731,4062538.0
2015-07-09,23.05,8035.145,3634102.0
2015-07-10,23.48,8185.0414,3162874.0
2015-07-13,23.52,8198.9853,4043092.0
2015-07-14,23.64,8240.8169,4163998.0
2015-07-15,23.4,8157.1537,3895765.0
2015-07-16,23.27,8111.8362,5571200.0
2015-07-17,22.86,7968.9117,2591819.0
2015-07-20,23.01,8021.2012,3580109.0
2015-07-21,22.63,7888.7346,5949520.0
2015-07-22,23.08,8045.6029,7639135.0
2015-07-23,23.8,8296.5923,9118826.0
2015-07-24,23.37,8146.6958,5728335.0
2015-07-27,23.16,8073.4906,5525426.0
2015-07-28,25.63,8815.4466,12562273.0
2015-07-29,26.41,9083.7279,7496007.0
2015-07-30,26.4,9080.2884,6269218.0
2015-07-31,26.39,9076.8489,6419266.0
2015-08-03,26.44,9094.0464,6074710.0
2015-08-04,26.46,9100.9254,4198848.0
2015-08-05,26.2,9011.4983,4827257.0
2015-08-06,26.44,9094.0464,7649590.0
2015-08-07,26.83,9228.187,4958610.0
2015-08-10,26.94,9266.0216,3655589.0
2015-08-11,27.1,9321.0536,4120957.0
2015-08-12,27.09,9317.6141,3677152.0
2015-08-13,27.04,9300.4166,2733002.0
2015-08-14,27.22,9362.3276,3039865.0
2015-08-17,27.62,9499.9078,2082501.0
2015-08-18,28.35,9750.9915,8066195.0
2015-08-19,28.09,9661.5644,3392981.0
2015-08-20,27.25,9372.6461,4056479.0
2015-08-21,26.53,9125.0019,5988388.0
2015-08-24,25.29,8698.5035,10774621.0
2015-08-25,24.89,8560.9234,8173278.0
2015-08-26,25.75,8856.7207,7597324.0
2015-08-27,26.29,9042.4538,5540775.0
2015-08-28,26.29,9042.4538,3696676.0
2015-08-31,26.23,9021.8168,3617481.0
2015-09-01,25.64,8818.8861,5380406.0
2015-09-02,26.2,9011.4983,4311351.0
2015-09-03,26.59,9145.6389,4938408.0
2015-09-04,26.23,9021.8168,4963261.0
2015-09-08,26.76,9204.1105,4636968.0
2015-09-09,26.6,9149.0784,3643290.0
2015-09-10,26.85,9235.066,3611071.0
2015-09-11,27.11,9324.4931,2801946.0
2015-09-14,27.1,9321.0536,3829707.0
2015-09-15,27.5,9458.6337,3265112.0
2015-09-16,27.55,9475.8312,3400069.0
2015-09-17,27.55,9475.8312,5111982.0
2015-09-18,27.26,9376.0857,6393796.0
2015-09-21,27.29,9386.4042,3747260.0
2015-09-22,26.69,9180.034,5797410.0
2015-09-23,26.55,9131.8809,3931388.0
2015-09-24,26.3,9045.8933,4759479.0
2015-09-25,26.19,9008.0588,3162121.0
2015-09-28,25.62,8812.0071,6658109.0
2015-09-29,24.58,8454.2988,7977687.0
2015-09-30,25.18,8660.669,7329115.0
2015-10-01,25.67,8829.2046,6767171.0
2015-10-02,25.9,8908.3132,6016695.0
2015-10-05,26.46,9100.9254,5221047.0
2015-10-06,26.53,9125.0019,10038471.0
2015-10-07,26.78,9210.9895,17216029.0
2015-10-08,26.78,9210.9895,15233803.0
2015-10-09,27.01,9290.0981,8669784.0
2015-10-12,27.11,9324.4931,3852312.0
2015-10-13,26.63,9159.397,5460684.0
2015-10-14,26.15,8994.3008,5928120.0
2015-10-15,26.38,9073.4094,7075851.0
2015-10-16,26.42,9087.1674,6896385.0
2015-10-19,26.55,9131.8809,4213869.0
2015-10-20,26.67,9173.155,4487546.0
2015-10-21,26.85,9235.066,5326761.0
2015-10-22,27.63,9503.3473,5773963.0
2015-10-23,27.57,9482.7103,5573441.0
2015-10-26,27.6,9493.0288,7169053.0
2015-10-27,28.36,9542.349,12026910.0
2015-10-28,29.25,9841.8091,8403641.0
2015-10-29,28.68,9650.02,6544836.0
2015-10-30,29.0,9757.6911,4279434.0
2015-11-02,29.35,9875.4563,3121271.0
2015-11-03,29.4,9892.2799,5205989.0
2015-11-04,29.02,9764.4205,5394891.0
2015-11-05,29.25,9841.8091,3250435.0
2015-11-06,28.6,9623.1023,6762043.0
2015-11-09,28.41,9559.1726,4667152.0
2015-11-10,28.8,9690.3967,3508103.0
2015-11-11,29.16,9811.5266,3044021.0
2015-11-12,28.67,9646.6553,3596487.0
2015-11-13,28.3,9522.1606,3361419.0
2015-11-16,28.78,9683.6672,3871584.0
2015-11-17,29.32,9865.3622,5344170.0
2015-11-18,29.84,10040.3277,3697822.0
2015-11-19,29.95,10077.3396,3943467.0
2015-11-20,30.19,10158.0929,3052692.0
2015-11-23,30.16,10147.9987,4154507.0
2015-11-24,30.19,10158.0929,2574061.0
2015-11-25,30.5,10262.3993,2107704.0
2015-11-27,30.25,10178.2812,1597579.0
2015-11-30,29.91,10063.8807,3496282.0
2015-12-01,30.42,10235.4815,3572828.0
2015-12-02,30.17,10151.3635,3280275.0
2015-12-03,29.51,9929.2919,3158238.0
2015-12-04,30.02,10100.8927,3232683.0
2015-12-07,29.94,10073.9749,2228650.0
2015-12-08,29.75,10010.0452,2853219.0
2015-12-09,29.3,9858.6327,3259912.0
2015-12-10,29.25,9841.8091,3663177.0
2015-12-11,28.96,9744.2322,2998103.0
2015-12-14,29.22,9831.715,3602123.0
2015-12-15,28.81,9693.7614,4885104.0
2015-12-16,29.43,9902.3741,4871618.0
2015-12-17,28.37,9545.7137,4451624.0
2015-12-18,27.88,9380.8423,8325788.0
2015-12-21,28.04,9434.6779,3343302.0
2015-12-22,28.31,9525.5253,2892344.0
2015-12-23,28.38,9549.0784,3356494.0
2015-12-24,28.44,9569.2667,1535868.0
2015-12-28,28.51,9592.8198,1500401.0
2015-12-29,28.54,9602.9139,1797047.0
2015-12-30,28.41,9559.1726,1545784.0
2015-12-31,28.3,9522.1606,2096685.0
2016-01-04,27.8,9353.9246,3373978.0
2016-01-05,27.69,9316.9126,2512425.0
2016-01-06,27.38,9212.6063,6287000.0
2016-01-07,26.13,8792.0162,5723018.0
2016-01-08,25.53,8590.1329,8750374.0
2016-01-11,25.15,8462.2735,7066470.0
2016-01-12,25.52,8586.7682,7857838.0
2016-01-13,24.54,8257.0255,5757593.0
2016-01-14,24.95,8394.9791,7536868.0
2016-01-15,24.82,8351.2377,7463565.0
2016-01-19,24.71,8314.2258,6824826.0
2016-01-20,24.26,8162.8133,6957121.0
2016-01-21,24.91,8381.5202,8733304.0
2016-01-22,25.57,8603.5918,5461036.0
2016-01-25,25.37,8536.2974,5516273.0
2016-01-26,25.67,8637.239,3507166.0
2016-01-27,25.77,8670.8862,5728604.0
2016-01-28,25.42,8553.121,4416747.0
2016-01-29,26.39,8879.4989,4719197.0
2016-02-01,26.27,8839.1222,3796282.0
2016-02-02,25.07,8435.3557,6471395.0
2016-02-03,25.26,8499.2854,6906858.0
2016-02-04,25.39,8543.0268,4689470.0
2016-02-05,24.3,8176.2722,6235259.0
2016-02-08,23.46,7893.6356,10549403.0
2016-02-09,25.39,8543.0268,11542338.0
2016-02-10,25.51,8583.4034,7124493.0
2016-02-11,24.97,8401.7085,6618747.0
2016-02-12,25.82,8622.1142,5417074.0
2016-02-16,26.43,8825.8125,7757787.0
2016-02-17,27.23,9092.9577,6052958.0
2016-02-18,27.03,9026.1714,4252224.0
2016-02-19,27.62,9223.1911,5082213.0
2016-02-22,27.79,9279.9594,4107012.0
2016-02-23,28.36,9470.3005,5456090.0
2016-02-24,28.68,9577.1586,5552339.0
2016-02-25,28.91,9653.9628,4004338.0
2016-02-26,28.74,9597.1945,4413067.0
2016-02-29,28.2,9416.8714,4239521.0
2016-03-01,29.2,9750.803,4373665.0
2016-03-02,29.07,9707.3919,3933851.0
2016-03-03,28.97,9673.9987,5425741.0
2016-03-04,28.99,9680.6774,4589139.0
2016-03-07,28.96,9670.6594,3414541.0
2016-03-08,29.14,9730.7671,5309048.0
2016-03-09,29.23,9760.821,4956508.0
2016-03-10,29.12,9724.0885,3334987.0
2016-03-11,29.49,9847.6432,3435993.0
2016-03-14,29.51,9854.3218,3243354.0
2016-03-15,29.82,9957.8406,3806573.0
2016-03-16,29.98,10011.2697,4409165.0
2016-03-17,30.56,10204.95,3142123.0
2016-03-18,30.77,10275.0756,4729562.0
2016-03-21,30.86,10305.1295,2974163.0
2016-03-22,31.07,10375.2551,2933692.0
2016-03-23,30.94,10331.844,3334117.0
2016-03-24,30.89,10282.7982,1924273.0
2016-03-28,31.2,10385.9923,2401333.0
2016-03-29,31.43,10462.5557,2049331.0
2016-03-30,31.6,10519.1461,2201227.0
2016-03-31,31.45,10469.2134,6966190.0
2016-04-01,32.04,10665.6152,4525853.0
2016-04-04,31.68,10545.7768,3515992.0
2016-04-05,31.5,10485.8576,3076845.0
2016-04-06,31.72,10559.0922,2234816.0
2016-04-07,31.4,10452.5692,2909569.0
2016-04-08,31.73,10562.421,1851819.0
2016-04-11,31.47,10475.8711,2577784.0
2016-04-12,31.78,10579.0652,2332370.0
2016-04-13,32.21,10722.2055,2001708.0
2016-04-14,32.16,10705.5613,1860869.0
2016-04-15,32.28,10745.5074,1788412.0
2016-04-18,32.4,10785.4536,2143371.0
2016-04-19,32.4,10785.4536,2154441.0
2016-04-20,32.72,10891.9766,2838937.0
2016-04-21,32.3,10752.1651,3147971.0
2016-04-22,32.47,10808.7555,2958872.0
2016-04-25,32.24,10732.1921,3926856.0
2016-04-26,31.58,10508.1226,7092187.0
2016-04-27,31.69,10544.7247,5422277.0
2016-04-28,31.16,10368.3692,4182724.0
2016-04-29,30.71,10218.6335,4373597.0
2016-05-02,31.38,10441.5734,2684019.0
2016-05-03,30.72,10221.9609,4194124.0
2016-05-04,30.68,10208.6511,2666577.0
2016-05-05,30.99,10311.8024,3540376.0
2016-05-06,31.7,10548.0521,3920282.0
2016-05-09,31.72,10554.7071,3209653.0
2016-05-10,32.2,10714.4252,2625905.0
2016-05-11,31.59,10511.4501,2749271.0
2016-05-12,31.35,10431.591,3164336.0
2016-05-13,31.18,10375.0242,1894862.0
2016-05-16,31.5,10481.5029,2547346.0
2016-05-17,31.34,10428.2635,4196217.0
2016-05-18,31.24,10394.9889,2784617.0
2016-05-19,31.35,10431.591,3134909.0
2016-05-20,31.78,10574.6718,2792423.0
2016-05-23,31.37,10438.2459,2403366.0
2016-05-24,32.39,10777.647,4348755.0
2016-05-25,32.57,10837.5413,2630836.0
2016-05-26,32.37,10770.992,2982814.0
2016-05-27,32.62,10854.1786,1637953.0
2016-05-31,32.64,10860.8335,2841887.0
2016-06-01,32.53,10824.2314,2713335.0
2016-06-02,32.13,10691.133,3041333.0
2016-06-03,32.03,10657.8584,2517493.0
2016-06-06,31.58,10508.1226,3504841.0
2016-06-07,31.93,10624.5837,3480609.0
2016-06-08,32.01,10651.2034,3164590.0
2016-06-09,31.84,10594.6366,1746761.0
2016-06-10,31.24,10394.9889,2593334.0
2016-06-13,30.85,10265.2179,3358550.0
2016-06-14,30.41,10118.8096,4689502.0
2016-06-15,30.19,10045.6055,4493324.0
2016-06-16,30.67,10205.3236,5260247.0
2016-06-17,30.89,10278.5278,4476139.0
2016-06-20,31.37,10438.2459,3037686.0
2016-06-21,31.36,10434.9185,2066257.0
2016-06-22,31.21,10385.0065,2703215.0
2016-06-23,31.48,10474.848,3273062.0
2016-06-24,30.18,10042.278,10161802.0
2016-06-27,29.28,9742.8065,5572126.0
2016-06-28,29.92,9955.764,5000547.0
2016-06-29,30.47,10138.7744,3931083.0
2016-06-30,30.94,10295.1651,4391026.0
2016-07-01,31.05,10331.7672,3074853.0
2016-07-05,30.55,10165.3941,2796963.0
2016-07-06,30.92,10288.5102,2817936.0
2016-07-07,31.2,10381.6791,2817832.0
2016-07-08,32.22,10721.0801,4428832.0
2016-07-11,32.8,10914.0729,4260195.0
2016-07-12,33.4,11113.7206,4124120.0
2016-07-13,33.75,11230.1817,6100880.0
2016-07-14,34.02,11320.0231,5000512.0
2016-07-15,34.08,11339.9879,3222294.0
2016-07-18,33.9,11280.0936,3340458.0
2016-07-19,33.79,11243.4915,3051572.0
2016-07-20,34.33,11423.1744,2674729.0
2016-07-21,33.35,11097.0832,8525250.0
2016-07-22,33.79,11243.4915,7716760.0
2016-07-25,34.23,11389.8998,5565736.0
2016-07-26,35.85,11838.1934,9369871.0
2016-07-27,36.44,12033.02,8044232.0
2016-07-28,36.87,12175.0123,6729444.0
2016-07-29,36.48,12046.2286,5926772.0
2016-08-01,36.36,12006.6028,3707677.0
2016-08-02,36.34,11999.9985,2913660.0
2016-08-03,36.56,12072.6458,2507600.0
2016-08-04,36.28,11980.1857,2781558.0
2016-08-05,36.67,12108.9694,2050239.0
2016-08-08,36.48,12046.2286,2516915.0
2016-08-09,36.23,11963.6749,2578259.0
2016-08-10,36.29,11983.4878,1997849.0
2016-08-11,36.18,11947.1642,2932754.0
2016-08-12,36.07,11910.8406,2324619.0
2016-08-15,36.15,11937.2578,1929415.0
2016-08-16,35.51,11725.9204,2758972.0
2016-08-17,35.47,11712.7118,3438575.0
2016-08-18,35.21,11626.8561,3310978.0
2016-08-19,35.2,11623.5539,3052743.0
2016-08-22,35.38,11682.9925,2799210.0
2016-08-23,35.71,11791.9634,3134223.0
2016-08-24,35.28,11649.9711,2707508.0
2016-08-25,35.26,11643.3668,1658433.0
2016-08-26,35.22,11630.1582,1913031.0
2016-08-29,35.46,11709.4097,2427082.0
2016-08-30,35.41,11692.899,2694414.0
2016-08-31,35.48,11716.014,3850373.0
2016-09-01,35.53,11732.5247,4287412.0
2016-09-02,35.46,11709.4097,2113013.0
2016-09-06,35.31,11659.8775,2216898.0
2016-09-07,35.28,11649.9711,2448035.0
2016-09-08,35.15,11607.0432,2344250.0
2016-09-09,33.26,10982.9376,6231075.0
2016-09-12,33.69,11124.9299,5307562.0
2016-09-13,33.03,10906.9882,5293108.0
2016-09-14,33.24,10976.3333,4689700.0
2016-09-15,33.6,11095.2105,2956815.0
2016-09-16,32.9,10864.0603,5304371.0
2016-09-19,32.93,10873.9668,3195674.0
2016-09-20,32.85,10847.5496,4350456.0
2016-09-21,33.39,11025.8655,4454847.0
2016-09-22,34.33,11336.2672,5907641.0
2016-09-23,34.27,11316.4543,3356489.0
2016-09-26,34.33,11336.2672,3044179.0
2016-09-27,34.82,11498.0724,4783429.0
2016-09-28,34.55,11408.9144,4165005.0
2016-09-29,34.22,11299.9436,2976594.0
2016-09-30,34.31,11329.6629,5534791.0
2016-10-03,33.96,11214.0878,2882490.0
2016-10-04,33.86,11181.0663,3193260.0
2016-10-05,34.24,11306.5479,3326337.0
2016-10-06,34.93,11534.396,2788916.0
2016-10-07,33.51,11065.4912,8533031.0
2016-10-10,33.88,11187.6706,3364248.0
2016-10-11,33.23,10973.0311,2921545.0
2016-10-12,33.56,11082.002,2562325.0
2016-10-13,33.36,11015.959,2326758.0
2016-10-14,33.52,11068.7934,2029774.0
2016-10-17,33.8,11161.2535,2490050.0
2016-10-18,33.47,11052.2826,3507405.0
2016-10-19,32.94,10877.2689,4828005.0
2016-10-20,33.19,10959.8226,3116803.0
2016-10-21,33.09,10926.8011,3026687.0
2016-10-24,33.56,11082.002,4257839.0
2016-10-25,30.38,9973.9715,14614515.0
2016-10-26,30.6,10046.1991,7157116.0
2016-10-27,30.5,10013.3684,6695845.0
2016-10-28,30.72,10085.5959,5074224.0
2016-10-31,30.88,10138.1251,4257948.0
2016-11-01,29.98,9842.6486,5626798.0
2016-11-02,29.43,9662.0797,5654127.0
2016-11-03,29.45,9668.6458,4226097.0
2016-11-04,29.84,9796.6856,5018411.0
2016-11-07,30.27,9937.8577,3975569.0
2016-11-08,30.46,10000.2361,3050783.0
2016-11-09,30.93,10154.5404,3559267.0
2016-11-10,31.45,10325.2602,5005253.0
2016-11-11,31.27,10266.1649,4032926.0
2016-11-14,31.65,10390.9216,4742287.0
2016-11-15,31.93,10482.8476,3837783.0
2016-11-16,31.38,10302.2787,4017168.0
2016-11-17,32.25,10587.9059,4471878.0
2016-11-18,32.46,10656.8504,4256459.0
2016-11-21,32.49,10666.6996,4288534.0
2016-11-22,32.56,10689.6811,4247194.0
2016-11-23,32.39,10633.8689,2456018.0
2016-11-25,32.71,10738.9272,1103028.0
2016-11-28,32.16,10558.3582,3928171.0
2016-11-29,32.21,10574.7736,2533111.0
2016-11-30,31.65,10390.9216,3935982.0
2016-12-01,30.33,9957.5561,5397030.0
2016-12-02,30.32,9954.2731,4515443.0
2016-12-05,31.19,10239.9003,4770447.0
2016-12-06,31.24,10256.3157,3614443.0
2016-12-07,32.13,10548.509,4257509.0
2016-12-08,32.54,10683.115,2536728.0
2016-12-09,32.61,10706.0965,4031880.0
2016-12-12,32.4,10637.152,3121767.0
2016-12-13,32.67,10725.7949,3519490.0
2016-12-14,32.5,10669.9827,3766363.0
2016-12-15,31.54,10354.8078,3815499.0
2016-12-16,31.93,10482.8476,6221886.0
2016-12-19,32.4,10637.152,2865718.0
2016-12-20,32.46,10656.8504,1676866.0
2016-12-21,32.79,10765.1918,2370904.0
2016-12-22,32.03,10515.6783,2422405.0
2016-12-23,32.06,10525.5275,1626447.0
2016-12-27,32.24,10584.6228,1160066.0
2016-12-28,31.83,10450.0169,1736393.0
2016-12-29,31.89,10469.7153,1188474.0
2016-12-30,31.62,10381.0724,1546073.0
2017-01-03,32.23,10581.3397,2660933.0
2017-01-04,32.94,10814.4378,3589850.0
2017-01-05,32.66,10722.5118,2513259.0
2017-01-06,32.53,10679.8319,3157648.0
2017-01-09,32.18,10564.9244,2573842.0
2017-01-10,32.21,10574.7736,2705707.0
2017-01-11,32.46,10656.8504,2602213.0
2017-01-12,32.05,10522.2445,3490544.0
2017-01-13,32.05,10522.2445,2417008.0
2017-01-17,32.03,10515.6783,1614011.0
2017-01-18,32.1,10538.6598,2248583.0
2017-01-19,31.93,10482.8476,2160488.0
2017-01-20,31.98,10499.263,3139724.0
2017-01-23,32.03,10515.6783,2648617.0
2017-01-24,32.92,10807.8717,2648446.0
2017-01-25,33.62,11037.6867,4217380.0
2017-01-26,33.64,11044.2528,3732564.0
2017-01-27,33.32,10939.1946,2228107.0
2017-01-30,33.31,10935.9115,2157186.0
2017-01-31,32.95,10817.7209,3024252.0
2017-02-01,33.26,10919.4961,3089017.0
2017-02-02,33.0,10834.1363,3447120.0
2017-02-03,33.23,10909.6469,3837302.0
2017-02-06,33.18,10893.2315,5896090.0
