,VLO US Equity,VLO US Equity,VLO US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2019-08-27,71.71,29716.8707,3700509.0
2019-08-28,72.76,30151.9943,2125814.0
2019-08-29,75.24,31179.7148,2660016.0
2019-08-30,75.28,31196.291,2467594.0
2019-09-03,74.57,30902.0645,2388931.0
2019-09-04,74.78,30989.0892,2579139.0
2019-09-05,76.79,31822.0402,4630483.0
2019-09-06,78.13,32377.3408,3036839.0
2019-09-09,79.38,32895.3451,2757037.0
2019-09-10,81.68,33848.473,3634848.0
2019-09-11,82.67,34258.7324,3421704.0
2019-09-12,83.7,34685.5679,3847987.0
2019-09-13,85.53,35443.9262,4410315.0
2019-09-16,82.39,34142.6994,9945793.0
2019-09-17,84.31,34938.354,4599295.0
2019-09-18,83.6,34644.1276,2477368.0
2019-09-19,83.55,34623.4074,2514980.0
2019-09-20,82.85,34333.325,3827588.0
2019-09-23,84.14,34867.9054,2064209.0
2019-09-24,83.1,34436.9259,2870143.0
2019-09-25,83.66,34668.9918,2551422.0
2019-09-26,83.12,34445.2139,2899267.0
2019-09-27,84.44,34992.2265,2861448.0
2019-09-30,85.24,35323.7492,2926232.0
2019-10-01,85.22,35315.4612,3198883.0
2019-10-02,82.8,34312.6048,3352333.0
2019-10-03,83.54,34619.2634,2473974.0
2019-10-04,84.52,35025.3787,2102784.0
2019-10-07,83.42,34569.535,2015878.0
2019-10-08,83.32,34528.0946,2904825.0
2019-10-09,85.07,35253.3006,2798453.0
2019-10-10,85.8,35555.8152,2602222.0
2019-10-11,88.0,36467.5027,3127584.0
2019-10-14,88.53,36687.1365,1382447.0
2019-10-15,89.45,37068.3877,2203631.0
2019-10-16,89.09,36919.2025,2282004.0
2019-10-17,90.1,37337.7499,2549165.0
2019-10-18,91.06,37735.5772,3796365.0
2019-10-21,93.21,38626.5446,3268593.0
2019-10-22,94.17,39024.3719,3108702.0
2019-10-23,93.85,38891.7628,3548936.0
2019-10-24,96.91,40159.8374,4593939.0
2019-10-25,99.27,41137.8295,3899159.0
2019-10-28,100.07,41469.3522,3941667.0
2019-10-29,100.82,41780.1548,3259293.0
2019-10-30,98.81,40947.2039,4187016.0
2019-10-31,96.98,40188.8456,4396556.0
2019-11-01,99.86,41382.3275,2842954.0
2019-11-04,101.24,41954.2043,2482463.0
2019-11-05,101.09,41892.0437,3286226.0
2019-11-06,100.35,41585.3852,2529833.0
2019-11-07,101.4,41640.187,3220809.0
2019-11-08,100.86,41418.4345,2678428.0
2019-11-11,100.68,41344.5171,1901443.0
2019-11-12,100.48,41262.3865,1928254.0
2019-11-13,100.25,41167.9364,2223248.0
2019-11-14,100.82,41402.0084,2288112.0
2019-11-15,100.61,41315.7714,2487576.0
2019-11-18,101.06,41500.5651,2938001.0
2019-11-19,97.62,40087.9197,3641272.0
2019-11-20,97.19,39911.339,4590088.0
2019-11-21,98.41,40412.3354,3127709.0
2019-11-22,97.51,40042.7479,2878014.0
2019-11-25,97.35,39977.0435,3027924.0
2019-11-26,97.44,40014.0022,4971221.0
2019-11-27,97.1,39874.3803,3016679.0
2019-11-29,95.49,39213.2294,1716781.0
2019-12-02,95.6,39258.4012,3172888.0
2019-12-03,93.89,38556.185,3370699.0
2019-12-04,93.21,38276.9411,3897957.0
2019-12-05,92.99,38186.5975,3136070.0
2019-12-06,93.61,38441.2022,3825143.0
2019-12-09,92.52,37993.5908,3322646.0
2019-12-10,94.57,38835.4289,2858390.0
2019-12-11,92.89,38145.5323,3049725.0
2019-12-12,94.53,38819.0028,2495467.0
2019-12-13,93.81,38523.3328,2456386.0
2019-12-16,95.14,39069.5009,3878278.0
2019-12-17,95.68,39291.2534,2972917.0
2019-12-18,94.51,38810.7897,4334260.0
2019-12-19,94.59,38843.6419,2921344.0
2019-12-20,95.27,39122.8858,4801636.0
2019-12-23,95.24,39110.5662,1910321.0
2019-12-24,95.1,39053.0748,559799.0
2019-12-26,94.42,38773.831,1206012.0
2019-12-27,93.2,38272.8346,1752420.0
2019-12-30,92.88,38141.4257,2186825.0
2019-12-31,93.65,38457.6284,1581958.0
2020-01-02,95.13,39065.3944,2087204.0
2020-01-03,91.52,37582.938,5058032.0
2020-01-06,91.53,37587.0446,3393193.0
2020-01-07,92.73,38079.8278,3800671.0
2020-01-08,93.09,38227.6628,4101757.0
2020-01-09,95.18,39085.927,3033336.0
2020-01-10,96.89,39788.1432,3551757.0
2020-01-13,96.25,39525.3255,2703236.0
2020-01-14,95.4,39176.2706,3272144.0
2020-01-15,92.26,37886.8211,4001916.0
2020-01-16,91.98,37771.8383,2829510.0
2020-01-17,91.22,37459.7422,2891815.0
2020-01-21,90.25,37061.4091,3221549.0
2020-01-22,89.62,36802.6978,2129544.0
2020-01-23,89.51,36757.526,2952270.0
2020-01-24,89.26,36654.8629,2580291.0
2020-01-27,85.05,34926.0149,3369666.0
2020-01-28,85.95,35295.6023,2424065.0
2020-01-29,86.46,35505.0352,3478350.0
2020-01-30,88.19,36215.4644,4281405.0
2020-01-31,84.31,34622.1318,6537156.0
2020-02-03,80.25,32954.8817,5190700.0
2020-02-04,81.24,33361.4279,4504401.0
2020-02-05,83.78,34404.4859,3247994.0
2020-02-06,83.27,34195.053,2615075.0
2020-02-07,84.04,34511.2556,2333499.0
2020-02-10,84.37,34646.771,2603021.0
2020-02-11,84.24,34593.3861,1886503.0
2020-02-12,85.04,34921.9083,2543828.0
2020-02-13,83.7,34371.6337,4507592.0
2020-02-14,82.64,33936.3418,2990406.0
2020-02-18,82.52,33887.0634,1856734.0
2020-02-19,83.23,34178.6269,1831540.0
2020-02-20,84.17,34564.6405,2015775.0
2020-02-21,82.9,34043.1115,2085002.0
2020-02-24,78.1,32071.9784,3868672.0
2020-02-25,74.44,30568.9894,4057470.0
2020-02-26,71.72,29452.0139,4702297.0
2020-02-27,66.19,27094.0244,7682400.0
2020-02-28,66.25,27118.5846,7421941.0
2020-03-02,67.87,27781.7107,6526342.0
2020-03-03,64.44,26377.6844,5587919.0
2020-03-04,64.15,26258.9766,6485046.0
2020-03-05,61.7,25256.1007,5918881.0
2020-03-06,63.09,25825.0793,9569551.0
2020-03-09,58.4,23905.2882,12531115.0
2020-03-10,60.45,24744.4293,10516167.0
2020-03-11,54.42,22276.1264,9186682.0
2020-03-12,43.96,17994.4601,14645697.0
2020-03-13,49.9,20425.9226,9700629.0
2020-03-16,41.63,17040.7046,8241788.0
2020-03-17,39.02,15972.3347,8839456.0
2020-03-18,35.02,14334.9862,8900226.0
2020-03-19,37.41,15313.3019,8775973.0
2020-03-20,38.66,15794.3817,9225334.0
2020-03-23,32.62,13326.7649,6535261.0
2020-03-24,34.65,14156.1129,9068445.0
2020-03-25,39.63,16190.6712,8933276.0
2020-03-26,45.6,18629.6898,10057085.0
2020-03-27,45.04,18400.9041,8028656.0
2020-03-30,47.19,19279.2776,7691896.0
2020-03-31,45.36,18531.6388,7426372.0
2020-04-01,41.0,16750.3789,5354588.0
2020-04-02,41.5,16954.6519,8098301.0
2020-04-03,40.34,16480.7387,5313355.0
2020-04-06,46.1,18833.9627,6212957.0
2020-04-07,48.01,19614.2852,7767693.0
2020-04-08,51.6,21080.9647,6830816.0
2020-04-09,50.1,20468.146,7711627.0
2020-04-13,49.7,20304.7277,4668107.0
2020-04-14,50.95,20815.4099,4201006.0
2020-04-15,46.7,19079.0902,5311823.0
2020-04-16,45.0,18384.5623,5133232.0
2020-04-17,51.76,21146.3321,6855738.0
2020-04-20,50.31,20553.9406,5451304.0
2020-04-21,49.45,20202.5912,5692788.0
2020-04-22,50.57,20660.1625,4679518.0
2020-04-23,52.07,21272.9813,5164514.0
2020-04-24,52.5,21448.656,4013871.0
2020-04-27,55.57,22702.8917,3813881.0
2020-04-28,57.87,23642.5471,4570923.0
2020-04-29,66.28,27022.2628,9892376.0
2020-04-30,63.35,25827.7059,6676758.0
2020-05-01,58.76,23956.3694,4667772.0
2020-05-04,63.66,25954.0925,6630059.0
2020-05-05,63.02,25693.1654,6329588.0
2020-05-06,60.91,24832.9214,4405966.0
2020-05-07,61.26,24975.6159,4308211.0
2020-05-08,65.92,26875.4913,4410329.0
2020-05-11,65.57,26732.7968,4981625.0
2020-05-12,63.34,25823.6289,5030747.0
2020-05-13,59.05,24074.602,5721139.0
2020-05-14,59.41,24221.3735,5237860.0
2020-05-15,58.78,23964.5234,3767980.0
2020-05-18,64.35,26235.4045,4422774.0
2020-05-19,64.05,26113.0949,4573396.0
2020-05-20,67.34,27454.4233,5337324.0
2020-05-21,65.73,26798.0286,2959960.0
2020-05-22,65.68,26777.6437,3521123.0
2020-05-26,68.7,28008.8934,4833519.0
2020-05-27,70.18,28612.2873,4359766.0
2020-05-28,67.13,27368.8066,4994313.0
2020-05-29,66.64,27169.0343,4973757.0
2020-06-01,66.58,27144.5724,3894786.0
2020-06-02,68.19,27800.9671,4373919.0
2020-06-03,70.54,28759.0588,4963083.0
2020-06-04,70.05,28559.2865,3391685.0
2020-06-05,74.64,30430.6231,5700919.0
2020-06-08,75.62,30830.1677,4397300.0
2020-06-09,71.27,29056.6788,4902357.0
2020-06-10,69.05,28151.5879,4571153.0
2020-06-11,60.68,24739.1507,6214042.0
2020-06-12,63.79,26007.0933,3575200.0
2020-06-15,63.59,25925.5536,4973847.0
2020-06-16,66.16,26973.339,4047735.0
2020-06-17,62.32,25407.7764,4649795.0
2020-06-18,64.63,26349.5601,3817787.0
2020-06-19,63.16,25750.2432,9539856.0
2020-06-22,62.66,25546.3939,3137993.0
2020-06-23,62.65,25542.3169,2628462.0
2020-06-24,58.02,23654.6724,5688110.0
2020-06-25,57.28,23352.9755,4887040.0
2020-06-26,56.32,22961.5848,4852324.0
2020-06-29,56.95,23218.4349,3637291.0
2020-06-30,58.82,23980.8313,5122887.0
2020-07-01,56.44,23010.5086,3172213.0
2020-07-02,56.34,22969.7388,3834589.0
2020-07-06,56.47,23022.7396,3595922.0
2020-07-07,53.12,21656.9493,6069872.0
2020-07-08,52.98,21599.8715,5539661.0
2020-07-09,50.22,20474.6234,6920887.0
2020-07-10,53.65,21873.0296,5180723.0
2020-07-13,53.23,21701.7962,4305504.0
2020-07-14,54.4,22178.8035,4671105.0
2020-07-15,57.23,23332.5905,3941374.0
2020-07-16,56.58,23067.5864,2530939.0
2020-07-17,55.47,22615.041,3094520.0
2020-07-20,54.33,22150.2646,2329211.0
2020-07-21,57.58,23475.285,4051316.0
2020-07-22,57.07,23267.3588,2741095.0
2020-07-23,57.67,23511.9779,3576137.0
2020-07-24,57.98,23638.3645,2978553.0
2020-07-27,58.03,23658.7494,2678438.0
2020-07-28,56.89,23193.973,3645603.0
2020-07-29,59.69,24335.5291,4510891.0
2020-07-30,56.33,22965.6618,6257320.0
2020-07-31,56.23,22928.1915,5122999.0
2020-08-03,53.91,21982.1946,5397759.0
2020-08-04,53.02,21619.2907,5702931.0
2020-08-05,51.62,21048.4305,5294349.0
2020-08-06,51.48,20991.3445,3924551.0
2020-08-07,52.66,21472.498,3310242.0
2020-08-10,53.55,21835.402,5663272.0
2020-08-11,53.65,21876.1778,4711004.0
2020-08-12,55.12,22475.5809,3139896.0
2020-08-13,53.19,21688.6094,3411036.0
2020-08-14,54.46,22206.4611,3693695.0
2020-08-17,55.6,22671.3044,4335857.0
2020-08-18,54.74,22320.6332,2567465.0
2020-08-19,54.26,22124.9097,3031141.0
2020-08-20,52.7,21488.8083,3796056.0
2020-08-21,52.62,21456.1878,2936814.0
2020-08-24,54.99,22422.5725,3226423.0
2020-08-25,54.25,22120.8321,3380918.0
2020-08-26,53.7,21896.5656,4065177.0
2020-08-27,53.44,21790.5487,3453860.0
2020-08-28,54.89,22381.7968,3805722.0
2020-08-31,52.59,21443.955,4486595.0
2020-09-01,52.47,21395.0242,3200374.0
2020-09-02,52.91,21574.4374,3959523.0
2020-09-03,52.33,21337.9381,3624178.0
2020-09-04,51.22,20885.3276,3700480.0
2020-09-08,48.73,19870.012,4513369.0
2020-09-09,47.75,19470.4098,4490576.0
2020-09-10,45.63,18605.9644,4870767.0
2020-09-11,46.39,18915.8599,3969594.0
2020-09-14,47.51,19372.5481,5927719.0
2020-09-15,46.56,18985.1787,3568431.0
2020-09-16,49.1,20020.8822,6197488.0
2020-09-17,49.0,19980.1064,6633587.0
2020-09-18,48.71,19861.8568,8200354.0
2020-09-21,47.36,19311.3845,6162489.0
2020-09-22,47.42,19335.8499,4799553.0
2020-09-23,44.51,18149.2763,4627472.0
2020-09-24,44.58,18177.8193,3818130.0
2020-09-25,43.92,17908.6995,4687198.0
2020-09-28,44.82,18275.681,3248037.0
2020-09-29,43.41,17700.7433,4385173.0
2020-09-30,43.32,17664.0451,4757086.0
2020-10-01,40.28,16424.463,10606694.0
2020-10-02,40.73,16607.9538,6992108.0
2020-10-05,43.07,17562.1058,5107919.0
2020-10-06,42.33,17260.3654,4450119.0
2020-10-07,42.35,17268.5206,4239591.0
2020-10-08,44.36,18088.1127,3251411.0
2020-10-09,43.64,17794.5274,5618101.0
2020-10-12,43.09,17570.2609,3733438.0
2020-10-13,41.43,16893.3839,3890866.0
2020-10-14,41.71,17007.5559,3693700.0
2020-10-15,41.56,16946.3923,5678644.0
2020-10-16,40.22,16399.9976,5520339.0
2020-10-19,39.29,16020.7833,5086760.0
2020-10-20,40.7,16595.7211,4120614.0
2020-10-21,40.54,16530.4799,5592143.0
2020-10-22,41.28,16832.2203,6565773.0
2020-10-23,41.97,17113.5728,6217208.0
2020-10-26,39.54,16122.7226,4902007.0
2020-10-27,38.26,15600.7933,4886818.0
2020-10-28,36.19,14757.8918,6338213.0
2020-10-29,37.53,15304.3293,5068706.0
2020-10-30,38.61,15744.7417,6550829.0
2020-11-02,39.9,16270.7898,4660187.0
2020-11-03,39.48,16099.5183,4003299.0
2020-11-04,38.97,15891.5458,4643624.0
2020-11-05,39.53,16119.9077,4695021.0
2020-11-06,38.17,15565.3144,4378749.0
2020-11-09,50.08,20422.084,19211580.0
2020-11-10,49.96,20373.1493,8816628.0
2020-11-11,49.79,20303.8251,6325274.0
2020-11-12,47.28,19280.2742,5757321.0
2020-11-13,50.92,20764.6269,5719899.0
2020-11-16,55.67,22701.6257,9029300.0
2020-11-17,54.15,22081.7861,5972240.0
2020-11-18,51.25,20899.1974,5562745.0
2020-11-19,51.21,20882.8858,4768384.0
2020-11-20,50.82,20723.848,3001076.0
2020-11-23,56.09,22872.8972,7371501.0
2020-11-24,58.49,23851.5913,8713532.0
2020-11-25,56.43,23011.5455,4372376.0
2020-11-27,56.62,23089.0255,1754959.0
2020-11-30,53.77,21926.8262,5482242.0
2020-12-01,54.4,22183.7334,4157184.0
2020-12-02,58.07,23680.3198,5275998.0
2020-12-03,57.91,23615.0736,4011300.0
2020-12-04,61.27,24985.2453,5207097.0
2020-12-07,59.46,24247.1468,4659971.0
2020-12-08,58.98,24051.408,4539925.0
2020-12-09,58.8,23978.006,4383272.0
2020-12-10,59.87,24414.3404,3878233.0
2020-12-11,59.03,24071.7975,3768659.0
2020-12-14,56.39,22995.2339,4008373.0
2020-12-15,57.48,23439.7242,3526944.0
2020-12-16,56.92,23211.3622,5016218.0
2020-12-17,56.34,22974.8445,4719476.0
2020-12-18,54.77,22334.6154,10658543.0
2020-12-21,54.05,22041.0072,5343936.0
2020-12-22,53.7,21898.281,4596511.0
2020-12-23,55.79,22750.5604,3282777.0
2020-12-24,55.68,22705.7036,1351987.0
2020-12-28,55.09,22465.108,2450569.0
2020-12-29,55.45,22611.9121,2470851.0
2020-12-30,56.72,23129.8044,2732146.0
2020-12-31,56.57,23068.636,2537652.0
2021-01-04,55.73,22726.0931,3028275.0
2021-01-05,57.32,23374.4779,3946296.0
2021-01-06,58.6,23896.4481,5597253.0
2021-01-07,59.67,24332.7826,3040449.0
2021-01-08,57.71,23533.5157,3913516.0
2021-01-11,58.64,23912.7597,2885560.0
2021-01-12,59.51,24267.5363,3634776.0
2021-01-13,57.7,23529.4378,4433992.0
2021-01-14,60.27,24577.4561,4459475.0
2021-01-15,58.3,23774.1114,3710594.0
2021-01-19,60.54,24687.5592,3941388.0
2021-01-20,60.57,24699.7929,3222750.0
2021-01-21,58.86,24002.4733,3083926.0
2021-01-22,59.45,24243.069,3000070.0
2021-01-25,59.41,24226.7574,3093763.0
2021-01-26,58.15,23712.943,3150281.0
2021-01-27,58.73,23949.4607,4744773.0
2021-01-28,58.33,23786.345,4362964.0
2021-01-29,56.43,23011.5455,5512624.0
2021-02-01,56.24,22934.0656,4159382.0
2021-02-02,57.77,23557.9831,3919214.0
2021-02-03,60.1,24508.1319,5257367.0
2021-02-04,61.06,24899.6096,3643775.0
2021-02-05,61.72,25168.7505,3127513.0
2021-02-08,64.79,26420.6634,4217739.0
2021-02-09,64.59,26339.1055,3864860.0
2021-02-10,65.11,26551.1559,3574087.0
2021-02-11,64.55,26322.794,2505415.0
2021-02-12,64.74,26400.2739,2578124.0
2021-02-16,66.96,27305.566,4645509.0
2021-02-17,68.12,27778.6015,3450064.0
2021-02-18,67.83,27660.3426,3096928.0
2021-02-19,71.53,29169.1627,5783746.0
2021-02-22,74.25,30278.3494,4771794.0
2021-02-23,75.81,30973.1528,4794689.0
2021-02-24,78.16,31933.2756,4578414.0
2021-02-25,78.15,31929.1899,6460839.0
2021-02-26,76.98,31451.1713,5344749.0
2021-03-01,77.8,31786.1929,2974860.0
2021-03-02,76.63,31308.1743,3458491.0
2021-03-03,77.53,31675.8809,4145755.0
2021-03-04,76.37,31201.948,6359348.0
2021-03-05,79.03,32288.7253,4664396.0
2021-03-08,80.56,32913.8265,4834572.0
2021-03-09,76.58,31287.7462,5459639.0
2021-03-10,81.37,33244.7624,4069329.0
2021-03-11,82.48,33698.2672,4254268.0
2021-03-12,82.42,33673.7535,2492152.0
2021-03-15,81.83,33432.7014,2961236.0
2021-03-16,79.32,32407.2085,3793192.0
2021-03-17,79.14,32333.6672,3556920.0
2021-03-18,73.7,30111.0851,6232981.0
2021-03-19,73.7,30125.5709,11305391.0
2021-03-22,72.28,29545.1325,4149070.0
2021-03-23,70.08,28645.8617,4085024.0
2021-03-24,71.78,29340.7527,2895790.0
2021-03-25,72.42,29602.3588,3263150.0
2021-03-26,73.11,29884.4028,2730819.0
2021-03-29,71.86,29373.4535,2406224.0
2021-03-30,71.78,29340.7527,2364872.0
2021-03-31,71.6,29267.176,3014547.0
2021-04-01,75.3,30779.586,3793032.0
2021-04-05,74.62,30501.6296,3820209.0
2021-04-06,74.18,30321.7754,3626069.0
2021-04-07,74.41,30415.7901,2773986.0
2021-04-08,72.88,29790.3881,4285521.0
2021-04-09,71.09,29058.7087,3503575.0
2021-04-12,70.3,28735.7888,3111830.0
2021-04-13,70.28,28727.6136,3951852.0
2021-04-14,72.28,29545.1325,3461322.0
2021-04-15,71.39,29181.3366,2820322.0
2021-04-16,72.5,29635.0595,5629576.0
2021-04-19,70.85,28960.6065,3653883.0
2021-04-20,68.68,28073.5985,4263353.0
2021-04-21,70.3,28735.7888,2644578.0
2021-04-22,68.48,27991.8466,4375150.0
2021-04-23,70.18,28686.7376,3067145.0
2021-04-26,70.52,28825.7158,2142653.0
2021-04-27,71.82,29357.1031,2457882.0
2021-04-28,74.12,30297.2498,3891974.0
2021-04-29,74.86,30599.7318,3792041.0
2021-04-30,73.96,30231.9018,3160607.0
2021-05-03,78.15,31944.6069,4577933.0
2021-05-04,78.16,31948.6945,3802629.0
2021-05-05,80.06,32725.3388,4558024.0
2021-05-06,80.46,32888.8429,2787520.0
2021-05-07,80.49,32901.1057,3186761.0
2021-05-10,79.64,32553.6595,4286215.0
2021-05-11,77.69,31756.5772,3421284.0
2021-05-12,79.97,32688.5504,5653574.0
2021-05-13,78.5,32087.673,3694636.0
2021-05-14,81.21,33195.413,5325563.0
2021-05-17,81.62,33363.0047,3612443.0
2021-05-18,79.58,32529.1339,3046306.0
2021-05-19,77.28,31588.9856,4503595.0
2021-05-20,76.99,31470.4451,3308624.0
2021-05-21,77.2,31556.2847,2826388.0
2021-05-24,78.31,32010.0085,2217038.0
2021-05-25,77.33,31609.4236,3340260.0
2021-05-26,79.09,32328.8414,3333477.0
2021-05-27,80.79,33023.7337,4947669.0
2021-05-28,80.4,32864.3173,2321959.0
2021-06-01,82.18,33591.9104,3153646.0
2021-06-02,84.39,34495.2703,3441329.0
2021-06-03,83.32,34057.8969,3027286.0
2021-06-04,83.24,34025.1961,2979958.0
2021-06-07,82.69,33800.378,2597477.0
2021-06-08,83.26,34033.3713,3197690.0
2021-06-09,81.93,33489.7203,3366293.0
2021-06-10,81.94,33493.8079,2903799.0
2021-06-11,81.29,33228.1138,2194502.0
2021-06-14,81.95,33497.8955,3042309.0
2021-06-15,82.3,33640.9616,2819608.0
2021-06-16,81.46,33297.603,3326590.0
2021-06-17,78.58,32120.3738,3981317.0
2021-06-18,76.02,31073.9477,7077704.0
2021-06-21,79.98,32692.638,3682260.0
2021-06-22,80.98,33101.3982,4484466.0
2021-06-23,80.85,33048.2593,4793464.0
2021-06-24,81.73,33407.9683,4225259.0
2021-06-25,82.09,33555.1219,9568430.0
2021-06-28,77.72,31768.84,6461839.0
2021-06-29,76.92,31441.8319,5199587.0
2021-06-30,78.08,31915.9937,4259827.0
2021-07-01,77.81,31805.6284,4679203.0
2021-07-02,78.07,31911.9061,2980431.0
2021-07-06,74.7,30534.3843,5822189.0
2021-07-07,72.31,29557.4475,8220519.0
2021-07-08,70.26,28719.4892,5815310.0
2021-07-09,72.3,29553.3599,3532411.0
2021-07-12,71.68,29299.9286,2728291.0
2021-07-13,70.47,28805.3288,3394317.0
2021-07-14,67.67,27660.8004,5213701.0
2021-07-15,66.8,27305.179,4787820.0
2021-07-16,64.88,26520.3595,4696630.0
2021-07-19,61.92,25310.4294,7318704.0
2021-07-20,62.57,25576.1235,5525389.0
2021-07-21,64.91,26532.6223,5129675.0
2021-07-22,63.48,25948.0953,3307947.0
2021-07-23,63.71,26042.1101,3964685.0
2021-07-26,65.54,26790.1412,3800199.0
2021-07-27,65.58,26806.4916,4769289.0
2021-07-28,67.3,27509.5591,4606166.0
2021-07-29,67.64,27652.8168,4526813.0
2021-07-30,66.97,27378.9051,3587891.0
2021-08-02,66.4,27145.8758,4398363.0
2021-08-03,69.01,28212.9049,4367166.0
