,LOW US Equity,LOW US Equity,LOW US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2018-10-26,93.78,75800.051,6600005.0
2018-10-29,92.86,75056.4378,4245246.0
2018-10-30,94.74,76575.9952,4913153.0
2018-10-31,95.22,76963.9673,5792046.0
2018-11-01,97.44,78758.3383,4626921.0
2018-11-02,96.82,78257.2077,4535542.0
2018-11-05,97.07,78459.2765,3309702.0
2018-11-06,97.51,78814.9176,2432422.0
2018-11-07,100.6,81312.488,6632574.0
2018-11-08,99.47,80399.137,4918554.0
2018-11-09,96.82,78257.2077,5187005.0
2018-11-12,95.65,77311.5257,6183608.0
2018-11-13,95.59,77263.0291,5196803.0
2018-11-14,94.91,76713.402,4381078.0
2018-11-15,93.68,75719.2235,6747672.0
2018-11-16,93.25,75371.6651,4090629.0
2018-11-19,91.35,73835.9422,5898011.0
2018-11-20,86.18,69657.1592,10061223.0
2018-11-21,88.37,71427.282,7344492.0
2018-11-23,87.81,70974.6479,3008423.0
2018-11-26,89.31,72187.0607,5151067.0
2018-11-27,91.64,74070.342,5608121.0
2018-11-28,93.69,75727.3062,6964007.0
2018-11-29,93.2,75331.2513,5398758.0
2018-11-30,94.37,76276.9334,6881030.0
2018-12-03,94.29,76212.2713,5645390.0
2018-12-04,90.33,73011.5014,6113975.0
2018-12-06,90.95,73028.9398,5954334.0
2018-12-07,89.4,71784.3564,4968607.0
2018-12-10,89.43,71808.4451,3262664.0
2018-12-11,89.48,71848.593,4137023.0
2018-12-12,92.11,73960.3699,10837472.0
2018-12-13,94.29,75710.8162,7984556.0
2018-12-14,93.36,74964.0662,7103869.0
2018-12-17,90.45,72627.4613,6047694.0
2018-12-18,91.46,73438.4479,4574542.0
2018-12-19,90.33,72531.1064,5188759.0
2018-12-20,89.16,71591.6467,6819303.0
2018-12-21,87.64,70371.1521,8070292.0
2018-12-24,85.96,69022.1843,3121748.0
2018-12-26,91.04,73101.2059,4335176.0
2018-12-27,91.86,73759.6307,4700375.0
2018-12-28,91.87,73767.6602,3825342.0
2018-12-31,92.36,74161.1092,4034076.0
2019-01-02,92.27,74088.843,4198179.0
2019-01-03,91.17,73205.5903,3798939.0
2019-01-04,93.87,75373.5742,4107428.0
2019-01-07,95.65,76802.8377,4884982.0
2019-01-08,97.63,78392.6926,4663534.0
2019-01-09,97.03,77910.9184,5692269.0
2019-01-10,95.98,77067.8135,4494025.0
2019-01-11,97.3,78127.7168,3682128.0
2019-01-14,96.91,77814.5635,2931597.0
2019-01-15,94.91,76208.6495,4921960.0
2019-01-16,93.96,75445.8404,4579155.0
2019-01-17,92.05,73912.1925,6947589.0
2019-01-18,94.98,76264.8565,7206610.0
2019-01-22,91.56,73518.7436,5950010.0
2019-01-23,91.83,73735.542,4842288.0
2019-01-24,91.8,73711.4532,4047279.0
2019-01-25,93.82,75333.4264,4751469.0
2019-01-28,93.15,74795.4452,3631915.0
2019-01-29,93.43,75020.2732,3125622.0
2019-01-30,95.75,76883.1334,4965948.0
2019-01-31,96.16,77212.3458,5400491.0
2019-02-01,97.11,77975.1549,5324106.0
2019-02-04,97.87,78585.4023,2801388.0
2019-02-05,98.1,78770.0824,3667013.0
2019-02-06,97.19,78039.3915,2952581.0
2019-02-07,96.88,77790.4748,3990230.0
2019-02-08,97.17,78023.3324,6217683.0
2019-02-11,96.88,77790.4748,3045635.0
2019-02-12,99.47,79870.1335,3553232.0
2019-02-13,101.46,81468.0179,6576398.0
2019-02-14,101.51,81508.1658,3009756.0
2019-02-15,104.24,83700.2384,4666066.0
2019-02-19,105.06,84358.6632,3342913.0
2019-02-20,105.66,84840.4374,3328342.0
2019-02-21,105.52,84728.0234,3395690.0
2019-02-22,106.27,85330.2411,2734640.0
2019-02-25,105.01,84318.5153,4665053.0
2019-02-26,105.03,84334.5744,7954659.0
2019-02-27,107.62,86414.2331,8874709.0
2019-02-28,105.09,84382.7519,8144298.0
2019-03-01,103.96,83475.4104,4655308.0
2019-03-04,103.19,82857.1336,4015273.0
2019-03-05,103.01,82712.6013,3460089.0
2019-03-06,102.34,82174.6201,2730650.0
2019-03-07,100.71,80865.8002,4704816.0
2019-03-08,99.33,79757.7195,6181344.0
2019-03-11,100.4,80616.8835,4598900.0
2019-03-12,100.86,80986.2437,4928430.0
2019-03-13,101.17,81235.1604,6268161.0
2019-03-14,100.81,80946.0959,5393351.0
2019-03-15,100.14,80408.1147,6677537.0
2019-03-18,101.88,81805.2599,4471414.0
2019-03-19,103.45,83065.9024,5801512.0
2019-03-20,103.59,83178.3164,4636046.0
2019-03-21,106.35,85394.4777,4835255.0
2019-03-22,104.95,84270.3379,4106779.0
2019-03-25,106.03,85137.5315,3994856.0
2019-03-26,105.96,85081.3245,4633318.0
2019-03-27,107.39,86229.553,4230065.0
2019-03-28,108.37,87016.4508,4099864.0
2019-03-29,109.47,87899.7036,5318752.0
2019-04-01,108.93,87466.1068,10407975.0
2019-04-02,109.91,87479.8658,3722366.0
2019-04-03,111.93,89087.6297,4127297.0
2019-04-04,113.32,90193.9623,3007758.0
2019-04-05,114.98,91515.194,3776837.0
2019-04-08,115.79,92159.8914,4988121.0
2019-04-09,113.14,90050.6962,3694398.0
2019-04-10,113.76,90544.1683,4434937.0
2019-04-11,115.13,91634.5824,2540552.0
2019-04-12,116.26,92533.9751,3214092.0
2019-04-15,117.18,93266.224,3110819.0
2019-04-16,117.03,93146.8356,2687929.0
2019-04-17,117.12,93218.4686,3874731.0
2019-04-18,113.74,90528.2498,6321446.0
2019-04-22,113.43,90281.5138,4674338.0
2019-04-23,113.54,90369.0653,4033892.0
2019-04-24,113.97,90711.3121,2940168.0
2019-04-25,113.6,90416.8207,4164774.0
2019-04-26,112.48,89525.3872,4064586.0
2019-04-29,112.22,89318.4473,3186888.0
2019-04-30,113.14,90050.6962,3367106.0
2019-05-01,110.7,88108.6448,2953077.0
2019-05-02,112.11,89230.8958,3206036.0
2019-05-03,112.36,89429.8765,2575243.0
2019-05-06,111.35,88625.9945,2730551.0
2019-05-07,107.12,85259.2414,4885507.0
2019-05-08,106.73,84948.8316,3366516.0
2019-05-09,106.29,84598.6256,2919723.0
2019-05-10,106.64,84877.1985,3795277.0
2019-05-13,104.66,83301.2716,4714889.0
2019-05-14,105.75,84168.8273,2961971.0
2019-05-15,107.62,85657.2028,5104231.0
2019-05-16,108.59,86429.2478,2860528.0
2019-05-17,109.02,86771.4946,3712866.0
2019-05-20,109.2,86914.7607,4452366.0
2019-05-21,111.1,88427.0139,6415472.0
2019-05-22,97.94,77952.6709,22721534.0
2019-05-23,94.8,75453.4736,12687503.0
2019-05-24,95.37,75907.1495,7096188.0
2019-05-28,91.87,73121.42,11747167.0
2019-05-29,93.23,74203.8749,9281782.0
2019-05-30,93.88,74721.2247,5709933.0
2019-05-31,93.28,74243.671,6530391.0
2019-06-03,93.84,73468.8829,8393931.0
2019-06-04,96.83,75809.8031,5560500.0
2019-06-05,96.25,75355.7116,5137114.0
2019-06-06,96.24,75347.8824,4569636.0
2019-06-07,96.76,75754.999,3974720.0
2019-06-10,96.31,75402.6866,5789543.0
2019-06-11,96.35,75434.0032,3256229.0
2019-06-12,96.33,75418.3449,2878911.0
2019-06-13,98.62,77211.2237,3617561.0
2019-06-14,99.63,78001.9693,4437205.0
2019-06-17,100.08,78354.2817,4212725.0
2019-06-18,99.31,77751.436,3960933.0
2019-06-19,98.73,77297.3445,5558055.0
2019-06-20,101.44,79419.0481,5355382.0
2019-06-21,100.84,78949.2982,7188197.0
2019-06-24,99.02,77524.3902,4920158.0
2019-06-25,98.22,76898.0571,4767924.0
2019-06-26,99.24,77696.6319,4399905.0
2019-06-27,99.36,77790.5819,3395753.0
2019-06-28,100.91,79004.1024,4298887.0
2019-07-01,102.2,80014.0647,4073827.0
2019-07-02,102.69,80397.6937,2560358.0
2019-07-03,103.15,80757.8353,1851187.0
2019-07-05,104.22,81595.556,2536419.0
2019-07-08,104.66,81940.0392,3882856.0
2019-07-09,104.86,82096.6225,3719691.0
2019-07-10,103.08,80703.0312,4302209.0
2019-07-11,104.87,82104.4517,2977779.0
2019-07-12,107.4,84085.2304,4814239.0
2019-07-15,107.97,84531.4928,4492340.0
2019-07-16,106.5,83380.6055,4722809.0
2019-07-17,104.93,82151.4267,5159198.0
2019-07-18,103.75,81227.5852,5149568.0
2019-07-19,102.5,80248.9396,4190920.0
2019-07-22,102.55,80288.0854,4501160.0
2019-07-23,102.6,80327.2313,5064163.0
2019-07-24,102.8,80483.8146,5989181.0
2019-07-25,102.05,79896.6272,4215087.0
2019-07-26,103.53,81055.3436,4785832.0
2019-07-29,103.96,81391.9977,3909648.0
2019-07-30,103.77,81243.2435,3981449.0
2019-07-31,101.4,79387.7315,5533366.0
2019-08-01,99.49,77892.361,5469572.0
2019-08-02,99.23,77688.8027,3917864.0
2019-08-05,97.04,75974.2156,4685062.0
2019-08-06,97.92,76663.1821,4167823.0
2019-08-07,98.38,77023.3237,3686654.0
2019-08-08,100.47,78659.6191,3495843.0
2019-08-09,98.55,77156.4195,5370930.0
2019-08-12,96.08,75222.6158,2878757.0
2019-08-13,96.58,75614.074,5133010.0
2019-08-14,93.59,73273.1537,5746305.0
2019-08-15,93.38,73108.7413,4745131.0
2019-08-16,93.92,73531.5162,4368316.0
2019-08-19,95.05,74416.2118,7211985.0
2019-08-20,97.87,76624.0363,9301559.0
2019-08-21,108.0,84554.9803,19756401.0
2019-08-22,108.16,84680.2469,7264735.0
2019-08-23,106.39,83294.4847,5520765.0
2019-08-26,106.4,83302.3139,4720441.0
2019-08-27,106.04,83020.464,3722670.0
2019-08-28,108.18,84695.9052,4188054.0
2019-08-29,112.59,88148.5669,5997472.0
2019-08-30,112.2,87843.2295,4611660.0
2019-09-03,111.18,85808.5726,3893604.0
2019-09-04,111.92,86379.7036,4114047.0
2019-09-05,114.21,88147.1224,3662707.0
2019-09-06,114.71,88533.0218,3462662.0
2019-09-09,114.79,88594.7657,3782239.0
2019-09-10,115.28,88972.947,4771653.0
2019-09-11,113.49,87591.4274,4073659.0
2019-09-12,113.88,87892.4289,3471363.0
2019-09-13,113.36,87491.0936,3476547.0
2019-09-16,112.63,86927.6806,2433439.0
2019-09-17,112.73,87004.8605,2833220.0
2019-09-18,112.6,86904.5266,2358126.0
2019-09-19,111.87,86341.1136,2425078.0
2019-09-20,110.96,85638.7769,6261592.0
2019-09-23,110.44,85237.4416,5644597.0
2019-09-24,110.02,84913.2862,3947625.0
2019-09-25,110.75,85476.6992,2915149.0
2019-09-26,110.72,85453.5452,3993389.0
2019-09-27,109.54,84542.8228,3939603.0
2019-09-30,109.96,84866.9782,4028065.0
2019-10-01,109.52,84527.3868,3969748.0
2019-10-02,106.35,82080.7852,5055502.0
2019-10-03,106.37,82096.2211,5027743.0
2019-10-04,107.42,82906.6097,4323319.0
2019-10-07,108.23,83531.7666,3690282.0
2019-10-08,106.5,82196.5549,3385135.0
2019-10-09,106.3,82042.1952,3228483.0
2019-10-10,108.19,83500.8946,3301010.0
2019-10-11,110.81,85523.0071,4511822.0
2019-10-14,110.67,85414.9553,2156990.0
2019-10-15,112.42,86765.6029,3346517.0
2019-10-16,112.33,86696.141,2915472.0
2019-10-17,112.6,86904.5266,2711541.0
2019-10-18,112.84,87089.7583,3713073.0
2019-10-21,111.95,86402.8575,2907836.0
2019-10-22,112.47,86804.1928,3655344.0
2019-10-23,111.51,86063.2661,2261579.0
2019-10-24,110.87,85569.315,2167238.0
2019-10-25,111.58,86117.292,2260022.0
2019-10-28,111.64,86163.5999,2489342.0
2019-10-29,109.53,84535.1048,3034818.0
2019-10-30,111.28,85885.7524,3064933.0
2019-10-31,111.61,86140.446,3413101.0
2019-11-01,112.95,87174.6562,2801801.0
2019-11-04,112.62,86919.9626,2517961.0
2019-11-05,112.2,86595.8072,2360415.0
2019-11-06,112.67,86958.5525,3229238.0
2019-11-07,112.6,86904.5266,2656481.0
2019-11-08,114.0,87985.0447,2792509.0
2019-11-11,114.45,88332.3541,2936827.0
2019-11-12,114.32,88232.0203,4174632.0
2019-11-13,112.85,87097.4763,4331526.0
2019-11-14,114.54,88401.816,2852445.0
2019-11-15,115.52,89158.1787,3623193.0
2019-11-18,115.02,88772.2793,5513349.0
2019-11-19,113.4,87521.9655,7160251.0
2019-11-20,117.83,90941.0335,16114964.0
2019-11-21,117.02,90315.8766,5747806.0
2019-11-22,118.2,91226.599,4473303.0
2019-11-25,117.0,90300.4406,4468956.0
2019-11-26,117.78,90902.4436,4752658.0
2019-11-27,118.46,91427.2667,2947744.0
2019-11-29,117.31,90539.6982,1596032.0
2019-12-02,116.0,89528.642,3324769.0
2019-12-03,114.55,88409.534,5149269.0
2019-12-04,115.46,88497.2531,4147399.0
2019-12-05,115.58,88589.2302,2651218.0
2019-12-06,116.28,89125.763,2463219.0
2019-12-09,117.87,90344.4589,2628654.0
2019-12-10,116.48,89279.0581,2561763.0
2019-12-11,117.66,90183.4991,3611154.0
2019-12-12,118.2,90597.3958,2533231.0
2019-12-13,118.5,90827.3385,3119506.0
2019-12-16,120.08,92038.3696,3749106.0
2019-12-17,119.32,91455.8483,3534180.0
2019-12-18,119.31,91448.1836,3309526.0
2019-12-19,120.21,92138.0114,4501980.0
2019-12-20,119.73,91770.1032,5996119.0
2019-12-23,119.59,91662.7967,3190548.0
2019-12-24,119.77,91800.7623,1126013.0
2019-12-26,119.73,91770.1032,1714839.0
2019-12-27,120.23,92153.3409,2419847.0
2019-12-30,120.05,92015.3754,2327858.0
2019-12-31,119.76,91793.0975,2651251.0
2020-01-02,120.46,92329.6303,2788927.0
2020-01-03,119.6,91670.4614,2774182.0
2020-01-06,120.35,92245.318,3636175.0
2020-01-07,119.63,91693.4557,4221371.0
2020-01-08,121.53,93149.759,4030145.0
2020-01-09,122.05,93548.3262,2932420.0
2020-01-10,121.0,92743.527,2391285.0
2020-01-13,121.05,92781.8508,3817242.0
2020-01-14,120.07,92030.7049,3823426.0
2020-01-15,119.52,91609.1434,3673751.0
2020-01-16,119.27,91417.5245,3780956.0
2020-01-17,122.36,93785.9336,5913778.0
2020-01-21,120.93,92689.8737,3478130.0
2020-01-22,121.91,93441.0197,4843517.0
2020-01-23,122.71,94054.2,3365431.0
2020-01-24,120.23,92153.3409,3670596.0
2020-01-27,119.76,91793.0975,3497366.0
2020-01-28,121.15,92858.4983,3228550.0
2020-01-29,120.42,92298.9713,2566974.0
2020-01-30,119.72,91762.4385,3471763.0
2020-01-31,116.24,89095.104,4370319.0
2020-02-03,117.18,89815.5909,3979612.0
2020-02-04,119.35,91478.8426,4119670.0
2020-02-05,122.13,93609.6443,3215539.0
2020-02-06,121.51,93134.4295,2469155.0
2020-02-07,121.48,93111.4352,2068771.0
2020-02-10,121.21,92904.4869,2976076.0
2020-02-11,123.03,94299.4722,2316260.0
2020-02-12,125.03,95832.423,2727460.0
2020-02-13,124.77,95633.1394,2532130.0
2020-02-14,125.42,96131.3484,2774739.0
2020-02-18,123.23,94452.7672,3430099.0
2020-02-19,123.44,94613.7271,3170623.0
2020-02-20,126.57,97012.7952,4696018.0
2020-02-21,125.31,96047.0361,3861552.0
2020-02-24,122.91,94207.4951,5399788.0
2020-02-25,118.52,90842.668,6522646.0
2020-02-26,113.3,86841.6662,12740485.0
2020-02-27,107.62,82488.0858,8830090.0
2020-02-28,106.57,81683.2866,9987816.0
2020-03-02,111.04,85109.4317,8793951.0
2020-03-03,108.56,83208.5727,8337606.0
2020-03-04,113.29,86834.0015,5207114.0
2020-03-05,107.52,82411.4382,6619108.0
2020-03-06,105.31,80717.5275,7887195.0
2020-03-09,94.22,72217.315,8188181.0
2020-03-10,104.02,79728.7742,9289533.0
2020-03-11,99.15,75996.0389,6206639.0
2020-03-12,89.92,68921.4707,9903372.0
2020-03-13,96.49,73957.2142,10007076.0
2020-03-16,72.59,55638.4515,14770819.0
2020-03-17,73.79,56558.222,15323893.0
2020-03-18,65.02,49836.2325,11133924.0
2020-03-19,69.87,53553.6383,12141236.0
2020-03-20,66.36,50863.3095,11541390.0
2020-03-23,67.8,51967.0342,9594423.0
2020-03-24,77.3,58357.5305,9004114.0
2020-03-25,83.72,63204.3008,9907535.0
2020-03-26,88.11,66518.5254,10105795.0
2020-03-27,86.98,65665.4334,6885783.0
2020-03-30,88.71,66971.4946,5717052.0
2020-03-31,86.05,64963.3312,5526239.0
2020-04-01,80.42,60712.9703,8115372.0
2020-04-02,82.86,62555.045,8246667.0
2020-04-03,82.2,62056.7789,6448510.0
2020-04-06,88.77,67016.7915,9422337.0
2020-04-07,90.96,68670.129,7854933.0
2020-04-08,94.35,71229.4049,4715922.0
2020-04-09,95.31,71954.1556,6543908.0
2020-04-13,95.2,71871.1113,5489697.0
2020-04-14,99.07,74792.7626,5654981.0
2020-04-15,94.34,71221.8555,7379578.0
2020-04-16,92.44,69787.453,9034704.0
2020-04-17,97.1,73305.5137,7136331.0
2020-04-20,95.13,71818.2649,5271887.0
2020-04-21,92.62,69923.3438,5541463.0
2020-04-22,94.95,71682.3741,4772293.0
2020-04-23,94.9,71644.6267,4096215.0
2020-04-24,98.75,74551.179,5432695.0
2020-04-27,101.97,76982.1136,5336463.0
2020-04-28,103.52,78152.284,5588369.0
2020-04-29,106.16,80145.3485,5205478.0
2020-04-30,104.75,79080.8709,4814059.0
2020-05-01,104.46,78861.9358,3811309.0
2020-05-04,107.35,81043.7374,4088055.0
2020-05-05,110.15,83157.5936,5237018.0
2020-05-06,109.62,82757.4708,4435194.0
2020-05-07,111.92,84493.8527,3207222.0
2020-05-08,114.23,86237.7841,3951912.0
2020-05-11,113.39,85603.6272,3863707.0
2020-05-12,111.24,83980.4876,3685234.0
2020-05-13,110.43,83368.9792,6643319.0
2020-05-14,110.39,83338.7813,6097865.0
2020-05-15,113.78,85898.0572,8950421.0
2020-05-18,116.73,88125.1557,7741506.0
2020-05-19,116.87,88230.8485,7040980.0
2020-05-20,116.99,88327.45,19289694.0
2020-05-21,120.64,91083.2,9727918.0
2020-05-22,122.25,92298.75,6064702.0
2020-05-26,123.59,93310.45,7683963.0
2020-05-27,128.01,96647.55,7615454.0
2020-05-28,128.12,96730.9555,8011337.0
2020-05-29,130.35,98414.6117,7402414.0
2020-06-01,129.32,97636.9589,5141545.0
2020-06-02,131.98,99645.2662,6023238.0
2020-06-03,132.84,100294.5686,4585179.0
2020-06-04,128.68,97153.7571,7448654.0
2020-06-05,130.97,98882.7134,5550395.0
2020-06-08,130.81,98761.913,4951579.0
2020-06-09,129.57,97825.7096,4472629.0
2020-06-10,130.1,98225.861,3708386.0
2020-06-11,123.94,93575.0439,5998558.0
2020-06-12,126.05,95168.0998,4463104.0
2020-06-15,127.73,96436.5045,5063425.0
2020-06-16,131.74,99464.0656,5024975.0
2020-06-17,135.65,102416.1264,7238823.0
2020-06-18,134.55,101585.6234,3898088.0
2020-06-19,133.83,101042.0214,6684331.0
2020-06-22,134.72,101713.9738,3449218.0
2020-06-23,134.28,101381.7726,3384224.0
2020-06-24,131.98,99645.2662,4150138.0
2020-06-25,131.77,99486.7157,4022797.0
2020-06-26,129.41,97704.9091,5710869.0
2020-06-29,133.52,100807.9705,3327977.0
2020-06-30,135.12,102015.975,4462362.0
2020-07-01,135.63,102401.0264,4802519.0
2020-07-02,135.71,102461.4266,3523089.0
2020-07-06,135.76,102499.1767,3698717.0
2020-07-07,135.02,101940.4747,2991690.0
2020-07-08,135.75,102491.6267,2754018.0
2020-07-09,135.61,102385.9263,3397972.0
2020-07-10,137.43,103760.0314,3252341.0
2020-07-13,136.55,103095.6289,4227187.0
2020-07-14,140.06,105745.6887,4360894.0
2020-07-15,141.22,106621.4919,3496199.0
2020-07-16,142.75,107776.6461,4125056.0
2020-07-17,144.39,109014.8507,3901389.0
2020-07-20,144.1,108795.8999,2769027.0
2020-07-21,145.0,109475.4024,2628433.0
2020-07-22,148.54,112148.1122,4612952.0
2020-07-23,146.5,110607.9065,3664786.0
2020-07-24,147.03,111008.058,3740089.0
2020-07-27,149.12,112586.0138,2791065.0
2020-07-28,147.71,111521.4599,3571838.0
2020-07-29,148.71,112276.4627,2732768.0
2020-07-30,149.2,112646.414,2575043.0
2020-07-31,148.91,112427.4632,3928596.0
2020-08-03,150.27,113454.267,3137355.0
2020-08-04,149.67,113001.2653,2381645.0
2020-08-05,150.26,113446.717,3050364.0
2020-08-06,151.19,114148.8696,2450175.0
2020-08-07,152.78,115349.324,2904970.0
2020-08-10,153.72,116059.0266,3065394.0
2020-08-11,153.87,116172.277,3722973.0
2020-08-12,156.63,118256.0846,3792902.0
2020-08-13,155.7,117553.9321,2272323.0
2020-08-14,154.34,116527.1283,3404870.0
2020-08-17,158.41,119599.9896,5159599.0
2020-08-18,157.91,119222.4882,5741440.0
2020-08-19,158.28,119659.68,9727137.0
2020-08-20,158.58,119886.48,4288539.0
2020-08-21,161.72,122260.32,4568809.0
2020-08-24,165.63,125216.28,4872703.0
2020-08-25,165.92,125435.52,3490852.0
2020-08-26,170.39,128769.8649,5319007.0
2020-08-27,166.31,125686.4618,4425020.0
2020-08-28,165.51,125081.873,3291367.0
2020-08-31,164.69,124462.1694,3421317.0
2020-09-01,167.59,126653.8039,4285439.0
2020-09-02,170.49,128845.4385,4262700.0
2020-09-03,161.52,122066.4861,5734405.0
2020-09-04,156.39,118189.5602,6303827.0
2020-09-08,153.74,116186.8597,4892810.0
2020-09-09,159.53,120562.5714,4382558.0
2020-09-10,158.33,119655.6882,4129178.0
2020-09-11,161.89,122346.1085,4870777.0
2020-09-14,165.19,124840.0374,3583326.0
2020-09-15,169.03,127742.0639,3998096.0
2020-09-16,166.71,125988.7562,3815603.0
2020-09-17,163.78,123774.4496,3717813.0
2020-09-18,160.1,120993.341,5485112.0
2020-09-21,159.6,120615.4729,3929497.0
2020-09-22,161.55,122089.1582,3526263.0
2020-09-23,158.61,119867.2943,3245543.0
2020-09-24,158.52,119799.278,3889008.0
2020-09-25,159.55,120577.6861,2828842.0
2020-09-28,162.59,122875.1237,2815732.0
2020-09-29,162.26,122625.7308,2212820.0
2020-09-30,165.86,125346.3806,4198617.0
2020-10-01,167.17,126336.3948,2677248.0
2020-10-02,166.49,125822.4943,2026575.0
2020-10-05,168.54,127371.7532,2437416.0
2020-10-06,164.99,124688.8902,2765645.0
2020-10-07,168.47,127318.8517,2587682.0
2020-10-08,170.87,129132.6182,3105667.0
2020-10-09,173.23,130916.1552,4594018.0
2020-10-12,172.73,130538.2872,3377890.0
2020-10-13,175.33,132503.2009,2987766.0
2020-10-14,173.61,131203.3349,3476180.0
2020-10-15,176.15,133122.9045,3632100.0
2020-10-16,177.7,134294.2954,3879396.0
2020-10-19,175.13,132352.0537,4073635.0
2020-10-20,177.09,133833.2964,3604505.0
2020-10-21,174.5,131875.94,3431813.0
2020-10-22,171.25,129419.7979,3267591.0
2020-10-23,172.14,130092.403,2963323.0
2020-10-26,168.13,127061.9014,4380849.0
2020-10-27,165.14,124802.2506,4425735.0
2020-10-28,161.42,121990.9125,4947684.0
2020-10-29,160.75,121484.5694,3697758.0
2020-10-30,158.1,119481.8689,3949225.0
2020-11-02,160.23,121091.5867,2978889.0
2020-11-03,164.65,124431.94,2908208.0
2020-11-04,168.22,127129.9177,5006468.0
2020-11-05,169.25,127908.3258,4088125.0
2020-11-06,168.52,127356.6385,2673017.0
2020-11-09,153.45,115967.6963,10765248.0
2020-11-10,155.71,117675.6597,5925070.0
2020-11-11,158.0,119406.2953,4551682.0
2020-11-12,157.98,119391.1805,3894652.0
2020-11-13,159.23,120335.8506,4079036.0
2020-11-16,161.9,122353.6658,5005435.0
2020-11-17,159.86,120811.9643,5642100.0
2020-11-18,146.74,110348.48,18087832.0
2020-11-19,149.6,112499.2,9393703.0
2020-11-20,149.93,112747.36,6015151.0
2020-11-23,153.67,115559.84,6987844.0
2020-11-24,154.96,116529.92,7192821.0
2020-11-25,154.88,113484.1164,5228333.0
2020-11-27,154.67,113330.2446,2081323.0
2020-11-30,155.82,114172.8759,7292382.0
2020-12-01,153.4,112399.6866,6105759.0
2020-12-02,151.81,111234.6572,5133113.0
2020-12-03,151.97,111351.8929,4870135.0
2020-12-04,150.0,109908.4289,4709070.0
2020-12-07,151.99,111366.5473,7306753.0
2020-12-08,151.24,110817.0052,6737305.0
2020-12-09,160.13,117330.9114,11093278.0
2020-12-10,160.22,117396.8565,6647403.0
2020-12-11,157.82,115638.3216,5292644.0
2020-12-14,160.09,117301.6025,4654327.0
2020-12-15,163.33,119675.6246,4766801.0
2020-12-16,163.2,119580.3706,4443487.0
2020-12-17,163.54,119829.4964,4471539.0
2020-12-18,163.2,119580.3706,11916925.0
2020-12-21,164.33,120408.3474,5153058.0
2020-12-22,164.61,120613.5098,3275626.0
2020-12-23,162.43,119016.174,3613660.0
2020-12-24,162.77,119265.2998,1044638.0
2020-12-28,162.04,118730.4121,2634983.0
2020-12-29,160.54,117631.3278,3326108.0
2020-12-30,160.56,117645.9822,3227031.0
2020-12-31,160.51,117609.3461,2335557.0
2021-01-04,160.38,117514.0921,7243433.0
2021-01-05,160.92,117909.7625,3911928.0
2021-01-06,163.07,119485.1166,4937017.0
2021-01-07,163.71,119954.0592,4144388.0
2021-01-08,165.05,120935.9079,4971508.0
2021-01-11,166.32,121866.4659,3005368.0
2021-01-12,168.99,123822.8359,4036911.0
2021-01-13,169.83,124438.3231,3291825.0
2021-01-14,170.39,124848.6479,4090919.0
2021-01-15,171.34,125544.7347,3727244.0
2021-01-19,170.76,125119.7554,4683073.0
2021-01-20,172.39,126314.0937,3899972.0
2021-01-21,172.34,126277.4575,5323189.0
2021-01-22,172.4,126321.4209,3612323.0
2021-01-25,174.1,127567.0498,4764237.0
2021-01-26,173.7,127273.9606,2496297.0
2021-01-27,167.71,122884.9507,4762674.0
2021-01-28,172.34,126277.4575,3816635.0
2021-01-29,166.85,122254.809,4400488.0
2021-02-01,163.37,119704.9335,3898535.0
2021-02-02,166.66,122115.5917,3182202.0
2021-02-03,169.88,124474.9593,2996757.0
2021-02-04,173.03,126783.0363,2679813.0
2021-02-05,175.03,128248.482,2562845.0
2021-02-08,179.17,131281.9546,3422083.0
2021-02-09,177.78,130263.4699,2724077.0
2021-02-10,177.24,129867.7995,2837880.0
2021-02-11,175.73,128761.388,2783923.0
2021-02-12,177.16,129809.1817,2035571.0
2021-02-16,174.06,127537.7408,2947651.0
2021-02-17,177.13,129787.2,2278889.0
2021-02-18,177.16,129809.1817,2758921.0
2021-02-19,177.54,130087.6164,2841998.0
2021-02-22,172.41,126328.7481,3767706.0
2021-02-23,168.59,123529.7468,5149516.0
2021-02-24,162.31,118648.61,9972310.0
2021-02-25,158.52,115878.12,6639320.0
2021-02-26,159.75,116777.25,6030418.0
2021-03-01,161.94,118378.14,3361327.0
2021-03-02,163.05,119189.55,4330969.0
2021-03-03,158.29,115709.99,5238504.0
2021-03-04,153.77,112405.87,7792734.0
2021-03-05,158.58,115921.98,5143052.0
2021-03-08,162.92,119094.52,4613427.0
2021-03-09,165.99,121338.69,4585161.0
2021-03-10,168.46,123144.26,3394910.0
2021-03-11,170.75,124818.25,4989587.0
2021-03-12,171.55,125403.05,3638686.0
2021-03-15,174.2,127340.2,3745517.0
2021-03-16,175.33,128166.23,3737227.0
2021-03-17,174.44,127515.64,3119925.0
2021-03-18,174.87,127829.97,3888064.0
2021-03-19,179.49,131207.19,8525104.0
2021-03-22,181.89,130461.8488,4700154.0
2021-03-23,180.4,129393.1361,3324449.0
2021-03-24,180.68,129593.968,3555416.0
2021-03-25,185.17,132814.4513,4543280.0
2021-03-26,191.61,137433.5854,4795152.0
2021-03-29,188.62,135288.9874,3970939.0
2021-03-30,190.02,136293.147,3547575.0
2021-03-31,190.18,136407.9081,3564357.0
