,NI US Equity,NI US Equity,NI US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2018-09-27,24.78,8996.0491,2457675.0
2018-09-28,24.92,9046.8742,5195036.0
2018-10-01,24.79,8999.6794,1603061.0
2018-10-02,25.06,9097.6993,2126329.0
2018-10-03,24.81,9006.9402,1776204.0
2018-10-04,25.05,9094.069,2149080.0
2018-10-05,24.97,9065.026,3706559.0
2018-10-08,25.05,9094.069,3009602.0
2018-10-09,24.99,9072.2868,2543223.0
2018-10-10,25.08,9104.9601,4296939.0
2018-10-11,24.65,8948.8543,4468711.0
2018-10-12,24.31,8825.4218,2937814.0
2018-10-15,24.75,8985.158,4902535.0
2018-10-16,25.16,9134.003,3510277.0
2018-10-17,25.03,9086.8082,1441231.0
2018-10-18,25.24,9163.0459,2707830.0
2018-10-19,25.4,9221.1318,2537533.0
2018-10-22,25.18,9141.2637,2000366.0
2018-10-23,25.3,9184.8281,3143627.0
2018-10-24,26.19,9507.9308,4193101.0
2018-10-25,25.92,9409.9109,5957408.0
2018-10-26,25.44,9235.6533,3315645.0
2018-10-29,25.81,9369.9768,2793164.0
2018-10-30,25.88,9395.3894,4449412.0
2018-10-31,25.36,9206.6103,4492695.0
2018-11-01,25.37,9216.59,5346626.0
2018-11-02,25.43,9238.4145,5558935.0
2018-11-05,25.93,9420.0585,3495402.0
2018-11-06,26.1,9481.8174,3016816.0
2018-11-07,26.16,9503.6147,3132326.0
2018-11-08,25.96,9430.9571,2657921.0
2018-11-09,26.16,9503.6147,3057783.0
2018-11-12,26.1,9481.8174,3963742.0
2018-11-13,25.96,9430.9571,5580250.0
2018-11-14,25.59,9461.7491,4773852.0
2018-11-15,25.31,9358.2208,6423892.0
2018-11-16,25.69,9498.7235,10117210.0
2018-11-19,25.93,9587.4621,3224030.0
2018-11-20,25.75,9520.9082,3597888.0
2018-11-21,25.56,9450.6568,2192778.0
2018-11-23,25.67,9491.3286,1122054.0
2018-11-26,25.79,9535.6979,2751557.0
2018-11-27,25.98,9605.9493,2169673.0
2018-11-28,25.76,9524.6056,3131656.0
2018-11-29,26.05,9689.646,3096953.0
2018-11-30,26.42,9827.2725,4024676.0
2018-12-03,26.94,10020.6934,2689792.0
2018-12-04,27.09,10076.4879,3881449.0
2018-12-06,26.81,9972.3382,3829128.0
2018-12-07,27.14,10095.0861,3112791.0
2018-12-10,27.26,10139.7217,2680151.0
2018-12-11,27.5,10228.9929,2334095.0
2018-12-12,27.19,10113.6843,2547794.0
2018-12-13,27.62,10273.6285,1665955.0
2018-12-14,27.49,10225.2733,2768202.0
2018-12-17,26.64,9909.1044,3773234.0
2018-12-18,26.48,9849.5903,2722015.0
2018-12-19,26.37,9808.6743,3538590.0
2018-12-20,26.28,9775.1976,4650742.0
2018-12-21,26.05,9689.646,4960492.0
2018-12-24,24.89,9258.1685,2130198.0
2018-12-26,25.06,9321.4023,2903646.0
2018-12-27,25.33,9421.8324,2842529.0
2018-12-28,25.48,9477.6269,2023893.0
2018-12-31,25.35,9429.2717,3537518.0
2019-01-02,25.07,9325.1219,2717400.0
2019-01-03,25.1,9336.2808,2372224.0
2019-01-04,25.54,9499.9447,2047091.0
2019-01-07,25.68,9552.0196,2536465.0
2019-01-08,26.16,9730.562,2638752.0
2019-01-09,26.14,9723.1227,2183081.0
2019-01-10,26.67,9920.2633,2400231.0
2019-01-11,26.39,9816.1136,3032938.0
2019-01-14,25.92,9641.2908,3024949.0
2019-01-15,26.34,9797.5154,2823781.0
2019-01-16,26.45,9838.4314,2747039.0
2019-01-17,26.73,9942.5811,3284707.0
2019-01-18,26.65,9912.8241,2669737.0
2019-01-22,26.55,9875.6277,2452964.0
2019-01-23,26.83,9979.7775,1913251.0
2019-01-24,26.85,9987.2167,1851531.0
2019-01-25,26.36,9804.9547,2402847.0
2019-01-28,26.19,9741.7209,2702882.0
2019-01-29,26.35,9801.235,3499791.0
2019-01-30,26.75,9950.0204,2361279.0
2019-01-31,27.28,10147.161,3486199.0
2019-02-01,26.79,9978.1927,3630208.0
2019-02-04,26.23,9769.6153,4125753.0
2019-02-05,26.4,9832.9334,3513593.0
2019-02-06,26.31,9799.4121,3017457.0
2019-02-07,26.61,9911.15,2453666.0
2019-02-08,26.58,9899.9762,2721371.0
2019-02-11,26.51,9873.904,2725571.0
2019-02-12,26.78,9974.4681,3561167.0
2019-02-13,26.77,9970.7435,4232707.0
2019-02-14,26.78,9974.4681,2397207.0
2019-02-15,27.08,10086.206,7074630.0
2019-02-19,26.94,10034.0616,6140543.0
2019-02-20,26.28,9789.1519,4932826.0
2019-02-21,26.44,9848.751,4648242.0
2019-02-22,26.64,9923.2499,3718508.0
2019-02-25,26.46,9856.2009,3286809.0
2019-02-26,26.74,9960.4993,3233653.0
2019-02-27,26.94,10034.9982,4135279.0
2019-02-28,26.98,10049.898,3346519.0
2019-03-01,26.91,10023.8234,2451350.0
2019-03-04,26.96,10042.4481,2405931.0
2019-03-05,26.91,10023.8234,2328486.0
2019-03-06,27.07,10083.4225,2664823.0
2019-03-07,27.26,10154.1964,2217080.0
2019-03-08,27.42,10213.7955,2183398.0
2019-03-11,27.78,10347.8935,3098976.0
2019-03-12,28.0,10429.8422,2079489.0
2019-03-13,27.98,10422.3923,1705702.0
2019-03-14,27.87,10381.418,2864872.0
2019-03-15,27.89,10388.8678,6268136.0
2019-03-18,28.05,10448.4669,2177312.0
2019-03-19,27.8,10355.3433,1882129.0
2019-03-20,27.95,10411.2175,2038746.0
2019-03-21,28.41,10582.5649,2472152.0
2019-03-22,28.61,10657.0638,2586864.0
2019-03-25,28.64,10668.2386,1775593.0
2019-03-26,28.82,10735.2876,1751737.0
2019-03-27,28.68,10683.1384,1744527.0
2019-03-28,28.54,10630.9892,3207709.0
2019-03-29,28.66,10675.6885,3744729.0
2019-04-01,28.18,10496.8912,2947808.0
2019-04-02,28.22,10525.1908,2115295.0
2019-04-03,28.07,10469.2454,2109894.0
2019-04-04,27.91,10409.5703,1684267.0
2019-04-05,28.26,10540.1096,2469709.0
2019-04-08,28.01,10446.8673,2687560.0
2019-04-09,27.96,10428.2188,1776065.0
2019-04-10,27.87,10394.6516,2176296.0
2019-04-11,28.04,10458.0563,2040586.0
2019-04-12,28.07,10469.2454,2055956.0
2019-04-15,27.98,10435.6782,2041278.0
2019-04-16,27.6,10293.9499,2511457.0
2019-04-17,27.59,10290.2202,2158561.0
2019-04-18,27.56,10279.0311,1878833.0
2019-04-22,27.31,10185.7888,2067285.0
2019-04-23,27.3,10182.0591,3440947.0
2019-04-24,27.51,10260.3827,2248542.0
2019-04-25,27.84,10383.4625,2643384.0
2019-04-26,27.88,10398.3813,1893844.0
2019-04-29,27.46,10241.7342,2332034.0
2019-04-30,27.78,10361.0843,7675262.0
2019-05-01,27.4,10223.0274,5158766.0
2019-05-02,27.58,10290.186,5019863.0
2019-05-03,27.86,10394.6549,2807902.0
2019-05-06,27.88,10402.1169,2968434.0
2019-05-07,27.74,10349.8825,2673966.0
2019-05-08,27.47,10249.1446,3413730.0
2019-05-09,27.51,10264.0688,2568073.0
2019-05-10,28.08,10476.7376,2047168.0
2019-05-13,28.3,10558.8203,2798724.0
2019-05-14,28.04,10461.8134,2260433.0
2019-05-15,28.06,10469.2755,1732696.0
2019-05-16,28.19,10517.7789,2178575.0
2019-05-17,28.29,10555.0892,8279353.0
2019-05-20,28.16,10506.5858,2863828.0
2019-05-21,28.12,10491.6617,1653054.0
2019-05-22,28.38,10588.6685,1462842.0
2019-05-23,28.46,10618.5168,1973600.0
2019-05-24,28.51,10637.1719,1705794.0
2019-05-28,27.87,10398.3859,2744296.0
2019-05-29,27.44,10237.9515,2757261.0
2019-05-30,27.55,10278.9929,2436434.0
2019-05-31,27.85,10390.9238,4042419.0
2019-06-03,28.13,10495.3927,2800936.0
2019-06-04,28.08,10476.7376,2103865.0
2019-06-05,28.51,10637.1719,2877008.0
2019-06-06,28.62,10678.2133,2108802.0
2019-06-07,28.54,10648.365,3615926.0
2019-06-10,28.42,10603.5927,1558226.0
2019-06-11,28.17,10510.3169,2084138.0
2019-06-12,28.53,10644.634,2116224.0
2019-06-13,28.48,10625.9789,2594043.0
2019-06-14,28.75,10726.7167,2390488.0
2019-06-17,29.16,10879.689,6361296.0
2019-06-18,28.99,10816.2615,2961953.0
2019-06-19,29.44,10984.1579,3563508.0
2019-06-20,29.42,10976.6958,2652199.0
2019-06-21,29.36,10954.3097,3722125.0
2019-06-24,29.33,10943.1166,1575933.0
2019-06-25,29.34,10946.8476,2175635.0
2019-06-26,28.69,10704.3305,2871025.0
2019-06-27,28.61,10674.4823,1933673.0
2019-06-28,28.8,10745.3719,3556870.0
2019-07-01,28.59,10667.0202,2467440.0
2019-07-02,29.08,10849.8408,2648241.0
2019-07-03,29.51,11010.2751,1344275.0
2019-07-05,29.45,10987.8889,1476093.0
2019-07-08,29.4,10969.2338,1758269.0
2019-07-09,29.56,11028.9303,2066847.0
2019-07-10,29.5,11006.5441,1977458.0
2019-07-11,29.52,11014.0062,1218986.0
2019-07-12,29.34,10946.8476,1161184.0
2019-07-15,29.42,10976.6958,1070360.0
2019-07-16,29.14,10872.227,1646554.0
2019-07-17,29.26,10916.9993,1327221.0
2019-07-18,29.59,11040.1234,1788025.0
2019-07-19,29.2,10894.6131,2245424.0
2019-07-22,29.14,10872.227,1649313.0
2019-07-23,29.22,10902.0752,2159204.0
2019-07-24,29.46,10991.62,2921475.0
2019-07-25,29.39,10965.5028,2024979.0
2019-07-26,29.5,11006.5441,2028609.0
2019-07-29,29.81,11122.2061,2258519.0
2019-07-30,29.58,11036.3924,2972771.0
2019-07-31,29.69,11077.4337,3349097.0
2019-08-01,30.04,11215.351,3812111.0
2019-08-02,29.71,11092.1464,3979412.0
2019-08-05,28.11,10494.7908,7003773.0
2019-08-06,28.1,10491.0574,11314624.0
2019-08-07,27.63,10315.5842,5241976.0
2019-08-08,28.8,10752.4004,8534523.0
2019-08-09,28.57,10666.5306,3227024.0
2019-08-12,28.65,10696.3983,4147616.0
2019-08-13,28.71,10718.7992,4202092.0
2019-08-14,28.69,10711.3322,4260624.0
2019-08-15,29.03,10838.2703,3283223.0
2019-08-16,29.42,10983.8757,9031926.0
2019-08-19,29.63,11062.2786,2716030.0
2019-08-20,29.32,10946.541,2547276.0
2019-08-21,29.66,11073.479,1809192.0
2019-08-22,29.64,11066.0121,1563450.0
2019-08-23,29.02,10834.5368,2038969.0
2019-08-26,29.42,10983.8757,1535416.0
2019-08-27,29.24,10916.6732,1967963.0
2019-08-28,29.1,10864.4046,3951716.0
2019-08-29,29.44,10991.3427,2327004.0
2019-08-30,29.55,11032.4109,1600914.0
2019-09-03,30.06,11222.8179,3530856.0
2019-09-04,30.21,11278.82,1714575.0
2019-09-05,29.67,11077.2125,2595163.0
2019-09-06,29.33,10950.2745,3532906.0
2019-09-09,28.91,10793.4686,1719704.0
2019-09-10,28.97,10815.8695,3402018.0
2019-09-11,29.14,10879.3385,2775512.0
2019-09-12,29.11,10868.1381,2433962.0
2019-09-13,29.04,10842.0038,2494495.0
2019-09-16,29.04,10842.0038,1561454.0
2019-09-17,29.43,10987.6092,1912270.0
2019-09-18,29.47,11002.5431,2610377.0
2019-09-19,29.44,10991.3427,2221773.0
2019-09-20,29.48,11006.2765,3299202.0
2019-09-23,29.62,11058.5452,1382237.0
2019-09-24,29.96,11185.4832,2417340.0
2019-09-25,30.07,11226.5514,1893632.0
2019-09-26,30.56,11409.4916,2661601.0
2019-09-27,30.03,11211.6175,2917053.0
2019-09-30,29.92,11170.5493,3700614.0
2019-10-01,29.73,11099.6134,2278906.0
2019-10-02,29.41,10980.1422,2529366.0
2019-10-03,29.37,10965.2084,3521650.0
2019-10-04,29.63,11062.2786,2635513.0
2019-10-07,29.33,10950.2745,1874698.0
2019-10-08,28.83,10763.6008,2730903.0
2019-10-09,29.04,10842.0038,2244040.0
2019-10-10,29.01,10830.8033,1790679.0
2019-10-11,29.14,10879.3385,2204967.0
2019-10-14,28.54,10655.3301,2205431.0
2019-10-15,28.14,10505.9912,3562791.0
2019-10-16,27.97,10442.5222,9406857.0
2019-10-17,27.95,10435.0553,3537146.0
2019-10-18,27.98,10446.2557,2696351.0
2019-10-21,28.05,10472.39,3267331.0
2019-10-22,28.27,10554.5264,2687645.0
2019-10-23,28.15,10509.7247,3686338.0
2019-10-24,28.2,10528.3921,3678302.0
2019-10-25,28.04,10468.6565,3278511.0
2019-10-28,27.45,10248.3817,2759738.0
2019-10-29,27.31,10196.113,4105854.0
2019-10-30,27.51,10276.1585,4860469.0
2019-10-31,28.04,10474.1362,5399649.0
2019-11-01,27.65,10328.4545,3134896.0
2019-11-04,27.31,10201.4793,4059106.0
2019-11-05,26.94,10063.2681,4674279.0
2019-11-06,27.09,10119.2997,3722046.0
2019-11-07,26.68,9966.1468,4038415.0
2019-11-08,26.41,9865.29,3582815.0
2019-11-11,26.09,9745.756,2841358.0
2019-11-12,26.09,9745.756,4460104.0
2019-11-13,26.4,9861.5545,5105572.0
2019-11-14,26.32,9831.671,4103524.0
2019-11-15,26.5,9898.9089,5107310.0
2019-11-18,26.25,9805.523,4019429.0
2019-11-19,26.04,9727.0788,4890615.0
2019-11-20,26.06,9734.5497,5497264.0
2019-11-21,26.22,9794.3167,4694644.0
2019-11-22,26.36,9846.6128,4076530.0
2019-11-25,26.55,9917.5861,10147658.0
2019-11-26,26.46,9883.9671,3807979.0
2019-11-27,26.53,9910.1152,5700211.0
2019-11-29,26.45,9880.2317,2098169.0
2019-12-02,26.18,9779.3749,4224524.0
2019-12-03,26.41,9865.29,3198364.0
2019-12-04,26.5,9898.9089,3245963.0
2019-12-05,26.65,9954.9405,3241218.0
2019-12-06,26.8,10010.972,3332223.0
2019-12-09,26.72,9981.0885,2528616.0
2019-12-10,27.0,10085.6808,4389038.0
2019-12-11,26.89,10044.591,3743848.0
2019-12-12,26.67,9962.4113,3279376.0
2019-12-13,26.88,10040.8555,3408054.0
2019-12-16,27.17,10149.1832,2896112.0
2019-12-17,27.26,10182.8021,2421015.0
2019-12-18,27.55,10291.1298,3915359.0
2019-12-19,27.61,10313.5424,2629849.0
2019-12-20,27.76,10369.574,6049902.0
2019-12-23,27.45,10253.7754,3109474.0
2019-12-24,27.43,10246.3046,711834.0
2019-12-26,27.35,10216.4211,1472200.0
2019-12-27,27.29,10194.0084,2893520.0
2019-12-30,27.52,10279.9235,5741258.0
2019-12-31,27.84,10399.4575,5308187.0
2020-01-02,27.18,10152.9186,4197853.0
2020-01-03,27.4,10235.0983,3440360.0
2020-01-06,27.39,10231.3628,4366865.0
2020-01-07,27.63,10321.0133,2937083.0
2020-01-08,27.66,10332.2196,4566451.0
2020-01-09,27.75,10365.8386,3230115.0
2020-01-10,27.64,10324.7488,2632904.0
2020-01-13,27.86,10406.9284,3127413.0
2020-01-14,28.18,10526.4624,2902856.0
2020-01-15,28.69,10716.9697,3251360.0
2020-01-16,28.84,10773.0012,2507361.0
2020-01-17,29.04,10847.71,2226428.0
2020-01-21,29.19,10903.7415,2562161.0
2020-01-22,29.06,10855.1809,2107073.0
2020-01-23,29.19,10903.7415,3374694.0
2020-01-24,29.08,10862.6517,3224728.0
2020-01-27,28.89,10791.6784,2547244.0
2020-01-28,29.12,10877.5935,2205437.0
2020-01-29,29.19,10903.7415,2303363.0
2020-01-30,29.1,10870.1226,3215863.0
2020-01-31,29.31,10948.5668,3712437.0
2020-02-03,29.79,11127.8678,3292506.0
2020-02-04,29.48,11012.0692,3965019.0
2020-02-05,29.77,11120.3969,3080430.0
2020-02-06,29.85,11150.2804,2680932.0
2020-02-07,29.8,11131.6032,2802245.0
2020-02-10,29.86,11154.0158,2213719.0
2020-02-11,29.93,11180.1639,2265494.0
2020-02-12,29.83,11142.8095,2272376.0
2020-02-13,30.19,11277.2853,1825317.0
2020-02-14,30.21,11284.7561,3826172.0
2020-02-18,30.21,11284.7561,2740977.0
2020-02-19,30.02,11213.7828,1511740.0
2020-02-20,30.05,11224.9891,1998667.0
2020-02-21,29.88,11161.4867,3735244.0
2020-02-24,29.25,10926.1542,3224675.0
2020-02-25,28.38,10601.1711,4048250.0
2020-02-26,27.75,10365.8386,10577955.0
2020-02-27,27.3,10197.7439,6725876.0
2020-02-28,27.02,10328.7557,12727807.0
2020-03-02,28.56,10917.4412,7194574.0
2020-03-03,28.38,10848.6338,4823067.0
2020-03-04,29.86,11414.3836,3591575.0
2020-03-05,29.63,11326.463,4713423.0
2020-03-06,29.46,11261.4782,6803996.0
2020-03-09,27.69,10584.8721,7440055.0
2020-03-10,28.52,10902.1507,7176098.0
2020-03-11,27.1,10359.3367,4057353.0
2020-03-12,24.02,9181.9656,5799233.0
2020-03-13,25.18,9625.3911,3373562.0
2020-03-16,20.94,8004.5945,5235900.0
2020-03-17,24.57,9392.2105,6849439.0
2020-03-18,23.6,9021.415,5782387.0
2020-03-19,23.36,8929.6718,4183289.0
2020-03-20,21.0,8027.5303,3988134.0
2020-03-23,20.86,7974.0134,5597879.0
2020-03-24,21.94,8386.8579,4950834.0
2020-03-25,22.83,8727.0722,4885522.0
2020-03-26,24.55,9384.5652,3938670.0
2020-03-27,24.76,9464.8405,4955109.0
2020-03-30,26.08,9969.4281,3376558.0
2020-03-31,24.97,9545.1158,3857023.0
2020-04-01,23.06,8814.9928,3460648.0
2020-04-02,23.49,8979.366,4229432.0
2020-04-03,22.49,8597.1027,4164967.0
2020-04-06,24.55,9384.5652,2894609.0
2020-04-07,24.11,9216.3693,3168653.0
2020-04-08,25.47,9736.2475,1920245.0
2020-04-09,26.58,10160.5598,2784648.0
2020-04-13,25.71,9838.7913,1527698.0
2020-04-14,26.62,10187.0333,2106761.0
2020-04-15,25.45,9739.2936,2286696.0
2020-04-16,25.93,9922.9817,4369550.0
2020-04-17,26.38,10095.1892,2435448.0
2020-04-20,25.48,9750.7741,2644328.0
2020-04-21,25.38,9712.5058,2636299.0
2020-04-22,26.01,9953.5964,2917618.0
2020-04-23,25.85,9892.367,3341663.0
2020-04-24,26.03,9961.25,3993112.0
2020-04-27,26.25,10045.4404,2151280.0
2020-04-28,26.85,10275.0504,3014833.0
2020-04-29,25.93,9922.9817,3219721.0
2020-04-30,25.11,9609.1813,2955662.0
2020-05-01,24.47,9364.2639,2207349.0
2020-05-04,24.4,9337.476,2369543.0
2020-05-05,24.53,9387.2249,3466556.0
2020-05-06,22.92,8773.7639,4410155.0
2020-05-07,22.9,8766.1079,4612803.0
2020-05-08,23.27,8907.7437,3748904.0
2020-05-11,23.49,8991.9596,5410316.0
2020-05-12,22.77,8716.344,3727612.0
2020-05-13,22.41,8578.5362,4270651.0
2020-05-14,22.49,8609.1601,3434655.0
2020-05-15,22.37,8563.2242,9315567.0
2020-05-18,23.17,8869.4638,3931799.0
2020-05-19,23.05,8823.5278,2647046.0
2020-05-20,23.08,8835.0118,1895159.0
2020-05-21,22.99,8800.5599,2284909.0
2020-05-22,23.09,8838.8398,1899231.0
2020-05-26,23.39,8953.6797,1890702.0
2020-05-27,23.32,8926.8837,4091811.0
2020-05-28,24.02,9194.8433,3594637.0
2020-05-29,23.83,9122.1114,5885783.0
2020-06-01,24.21,9267.5752,2402420.0
2020-06-02,24.72,9462.8029,3544611.0
2020-06-03,25.32,9692.4826,3984020.0
2020-06-04,24.62,9424.523,3247076.0
2020-06-05,25.08,9600.6108,2665559.0
2020-06-08,25.61,9803.4945,1945240.0
2020-06-09,24.83,9504.9109,2028694.0
2020-06-10,24.41,9344.1351,2504332.0
2020-06-11,23.12,8850.3238,2414892.0
2020-06-12,23.26,8903.9157,2521738.0
2020-06-15,23.48,8988.1316,3139457.0
2020-06-16,23.64,9049.3795,2606408.0
2020-06-17,23.55,9014.9276,2036943.0
2020-06-18,23.73,9083.8315,1997262.0
2020-06-19,22.97,8792.9039,5728310.0
2020-06-22,23.23,8892.4317,2114232.0
2020-06-23,22.85,8746.9679,2729870.0
2020-06-24,22.4,8574.7082,2590022.0
2020-06-25,22.33,8547.9122,3687074.0
2020-06-26,22.35,8555.5682,7111333.0
2020-06-29,22.69,8685.72,1892511.0
2020-06-30,22.74,8704.86,3340312.0
2020-07-01,23.46,8980.4756,3927665.0
2020-07-02,23.36,8942.1957,2353938.0
2020-07-06,23.29,8915.3997,2576426.0
2020-07-07,23.33,8930.7117,3190874.0
2020-07-08,23.38,8949.8517,3755550.0
2020-07-09,22.95,8785.2479,2886076.0
2020-07-10,23.57,9022.5836,3070824.0
2020-07-13,24.02,9194.8433,5628451.0
2020-07-14,23.75,9091.4875,5504811.0
2020-07-15,23.72,9080.0035,3111223.0
2020-07-16,23.85,9129.7674,1749507.0
2020-07-17,24.34,9317.3391,1867324.0
2020-07-20,23.75,9091.4875,2535926.0
2020-07-21,23.81,9114.4554,3085162.0
2020-07-22,24.64,9432.179,3395339.0
2020-07-23,24.74,9470.4589,3559152.0
2020-07-24,24.54,9393.899,2722229.0
2020-07-27,24.28,9294.3712,1422696.0
2020-07-28,24.67,9443.663,1802548.0
2020-07-29,24.76,9478.1149,1764579.0
2020-07-30,24.49,9374.7591,1880907.0
2020-07-31,24.45,9359.4471,2575703.0
2020-08-03,23.98,9179.5313,2249538.0
2020-08-04,24.15,9244.6072,3290554.0
2020-08-05,24.36,9330.4412,4103734.0
2020-08-06,24.34,9322.7807,2846448.0
2020-08-07,24.75,9479.8202,3434000.0
2020-08-10,24.81,9502.8016,2771913.0
2020-08-11,24.29,9303.6296,2918443.0
2020-08-12,24.75,9479.8202,2890266.0
2020-08-13,24.35,9326.611,2311139.0
2020-08-14,24.12,9238.5157,1504119.0
2020-08-17,23.96,9177.232,1886845.0
2020-08-18,23.58,9031.6832,2159945.0
2020-08-19,23.44,8978.06,1960052.0
2020-08-20,22.97,8798.0392,3243320.0
2020-08-21,22.72,8702.2834,2795084.0
2020-08-24,23.03,8821.0206,3208434.0
2020-08-25,22.74,8709.9439,2197009.0
2020-08-26,22.19,8499.2812,2776806.0
2020-08-27,22.18,8495.451,3324575.0
2020-08-28,22.35,8560.5649,2719850.0
2020-08-31,22.16,8487.7905,3110175.0
2020-09-01,21.39,8192.8628,3275191.0
2020-09-02,22.27,8529.9231,4552191.0
2020-09-03,22.42,8587.3765,3209312.0
2020-09-04,22.28,8533.7533,2861256.0
2020-09-08,21.97,8415.0161,3051985.0
2020-09-09,22.11,8468.6394,2647420.0
2020-09-10,21.88,8380.5441,2584746.0
2020-09-11,22.04,8441.8278,2269141.0
2020-09-14,22.38,8572.0556,3856449.0
2020-09-15,22.11,8468.6394,3245219.0
2020-09-16,22.26,8526.0928,4725943.0
2020-09-17,22.42,8587.3765,2979089.0
2020-09-18,21.98,8418.8464,5579589.0
2020-09-21,22.2,8503.1114,3942810.0
2020-09-22,22.08,8457.1487,2580264.0
2020-09-23,21.61,8277.1279,3731529.0
2020-09-24,21.65,8292.4488,2134471.0
2020-09-25,22.14,8480.1301,2787698.0
2020-09-28,21.85,8369.0534,3639908.0
2020-09-29,21.96,8411.1859,2867604.0
2020-09-30,22.0,8426.5068,3854469.0
2020-10-01,22.0,8426.5068,6901379.0
2020-10-02,22.14,8480.1301,4625123.0
2020-10-05,21.99,8422.6766,4582531.0
2020-10-06,22.41,8583.5463,2544947.0
2020-10-07,22.05,8445.658,4345465.0
2020-10-08,22.36,8564.3951,4468213.0
2020-10-09,22.49,8614.1881,2800302.0
2020-10-12,23.08,8840.1717,3341362.0
2020-10-13,23.11,8851.6624,3345732.0
2020-10-14,23.3,8924.4368,3167539.0
2020-10-15,23.39,8958.9089,2257864.0
2020-10-16,23.5,9001.0414,2100189.0
2020-10-19,23.47,8989.5507,2896923.0
2020-10-20,23.6,9039.3437,2354842.0
2020-10-21,23.58,9031.6832,2310991.0
2020-10-22,24.04,9207.8738,3060065.0
2020-10-23,24.31,9311.2901,2483747.0
2020-10-26,24.25,9288.3087,2611749.0
2020-10-27,24.26,9292.1389,3312362.0
2020-10-28,23.18,8878.474,4575877.0
2020-10-29,22.96,8794.209,3324244.0
2020-10-30,22.97,8798.0392,3603889.0
2020-11-02,23.45,8986.3259,3082856.0
2020-11-03,24.03,9208.589,2863877.0
2020-11-04,23.65,9062.9684,4166546.0
2020-11-05,23.65,9062.9684,3431476.0
2020-11-06,23.22,8898.1871,3809389.0
2020-11-09,24.11,9239.246,4572562.0
2020-11-10,25.07,9607.1297,4389648.0
2020-11-11,24.64,9442.3484,3017970.0
2020-11-12,23.87,9147.275,2842603.0
2020-11-13,24.47,9377.2024,2518399.0
2020-11-16,24.62,9434.6842,3528020.0
2020-11-17,24.75,9484.5018,3132392.0
2020-11-18,23.96,9181.7641,2450021.0
2020-11-19,23.6,9043.8078,1795504.0
2020-11-20,23.9,9158.7714,2645131.0
2020-11-23,24.31,9315.8884,3207897.0
2020-11-24,24.94,9557.3121,3416361.0
2020-11-25,24.9,9541.9836,2049134.0
2020-11-27,24.51,9392.5309,880069.0
2020-11-30,24.2,9273.7351,3601188.0
2020-12-01,24.49,9384.8666,2108485.0
2020-12-02,24.62,9434.6842,1954098.0
2020-12-03,24.36,9335.049,2566231.0
2020-12-04,24.0,9197.0926,2529724.0
2020-12-07,23.92,9166.4357,3224180.0
2020-12-08,23.21,8894.355,4285074.0
2020-12-09,23.2,8890.5229,3286673.0
2020-12-10,22.57,8649.0992,4347193.0
2020-12-11,22.89,8771.7271,3952504.0
2020-12-14,22.65,8679.7562,2694772.0
2020-12-15,23.2,8890.5229,2073287.0
2020-12-16,22.8,8737.238,1719012.0
2020-12-17,22.81,8741.0701,1731569.0
2020-12-18,22.4,8583.9531,4378886.0
2020-12-21,21.53,8250.5585,4111042.0
2020-12-22,21.71,8319.5367,2859619.0
2020-12-23,21.91,8396.1791,3564207.0
2020-12-24,22.09,8465.1573,1097752.0
2020-12-28,22.3,8545.6319,2392419.0
2020-12-29,22.34,8560.9604,2639232.0
2020-12-30,22.55,8641.435,2217440.0
2020-12-31,22.94,8790.8877,1812582.0
2021-01-04,22.58,8652.9313,3363250.0
2021-01-05,22.52,8629.9386,2731249.0
2021-01-06,23.02,8821.5447,2350461.0
2021-01-07,22.13,8480.4858,3047935.0
2021-01-08,21.81,8357.8579,3282150.0
2021-01-11,21.88,8384.6828,3242034.0
2021-01-12,21.87,8380.8507,3365186.0
2021-01-13,22.01,8434.5004,2756137.0
2021-01-14,21.86,8377.0185,2586239.0
2021-01-15,22.93,8787.0556,6053232.0
2021-01-19,22.46,8606.9459,3899888.0
2021-01-20,22.38,8576.2889,3170472.0
2021-01-21,21.92,8400.0113,2792403.0
2021-01-22,21.93,8403.8434,2175834.0
2021-01-25,22.11,8472.8216,3189226.0
2021-01-26,21.71,8319.5367,2439089.0
2021-01-27,21.26,8147.0912,3934089.0
2021-01-28,22.17,8495.8143,4151073.0
2021-01-29,22.15,8488.1501,5158897.0
2021-02-01,22.22,8514.9749,2693550.0
2021-02-02,22.47,8610.778,3318838.0
2021-02-03,22.26,8530.3034,2117289.0
2021-02-04,22.76,8721.9095,3188187.0
2021-02-05,22.8,8737.238,2870795.0
2021-02-08,22.32,8553.2961,2065149.0
2021-02-09,22.36,8568.6246,1884190.0
2021-02-10,22.47,8610.778,2112774.0
2021-02-11,22.75,8718.0774,2797605.0
2021-02-12,22.53,8633.7707,1977552.0
2021-02-16,22.38,8576.2889,3022415.0
2021-02-17,22.67,8883.4596,1996154.0
2021-02-18,22.84,8950.0758,2581981.0
2021-02-19,22.84,8950.0758,3396898.0
2021-02-22,22.38,8769.8203,2662816.0
2021-02-23,22.61,8859.9481,2359897.0
2021-02-24,22.18,8691.4484,3223179.0
2021-02-25,22.11,8664.0182,3503036.0
2021-02-26,21.6,8464.1698,5016323.0
2021-03-01,22.0,8620.9136,4104646.0
