,AMD US Equity,AMD US Equity,AMD US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2014-07-08,4.22,3215.8167,41685779.0
2014-07-09,4.23,3223.4371,18467376.0
2014-07-10,4.29,3269.1596,39245492.0
2014-07-11,4.37,3330.123,22425618.0
2014-07-14,4.64,3535.8743,73046037.0
2014-07-15,4.53,3452.0497,156257503.0
2014-07-16,4.66,3551.1151,61927482.0
2014-07-17,4.57,3482.5313,51309835.0
2014-07-18,3.83,2918.6204,137577726.0
2014-07-21,3.78,2880.5183,34219149.0
2014-07-22,3.8,2895.7591,34004819.0
2014-07-23,3.76,2865.2774,31748175.0
2014-07-24,3.73,2842.4162,27967555.0
2014-07-25,3.76,2865.2774,31793650.0
2014-07-28,3.73,2842.4162,31447375.0
2014-07-29,3.79,2888.1387,36157432.0
2014-07-30,3.82,2910.9999,42981161.0
2014-07-31,3.91,2993.1432,112162894.0
2014-08-01,3.97,3039.0738,33714228.0
2014-08-04,4.0,3062.0391,21493197.0
2014-08-05,4.08,3123.2798,40338382.0
2014-08-06,4.12,3153.9002,16274466.0
2014-08-07,4.1,3138.59,32712281.0
2014-08-08,4.12,3153.9002,27166946.0
2014-08-11,4.14,3169.2104,29561659.0
2014-08-12,4.08,3123.2798,27369868.0
2014-08-13,4.11,3146.2451,30401163.0
2014-08-14,4.08,3123.2798,26148058.0
2014-08-15,4.13,3161.5553,33350187.0
2014-08-18,4.21,3222.7961,45386525.0
2014-08-19,4.27,3268.7267,23222062.0
2014-08-20,4.28,3276.3818,11988557.0
2014-08-21,4.24,3245.7614,11940449.0
2014-08-22,4.25,3253.4165,8364801.0
2014-08-25,4.18,3199.8308,8999567.0
2014-08-26,4.19,3207.4859,9183890.0
2014-08-27,4.16,3184.5206,7305774.0
2014-08-28,4.14,3169.2104,10332157.0
2014-08-29,4.17,3192.1757,7347175.0
2014-09-02,4.16,3184.5206,12603414.0
2014-09-03,4.19,3207.4859,9601144.0
2014-09-04,4.15,3176.8655,12796439.0
2014-09-05,4.15,3176.8655,6634343.0
2014-09-08,4.13,3161.5553,8397368.0
2014-09-09,4.08,3123.2798,8964799.0
2014-09-10,4.08,3123.2798,13277610.0
2014-09-11,4.08,3123.2798,8087351.0
2014-09-12,3.96,3031.4187,14188822.0
2014-09-15,3.91,2993.1432,18257027.0
2014-09-16,3.81,2916.5922,40156448.0
2014-09-17,3.82,2924.2473,24894592.0
2014-09-18,3.88,2970.1779,16141381.0
2014-09-19,3.81,2916.5922,23030039.0
2014-09-22,3.76,2878.3167,14202679.0
2014-09-23,3.69,2824.731,16287982.0
2014-09-24,3.7,2832.3861,11792590.0
2014-09-25,3.63,2778.8004,17556480.0
2014-09-26,3.6,2755.8352,12976329.0
2014-09-29,3.55,2717.5597,26857638.0
2014-09-30,3.41,2610.3883,55952173.0
2014-10-01,3.35,2564.4577,33655009.0
2014-10-02,3.39,2595.0781,27904965.0
2014-10-03,3.4,2602.7332,16797013.0
2014-10-06,3.36,2572.1128,17867784.0
2014-10-07,3.28,2510.872,17720617.0
2014-10-08,3.28,2510.872,27999950.0
2014-10-09,2.95,2258.2538,69528861.0
2014-10-10,2.72,2082.1866,41062499.0
2014-10-13,2.74,2097.4968,38269373.0
2014-10-14,2.62,2005.6356,39964185.0
2014-10-15,2.61,1997.9805,36924628.0
2014-10-16,2.64,2020.9458,38795420.0
2014-10-17,2.72,2082.1866,75956587.0
2014-10-20,2.67,2043.9111,28716992.0
2014-10-21,2.77,2120.4621,24033801.0
2014-10-22,2.64,2020.9458,23034842.0
2014-10-23,2.69,2059.2213,23739082.0
2014-10-24,2.68,2051.5662,11952802.0
2014-10-27,2.66,2036.256,13307479.0
2014-10-28,2.72,2082.1866,22879276.0
2014-10-29,2.77,2120.4621,15601066.0
2014-10-30,2.75,2132.1861,13026110.0
2014-10-31,2.8,2170.9531,14704782.0
2014-11-03,2.87,2225.2269,11739620.0
2014-11-04,2.83,2194.2133,12524608.0
2014-11-05,2.8,2170.9531,9635141.0
2014-11-06,2.76,2139.9395,8932899.0
2014-11-07,2.78,2155.4463,7293780.0
2014-11-10,2.76,2139.9395,12593116.0
2014-11-11,2.73,2116.6793,8113460.0
2014-11-12,2.71,2101.1725,15875393.0
2014-11-13,2.66,2062.4054,10915428.0
2014-11-14,2.61,2023.6384,12373026.0
2014-11-17,2.67,2070.1588,12593812.0
2014-11-18,2.65,2054.652,14975259.0
2014-11-19,2.63,2039.1452,10323256.0
2014-11-20,2.69,2085.6657,15043856.0
2014-11-21,2.77,2147.6929,11311580.0
2014-11-24,2.83,2194.2133,12293891.0
2014-11-25,2.83,2194.2133,11073557.0
2014-11-26,2.84,2201.9667,10560747.0
2014-11-28,2.79,2163.1997,5665011.0
2014-12-01,2.67,2070.1588,16025136.0
2014-12-02,2.68,2077.9123,12438764.0
2014-12-03,2.74,2124.4327,18259992.0
2014-12-04,2.69,2085.6657,15542199.0
2014-12-05,2.66,2062.4054,9479344.0
2014-12-08,2.58,2000.3782,25402055.0
2014-12-09,2.59,2008.1316,22926434.0
2014-12-10,2.48,1922.8442,17690050.0
2014-12-11,2.49,1930.5976,10151618.0
2014-12-12,2.52,1953.8578,21211623.0
2014-12-15,2.47,1915.0908,19636438.0
2014-12-16,2.5,1938.351,17051582.0
2014-12-17,2.55,1977.118,12521460.0
2014-12-18,2.55,1977.118,12423873.0
2014-12-19,2.57,1992.6248,14701505.0
2014-12-22,2.66,2062.4054,15044885.0
2014-12-23,2.67,2070.1588,8276449.0
2014-12-24,2.65,2054.652,4624005.0
2014-12-26,2.65,2054.652,4029605.0
2014-12-29,2.66,2062.4054,8526993.0
2014-12-30,2.63,2039.1452,7783709.0
2014-12-31,2.67,2070.1588,11177917.0
2015-01-02,2.69,2085.6657,8330255.0
2015-01-05,2.66,2062.4054,8878176.0
2015-01-06,2.63,2039.1452,13916645.0
2015-01-07,2.58,2000.3782,12377554.0
2015-01-08,2.61,2023.6384,11136587.0
2015-01-09,2.63,2039.1452,8907618.0
2015-01-12,2.63,2039.1452,9979638.0
2015-01-13,2.66,2062.4054,17907354.0
2015-01-14,2.63,2039.1452,9989870.0
2015-01-15,2.52,1953.8578,17744035.0
2015-01-16,2.39,1853.0635,30192441.0
2015-01-20,2.24,1736.7625,56713301.0
2015-01-21,2.45,1899.584,46530825.0
2015-01-22,2.47,1915.0908,36169577.0
2015-01-23,2.45,1899.584,11107160.0
2015-01-26,2.61,2023.6384,36571306.0
2015-01-27,2.7,2093.4191,51805831.0
2015-01-28,2.63,2039.1452,24786168.0
2015-01-29,2.61,2023.6384,17790203.0
2015-01-30,2.57,1992.6248,12908182.0
2015-02-02,2.67,2070.1588,25688696.0
2015-02-03,2.76,2139.9395,22592285.0
2015-02-04,2.85,2209.7201,34829278.0
2015-02-05,3.31,2566.3767,73355631.0
2015-02-06,3.03,2349.2814,38299959.0
2015-02-09,3.04,2357.0348,24133773.0
2015-02-10,3.04,2357.0348,13995062.0
2015-02-11,3.07,2380.295,11741088.0
2015-02-12,3.12,2419.062,12974994.0
2015-02-13,3.15,2442.3222,9627555.0
2015-02-17,3.11,2411.3086,8678124.0
2015-02-18,3.08,2388.0484,7286117.0
2015-02-19,3.055,2374.6522,6573575.0
2015-02-20,3.06,2378.5387,10667514.0
2015-02-23,3.06,2378.5387,6323536.0
2015-02-24,3.11,2417.4037,10916320.0
2015-02-25,3.1,2409.6307,6151341.0
2015-02-26,3.08,2394.0847,8680872.0
2015-02-27,3.11,2417.4037,7150249.0
2015-03-02,3.21,2495.1337,15638083.0
2015-03-03,3.14,2440.7227,8645029.0
2015-03-04,3.05,2370.7657,12122102.0
2015-03-05,2.98,2316.3547,11472270.0
2015-03-06,2.92,2269.7167,16785236.0
2015-03-09,2.93,2277.4897,12405937.0
2015-03-10,2.92,2269.7167,10312381.0
2015-03-11,2.84,2207.5327,11772832.0
2015-03-12,2.76,2146.5486,13847187.0
2015-03-13,2.75,2138.7712,8099030.0
2015-03-16,2.76,2146.5486,6132875.0
2015-03-17,2.77,2154.3259,7742219.0
2015-03-18,2.75,2138.7712,11385190.0
2015-03-19,2.74,2130.9939,8819433.0
2015-03-20,2.8,2177.658,10764776.0
2015-03-23,2.84,2208.7674,7450247.0
2015-03-24,2.79,2169.8806,8724501.0
2015-03-25,2.63,2045.443,26985252.0
2015-03-26,2.65,2060.9977,28286331.0
2015-03-27,2.72,2115.4392,16844090.0
2015-03-30,2.7,2099.8845,8558207.0
2015-03-31,2.68,2084.3298,7025016.0
2015-04-01,2.69,2092.1071,11240503.0
2015-04-02,2.69,2092.1071,7047568.0
2015-04-06,2.7,2099.8845,8178519.0
2015-04-07,2.7,2099.8845,5738069.0
2015-04-08,2.71,2107.6618,4348995.0
2015-04-09,2.72,2115.4392,7127564.0
2015-04-10,2.76,2146.5486,6184822.0
2015-04-13,2.78,2162.1033,8391501.0
2015-04-14,2.67,2076.5524,13364127.0
2015-04-15,2.7,2099.8845,15281419.0
2015-04-16,2.87,2232.0994,28617313.0
2015-04-17,2.575,2002.6676,53185288.0
2015-04-20,2.49,1936.5601,29164284.0
2015-04-21,2.35,1827.6772,31279416.0
2015-04-22,2.28,1773.2358,27634939.0
2015-04-23,2.33,1812.1225,15130407.0
2015-04-24,2.3,1788.7905,15001242.0
2015-04-27,2.34,1819.8999,13486896.0
2015-04-28,2.31,1796.5678,11448708.0
2015-04-29,2.28,1773.9764,11870217.0
2015-04-30,2.26,1758.4152,11465305.0
2015-05-01,2.31,1797.3182,11662803.0
2015-05-04,2.31,1797.3182,9670083.0
2015-05-05,2.28,1773.9764,12371555.0
2015-05-06,2.29,1781.757,18492059.0
2015-05-07,2.32,1805.0988,15015605.0
2015-05-08,2.31,1797.3182,9758803.0
2015-05-11,2.32,1805.0988,10046911.0
2015-05-12,2.35,1828.4406,10017533.0
2015-05-13,2.37,1844.0018,7575944.0
2015-05-14,2.33,1812.8794,8865090.0
2015-05-15,2.32,1805.0988,8054813.0
2015-05-18,2.35,1828.4406,4732781.0
2015-05-19,2.28,1773.9764,9588414.0
2015-05-20,2.32,1805.0988,6947688.0
2015-05-21,2.28,1773.9764,7127745.0
2015-05-22,2.28,1773.9764,12845410.0
2015-05-26,2.22,1727.2928,10007826.0
2015-05-27,2.28,1773.9764,17511026.0
2015-05-28,2.27,1766.1958,12354612.0
2015-05-29,2.28,1773.9764,7750487.0
2015-06-01,2.25,1750.6346,6803664.0
2015-06-02,2.3,1789.5376,7105950.0
2015-06-03,2.28,1773.9764,8062307.0
2015-06-04,2.33,1812.8794,11575844.0
2015-06-05,2.33,1812.8794,7349686.0
2015-06-08,2.31,1797.3182,6212876.0
2015-06-09,2.29,1781.757,12282656.0
2015-06-10,2.32,1805.0988,8161224.0
2015-06-11,2.32,1805.0988,7671032.0
2015-06-12,2.31,1797.3182,4557596.0
2015-06-15,2.32,1805.0988,8627827.0
2015-06-16,2.35,1828.4406,9795010.0
2015-06-17,2.47,1921.8077,27497874.0
2015-06-18,2.52,1960.7107,25400150.0
2015-06-19,2.58,2007.3943,25551695.0
2015-06-22,2.62,2038.5167,19410133.0
2015-06-23,2.61,2030.7361,17919551.0
2015-06-24,2.62,2038.5167,17516734.0
2015-06-25,2.58,2007.3943,18360175.0
2015-06-26,2.47,1921.8077,97054249.0
2015-06-29,2.34,1820.66,22971506.0
2015-06-30,2.4,1867.3436,19381262.0
2015-07-01,2.42,1882.9048,19374972.0
2015-07-02,2.53,1968.4913,31185949.0
2015-07-06,2.47,1921.8077,20349371.0
2015-07-07,2.09,1626.145,46418656.0
2015-07-08,2.01,1563.9002,15302900.0
2015-07-09,1.98,1540.5584,23378175.0
2015-07-10,1.96,1524.9972,17520833.0
2015-07-13,1.96,1524.9972,9080930.0
2015-07-14,2.05,1595.0226,15812298.0
2015-07-15,1.96,1524.9972,13517822.0
2015-07-16,1.87,1454.9719,20653274.0
2015-07-17,1.79,1392.7271,28127072.0
2015-07-20,1.8,1400.5077,12142361.0
2015-07-21,1.8,1400.5077,15034469.0
2015-07-22,1.79,1392.7271,16043360.0
2015-07-23,1.76,1369.3853,10641876.0
2015-07-24,1.67,1299.3599,16478376.0
2015-07-27,1.62,1260.4569,11916468.0
2015-07-28,1.77,1377.1659,14614569.0
2015-07-29,1.96,1524.9972,25582209.0
2015-07-30,1.93,1503.8129,15837969.0
2015-07-31,1.93,1503.8129,7733694.0
2015-08-03,2.2,1714.1909,26218162.0
2015-08-04,2.13,1659.6484,14328420.0
2015-08-05,2.16,1683.0238,13236010.0
2015-08-06,2.11,1644.0649,9475686.0
2015-08-07,2.09,1628.4813,7680811.0
2015-08-10,1.93,1503.8129,29926180.0
2015-08-11,1.9,1480.4376,7479178.0
2015-08-12,1.9,1480.4376,8527768.0
2015-08-13,1.79,1394.728,7839742.0
2015-08-14,1.84,1433.6869,6183360.0
2015-08-17,1.8,1402.5198,9062449.0
2015-08-18,1.8,1402.5198,9751946.0
2015-08-19,1.8,1402.5198,7441178.0
2015-08-20,1.7,1324.602,13745659.0
2015-08-21,1.78,1386.9363,12529458.0
2015-08-24,1.75,1363.5609,17217369.0
2015-08-25,1.66,1293.4349,12097696.0
2015-08-26,1.72,1340.1856,10715268.0
2015-08-27,1.78,1386.9363,11839293.0
2015-08-28,1.85,1441.4787,10924564.0
2015-08-31,1.81,1410.3116,6516004.0
2015-09-01,1.71,1332.3938,8470710.0
2015-09-02,1.77,1379.1445,6306136.0
2015-09-03,1.79,1394.728,7154356.0
2015-09-04,1.82,1418.1034,6725294.0
2015-09-08,1.88,1464.854,6009499.0
2015-09-09,1.85,1441.4787,12612253.0
2015-09-10,1.84,1433.6869,4290423.0
2015-09-11,2.01,1566.1471,31010289.0
2015-09-14,1.82,1418.1034,16458540.0
2015-09-15,1.86,1449.2705,6524360.0
2015-09-16,1.89,1472.6458,4928291.0
2015-09-17,1.89,1472.6458,5831567.0
2015-09-18,1.87,1457.0622,11814043.0
2015-09-21,1.81,1410.3116,5377758.0
2015-09-22,1.73,1347.9774,9975166.0
2015-09-23,1.7,1324.602,9649200.0
2015-09-24,1.72,1340.1856,11247701.0
2015-09-25,1.71,1332.3938,5644642.0
2015-09-28,1.66,1293.4349,5693063.0
2015-09-29,1.67,1301.2267,7005323.0
2015-09-30,1.72,1340.1856,5739499.0
2015-10-01,1.74,1355.7692,5531739.0
2015-10-02,1.83,1425.8951,7146087.0
2015-10-05,1.8,1402.5198,7595560.0
2015-10-06,1.83,1425.8951,8665487.0
2015-10-07,1.86,1449.2705,7859214.0
2015-10-08,1.93,1503.8129,9198667.0
2015-10-09,1.96,1527.1882,8629061.0
2015-10-12,1.87,1457.0622,7687701.0
2015-10-13,1.92,1496.0211,6698446.0
2015-10-14,1.95,1519.3965,10184322.0
2015-10-15,1.97,1534.98,27327109.0
2015-10-16,1.94,1511.6047,21544863.0
2015-10-19,2.01,1566.1471,10670760.0
2015-10-20,2.02,1573.9389,5584188.0
2015-10-21,2.1,1636.2731,14966473.0
2015-10-22,2.14,1667.4402,8208419.0
2015-10-23,2.21,1721.9827,9564205.0
2015-10-26,2.15,1675.232,6313499.0
2015-10-27,2.15,1675.232,5755594.0
2015-10-28,2.18,1698.6073,6950607.0
2015-10-29,2.13,1659.6484,4500419.0
2015-10-30,2.12,1651.8567,4897116.0
2015-11-02,2.19,1706.3991,5858746.0
2015-11-03,2.28,1801.632,8705832.0
2015-11-04,2.2,1738.4168,8205318.0
2015-11-05,2.2,1738.4168,4302179.0
2015-11-06,2.15,1698.9073,8997105.0
2015-11-09,2.11,1667.2997,6231734.0
2015-11-10,2.02,1596.1827,6162153.0
2015-11-11,2.07,1635.6922,3532050.0
2015-11-12,2.0,1580.3789,3576805.0
2015-11-13,1.99,1572.477,5920191.0
2015-11-16,1.99,1572.477,4149664.0
2015-11-17,1.98,1564.5751,5825098.0
2015-11-18,2.12,1675.2016,9384658.0
2015-11-19,2.14,1691.0054,4704259.0
2015-11-20,2.22,1754.2206,10727076.0
2015-11-23,2.22,1754.2206,4863244.0
2015-11-24,2.34,1849.0433,15859712.0
2015-11-25,2.38,1880.6509,6915207.0
2015-11-27,2.33,1841.1414,2606577.0
2015-11-30,2.36,1864.8471,9924441.0
2015-12-01,2.34,1849.0433,5646364.0
2015-12-02,2.27,1793.7301,7501680.0
2015-12-03,2.23,1762.1225,7059859.0
2015-12-04,2.28,1801.632,4573578.0
2015-12-07,2.355,1860.8962,8479583.0
2015-12-08,2.39,1888.5528,9056162.0
2015-12-09,2.35,1856.9452,8709960.0
2015-12-10,2.45,1935.9642,13069423.0
2015-12-11,2.36,1864.8471,11890021.0
2015-12-14,2.34,1849.0433,7700690.0
2015-12-15,2.36,1864.8471,7423859.0
2015-12-16,2.54,2007.0812,19543566.0
2015-12-17,2.56,2022.885,11374071.0
2015-12-18,2.45,1935.9642,17988100.0
2015-12-21,2.53,2004.7665,6876564.0
2015-12-22,2.77,2194.942,24893205.0
2015-12-23,2.83,2242.4859,30365300.0
2015-12-24,2.92,2313.8017,11900888.0
2015-12-28,3.0,2377.1935,16050492.0
2015-12-29,3.0,2377.1935,15300911.0
2015-12-30,2.98,2361.3455,10046610.0
2015-12-31,2.87,2274.1818,11086106.0
2016-01-04,2.77,2194.942,32516771.0
2016-01-05,2.75,2179.094,12972260.0
2016-01-06,2.505,1984.9566,23759374.0
2016-01-07,2.275,1802.7051,22203514.0
2016-01-08,2.14,1695.7314,31822424.0
2016-01-11,2.34,1854.2109,19629314.0
2016-01-12,2.39,1893.8308,17986135.0
2016-01-13,2.25,1782.8951,12749689.0
2016-01-14,2.21,1751.1992,15666568.0
2016-01-15,2.03,1608.5676,21199273.0
2016-01-19,1.95,1545.1758,18978876.0
2016-01-20,1.8,1426.3161,29243601.0
2016-01-21,2.09,1656.1115,26387931.0
2016-01-22,2.02,1600.6436,16245515.0
2016-01-25,2.12,1679.8834,13080926.0
2016-01-26,2.07,1640.2635,11097391.0
2016-01-27,2.13,1687.8074,10833249.0
2016-01-28,2.08,1648.1875,7118372.0
2016-01-29,2.2,1743.2752,11998088.0
2016-02-01,2.14,1695.7314,8816117.0
2016-02-02,1.99,1576.8717,11224069.0
2016-02-03,2.07,1640.2635,9978631.0
2016-02-04,2.09,1656.1115,8284838.0
2016-02-05,1.98,1568.9477,7914421.0
2016-02-08,1.93,1529.3278,11588981.0
2016-02-09,1.9,1505.5559,14991465.0
2016-02-10,1.84,1458.012,9466130.0
2016-02-11,1.86,1473.86,7858282.0
2016-02-12,1.83,1450.088,9957298.0
2016-02-16,1.83,1450.088,11853372.0
2016-02-17,1.9,1505.5559,13770167.0
2016-02-18,1.91,1515.104,10823412.0
2016-02-19,1.91,1515.104,7784114.0
2016-02-22,2.01,1594.4288,9895491.0
2016-02-23,1.97,1562.6989,6710579.0
2016-02-24,2.02,1602.3613,6906231.0
2016-02-25,2.03,1610.2938,5614399.0
2016-02-26,2.07,1642.0237,7911456.0
2016-02-29,2.14,1697.5511,11400321.0
2016-03-01,2.18,1729.281,9011185.0
2016-03-02,2.32,1840.3358,10845691.0
2016-03-03,2.46,1951.3905,22092400.0
2016-03-04,2.37,1879.9982,15448987.0
2016-03-07,2.47,1959.323,8801832.0
2016-03-08,2.3,1824.4708,10026930.0
2016-03-09,2.26,1792.7409,13082444.0
2016-03-10,2.26,1792.7409,9625514.0
2016-03-11,2.52,1998.9854,21382383.0
2016-03-14,2.72,2157.635,33848017.0
2016-03-15,2.49,1975.1879,21573551.0
2016-03-16,2.63,2086.2427,13015657.0
2016-03-17,2.8,2221.0949,29000838.0
2016-03-18,2.93,2324.2171,26330503.0
2016-03-21,2.8,2221.0949,13464942.0
2016-03-22,2.79,2213.1624,10315800.0
2016-03-23,2.68,2125.9051,10167129.0
2016-03-24,2.79,2213.8476,10040161.0
2016-03-28,2.78,2205.9127,7683731.0
2016-03-29,2.86,2269.3922,13616186.0
2016-03-30,2.86,2269.3922,14945925.0
2016-03-31,2.85,2261.4573,9071495.0
2016-04-01,2.83,2245.5874,8257676.0
2016-04-04,2.83,2245.5874,5591055.0
2016-04-05,2.76,2190.0428,9640183.0
2016-04-06,2.8,2221.7826,12534644.0
2016-04-07,2.64,2094.8236,13479207.0
2016-04-08,2.74,2174.1729,8489046.0
2016-04-11,2.76,2190.0428,9045056.0
2016-04-12,2.81,2229.7175,16131946.0
2016-04-13,2.8,2221.7826,8047980.0
2016-04-14,2.72,2158.3031,8985330.0
2016-04-15,2.7,2142.4332,7487498.0
2016-04-18,2.76,2190.0428,8938814.0
2016-04-19,2.62,2078.9537,11719940.0
2016-04-20,2.7,2142.4332,7926104.0
2016-04-21,2.62,2078.9537,13957207.0
2016-04-22,3.99,3166.0402,143265305.0
2016-04-25,3.45,2737.5535,80607909.0
2016-04-26,3.66,2904.1872,36336919.0
2016-04-27,3.73,2959.7318,24186756.0
2016-04-28,3.61,2864.6066,20230013.0
2016-04-29,3.55,2816.9954,17717828.0
2016-05-02,3.74,2967.7642,16972770.0
2016-05-03,3.6,2856.6714,13784844.0
2016-05-04,3.6,2856.6714,8688477.0
2016-05-05,3.66,2904.2826,21529565.0
2016-05-06,3.68,2920.153,11839343.0
2016-05-09,3.65,2896.3474,16299366.0
2016-05-10,3.64,2888.4122,9415073.0
2016-05-11,3.65,2896.3474,7540251.0
2016-05-12,3.59,2848.7362,9255810.0
2016-05-13,3.67,2912.2178,16470076.0
2016-05-16,3.79,3007.4402,14703837.0
2016-05-17,3.79,3007.4402,20066139.0
2016-05-18,3.84,3047.1162,19506922.0
2016-05-19,3.77,2991.5698,17696860.0
2016-05-20,3.87,3070.9218,13799647.0
2016-05-23,4.04,3205.8201,35467015.0
2016-05-24,4.2,3332.7833,34283908.0
2016-05-25,4.18,3316.9129,24719916.0
2016-05-26,4.35,3451.8113,22625701.0
2016-05-27,4.6,3650.1912,34429620.0
2016-05-31,4.57,3626.3857,25379192.0
2016-06-01,4.43,3515.2929,29696360.0
2016-06-02,4.24,3364.5241,35335045.0
2016-06-03,4.16,3301.0425,17561799.0
2016-06-06,4.47,3547.0337,21329634.0
2016-06-07,4.51,3578.7745,20676178.0
2016-06-08,4.46,3539.0985,16074328.0
2016-06-09,4.52,3586.7097,16219074.0
2016-06-10,4.32,3428.0057,15106516.0
2016-06-13,4.4,3491.4873,13540907.0
2016-06-14,4.39,3483.5521,16757413.0
2016-06-15,4.42,3507.3577,11575250.0
2016-06-16,4.75,3769.2192,34182650.0
2016-06-17,5.26,4173.9143,64894090.0
2016-06-20,5.1,4046.9512,43541305.0
2016-06-21,5.45,4324.6831,35864591.0
2016-06-22,5.02,3983.4696,47943335.0
2016-06-23,5.21,4134.2383,29159174.0
2016-06-24,4.88,3872.3768,36735157.0
2016-06-27,4.72,3745.4136,31187599.0
2016-06-28,5.12,4062.8216,29221367.0
2016-06-29,5.13,4070.7568,33118283.0
2016-06-30,5.14,4078.692,26124847.0
2016-07-01,5.07,4023.1456,18255878.0
2016-07-05,4.96,3935.8584,16332466.0
2016-07-06,5.04,3999.34,19392887.0
2016-07-07,5.02,3983.4696,15813768.0
2016-07-08,5.1,4046.9512,28140749.0
2016-07-11,5.01,3975.5344,21027948.0
2016-07-12,5.14,4078.692,20832476.0
2016-07-13,5.09,4039.016,14032518.0
2016-07-14,5.17,4102.4976,20050141.0
2016-07-15,5.14,4078.692,14219263.0
2016-07-18,5.51,4372.2943,38619404.0
2016-07-19,5.41,4292.9423,23439607.0
2016-07-20,5.41,4292.9423,20102373.0
2016-07-21,5.22,4142.1735,40242023.0
2016-07-22,5.84,4634.1558,101838278.0
2016-07-25,6.7,5316.5829,118328614.0
2016-07-26,6.98,5552.9934,81230638.0
2016-07-27,6.85,5449.5709,38567259.0
2016-07-28,6.82,5425.7042,27515622.0
2016-07-29,6.86,5457.5265,22580538.0
2016-08-01,6.64,5282.5038,26729026.0
2016-08-02,6.26,4980.1918,40816397.0
2016-08-03,6.3,5012.0141,23807809.0
2016-08-04,6.47,5147.259,22411032.0
2016-08-05,6.61,5258.6371,20163999.0
2016-08-08,6.68,5314.3261,21462238.0
2016-08-09,6.6,5250.6815,16772428.0
2016-08-10,6.49,5163.1701,29070733.0
2016-08-11,6.58,5234.7703,13240292.0
2016-08-12,6.73,5354.104,25466386.0
2016-08-15,6.95,5529.1267,28339380.0
2016-08-16,6.78,5393.8819,26768769.0
2016-08-17,6.68,5314.3261,13791311.0
2016-08-18,7.04,5600.7269,30783305.0
2016-08-19,7.62,6062.1504,75129305.0
2016-08-22,7.58,6030.3281,41519225.0
2016-08-23,7.67,6101.9283,27531065.0
2016-08-24,7.43,5910.9945,22943869.0
2016-08-25,7.465,5938.839,16451281.0
2016-08-26,7.67,6101.9283,31387878.0
2016-08-29,7.59,6038.2837,16916273.0
2016-08-30,7.49,5958.7279,16088129.0
2016-08-31,7.4,5887.1277,18808801.0
2016-09-01,7.35,5847.3498,22284592.0
2016-09-02,7.51,5974.6391,18538362.0
2016-09-06,7.34,5839.3943,24994613.0
2016-09-07,6.84,5441.6154,57721907.0
2016-09-08,6.225,4952.3473,90814651.0
2016-09-09,5.9,5283.791,170828036.0
2016-09-12,5.94,5319.6133,78014372.0
2016-09-13,5.74,5140.5018,50819506.0
2016-09-14,6.04,5409.1691,64344764.0
2016-09-15,6.02,5481.558,52718477.0
2016-09-16,6.05,5508.8747,47829445.0
2016-09-19,6.16,5609.036,37837160.0
2016-09-20,6.17,5618.1416,28990858.0
2016-09-21,6.29,5727.4086,33450003.0
2016-09-22,6.37,5800.2532,35848186.0
2016-09-23,6.55,5964.1536,61022355.0
2016-09-26,6.32,5754.7253,29875788.0
2016-09-27,6.54,5955.048,30035862.0
2016-09-28,6.59,6000.5759,27878252.0
2016-09-29,6.67,6073.4205,30746101.0
2016-09-30,6.91,6291.9544,47453145.0
2016-10-03,6.95,6328.3767,30456683.0
2016-10-04,6.97,6346.5879,25770031.0
2016-10-05,6.78,6173.5819,31235592.0
2016-10-06,6.96,6337.4823,27059688.0
2016-10-07,6.75,6146.2652,33058999.0
2016-10-10,6.84,6228.2154,13800510.0
2016-10-11,6.5,5918.6257,32510803.0
2016-10-12,6.62,6027.8926,33592702.0
2016-10-13,6.49,5909.5201,30401706.0
2016-10-14,6.75,6146.2652,66934374.0
2016-10-17,6.67,6073.4205,24261489.0
2016-10-18,6.73,6128.054,25314837.0
2016-10-19,6.77,6164.4763,29420227.0
2016-10-20,6.96,6337.4823,64607539.0
2016-10-21,6.52,5936.8369,64243549.0
2016-10-24,7.005,6378.4574,52998430.0
2016-10-25,7.5,6829.1835,78862046.0
2016-10-26,7.29,6756.8729,47619312.0
2016-10-27,7.11,6590.0366,37804176.0
2016-10-28,7.2,6673.4547,77261334.0
2016-10-31,7.23,6701.2608,42345904.0
2016-11-01,7.09,6571.4992,39906861.0
2016-11-02,6.76,6265.6325,33852218.0
2016-11-03,6.7,6210.0204,33673558.0
2016-11-04,6.56,6080.2588,32215709.0
2016-11-07,6.96,6451.0062,36999238.0
2016-11-08,7.0,6488.081,37728535.0
2016-11-09,6.94,6432.4689,38479532.0
2016-11-10,6.295,5834.6386,71749547.0
2016-11-11,6.685,6196.1173,39492150.0
2016-11-14,6.79,6293.4386,29596401.0
2016-11-15,6.97,6460.2749,28909399.0
2016-11-16,7.67,7109.083,78083174.0
2016-11-17,8.46,7841.3093,124235450.0
2016-11-18,8.71,8073.0265,62336214.0
2016-11-21,8.94,8286.2063,65595921.0
2016-11-22,8.69,8054.4891,71312775.0
2016-11-23,8.8,8156.4447,34645960.0
2016-11-25,8.77,8128.6386,14214120.0
2016-11-28,8.83,8184.2507,25907789.0
2016-11-29,8.93,8276.9376,54831388.0
2016-11-30,8.91,8258.4002,36511914.0
2016-12-01,8.39,7776.4285,56682384.0
2016-12-02,8.53,7906.1901,42398936.0
