,AMD US Equity,AMD US Equity,AMD US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2016-12-05,8.68,8045.2204,31410058.0
2016-12-06,9.45,8758.9093,92242854.0
2016-12-07,9.56,8860.8649,54897332.0
2016-12-08,10.34,9583.8225,104613009.0
2016-12-09,10.34,9583.8225,60600759.0
2016-12-12,10.68,9898.9579,63342940.0
2016-12-13,10.54,9769.1962,46967790.0
2016-12-14,10.55,9778.4649,46968552.0
2016-12-15,10.86,10065.7942,48871302.0
2016-12-16,10.66,9880.4205,77777741.0
2016-12-19,10.95,10149.2124,46085840.0
2016-12-20,11.51,10668.2589,59314159.0
2016-12-21,11.47,10631.1841,44814131.0
2016-12-22,11.6,10751.6771,36450756.0
2016-12-23,11.58,10733.1397,32288235.0
2016-12-27,12.07,11187.3054,44336488.0
2016-12-28,11.55,10705.3336,71254459.0
2016-12-29,11.59,10742.4084,50234261.0
2016-12-30,11.34,10510.6912,44095368.0
2017-01-03,11.43,10594.1094,55181960.0
2017-01-04,11.43,10594.1094,40781190.0
2017-01-05,11.24,10418.0043,38855214.0
2017-01-06,11.32,10492.1538,34453462.0
2017-01-09,11.49,10649.7215,37304797.0
2017-01-10,11.44,10603.3781,29201580.0
2017-01-11,11.2,10380.9296,39377016.0
2017-01-12,10.76,9973.1074,75244087.0
2017-01-13,10.58,9806.271,38377455.0
2017-01-17,9.82,9101.8508,70491802.0
2017-01-18,9.88,9157.4629,51797592.0
2017-01-19,9.77,9055.5073,46151282.0
2017-01-20,9.75,9036.97,27982147.0
2017-01-23,9.91,9185.2689,27905681.0
2017-01-24,10.44,9676.5094,43991188.0
2017-01-25,10.35,9593.0912,61886202.0
2017-01-26,10.52,9750.6589,35866570.0
2017-01-27,10.67,9889.6892,32719173.0
2017-01-30,10.61,9834.077,37724991.0
2017-01-31,10.37,9611.6286,53704949.0
2017-02-01,12.06,11178.0367,165939278.0
2017-02-02,12.28,11381.9478,116324549.0
2017-02-03,12.24,11344.8731,60036740.0
2017-02-06,13.63,12633.2206,140474084.0
2017-02-07,13.29,12318.0852,158683771.0
2017-02-08,13.56,12568.3398,75942906.0
2017-02-09,13.42,12438.5781,73339932.0
2017-02-10,13.58,12586.8771,54579343.0
2017-02-13,13.49,12503.4589,57413113.0
2017-02-14,13.26,12290.2791,40479052.0
2017-02-15,13.3,12327.3539,33722253.0
2017-02-16,12.97,12021.4872,52502531.0
2017-02-17,13.13,12169.7862,40887978.0
2017-02-21,14.0,13170.6136,66357063.0
2017-02-22,14.28,13434.0259,71505039.0
2017-02-23,14.32,13471.6562,80317617.0
2017-02-24,14.12,13283.5046,46288614.0
2017-02-27,15.2,14299.5234,95422869.0
2017-02-28,14.46,13603.3624,141782979.0
2017-03-01,14.96,14073.7414,73450388.0
2017-03-02,13.9,13076.5378,104330930.0
2017-03-03,13.03,12258.0783,163641702.0
2017-03-06,13.04,12267.4859,117192621.0
2017-03-07,13.05,12276.8934,76666266.0
2017-03-08,13.22,12445.2914,71294747.0
2017-03-09,13.33,12548.8452,45244233.0
2017-03-10,13.91,13094.8565,65142157.0
2017-03-13,14.28,13443.174,73078146.0
2017-03-14,14.1,13273.7223,52554505.0
2017-03-15,13.98,13160.7544,55179561.0
2017-03-16,13.65,12850.0928,44494793.0
2017-03-17,13.49,12699.469,224892327.0
2017-03-20,14.4,13556.1419,91565591.0
2017-03-21,13.82,13010.1306,72552725.0
2017-03-22,14.1,13273.7223,61239502.0
2017-03-23,13.79,12981.8887,44549945.0
2017-03-24,13.7,12897.1628,50099472.0
2017-03-27,13.7,12897.1628,42686840.0
2017-03-28,13.69,12887.7488,37420153.0
2017-03-29,13.71,12906.5768,37863470.0
2017-03-30,14.05,13226.6523,44132830.0
2017-03-31,14.55,13697.3517,84566239.0
2017-04-03,14.64,13782.0776,48423677.0
2017-04-04,14.16,13330.2062,58413020.0
2017-04-05,14.17,13339.6202,58816711.0
2017-04-06,13.27,12492.3613,139500105.0
2017-04-07,13.52,12727.711,70440981.0
2017-04-10,13.1,12332.3235,47178017.0
2017-04-11,13.1,12332.3235,59916607.0
2017-04-12,12.76,12012.248,37385363.0
2017-04-13,12.31,11588.6185,53442631.0
2017-04-17,12.79,12040.4899,38188238.0
2017-04-18,12.95,12191.1137,37172004.0
2017-04-19,12.84,12087.5599,36491056.0
2017-04-20,13.11,12341.7375,41976064.0
2017-04-21,13.0,12238.1837,25689590.0
2017-04-24,13.13,12360.5655,36120264.0
2017-04-25,13.49,12699.469,35880950.0
2017-04-26,13.41,12624.1571,36644522.0
2017-04-27,13.62,12821.8509,31327634.0
2017-04-28,13.3,12520.6033,50375992.0
2017-05-01,13.62,12821.8509,68036349.0
2017-05-02,10.32,9715.235,268336455.0
2017-05-03,10.39,9781.1329,140899380.0
2017-05-04,10.1,9508.1273,77031372.0
2017-05-05,10.19,9592.8532,51758963.0
2017-05-08,10.04,9487.9624,35101132.0
2017-05-09,10.18,9620.2647,51017346.0
2017-05-10,10.79,10196.7245,65995889.0
2017-05-11,11.07,10461.329,72946523.0
2017-05-12,11.26,10640.8821,56072619.0
2017-05-15,11.42,10792.0847,52564965.0
2017-05-16,12.75,12048.9562,164186884.0
2017-05-17,11.2,10584.1812,160109462.0
2017-05-18,11.275,10655.0574,86900076.0
2017-05-19,11.41,10782.6345,50319692.0
2017-05-22,11.04,10432.9786,78696444.0
2017-05-23,10.89,10291.2261,49799586.0
2017-05-24,10.89,10291.2261,43028139.0
2017-05-25,10.98,10376.2776,33584259.0
2017-05-26,11.0,10395.1779,31907640.0
2017-05-30,11.12,10508.5799,35338977.0
2017-05-31,11.19,10574.731,42929027.0
2017-06-01,10.93,10329.0268,48001971.0
2017-06-02,10.9,10300.6763,43056165.0
2017-06-05,11.24,10621.9818,66207307.0
2017-06-06,12.03,11368.5446,114998567.0
2017-06-07,12.38,11699.3002,151005890.0
2017-06-08,12.9,12190.7086,89515129.0
2017-06-09,12.28,11604.7986,167454433.0
2017-06-12,12.09,11425.2455,125781768.0
2017-06-13,11.96,11302.3934,87302253.0
2017-06-14,11.77,11122.8404,51909425.0
2017-06-15,11.5,10867.686,61665981.0
2017-06-16,11.44,10810.985,59779528.0
2017-06-19,11.93,11274.043,61803552.0
2017-06-20,12.64,11945.0044,118001536.0
2017-06-21,13.98,13211.3261,188796125.0
2017-06-22,14.38,13589.3326,149594245.0
2017-06-23,14.17,13390.8792,200777337.0
2017-06-26,14.08,13305.8277,101012533.0
2017-06-27,13.4,12663.2167,89319697.0
2017-06-28,13.23,12502.564,85266909.0
2017-06-29,12.6,11907.2038,87634359.0
2017-06-30,12.48,11793.8019,59267384.0
2017-07-03,12.15,11481.9465,39929101.0
2017-07-05,13.19,12464.7633,99450235.0
2017-07-06,13.02,12304.1106,88927822.0
2017-07-07,13.36,12625.4161,88392137.0
2017-07-10,13.81,13050.6734,78320196.0
2017-07-11,13.89,13126.2747,71102292.0
2017-07-12,14.29,13504.2811,78508397.0
2017-07-13,13.53,12786.0688,111656888.0
2017-07-14,13.92,13154.6251,82084552.0
2017-07-17,13.8,13041.2232,71690790.0
2017-07-18,13.48,12738.818,78366510.0
2017-07-19,13.55,12804.9692,51957812.0
2017-07-20,13.8,13041.2232,47707464.0
2017-07-21,13.88,13116.8245,51045674.0
2017-07-24,14.16,13381.429,71014864.0
2017-07-25,14.11,13334.1782,98047389.0
2017-07-26,14.76,13948.4387,236082958.0
2017-07-27,14.12,13343.6284,130303657.0
2017-07-28,13.95,13182.9756,66763754.0
2017-07-31,13.61,12861.6701,69108676.0
2017-08-01,13.71,12956.1694,49149861.0
