,UAL US Equity,UAL US Equity,UAL US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2020-10-15,34.25,9966.1977,23651963.0
2020-10-16,34.16,9940.0091,16210035.0
2020-10-19,35.5,10329.9275,33094432.0
2020-10-20,36.06,10492.8785,22578065.0
2020-10-21,35.54,10341.5668,16092670.0
2020-10-22,37.24,10836.2394,24747751.0
2020-10-23,38.01,11060.297,20690272.0
2020-10-26,35.34,10283.3701,25924487.0
2020-10-27,34.17,9942.9189,17594206.0
2020-10-28,32.6,9486.0743,21822932.0
2020-10-29,33.57,9768.3286,17257404.0
2020-10-30,33.86,9852.9543,18795301.0
2020-11-02,33.78,9829.6751,13901027.0
2020-11-03,34.02,9899.5129,16309029.0
2020-11-04,33.34,9701.639,14812281.0
2020-11-05,35.35,10286.5309,16192113.0
2020-11-06,34.68,10091.5669,13194121.0
2020-11-09,41.32,12023.747,60942626.0
2020-11-10,40.05,11654.1885,26596642.0
2020-11-11,38.51,11206.0624,20044085.0
2020-11-12,36.85,10723.0174,23543724.0
2020-11-13,38.99,11345.738,20034685.0
2020-11-16,41.0,11930.6299,28722695.0
2020-11-17,40.6,11814.2335,19661440.0
2020-11-18,41.05,11945.1794,22481992.0
2020-11-19,40.94,11913.1704,18556311.0
2020-11-20,39.9,11610.5398,15604677.0
2020-11-23,40.93,11978.67,21729997.0
2020-11-24,44.96,13278.4767,29934567.0
2020-11-25,45.64,13479.3077,24250768.0
2020-11-27,45.3,13378.8922,14103891.0
2020-11-30,45.05,13305.0573,23401474.0
2020-12-01,45.32,13384.799,18860212.0
2020-12-02,46.73,13801.2281,17745667.0
2020-12-03,49.91,14740.4086,32545226.0
2020-12-04,49.24,14542.531,26300629.0
2020-12-07,49.2,14530.7174,22364645.0
2020-12-08,49.04,14483.463,17797906.0
2020-12-09,48.02,14182.2164,23325078.0
2020-12-10,49.64,14660.6669,19020500.0
2020-12-11,48.36,14282.632,14770643.0
2020-12-14,46.72,13798.2747,15744995.0
2020-12-15,47.46,14016.8261,16836295.0
2020-12-16,46.0,13585.6301,17369545.0
2020-12-17,45.88,13550.1893,13785021.0
2020-12-18,44.74,13213.5019,16333232.0
2020-12-21,44.055,13011.1942,21879086.0
2020-12-22,42.97,12690.7505,16602731.0
2020-12-23,44.11,13027.4379,15284729.0
2020-12-24,43.26,12776.3991,7230607.0
2020-12-28,43.92,12971.3233,13693204.0
2020-12-29,43.74,12918.1622,9927674.0
2020-12-30,44.65,13186.9214,9473270.0
2020-12-31,43.25,12773.4457,12683975.0
2021-01-04,41.63,12294.9952,14710220.0
2021-01-05,43.4,12817.7466,12294450.0
2021-01-06,43.54,12859.0942,12318860.0
2021-01-07,43.62,12882.7214,9592931.0
2021-01-08,43.29,12785.2592,9215340.0
2021-01-11,42.7,12611.0088,8988803.0
2021-01-12,44.08,13018.5777,9053062.0
2021-01-13,44.43,13121.9466,11390177.0
2021-01-14,46.29,13671.2786,16310456.0
2021-01-15,43.89,12962.4631,13211536.0
2021-01-19,44.75,13216.4553,9706312.0
2021-01-20,45.18,13343.4514,11661304.0
2021-01-21,42.59,12578.5214,32185626.0
2021-01-22,42.14,13141.1581,13544971.0
2021-01-25,40.38,12592.3105,20281919.0
2021-01-26,41.25,12863.6158,13388598.0
2021-01-27,40.91,12757.5884,15279986.0
2021-01-28,42.55,13269.0146,22174963.0
2021-01-29,39.99,12470.6908,24192571.0
2021-02-01,39.935,12453.5393,13143423.0
2021-02-02,40.83,12732.6408,13118649.0
2021-02-03,42.04,13109.9736,15174840.0
2021-02-04,42.41,13225.3563,13633792.0
2021-02-05,42.14,13141.1581,10764265.0
2021-02-08,44.35,13830.336,19794297.0
2021-02-09,43.32,13509.1355,11967158.0
2021-02-10,43.78,13652.5843,9772515.0
2021-02-11,43.44,13546.5569,8478124.0
2021-02-12,43.935,13700.9203,8987489.0
2021-02-16,45.71,14254.4456,13954879.0
2021-02-17,46.08,14369.8283,12840055.0
2021-02-18,44.96,14020.5616,10250399.0
2021-02-19,48.03,14977.9265,21112041.0
2021-02-22,49.7,15498.708,27547898.0
2021-02-23,50.61,15782.4872,20124969.0
2021-02-24,54.96,17139.014,27482084.0
2021-02-25,51.78,16147.3461,25949974.0
2021-02-26,52.68,16428.0068,18330190.0
2021-03-01,53.31,16624.4693,19500588.0
2021-03-02,53.21,16593.2848,12370989.0
2021-03-03,54.57,17017.3943,18438946.0
2021-03-04,52.05,16576.6904,19937491.0
2021-03-05,50.52,16089.4217,21503158.0
2021-03-08,54.06,17216.8277,17588966.0
2021-03-09,53.43,17016.1876,15292842.0
2021-03-10,53.92,17172.241,13438932.0
2021-03-11,54.06,17216.8277,17140757.0
2021-03-12,56.29,17927.0298,19762477.0
2021-03-15,60.94,19407.9445,35374512.0
2021-03-16,59.81,19048.0663,18306413.0
2021-03-17,62.45,19888.8437,18338038.0
2021-03-18,60.82,19369.7273,19129709.0
2021-03-19,60.77,19353.8035,19643819.0
2021-03-22,58.33,18576.7214,12958276.0
2021-03-23,54.36,17312.3706,21698204.0
2021-03-24,53.83,17143.5782,18015776.0
2021-03-25,56.05,17850.5955,21500079.0
2021-03-26,56.83,18099.007,15432445.0
2021-03-29,56.2,17898.3669,12083040.0
2021-03-30,58.21,18538.5043,12708910.0
2021-03-31,57.54,18325.1252,11023782.0
2021-04-01,57.82,18709.2389,10932226.0
2021-04-05,59.29,19184.8975,17175712.0
2021-04-06,59.48,19246.3772,11917227.0
2021-04-07,59.57,19275.4992,13772591.0
2021-04-08,59.43,19230.1983,13655758.0
2021-04-09,58.43,18906.6211,10896080.0
2021-04-12,56.16,18172.1006,18714698.0
2021-04-13,56.66,18333.8893,15349381.0
2021-04-14,56.92,18418.0193,12971146.0
2021-04-15,56.12,18159.1575,12123396.0
2021-04-16,55.87,18078.293,10620386.0
2021-04-19,54.99,17793.5445,13984371.0
2021-04-20,50.3,16275.9645,44364750.0
2021-04-21,51.86,16780.7459,21085585.0
2021-04-22,51.03,16512.1763,20538150.0
2021-04-23,53.11,17185.2411,13862419.0
2021-04-26,53.78,17402.0385,12358766.0
2021-04-27,53.48,17304.965,10331466.0
2021-04-28,53.55,17327.6155,11535979.0
2021-04-29,53.69,17372.9165,9804825.0
2021-04-30,54.4,17602.657,11143955.0
2021-05-03,54.46,17622.0717,9912920.0
2021-05-04,52.8,17084.9318,13673150.0
2021-05-05,53.27,17237.0136,11151324.0
2021-05-06,53.05,17165.8264,10524357.0
2021-05-07,54.73,17709.4378,11819918.0
2021-05-10,54.03,17482.9331,10852915.0
2021-05-11,52.7,17052.574,15065935.0
2021-05-12,51.01,16505.7267,12728687.0
2021-05-13,52.43,16965.2079,13373744.0
2021-05-14,55.28,17887.4059,14499188.0
2021-05-17,56.57,18304.8218,17529926.0
2021-05-18,56.38,18243.342,13706168.0
2021-05-19,55.79,18052.4308,15121626.0
2021-05-20,55.09,17825.926,11702491.0
2021-05-21,55.3,17893.8774,10527393.0
2021-05-24,56.14,18165.6832,9470671.0
2021-05-25,56.98,18437.4889,23605740.0
2021-05-26,58.01,18770.7745,11697308.0
2021-05-27,59.13,19133.1822,12307490.0
2021-05-28,58.35,18880.7911,14357297.0
2021-06-01,59.67,19307.9144,14321083.0
2021-06-02,60.29,19508.5329,12089180.0
2021-06-03,57.73,18680.1726,13746467.0
2021-06-04,56.93,18421.31,13622768.0
2021-06-07,57.3,18541.034,8914964.0
2021-06-08,57.73,18680.1726,10777956.0
2021-06-09,57.23,18518.3835,8151464.0
2021-06-10,56.26,18204.5126,11663964.0
2021-06-11,56.52,18288.6429,9780472.0
2021-06-14,55.74,18036.2519,8248534.0
2021-06-15,55.29,17890.6417,7541966.0
2021-06-16,55.6,17990.9509,9952010.0
2021-06-17,54.24,17550.8845,12509916.0
2021-06-18,54.92,17770.9177,12490745.0
2021-06-21,55.69,18020.073,10891566.0
2021-06-22,55.17,17851.8123,9819669.0
2021-06-23,55.12,17835.6334,9957545.0
2021-06-24,54.34,17583.2423,11548556.0
2021-06-25,53.88,17434.3963,12256367.0
2021-06-28,52.49,16984.6226,19098758.0
2021-06-29,52.15,16874.6059,12598306.0
2021-06-30,52.29,16919.9069,9244478.0
2021-07-01,53.08,17177.2594,8577588.0
2021-07-02,52.77,17076.9401,9219856.0
2021-07-06,51.44,16646.5378,10652336.0
2021-07-07,50.3,16277.6215,12719050.0
2021-07-08,49.66,16070.5106,13207761.0
2021-07-09,51.1,16536.5101,9914705.0
2021-07-12,50.62,16381.1769,11567189.0
2021-07-13,48.5,15695.1221,14287157.0
2021-07-14,48.16,15585.0944,14949343.0
2021-07-15,47.71,15439.4696,12331828.0
2021-07-16,46.01,14889.3313,13760722.0
2021-07-19,43.46,14064.1238,26444011.0
2021-07-20,46.32,14989.6506,21894036.0
2021-07-21,48.1,15565.6778,23048276.0
2021-07-22,47.95,15517.1362,12922278.0
2021-07-23,47.53,15381.2197,9491348.0
2021-07-26,49.46,16005.7884,10775250.0
2021-07-27,48.65,15743.6637,10559900.0
2021-07-28,49.14,15902.233,9772459.0
2021-07-29,48.49,15691.886,7643569.0
2021-07-30,46.72,15119.0949,12123471.0
2021-08-02,46.07,14908.7479,10995896.0
2021-08-03,46.54,15060.845,12596991.0
2021-08-04,45.28,14653.0954,12205041.0
2021-08-05,47.24,15287.3725,12644615.0
2021-08-06,47.62,15410.3446,9919257.0
2021-08-09,46.45,15031.72,13064799.0
2021-08-10,47.68,15429.7613,12551748.0
2021-08-11,48.21,15601.275,12779269.0
2021-08-12,47.24,15287.3725,9323627.0
2021-08-13,46.49,15044.6645,7572363.0
2021-08-16,46.3,14983.1784,8408444.0
2021-08-17,45.29,14656.3315,9745534.0
2021-08-18,45.04,14575.4289,9460719.0
2021-08-19,43.93,14216.2209,12360708.0
2021-08-20,44.03,14248.582,9866975.0
2021-08-23,45.53,14733.9981,8269215.0
2021-08-24,47.12,15248.5392,10047996.0
2021-08-25,47.59,15400.6363,9772287.0
2021-08-26,47.01,15212.9421,8604046.0
2021-08-27,47.71,15439.4696,6824272.0
2021-08-30,45.91,14856.9702,11376129.0
2021-08-31,46.51,15051.1367,8884233.0
2021-09-01,46.19,14947.5812,8607983.0
2021-09-02,46.76,15132.0394,9785416.0
2021-09-03,46.22,14957.2896,7710172.0
2021-09-07,46.57,15070.5533,7812349.0
2021-09-08,45.53,14733.9981,9053359.0
2021-09-09,46.58,15073.7894,12872337.0
2021-09-10,44.34,14348.9013,17498633.0
2021-09-13,44.84,14510.7067,14173593.0
2021-09-14,43.87,14196.8043,10762752.0
2021-09-15,43.86,14193.5682,10321569.0
2021-09-16,44.47,14390.9707,12204301.0
2021-09-17,44.54,14413.6235,11743870.0
2021-09-20,45.27,14649.8593,14700328.0
2021-09-21,44.45,14384.4985,12217719.0
2021-09-22,45.68,14782.5397,13782969.0
2021-09-23,47.47,15361.803,13703508.0
2021-09-24,48.79,15788.9692,12236356.0
2021-09-27,49.08,15882.8163,14094302.0
2021-09-28,48.68,15753.372,9820648.0
2021-09-29,48.71,15763.0804,9791562.0
2021-09-30,47.57,15394.1641,12016541.0
2021-10-01,51.34,16614.1767,21464897.0
2021-10-04,51.3,16601.2322,13986660.0
2021-10-05,50.88,16465.3157,9828086.0
2021-10-06,50.22,16251.7326,9995859.0
2021-10-07,49.52,16025.2051,10812061.0
2021-10-08,49.16,15908.7052,7349319.0
2021-10-11,49.18,15915.1774,8145107.0
2021-10-12,49.67,16073.7467,7402318.0
2021-10-13,47.88,15494.4834,13271546.0
2021-10-14,47.91,15504.1918,7434975.0
2021-10-15,48.0,15533.3167,8527987.0
2021-10-18,47.17,15264.7198,9126832.0
2021-10-19,46.22,14957.2896,14646375.0
2021-10-20,45.95,14869.9147,19751205.0
2021-10-21,46.72,15119.0949,13252595.0
2021-10-22,46.73,15122.331,8565757.0
2021-10-25,46.65,15096.4422,7494238.0
2021-10-26,46.79,15141.7477,9345532.0
2021-10-27,45.82,14827.8453,7896598.0
2021-10-28,46.01,14889.3313,7376817.0
2021-10-29,46.14,14931.4007,9674916.0
2021-11-01,48.05,15549.4973,13566892.0
2021-11-02,47.98,15526.8445,8764855.0
2021-11-03,49.05,15873.108,11270831.0
2021-11-04,49.14,15902.233,8659241.0
2021-11-05,52.71,17057.5234,21551754.0
2021-11-08,53.11,17186.9677,14923105.0
2021-11-09,52.81,17089.8845,7623949.0
2021-11-10,51.77,16753.3293,7155824.0
2021-11-11,51.34,16614.1767,5878841.0
2021-11-12,49.83,16125.5244,10277123.0
2021-11-15,50.48,16335.8714,6506751.0
2021-11-16,49.2,15921.6496,9333059.0
2021-11-17,48.74,15772.7887,8291600.0
2021-11-18,47.43,15348.8586,9883648.0
2021-11-19,46.11,14921.6924,17013976.0
2021-11-22,46.48,15041.4284,10953997.0
2021-11-23,46.7,15112.6227,7006859.0
2021-11-24,46.73,15122.331,5595585.0
2021-11-26,42.26,13675.7909,36386880.0
2021-11-29,42.54,13766.4019,18487111.0
2021-11-30,42.26,13675.7909,14919014.0
2021-12-01,39.06,12640.2365,27539017.0
2021-12-02,41.64,13475.1523,24005568.0
2021-12-03,40.61,13141.8332,17327272.0
2021-12-06,43.99,14235.6376,27543837.0
2021-12-07,43.41,14047.9433,17780996.0
2021-12-08,45.25,14643.3871,22497259.0
2021-12-09,44.44,14381.2624,12453111.0
2021-12-10,44.05,14255.0542,11038396.0
2021-12-13,41.74,13507.5133,16089480.0
2021-12-14,41.38,13391.0135,12280254.0
2021-12-15,41.5,13429.8467,14853342.0
2021-12-16,40.05,12960.6111,12724177.0
2021-12-17,40.78,13196.847,15031335.0
2021-12-20,41.1,13300.4024,14567180.0
2021-12-21,43.93,14216.2209,19615766.0
2021-12-22,44.57,14423.3318,13013124.0
2021-12-23,44.87,14520.415,10322991.0
2021-12-27,44.58,14426.5679,11239297.0
2021-12-28,45.27,14649.8593,9256245.0
2021-12-29,44.43,14378.0263,8341042.0
2021-12-30,44.13,14280.9431,9854573.0
2021-12-31,43.78,14167.6793,7398931.0
2022-01-03,45.49,14721.0537,13889940.0
2022-01-04,46.25,14966.9979,11254866.0
2022-01-05,45.78,14814.9008,10987887.0
2022-01-06,45.77,14811.6647,8225848.0
2022-01-07,47.31,15310.0253,11643916.0
2022-01-10,46.58,15073.7894,9204548.0
2022-01-11,46.9,15177.3449,8589861.0
2022-01-12,46.54,15060.845,8995734.0
2022-01-13,48.17,15588.3306,14671228.0
2022-01-14,46.74,15125.5672,11204767.0
2022-01-18,45.61,14759.887,11128114.0
2022-01-19,44.4,14368.318,10365279.0
2022-01-20,42.88,13876.4296,15589624.0
2022-01-21,41.65,13478.3884,16065163.0
2022-01-24,41.39,13394.2496,20968679.0
2022-01-25,41.78,13520.4578,11304636.0
2022-01-26,41.43,13407.194,13585746.0
2022-01-27,40.93,13245.3886,12936444.0
2022-01-28,40.91,13238.9164,14042664.0
2022-01-31,42.88,13876.4296,11871003.0
2022-02-01,43.96,14225.9292,9614301.0
2022-02-02,44.12,14277.707,12135270.0
2022-02-03,43.08,13941.1518,8016485.0
2022-02-04,42.82,13857.013,8956941.0
2022-02-07,44.44,14381.2624,10462880.0
2022-02-08,46.83,15154.6921,12211668.0
2022-02-09,48.93,15834.2747,15867938.0
2022-02-10,49.24,15934.5941,16295801.0
2022-02-11,46.97,15199.9976,15711571.0
2022-02-14,46.93,15187.0532,10641740.0
2022-02-15,50.48,16335.8714,17789060.0
2022-02-16,50.21,16248.4965,10118922.0
2022-02-17,48.36,15649.8166,9932345.0
2022-02-18,47.43,15348.8586,10238296.0
2022-02-22,46.32,14989.6506,11015100.0
2022-02-23,43.85,14190.332,12835912.0
2022-02-24,44.06,14258.2903,19073472.0
2022-02-25,45.85,14837.5536,15838156.0
2022-02-28,44.4,14368.318,14839858.0
2022-03-01,41.85,13543.1105,18149042.0
2022-03-02,42.42,13727.5687,12915781.0
2022-03-03,40.37,13064.1666,15663882.0
2022-03-04,36.71,11879.7512,36684001.0
2022-03-07,31.2,10096.6559,45172415.0
2022-03-08,32.235,10431.593,34172808.0
2022-03-09,34.9,11294.0157,34309039.0
2022-03-10,35.2,11391.0989,18456402.0
2022-03-11,34.87,11284.3074,15575920.0
2022-03-14,35.02,11332.849,16023155.0
2022-03-15,38.24,12374.8757,23183168.0
2022-03-16,41.19,13329.5274,22511180.0
2022-03-17,41.42,13403.9579,17002053.0
2022-03-18,42.35,13704.9159,15842626.0
2022-03-21,40.85,13219.4998,14758149.0
2022-03-22,42.2,13656.3743,13179155.0
2022-03-23,41.53,13439.5551,9409864.0
2022-03-24,42.78,13844.0685,11308448.0
2022-03-25,43.18,13973.5128,12835076.0
2022-03-28,43.86,14193.5682,12507848.0
2022-03-29,45.67,14779.3036,15886545.0
2022-03-30,45.86,14840.7897,9884309.0
2022-03-31,46.36,15002.5951,11832055.0
2022-04-01,45.78,14814.9008,9768895.0
2022-04-04,45.53,14733.9981,8878189.0
2022-04-05,44.71,14468.6373,12020442.0
2022-04-06,43.07,13937.9156,15403050.0
2022-04-07,42.4,13721.0964,11385899.0
2022-04-08,41.96,13578.7077,9124070.0
2022-04-11,42.42,13727.5687,10624311.0
2022-04-12,42.73,13827.888,9933290.0
2022-04-13,45.14,14607.7899,16966570.0
2022-04-14,45.13,14604.5538,12314943.0
2022-04-18,43.97,14366.268,12677432.0
2022-04-19,45.95,15013.1912,13667408.0
2022-04-20,46.52,15199.4266,19528658.0
2022-04-21,50.85,16614.1626,42225042.0
2022-04-22,51.46,16813.4672,23701358.0
2022-04-25,51.3,16761.1906,16254043.0
2022-04-26,48.86,15963.9721,16046062.0
2022-04-27,50.28,16427.9271,13381891.0
2022-04-28,51.82,16931.0896,12786695.0
2022-04-29,50.5,16499.8075,10699197.0
2022-05-02,50.19,16398.5215,13391949.0
2022-05-03,51.38,16787.3289,12214872.0
2022-05-04,51.9,16957.2279,12953220.0
2022-05-05,48.9,15977.0413,15536286.0
2022-05-06,47.52,15526.1555,13824524.0
2022-05-09,43.31,14150.627,16391930.0
2022-05-10,44.12,14415.2773,14104721.0
2022-05-11,43.18,14108.1522,15388033.0
2022-05-12,41.5,13559.2477,19112440.0
2022-05-13,43.27,14137.5578,13874689.0
2022-05-16,43.54,14225.7746,9832062.0
2022-05-17,46.97,15346.4546,13756398.0
2022-05-18,44.63,14581.9091,12138067.0
2022-05-19,44.21,14444.6829,10157806.0
2022-05-20,43.55,14229.0419,12924345.0
2022-05-23,44.76,14624.3838,10144063.0
2022-05-24,41.57,13582.1188,13328459.0
2022-05-25,43.08,14075.4793,11007489.0
2022-05-26,46.07,15052.3986,13895967.0
2022-05-27,48.41,15816.9442,10995204.0
2022-05-31,47.63,15562.0956,16931823.0
2022-06-01,45.49,14862.8959,12460216.0
2022-06-02,45.77,14954.38,8383486.0
2022-06-03,44.43,14516.5633,10413092.0
2022-06-06,44.76,14624.3838,7860189.0
2022-06-07,46.45,15176.5556,10441718.0
2022-06-08,44.6,14572.1072,8219338.0
2022-06-09,42.7,13951.3224,10364591.0
2022-06-10,41.16,13448.1599,16492150.0
2022-06-13,37.02,12095.5024,17493547.0
2022-06-14,36.99,12085.7006,12608777.0
2022-06-15,37.89,12379.7565,16355298.0
2022-06-16,34.78,11363.6298,15128015.0
2022-06-17,36.28,11853.7231,19451838.0
2022-06-21,36.5,11925.6034,10584233.0
2022-06-22,36.72,11997.4838,9037089.0
2022-06-23,35.81,11700.1605,11778662.0
2022-06-24,38.51,12582.3284,13245282.0
2022-06-27,37.2,12154.3136,9770053.0
2022-06-28,36.97,12079.166,12433880.0
2022-06-29,35.68,11657.6858,10245131.0
2022-06-30,35.42,11572.7363,12620387.0
2022-07-01,36.44,11905.9997,10923092.0
2022-07-05,36.97,12079.166,15456973.0
2022-07-06,36.66,11977.88,9664637.0
2022-07-07,36.69,11987.6819,11752061.0
2022-07-08,36.47,11915.8016,9955718.0
2022-07-11,35.37,11556.3998,7570608.0
2022-07-12,38.23,12490.8444,14459252.0
2022-07-13,37.91,12386.2911,11847665.0
2022-07-14,37.85,12366.6874,9181813.0
2022-07-15,38.78,12670.5452,7702497.0
2022-07-18,39.34,12853.5134,11729810.0
2022-07-19,41.47,13549.4459,10518086.0
2022-07-20,41.68,13618.0589,12822062.0
2022-07-21,37.44,12232.7286,29856054.0
2022-07-22,36.33,11870.0595,14579734.0
2022-07-25,36.34,11873.3268,10186923.0
2022-07-26,35.34,11546.5979,8151666.0
2022-07-27,36.42,11899.4651,10580651.0
2022-07-28,36.74,12004.0184,10248709.0
2022-07-29,36.75,12007.2856,7801508.0
2022-08-01,37.69,12314.4108,9471773.0
2022-08-02,37.23,12164.1155,8624860.0
2022-08-03,38.63,12621.5359,10166164.0
2022-08-04,38.63,12621.5359,8985795.0
2022-08-05,37.82,12356.8855,6889271.0
2022-08-08,38.65,12628.0705,7359947.0
2022-08-09,37.8,12350.3509,7627185.0
2022-08-10,38.69,12641.1396,8655362.0
2022-08-11,38.67,12634.6051,8370967.0
2022-08-12,39.34,12853.5134,6796958.0
2022-08-15,39.86,13023.4124,7341027.0
2022-08-16,40.29,13163.9058,6924675.0
2022-08-17,38.96,12729.3564,8557779.0
2022-08-18,39.06,12762.0293,6725427.0
2022-08-19,37.5,12252.3323,8142960.0
2022-08-22,36.36,11879.8614,8481887.0
2022-08-23,36.91,12059.5623,6774998.0
2022-08-24,37.39,12216.3921,5387622.0
2022-08-25,38.27,12503.9135,6296579.0
2022-08-26,36.57,11948.4744,6130177.0
2022-08-29,36.02,11768.7736,6334467.0
2022-08-30,35.94,11742.6353,6660159.0
2022-08-31,35.01,11438.7774,8595594.0
2022-09-01,35.18,11494.3213,9399712.0
2022-09-02,35.31,11536.7961,9496400.0
2022-09-06,36.58,11951.7417,10468423.0
2022-09-07,38.6,12611.734,11802614.0
2022-09-08,38.88,12703.2181,10187972.0
2022-09-09,39.26,12827.3751,7413417.0
2022-09-12,39.22,12814.3059,7832921.0
2022-09-13,37.79,12347.0837,7532753.0
2022-09-14,38.43,12556.1901,7989980.0
2022-09-15,38.9,12709.7527,8410980.0
2022-09-16,37.48,12245.7977,10788125.0
2022-09-19,38.7,12644.4069,7951085.0
2022-09-20,38.17,12471.2406,9607834.0
2022-09-21,36.12,11801.4465,14719687.0
2022-09-22,34.45,11255.8093,12080954.0
2022-09-23,33.07,10804.9234,13273147.0
2022-09-26,31.9,10422.6507,10792020.0
2022-09-27,32.83,10726.5085,12247299.0
2022-09-28,33.92,11082.643,10074527.0
2022-09-29,32.91,10752.6468,9418227.0
2022-09-30,32.53,10628.4898,9136388.0
2022-10-03,32.81,10719.9739,8905153.0
2022-10-04,35.33,11543.3307,12024875.0
2022-10-05,35.42,11572.7363,8573476.0
2022-10-06,34.96,11422.441,9808686.0
2022-10-07,33.86,11063.0392,9386374.0
2022-10-10,34.2,11174.127,9607419.0
2022-10-11,33.93,11085.9103,12083056.0
2022-10-12,34.23,11183.9289,8886471.0
2022-10-13,35.4,11566.2017,13375296.0
2022-10-14,35.47,11589.0727,11114562.0
2022-10-17,36.1,11794.9119,9615773.0
2022-10-18,37.25,12170.6501,14113136.0
2022-10-19,39.1,12775.0985,28314564.0
2022-10-20,39.05,12758.762,13004257.0
2022-10-21,40.44,13212.9151,13232541.0
2022-10-24,41.88,13683.4047,11935396.0
2022-10-25,42.6,13918.6495,9671080.0
2022-10-26,42.45,13869.6401,9613671.0
2022-10-27,42.99,14046.0737,7599683.0
2022-10-28,43.72,14284.5858,9134346.0
2022-10-31,43.08,14075.4793,7777775.0
2022-11-01,42.66,13938.2532,8536057.0
2022-11-02,41.11,13431.8235,10269493.0
2022-11-03,40.95,13379.5469,7724443.0
2022-11-04,42.62,13925.1841,9718510.0
2022-11-07,42.78,13977.4607,6055616.0
2022-11-08,42.18,13781.4234,7091871.0
2022-11-09,42.37,13843.5018,6343503.0
2022-11-10,44.33,14483.8904,9378708.0
2022-11-11,44.71,14608.0474,8173352.0
2022-11-14,44.03,14385.8717,5912352.0
2022-11-15,44.04,14389.139,7062923.0
2022-11-16,43.29,14144.0924,4851876.0
2022-11-17,43.25,14131.0232,4288812.0
2022-11-18,43.82,14317.2587,4883405.0
2022-11-21,43.43,14189.8344,4047110.0
2022-11-22,43.43,14189.8344,3249723.0
2022-11-23,43.69,14274.7839,3380478.0
2022-11-25,44.42,14513.296,2398421.0
2022-11-28,43.02,14055.8756,6025272.0
2022-11-29,43.69,14274.7839,4434114.0
2022-11-30,44.17,14431.6138,4549013.0
2022-12-01,43.89,14340.1297,3906137.0
2022-12-02,43.89,14340.1297,4528976.0
2022-12-05,45.03,14712.6006,11174116.0
2022-12-06,45.92,15003.3893,7601836.0
2022-12-07,44.06,14395.6736,8126450.0
2022-12-08,42.8,13983.9953,8779358.0
2022-12-09,43.04,14062.4102,5791845.0
2022-12-12,44.24,14454.4848,5297134.0
2022-12-13,41.17,13451.4272,18385109.0
2022-12-14,40.1,13101.8273,13887307.0
2022-12-15,38.55,12595.3976,10407244.0
2022-12-16,38.43,12556.1901,11429884.0
2022-12-19,37.98,12409.1621,5432494.0
2022-12-20,38.55,12595.3976,5512570.0
2022-12-21,39.0,12742.4256,6047284.0
2022-12-22,38.28,12507.1808,7246362.0
2022-12-23,38.39,12543.121,4262487.0
2022-12-27,38.2,12481.0425,6653995.0
2022-12-28,37.29,12183.7192,6402606.0
2022-12-29,37.92,12389.5584,5890562.0
2022-12-30,37.7,12317.6781,6295835.0
2023-01-03,37.21,12157.5809,8149601.0
2023-01-04,39.72,12977.6704,8743685.0
2023-01-05,41.24,13474.2982,8292701.0
2023-01-06,42.24,13801.0271,7728171.0
2023-01-09,43.35,14163.6961,10072187.0
2023-01-10,45.75,14947.8454,10584263.0
2023-01-11,47.71,15588.234,16692538.0
2023-01-12,51.3,16761.1906,21249666.0
2023-01-13,51.65,16875.5457,15893624.0
2023-01-17,51.2,16728.5177,20025388.0
2023-01-18,48.86,15963.9721,31617551.0
2023-01-19,48.37,15803.875,15601994.0
2023-01-20,49.46,16160.0095,9431792.0
2023-01-23,49.28,16101.1983,7375128.0
2023-01-24,49.3,16107.7328,5412203.0
2023-01-25,50.28,16427.9271,8657991.0
2023-01-26,49.45,16156.7422,7688854.0
2023-01-27,48.73,15921.4974,6500141.0
2023-01-30,48.21,15751.5984,6112422.0
2023-01-31,48.96,15996.645,5352269.0
2023-02-01,50.22,16408.3234,7826555.0
2023-02-02,52.31,17091.1867,11135531.0
2023-02-03,51.12,16702.3794,6959180.0
2023-02-06,50.92,16637.0336,4996937.0
2023-02-07,50.75,16581.4897,4854370.0
2023-02-08,50.77,16588.0243,7367423.0
2023-02-09,49.82,16277.6319,5215675.0
2023-02-10,48.86,15963.9721,6144055.0
2023-02-13,49.19,16071.7927,4356355.0
2023-02-14,50.06,16356.0468,6199563.0
2023-02-15,49.91,16307.0375,3677739.0
2023-02-16,48.99,16006.4469,5472324.0
2023-02-17,49.63,16215.5534,4860517.0
2023-02-21,48.2,15748.3311,5385583.0
2023-02-22,48.78,15937.8338,4622138.0
2023-02-23,50.58,16525.9458,8536058.0
2023-02-24,50.21,16405.0561,5339952.0
2023-02-27,50.7,16565.1533,4914323.0
2023-02-28,51.96,16976.8316,6279671.0
2023-03-01,52.39,17117.325,4876098.0
2023-03-02,52.56,17172.8689,3261566.0
2023-03-03,53.06,17336.2334,6189345.0
2023-03-06,52.44,17133.6615,4501585.0
2023-03-07,54.01,17646.6258,9884502.0
2023-03-08,54.26,17728.308,4875698.0
2023-03-09,52.12,17029.1082,6478206.0
2023-03-10,50.97,16653.37,10974960.0
2023-03-13,48.83,15954.1703,11968236.0
2023-03-14,46.21,15098.1407,21019446.0
2023-03-15,43.14,14095.0831,16641087.0
2023-03-16,43.59,14242.1111,10612865.0
2023-03-17,43.04,14062.4102,9367270.0
