,WY US Equity,WY US Equity,WY US Equity
,PX_LAST,CUR_MKT_CAP,PX_VOLUME
2017-01-30,31.16,23309.4982,3849409.0
2017-01-31,31.33,23436.6681,4425312.0
2017-02-01,31.11,23272.0953,3624554.0
2017-02-02,31.44,23518.9545,5669423.0
2017-02-03,32.11,24020.1536,5458896.0
2017-02-06,31.42,23503.9933,5825104.0
2017-02-07,32.05,23975.2701,5699380.0
2017-02-08,32.41,24244.5711,5467719.0
2017-02-09,33.17,24813.0955,7199103.0
2017-02-10,33.16,24805.6149,4083899.0
2017-02-13,33.79,25276.8916,7372383.0
2017-02-14,33.29,24902.8625,4172587.0
2017-02-15,33.66,25179.644,4667902.0
2017-02-16,33.52,25074.9159,3402205.0
2017-02-17,33.52,25074.9159,2754674.0
2017-02-21,33.98,25419.0227,3641122.0
2017-02-22,33.76,25254.4499,2360342.0
2017-02-23,33.66,25179.644,3555112.0
2017-02-24,33.47,25068.9728,4561503.0
2017-02-27,33.94,25421.002,3649246.0
2017-02-28,33.72,25256.2224,3792522.0
2017-03-01,34.07,25518.3718,4320474.0
2017-03-02,34.19,25608.2516,4477549.0
2017-03-03,34.14,25570.8017,3239199.0
2017-03-06,33.72,25256.2224,3228835.0
2017-03-07,33.47,25068.9728,2418105.0
2017-03-08,33.6,25166.3426,2982207.0
2017-03-09,33.22,24881.7232,3916720.0
2017-03-10,33.28,24926.6631,2767193.0
2017-03-13,33.34,24971.603,2119123.0
2017-03-14,33.31,24949.1331,2210550.0
2017-03-15,33.88,25376.0621,4321480.0
2017-03-16,33.74,25271.2023,3073242.0
2017-03-17,33.2,24866.7433,5014479.0
2017-03-20,33.38,25001.563,3719017.0
2017-03-21,33.08,24776.8635,4433108.0
2017-03-22,33.16,24836.7833,3507636.0
2017-03-23,33.47,25068.9728,3467659.0
2017-03-24,33.13,24814.3134,3401463.0
2017-03-27,33.51,25098.9327,4018276.0
2017-03-28,33.63,25188.8125,2449972.0
2017-03-29,33.53,25113.9127,1932534.0
2017-03-30,33.89,25383.5521,2310359.0
2017-03-31,33.98,25450.9619,3408418.0
2017-04-03,33.71,25248.7324,3730377.0
2017-04-04,33.96,25435.982,2527834.0
2017-04-05,33.97,25443.4719,3024579.0
2017-04-06,34.41,25852.0457,3155806.0
2017-04-07,34.86,26190.1282,4725943.0
2017-04-10,34.73,26092.4599,3853993.0
2017-04-11,34.64,26024.8434,5591817.0
2017-04-12,34.58,25979.7657,3235279.0
2017-04-13,34.43,25867.0716,2780740.0
2017-04-17,34.96,26265.2577,2882907.0
2017-04-18,34.76,26114.9988,2657614.0
2017-04-19,34.49,25912.1492,5359604.0
2017-04-20,34.78,26130.0246,4268843.0
2017-04-21,34.56,25964.7398,4338767.0
2017-04-24,34.89,26212.667,5779424.0
2017-04-25,34.0,25544.0149,7561593.0
2017-04-26,34.26,25739.3515,8544733.0
2017-04-27,34.67,26047.3822,4671060.0
2017-04-28,33.87,25446.3466,6756499.0
2017-05-01,33.58,25249.8993,4346883.0
2017-05-02,33.7,25340.1313,7616966.0
2017-05-03,33.26,25009.2809,4535530.0
2017-05-04,33.1,24888.9716,3556233.0
2017-05-05,33.55,25227.3414,2219642.0
2017-05-08,33.34,25069.4355,2593689.0
2017-05-09,33.21,24971.6842,2288512.0
2017-05-10,33.21,24971.6842,2273632.0
2017-05-11,32.97,24791.2204,2280093.0
2017-05-12,32.87,24716.0271,1743044.0
2017-05-15,33.1,24888.9716,1646719.0
2017-05-16,33.12,24904.0103,1786807.0
2017-05-17,32.76,24633.3145,2637214.0
2017-05-18,32.7,24588.1986,2639053.0
2017-05-19,33.02,24828.817,2925728.0
2017-05-22,33.13,24911.5296,2019071.0
2017-05-23,33.07,24866.4137,1977444.0
2017-05-24,33.18,24949.1263,3942144.0
2017-05-25,33.17,24941.6069,2147904.0
2017-05-26,33.01,24821.2977,1962918.0
2017-05-30,33.14,24919.049,4450112.0
2017-05-31,32.96,24783.7011,4857469.0
2017-06-01,33.51,25197.264,3381415.0
2017-06-02,33.51,25197.264,2980511.0
2017-06-05,33.38,25099.5128,2814321.0
2017-06-06,33.41,25122.0708,2236264.0
2017-06-07,33.02,24828.817,2355502.0
2017-06-08,32.59,24505.486,4354824.0
2017-06-09,33.23,24986.7229,4545093.0
2017-06-12,33.6,25264.938,3614984.0
2017-06-13,33.81,25422.8439,2802180.0
2017-06-14,33.77,25392.7661,1926386.0
2017-06-15,33.6,25264.9375,2719729.0
2017-06-16,33.66,25310.0535,3771826.0
2017-06-19,34.04,25595.7879,1985675.0
2017-06-20,33.96,25535.6333,1958926.0
2017-06-21,33.76,25385.2467,2718825.0
2017-06-22,33.94,25520.5946,1886245.0
2017-06-23,34.14,25670.9811,5325921.0
2017-06-26,33.63,25287.4955,3298411.0
2017-06-27,32.85,24700.988,3806829.0
2017-06-28,33.2,24964.1644,1652328.0
2017-06-29,33.07,24866.4132,3038623.0
2017-06-30,33.5,25189.7442,3210547.0
2017-07-03,33.69,25332.6115,1513985.0
2017-07-05,33.21,24971.6838,2581332.0
2017-07-06,32.06,24106.9612,12248780.0
2017-07-07,32.01,24069.3646,3123746.0
2017-07-10,32.22,24227.2704,3885801.0
2017-07-11,32.51,24445.3309,4173682.0
2017-07-12,32.93,24761.1426,3744015.0
2017-07-13,32.72,24603.2368,2681072.0
2017-07-14,33.15,24926.5678,2290416.0
2017-07-17,33.4,25114.551,1776879.0
2017-07-18,33.08,24873.9325,2017483.0
2017-07-19,33.82,25430.3627,2274133.0
2017-07-20,34.0,25565.7106,3669427.0
2017-07-21,34.43,25889.0416,2871662.0
2017-07-24,34.13,25663.4618,2798449.0
2017-07-25,34.12,25655.9425,2503561.0
2017-07-26,33.92,25505.556,2673534.0
2017-07-27,34.23,25738.6551,4104457.0
2017-07-28,32.94,24801.8648,4462397.0
2017-07-31,33.02,24862.1,7513947.0
2017-08-01,33.22,25012.6882,3247696.0
2017-08-02,32.37,24372.6886,3139045.0
2017-08-03,32.86,24741.6295,2745501.0
2017-08-04,32.78,24681.3943,1894373.0
2017-08-07,32.72,24636.2178,1515868.0
2017-08-08,32.46,24440.4533,1870234.0
2017-08-09,32.43,24417.8651,1690981.0
2017-08-10,32.12,24184.4535,1933571.0
2017-08-11,32.22,24259.7475,2027551.0
2017-08-14,32.24,24274.8063,3042903.0
2017-08-15,31.94,24048.9241,2388947.0
2017-08-16,31.91,24026.3359,2007335.0
2017-08-17,31.28,23551.9833,3254000.0
2017-08-18,31.17,23469.1598,2798142.0
2017-08-21,31.48,23702.5714,2167823.0
2017-08-22,31.38,23627.2774,2174592.0
2017-08-23,31.36,23612.2186,1384099.0
2017-08-24,31.38,23627.2774,1533412.0
2017-08-25,31.7,23868.2184,2943638.0
2017-08-28,31.77,23920.9242,1968269.0
2017-08-29,31.52,23732.6891,3129431.0
2017-08-30,31.75,23905.8654,2417418.0
2017-08-31,32.61,24553.3944,4681774.0
2017-09-01,32.07,24146.8064,2568075.0
2017-09-05,32.3,24319.9828,3276757.0
2017-09-06,33.23,25020.2176,5037466.0
2017-09-07,33.15,24959.9823,3429381.0
2017-09-08,33.58,25283.7468,4372402.0
2017-09-11,33.33,25095.5116,3575716.0
2017-09-12,33.24,25027.747,2915509.0
2017-09-13,33.1,24922.3353,8490823.0
2017-09-14,33.06,24892.2177,1938244.0
2017-09-15,32.99,24839.5118,4022382.0
2017-09-18,33.37,25125.6293,3764940.0
2017-09-19,33.28,25057.8646,2810804.0
2017-09-20,33.4,25148.2175,2355329.0
2017-09-21,33.42,25163.2763,3213860.0
2017-09-22,33.58,25283.7468,2535051.0
2017-09-25,33.81,25456.9231,2662937.0
2017-09-26,33.72,25389.1585,2486474.0
2017-09-27,33.8,25449.3937,2103897.0
2017-09-28,34.01,25607.5113,1614882.0
2017-09-29,34.03,25622.5701,2804657.0
2017-10-02,34.12,25690.3347,1951157.0
2017-10-03,34.12,25690.3347,1446708.0
2017-10-04,34.32,25840.9229,1302668.0
2017-10-05,34.22,25765.6288,2689369.0
2017-10-06,34.2,25750.57,1699966.0
2017-10-09,34.12,25690.3347,1627806.0
2017-10-10,34.32,25840.9229,2044124.0
2017-10-11,34.39,25893.6287,1699660.0
2017-10-12,34.59,26044.2168,1901217.0
2017-10-13,34.9,26277.6284,2424463.0
2017-10-16,35.02,26367.9813,3120108.0
2017-10-17,35.03,26375.5107,1649518.0
2017-10-18,35.23,26526.0989,2933377.0
2017-10-19,35.18,26488.4518,2490409.0
2017-10-20,35.28,26563.7459,2216235.0
2017-10-23,34.82,26217.3932,2690352.0
2017-10-24,34.87,26255.0402,2548505.0
2017-10-25,34.68,26111.9815,2256934.0
2017-10-26,34.88,26262.5696,3212793.0
2017-10-27,35.51,26803.9926,4282130.0
2017-10-30,35.61,26879.4755,2956251.0
2017-10-31,35.91,27105.9244,3378317.0
2017-11-01,35.81,27030.4414,3466082.0
2017-11-02,35.61,26879.4755,4953544.0
2017-11-03,35.71,26954.9585,2431372.0
2017-11-06,35.66,26917.217,2209834.0
2017-11-07,35.99,27166.3107,2294034.0
2017-11-08,36.41,27483.3391,4026503.0
2017-11-09,36.27,27377.663,1885995.0
2017-11-10,36.14,27279.5351,3026428.0
2017-11-13,35.96,27143.6658,2375866.0
2017-11-14,36.2,27324.8249,2370085.0
2017-11-15,36.55,27589.0152,4002445.0
2017-11-16,36.55,27589.0152,2930502.0
2017-11-17,36.28,27385.2112,2399516.0
2017-11-20,36.11,27256.8902,2673163.0
2017-11-21,36.11,27256.8902,2825149.0
2017-11-22,36.19,27317.2766,1269393.0
2017-11-24,36.17,27302.18,709620.0
2017-11-27,35.53,26819.0892,3625859.0
2017-11-28,35.68,26932.3136,2429830.0
2017-11-29,35.37,26698.3165,2818449.0
2017-11-30,35.38,26705.8648,3921533.0
2017-12-01,35.4,26720.9614,2805636.0
2017-12-04,35.13,26517.1574,3899603.0
2017-12-05,35.19,26562.4472,1876784.0
2017-12-06,35.24,26600.1887,2235064.0
2017-12-07,35.62,26887.0238,1787570.0
2017-12-08,35.43,26743.6062,2270893.0
2017-12-11,35.44,26751.1545,2124581.0
2017-12-12,35.63,26894.5721,3228457.0
2017-12-13,35.76,26992.7,2566977.0
2017-12-14,35.65,26909.6687,2273179.0
2017-12-15,35.84,27053.0863,4764966.0
2017-12-18,36.01,27181.4073,2672342.0
2017-12-19,35.48,26781.3477,2034907.0
2017-12-20,35.42,26736.058,2721996.0
2017-12-21,35.21,26577.5438,3782322.0
2017-12-22,34.94,26373.7398,2861708.0
2017-12-26,35.06,26464.3194,1689296.0
2017-12-27,35.1,26494.5125,1993981.0
2017-12-28,35.26,26615.2852,1810050.0
2017-12-29,35.26,26615.2852,2258489.0
2018-01-02,35.3,26645.4784,3143976.0
2018-01-03,35.61,26879.4755,2922846.0
2018-01-04,35.32,26660.575,2727790.0
2018-01-05,35.27,26622.8335,2924802.0
2018-01-08,35.5,26796.4443,2760800.0
2018-01-09,35.26,26615.2852,2530349.0
2018-01-10,34.83,26290.7086,4520359.0
2018-01-11,34.99,26411.4813,3405765.0
2018-01-12,35.26,26615.2852,2891478.0
2018-01-16,34.76,26237.8705,3876989.0
2018-01-17,35.21,26577.5438,3500614.0
2018-01-18,35.3,26645.4784,3099437.0
2018-01-19,35.8,27022.8931,3548562.0
2018-01-22,35.98,27158.7624,3269391.0
2018-01-23,36.61,27634.305,5291669.0
2018-01-24,37.59,28374.0378,8694601.0
2018-01-25,37.73,28479.7139,4612921.0
2018-01-26,37.85,28570.2934,6003197.0
2018-01-29,37.07,27981.5265,6127504.0
2018-01-30,36.79,27770.1743,5452546.0
2018-01-31,37.54,28336.2963,6448915.0
2018-02-01,37.16,28049.4611,6208911.0
2018-02-02,35.68,26946.3566,10419440.0
2018-02-05,34.79,26274.2082,6984232.0
2018-02-06,34.68,26191.1336,7620556.0
2018-02-07,34.52,26070.298,4260231.0
2018-02-08,33.6,25375.4928,5743009.0
2018-02-09,33.79,25518.9852,4781683.0
2018-02-12,34.36,25949.4623,4536521.0
2018-02-13,34.21,25836.1788,4346132.0
2018-02-14,34.96,26402.5961,4834160.0
2018-02-15,34.95,26395.0439,3574453.0
2018-02-16,35.18,26599.522,4067466.0
2018-02-20,34.94,26418.0586,4461461.0
2018-02-21,34.76,26281.961,4938205.0
2018-02-22,34.86,26357.5707,4251393.0
2018-02-23,35.4,26765.8636,2579608.0
2018-02-26,35.66,26962.449,3870491.0
2018-02-27,35.26,26660.0099,4899687.0
2018-02-28,35.03,26486.1074,4767083.0
2018-03-01,34.36,25979.5218,4242863.0
2018-03-02,34.65,26198.7902,3106695.0
2018-03-05,34.01,25714.8876,4984713.0
2018-03-06,34.23,25881.2291,5811147.0
2018-03-07,34.28,25919.034,4238398.0
2018-03-08,34.47,26062.6926,2952246.0
2018-03-09,34.86,26357.5707,3098986.0
2018-03-12,35.12,26554.1562,3676846.0
2018-03-13,35.55,26879.2782,3810022.0
2018-03-14,35.24,26644.8879,2785743.0
2018-03-15,35.62,26932.2051,3985742.0
2018-03-16,35.82,27083.4247,5220211.0
2018-03-19,35.53,26864.1563,2707955.0
2018-03-20,35.39,26758.3026,4032115.0
2018-03-21,35.38,26750.7416,3485557.0
2018-03-22,35.2,26614.644,3359246.0
2018-03-23,34.05,25745.1315,5798460.0
2018-03-26,34.53,26108.0584,3811341.0
2018-03-27,34.9,26387.8147,5577685.0
2018-03-28,35.02,26478.5464,4378559.0
2018-03-29,35.0,26463.4244,3836782.0
2018-04-02,34.61,26168.5463,4295491.0
2018-04-03,34.68,26221.4731,6388867.0
2018-04-04,35.24,26644.8879,4303391.0
2018-04-05,35.74,27043.6138,3571077.0
2018-04-06,35.48,26846.8779,3793906.0
2018-04-09,35.28,26695.5427,3161426.0
2018-04-10,35.42,26801.4773,5338680.0
2018-04-11,35.76,27058.7473,3660100.0
2018-04-12,35.92,27179.8155,2688095.0
2018-04-13,36.19,27384.1182,2733771.0
2018-04-16,36.48,27603.5543,2965822.0
2018-04-17,36.94,27951.6254,4941465.0
2018-04-18,36.85,27883.5246,3248979.0
2018-04-19,36.63,27717.0558,3414980.0
2018-04-20,36.26,27437.0855,4260511.0
2018-04-23,36.21,27399.2517,2788070.0
2018-04-24,36.18,27376.5514,3678651.0
2018-04-25,36.18,27376.5514,3705466.0
2018-04-26,36.65,27732.1893,6091368.0
2018-04-27,37.0,28009.5163,5814407.0
2018-04-30,36.78,27842.9733,4546646.0
2018-05-01,36.39,27547.7378,6572685.0
2018-05-02,36.54,27661.2899,4498792.0
2018-05-03,36.33,27502.317,3571668.0
2018-05-04,36.51,27638.5795,3484316.0
2018-05-07,36.72,27797.5524,2665892.0
2018-05-08,36.39,27547.7378,5987457.0
2018-05-09,36.45,27593.1587,2880028.0
2018-05-10,36.78,27842.9733,2451391.0
2018-05-11,36.62,27721.851,1777461.0
2018-05-14,36.39,27547.7378,3857001.0
2018-05-15,35.96,27222.2218,6013587.0
2018-05-16,36.13,27350.9142,3341152.0
2018-05-17,36.29,27472.0364,2997016.0
2018-05-18,36.45,27593.1587,7524015.0
2018-05-21,36.82,27873.2538,3855125.0
2018-05-22,37.11,28092.7879,4340272.0
2018-05-23,36.82,27873.2538,3708516.0
2018-05-24,36.66,27752.1316,3198715.0
2018-05-25,36.95,27971.6656,3356518.0
2018-05-29,36.83,27880.824,5342569.0
2018-05-30,37.23,28183.6295,3002202.0
2018-05-31,37.33,28259.3309,6302194.0
2018-06-01,37.69,28531.856,3523561.0
2018-06-04,37.94,28721.1095,3613263.0
2018-06-05,38.22,28933.0734,5128956.0
2018-06-06,38.35,29031.4852,2866213.0
2018-06-07,38.12,28857.372,3072676.0
2018-06-08,38.11,28849.8018,2412467.0
2018-06-11,37.92,28705.9692,3033695.0
2018-06-12,38.36,29039.0553,6610519.0
2018-06-13,37.19,28153.349,5473180.0
2018-06-14,37.26,28206.34,4891111.0
2018-06-15,36.95,27971.6656,5424377.0
2018-06-18,37.12,28100.358,2582226.0
2018-06-19,36.99,28001.9462,6205614.0
2018-06-20,36.39,27547.7378,7751294.0
2018-06-21,35.75,27063.2489,5261116.0
2018-06-22,35.6,26949.6968,5931981.0
2018-06-25,35.36,26768.0134,5423159.0
2018-06-26,36.15,27366.0545,7030768.0
2018-06-27,35.63,26972.4072,4015269.0
2018-06-28,36.11,27335.7739,4058821.0
2018-06-29,36.46,27600.7288,4452633.0
2018-07-02,36.3,27479.6066,3311868.0
2018-07-03,36.57,27684.0003,2170460.0
2018-07-05,37.04,28039.7969,2167394.0
2018-07-06,37.27,28213.9101,2640023.0
2018-07-09,36.83,27880.824,2634855.0
2018-07-10,37.0,28009.5163,4776592.0
2018-07-11,36.55,27668.8601,2357413.0
2018-07-12,36.46,27600.7288,2754079.0
2018-07-13,36.44,27585.5885,1830703.0
2018-07-16,36.25,27441.7559,2032741.0
2018-07-17,36.22,27419.0455,4756551.0
2018-07-18,35.22,26662.0315,4895049.0
2018-07-19,35.65,26987.5475,3939072.0
2018-07-20,34.88,26404.6468,5529327.0
2018-07-23,34.58,26177.5426,4730848.0
2018-07-24,34.55,26154.8321,5853172.0
2018-07-25,34.73,26291.0947,2727441.0
2018-07-26,34.91,26427.3572,3736325.0
2018-07-27,33.83,25632.2995,5701368.0
2018-07-30,34.12,25852.0266,3070571.0
2018-07-31,34.18,25897.4874,4432839.0
2018-08-01,34.07,25814.1426,6150743.0
2018-08-02,34.08,25821.7194,4193352.0
2018-08-03,33.97,25738.3747,3713004.0
2018-08-06,34.11,25844.4498,2535244.0
2018-08-07,34.26,25958.1018,2605558.0
2018-08-08,34.33,26011.1393,2006392.0
2018-08-09,34.44,26094.4841,2110328.0
2018-08-10,34.05,25798.9891,2490524.0
2018-08-13,33.92,25700.4907,2769453.0
2018-08-14,34.3,25988.4089,2530416.0
2018-08-15,34.5,26139.9449,3027518.0
2018-08-16,35.38,26806.7029,5759546.0
2018-08-17,35.65,27011.2763,4811996.0
2018-08-20,35.49,26890.0476,3055781.0
2018-08-21,35.25,26708.2045,1955026.0
2018-08-22,35.3,26746.0885,1780845.0
2018-08-23,34.58,26200.5592,2853931.0
2018-08-24,34.88,26427.8631,2219544.0
2018-08-27,35.29,26738.5117,2831903.0
2018-08-28,35.31,26753.6653,2742814.0
2018-08-29,35.17,26647.5902,2216588.0
2018-08-30,34.58,26200.5592,2654625.0
2018-08-31,34.71,26299.0576,3274198.0
2018-09-04,34.16,25882.3338,2735752.0
2018-09-05,34.38,26049.0233,4143070.0
2018-09-06,34.54,26170.252,2101027.0
2018-09-07,34.06,25806.5658,2422267.0
2018-09-10,34.11,25844.4498,2200115.0
2018-09-11,34.1,25836.873,3212681.0
2018-09-12,34.49,26132.3681,2671288.0
2018-09-13,34.38,26049.0233,2627807.0
2018-09-14,34.06,25806.5658,2531242.0
2018-09-17,33.97,25738.3747,3207266.0
2018-09-18,33.96,25730.7979,3617822.0
2018-09-19,33.64,25488.3404,4314698.0
2018-09-20,33.69,25526.2244,3835213.0
2018-09-21,33.01,25011.0023,9865917.0
2018-09-24,32.9,24927.6576,4604874.0
2018-09-25,32.7,24776.1216,4683770.0
2018-09-26,32.72,24791.2752,3960711.0
2018-09-27,32.82,24867.0432,3424752.0
2018-09-28,32.27,24450.3194,3797419.0
2018-10-01,31.87,24147.2476,2921306.0
2018-10-02,31.98,24230.5924,3796301.0
2018-10-03,30.9,23412.2984,6295716.0
2018-10-04,30.73,23283.4929,4716962.0
2018-10-05,30.27,22934.9603,3303324.0
2018-10-08,30.85,23374.4145,3718114.0
2018-10-09,30.53,23131.957,3250253.0
2018-10-10,29.1,22048.4752,6501541.0
2018-10-11,28.5,21593.8675,8376592.0
2018-10-12,28.08,21275.6421,5487827.0
2018-10-15,28.02,21230.1813,5070340.0
2018-10-16,28.72,21760.557,6280607.0
2018-10-17,28.31,21449.9084,3212845.0
2018-10-18,27.86,21108.9526,3343060.0
2018-10-19,28.54,21624.1747,5011263.0
2018-10-22,27.61,20919.5327,4607852.0
2018-10-23,28.35,21480.2156,6656433.0
2018-10-24,28.48,21578.7139,5940368.0
2018-10-25,28.95,21934.8233,6498241.0
2018-10-26,26.49,19846.3087,9087945.0
2018-10-29,26.43,19801.3567,6141103.0
2018-10-30,26.23,19651.5167,8711667.0
2018-10-31,26.63,19951.1967,7013243.0
2018-11-01,27.22,20393.2247,4994463.0
2018-11-02,27.53,20625.4767,9590251.0
2018-11-05,27.62,20692.9047,4063354.0
2018-11-06,27.19,20370.7487,3143788.0
2018-11-07,27.51,20610.4927,3347955.0
2018-11-08,27.25,20415.7007,3237361.0
2018-11-09,26.83,20101.0367,4834240.0
2018-11-12,27.0,20228.4007,5018006.0
2018-11-13,26.65,19966.1807,4151586.0
2018-11-14,26.72,20018.6247,4280963.0
2018-11-15,26.61,19936.2127,3882990.0
2018-11-16,27.06,20273.3527,8048472.0
2018-11-19,27.09,20295.8287,4809417.0
2018-11-20,26.55,19891.2607,3012269.0
2018-11-21,26.67,19981.1647,2493720.0
2018-11-23,26.33,19726.4367,1136212.0
2018-11-26,26.64,19958.6887,2836408.0
2018-11-27,26.69,19996.1487,4167699.0
2018-11-28,26.95,20190.9407,4660223.0
2018-11-29,26.74,20033.6087,3968931.0
2018-11-30,26.41,19786.3727,5771593.0
2018-12-03,26.5,19853.8007,3772787.0
2018-12-04,25.12,18819.9047,7684517.0
2018-12-06,26.74,20033.6087,10082553.0
2018-12-07,25.27,18932.2847,7393509.0
2018-12-10,25.69,19246.9487,6222035.0
2018-12-11,25.09,18797.4287,5958010.0
2018-12-12,24.72,18520.2247,4515878.0
2018-12-13,24.5,18355.4007,4715217.0
2018-12-14,24.03,18003.2766,4210937.0
2018-12-17,23.6,17681.1206,7687919.0
2018-12-18,23.64,17711.0886,7691726.0
2018-12-19,23.2,17381.4406,10631036.0
2018-12-20,22.22,16647.2246,8632301.0
2018-12-21,21.28,15942.9766,19247957.0
2018-12-24,21.1,15808.1206,4702150.0
2018-12-26,21.35,15995.4206,12927524.0
2018-12-27,21.53,16130.2766,8890335.0
2018-12-28,21.83,16355.0366,9235351.0
2018-12-31,21.86,16377.5126,6336978.0
2019-01-02,21.53,16130.2766,7442033.0
2019-01-03,22.26,16677.1926,9788273.0
2019-01-04,23.02,17246.5846,5844089.0
2019-01-07,23.48,17591.2166,6562170.0
2019-01-08,23.62,17696.1046,6232826.0
2019-01-09,23.7,17756.0406,3926862.0
2019-01-10,24.3,18205.5607,5954799.0
2019-01-11,24.21,18138.1327,4594427.0
2019-01-14,24.08,18040.7367,3548918.0
2019-01-15,24.11,18063.2127,4224401.0
2019-01-16,24.38,18265.4967,4155613.0
2019-01-17,24.64,18460.2887,3738818.0
2019-01-18,25.08,18789.9367,5306054.0
2019-01-22,24.55,18392.8607,5156803.0
2019-01-23,24.29,18198.0687,4492441.0
2019-01-24,25.17,18857.3647,6461109.0
2019-01-25,25.7,19254.4407,5211748.0
2019-01-28,25.8,19329.3607,4807048.0
2019-01-29,25.85,19366.8207,4328868.0
2019-01-30,26.21,19636.5327,3408818.0
2019-01-31,26.24,19659.0087,9748755.0
2019-02-01,26.75,19965.9593,6851917.0
2019-02-04,26.15,19518.1246,6367221.0
2019-02-05,26.48,19764.4337,5040947.0
2019-02-06,26.27,19607.6916,5480012.0
2019-02-07,25.91,19338.9908,6171390.0
2019-02-08,25.65,19144.9291,4908508.0
2019-02-11,25.4,18958.3314,6303720.0
2019-02-12,25.33,18906.084,7417744.0
2019-02-13,25.39,18950.8675,5655436.0
2019-02-14,25.42,18973.2592,5054532.0
2019-02-15,25.54,19066.223,5359581.0
2019-02-19,25.59,19103.5492,6781989.0
2019-02-20,25.87,19312.5759,5329826.0
2019-02-21,25.74,19215.5278,3223425.0
2019-02-22,26.09,19476.8112,3193042.0
2019-02-25,25.86,19305.1106,3451390.0
2019-02-26,25.56,19081.1534,3588102.0
2019-02-27,25.85,19297.6454,4900754.0
2019-02-28,24.89,18580.9824,6255754.0
2019-03-01,25.01,18670.5652,7067234.0
2019-03-04,24.95,18625.7738,3842727.0
2019-03-05,24.59,18357.0252,3993450.0
2019-03-06,24.62,18379.4209,3113830.0
2019-03-07,24.35,18177.8594,3386048.0
2019-03-08,24.66,18409.2818,5003458.0
2019-03-11,25.84,19290.1802,5120568.0
2019-03-12,25.77,19237.9235,3737380.0
2019-03-13,26.08,19469.3459,3763133.0
2019-03-14,25.55,19073.6882,4104506.0
2019-03-15,25.53,19058.7577,4830838.0
2019-03-18,25.6,19111.0144,3872472.0
2019-03-19,25.56,19081.1534,3485802.0
2019-03-20,25.37,18939.3139,4189682.0
2019-03-21,26.19,19551.4636,4429060.0
2019-03-22,25.76,19230.4582,4601392.0
2019-03-25,25.49,19028.8968,3495273.0
2019-03-26,25.47,19013.9663,3700715.0
2019-03-27,25.59,19103.5492,3640428.0
2019-03-28,26.61,19865.0036,5755543.0
2019-03-29,26.34,19663.4422,4707381.0
2019-04-01,26.52,19797.8165,4911634.0
2019-04-02,26.58,19842.6079,4352278.0
2019-04-03,26.68,19917.2603,3872297.0
2019-04-04,26.84,19989.5451,3035925.0
2019-04-05,27.39,20399.1669,5169492.0
2019-04-08,27.09,20175.7368,3470282.0
2019-04-09,26.6,19810.801,3086550.0
2019-04-10,26.71,19892.7254,2357270.0
2019-04-11,27.08,20168.2891,4206271.0
2019-04-12,27.17,20235.3182,3936622.0
2019-04-15,27.08,20168.2891,2385596.0
2019-04-16,26.82,19974.6497,4282133.0
2019-04-17,26.38,19646.9523,5307096.0
2019-04-18,26.36,19632.0569,3505488.0
2019-04-22,25.76,19185.1968,3369338.0
2019-04-23,25.94,19319.2548,3649700.0
2019-04-24,26.33,19609.7139,3366496.0
2019-04-25,26.26,19557.5802,4632158.0
2019-04-26,27.37,20384.7972,5979996.0
2019-04-29,26.46,19707.0418,4587419.0
2019-04-30,26.8,19960.2691,5556465.0
2019-05-01,26.64,19841.1033,2749716.0
2019-05-02,26.46,19707.0418,2514447.0
2019-05-03,26.78,19945.3734,2848409.0
2019-05-06,26.6,19811.3119,3045788.0
2019-05-07,26.03,19386.7837,3460826.0
2019-05-08,25.63,19088.8693,2825579.0
2019-05-09,25.66,19111.2129,2351226.0
2019-05-10,25.55,19029.2864,2603370.0
2019-05-13,25.14,18723.9241,3959555.0
2019-05-14,24.98,18604.7583,4183412.0
2019-05-15,24.95,18582.4147,5730393.0
2019-05-16,25.06,18664.3412,4207414.0
2019-05-17,24.35,18135.543,5808892.0
2019-05-20,23.46,17472.6833,5639046.0
2019-05-21,23.51,17509.9226,6920935.0
2019-05-22,23.13,17226.9039,5229165.0
2019-05-23,22.91,17063.0509,9137815.0
2019-05-24,23.01,17137.5295,5074577.0
2019-05-28,22.58,16817.2715,7952280.0
2019-05-29,22.57,16809.8236,6041356.0
2019-05-30,22.52,16772.5843,8682136.0
2019-05-31,22.8,16981.1244,6454888.0
2019-06-03,22.9,17055.6031,5567928.0
2019-06-04,23.42,17442.8919,11695528.0
2019-06-05,23.34,17383.309,5791216.0
2019-06-06,23.1,17204.5603,7765465.0
2019-06-07,23.79,17718.4627,9135575.0
2019-06-10,24.11,17956.7943,7680944.0
2019-06-11,24.47,18224.9173,4968429.0
2019-06-12,25.06,18664.3412,5125348.0
2019-06-13,25.28,18828.1941,5326422.0
2019-06-14,25.71,19148.4522,6294435.0
2019-06-17,25.67,19118.6607,5095231.0
2019-06-18,25.98,19349.5444,5797300.0
2019-06-19,26.06,19409.1273,6373136.0
2019-06-20,26.56,19781.5204,7183874.0
2019-06-21,26.15,19476.1581,9536963.0
2019-06-24,25.83,19237.8265,6334312.0
2019-06-25,25.56,19036.7342,6399806.0
2019-06-26,25.45,18954.8078,6478547.0
2019-06-27,25.97,19342.0966,4521946.0
2019-06-28,26.34,19617.6675,5349384.0
