Date,PX_LAST,CUR_MKT_CAP,PX_VOLUME,Ticker
2014-01-02,88.42,11352.0576,1314064.0,SBAC
2014-01-03,87.81,11273.7409,524517.0,SBAC
2014-01-06,87.82,11275.0248,761494.0,SBAC
2014-01-07,88.56,11370.0319,658321.0,SBAC
2014-01-08,89.04,11431.6581,1932872.0,SBAC
2014-01-09,87.84,11277.5926,906730.0,SBAC
2014-01-10,88.32,11339.2188,1850567.0,SBAC
2014-01-13,89.12,11441.9291,1573309.0,SBAC
2014-01-14,90.57,11628.0915,1402772.0,SBAC
2014-01-15,90.67,11640.9303,1952754.0,SBAC
2014-01-16,90.72,11647.3497,927528.0,SBAC
2014-01-17,90.01,11556.1943,934893.0,SBAC
2014-01-21,90.65,11638.3626,803697.0,SBAC
2014-01-22,91.47,11743.6406,1691741.0,SBAC
2014-01-23,92.78,11911.8288,2028340.0,SBAC
2014-01-24,89.95,11548.491,1813085.0,SBAC
2014-01-27,89.6,11503.5553,1562915.0,SBAC
2014-01-28,89.93,11545.9233,1190505.0,SBAC
2014-01-29,90.57,11628.0915,1245146.0,SBAC
2014-01-30,92.29,11848.9187,1098470.0,SBAC
2014-01-31,92.75,11907.9771,856896.0,SBAC
2014-02-03,91.99,11810.4023,1632137.0,SBAC
2014-02-04,91.62,11762.8988,1596547.0,SBAC
2014-02-05,91.72,11775.7376,847472.0,SBAC
2014-02-06,92.0,11811.6862,753920.0,SBAC
2014-02-07,92.91,11928.5192,1605226.0,SBAC
2014-02-10,93.17,11961.9001,881288.0,SBAC
2014-02-11,94.73,12162.1852,989362.0,SBAC
2014-02-12,94.17,12090.2879,986608.0,SBAC
2014-02-13,95.14,12214.8242,858893.0,SBAC
2014-02-14,96.36,12371.4574,747287.0,SBAC
2014-02-18,96.6,12402.2705,505395.0,SBAC
2014-02-19,97.69,12542.2133,747233.0,SBAC
2014-02-20,99.21,12737.3629,1664791.0,SBAC
2014-02-21,97.235,12483.7968,1220683.0,SBAC
2014-02-24,95.9,12312.399,1885891.0,SBAC
2014-02-25,95.34,12240.5018,1818948.0,SBAC
2014-02-26,92.79,11913.1127,2724320.0,SBAC
2014-02-27,94.89,12182.7272,1273409.0,SBAC
2014-02-28,95.17,12218.6758,1090846.0,SBAC
2014-03-03,95.18,12219.9597,1096555.0,SBAC
2014-03-04,95.81,12300.8441,1359932.0,SBAC
2014-03-05,95.24,12227.663,1155644.0,SBAC
2014-03-06,95.53,12276.2362,632913.0,SBAC
2014-03-07,95.08,12218.4082,758468.0,SBAC
2014-03-10,94.56,12151.5848,737395.0,SBAC
2014-03-11,94.99,12206.8426,1032517.0,SBAC
2014-03-12,95.2,12233.829,730427.0,SBAC
2014-03-13,94.87,12191.4218,723969.0,SBAC
2014-03-14,94.96,12202.9874,606903.0,SBAC
2014-03-17,94.51,12145.1594,494151.0,SBAC
2014-03-18,94.72,12172.1458,505351.0,SBAC
2014-03-19,93.74,12046.2093,779369.0,SBAC
2014-03-20,93.51,12016.6528,657951.0,SBAC
2014-03-21,91.89,11808.4721,1041100.0,SBAC
2014-03-24,91.39,11744.2188,793129.0,SBAC
2014-03-25,90.54,11634.9882,946050.0,SBAC
2014-03-26,90.37,11613.1421,788163.0,SBAC
2014-03-27,93.26,11984.5262,6283084.0,SBAC
2014-03-28,92.25,11877.9758,786072.0,SBAC
2014-03-31,90.96,11711.8772,1755718.0,SBAC
2014-04-01,91.14,11735.0538,1917276.0,SBAC
2014-04-02,89.98,11585.6939,2146319.0,SBAC
2014-04-03,90.15,11607.5828,1503684.0,SBAC
2014-04-04,88.14,11348.7781,2976690.0,SBAC
2014-04-07,87.4,11253.4968,1249638.0,SBAC
2014-04-08,87.86,11312.7258,1122862.0,SBAC
2014-04-09,90.23,11617.8835,1167876.0,SBAC
2014-04-10,89.08,11469.8112,1283893.0,SBAC
2014-04-11,88.22,11359.0788,1031221.0,SBAC
2014-04-14,88.01,11332.0395,1073859.0,SBAC
2014-04-15,88.0,11330.752,991310.0,SBAC
2014-04-16,89.9,11575.3932,1580503.0,SBAC
2014-04-17,91.17,11738.9165,1553934.0,SBAC
2014-04-21,91.92,11835.4854,1049001.0,SBAC
2014-04-22,92.22,11874.113,894645.0,SBAC
2014-04-23,91.01,11718.3152,678386.0,SBAC
2014-04-24,90.64,11670.6745,978124.0,SBAC
2014-04-25,89.93,11579.2559,755512.0,SBAC
2014-04-28,89.1,11472.3864,1075252.0,SBAC
2014-04-29,89.69,11548.3539,875293.0,SBAC
2014-04-30,89.76,11557.367,1299774.0,SBAC
2014-05-01,90.56,11660.3738,1438255.0,SBAC
2014-05-02,94.89,12217.8983,3527012.0,SBAC
2014-05-05,96.52,12427.7748,2290582.0,SBAC
2014-05-06,96.53,12429.0623,1004480.0,SBAC
2014-05-07,96.36,12407.1734,1336907.0,SBAC
2014-05-08,96.8,12463.8271,989526.0,SBAC
2014-05-09,97.2,12519.9921,601838.0,SBAC
