Date,PX_LAST,CUR_MKT_CAP,PX_VOLUME,Ticker
2014-01-02,27.855,371879.3863,36454380.0,GOOGL
2014-01-03,27.652,369166.5965,33384580.0,GOOGL
2014-01-06,27.96,373282.5326,35415640.0,GOOGL
2014-01-07,28.499,380477.9821,51079980.0,GOOGL
2014-01-08,28.558,381270.5836,44868880.0,GOOGL
2014-01-09,28.283,377598.9629,41711300.0,GOOGL
2014-01-10,28.282,377578.9385,42911200.0,GOOGL
2014-01-13,28.102,375173.4882,48512300.0,GOOGL
2014-01-14,28.763,384000.0778,49690280.0,GOOGL
2014-01-15,28.743,383739.4896,39020240.0,GOOGL
2014-01-16,28.934,386278.554,33713980.0,GOOGL
2014-01-17,28.791,384377.5966,55322800.0,GOOGL
2014-01-21,29.121,388777.507,39621980.0,GOOGL
2014-01-22,29.154,389218.5233,31476920.0,GOOGL
2014-01-23,29.031,387574.8132,39032860.0,GOOGL
2014-01-24,28.123,375457.4416,78526940.0,GOOGL
2014-01-27,27.557,367907.0869,87259560.0,GOOGL
2014-01-28,28.102,375183.5108,44354460.0,GOOGL
2014-01-29,27.7,369808.0652,48232820.0,GOOGL
2014-01-30,28.412,379320.8703,102822140.0,GOOGL
2014-01-31,29.553,394547.2176,111395880.0,GOOGL
2014-02-03,28.363,378664.7226,91512040.0,GOOGL
2014-02-04,28.482,380244.9561,56314740.0,GOOGL
2014-02-05,28.608,381928.7149,48012380.0,GOOGL
2014-02-06,29.027,389551.6799,38965080.0,GOOGL
2014-02-07,29.465,395422.0234,53746160.0,GOOGL
2014-02-10,29.352,393907.463,38912780.0,GOOGL
2014-02-11,29.783,399700.5652,41056260.0,GOOGL
2014-02-12,29.696,398788.1349,34513460.0,GOOGL
2014-02-13,30.027,403227.3873,36738420.0,GOOGL
2014-02-14,30.099,404201.9558,43886600.0,GOOGL
2014-02-18,30.301,406917.2254,42214600.0,GOOGL
2014-02-19,30.088,404047.3304,42113940.0,GOOGL
